id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/16/value
2509121229,6,5,1,0,10,4qdzzur2cuuridyb0jso8mksi,0,101.6,62.5,2023-02-18T15:00:20.567Z,2023-02-19T02:22:13Z,4039612249,346,,4039612313,233,5,4039612247,56,Center,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121867,6,1,1,0,39,ez46dadmx0virt38cgeq2n6pf,0,5.2,56.7,2023-02-18T15:00:49.699Z,2023-02-19T02:22:16Z,4039615051,56,Center,4039615067,213,0.2,4039615073,1,,4039615055,140,77.3,4039615049,124,,4039615063,212,77.1,4039615077,74,,4039615059,141,78.2,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121905,7,12,1,0,43,4qdzzur2cuuridyb0jso8mksi,1,23.2,28.3,2023-02-18T15:00:54.053Z,2023-02-19T02:22:29Z,4039615243,140,24.9,4039615249,213,5.3,4039615241,56,Back,4039615247,212,3.0,4039615245,141,24.7,4039615263,15,,4042457093,388,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121993,8,1,1,0,45,4qdzzur2cuuridyb0jso8mksi,1,25.1,24.3,2023-02-18T15:00:55.751Z,2023-02-19T02:22:34Z,4039615677,1,,4039615669,140,30.5,4039615671,141,41.6,4039615675,213,1.1,4039615665,157,,4042457279,178,,4039615667,56,Back,4039615673,212,13.1,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122005,9,49,1,0,47,4qdzzur2cuuridyb0jso8mksi,1,31.8,42.2,2023-02-18T15:00:57.303Z,2023-02-19T02:22:44Z,,,,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122065,10,1,1,0,47,4qdzzur2cuuridyb0jso8mksi,1,32.8,44.8,2023-02-18T15:00:57.336Z,2023-02-19T02:22:49Z,4039615947,141,68.8,4039615945,140,23.2,4039615951,213,2.1,4042457729,178,,4039615943,56,Back,4039615949,212,19.2,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122231,11,1,1,0,49,4qdzzur2cuuridyb0jso8mksi,1,24.7,75.6,2023-02-18T15:01:00.128Z,2023-02-19T02:22:56Z,4039616799,212,26.7,4042457937,178,,4039616795,141,94.7,4039616787,56,Back,4039616791,140,46.9,4039616803,213,0.5,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122279,12,1,1,0,53,4qdzzur2cuuridyb0jso8mksi,1,46.9,89,2023-02-18T15:01:04.220Z,2023-02-19T02:23:09Z,4039616989,56,Back,4039616993,140,41.4,4039617003,213,4.4,4042458195,178,,4039617001,212,16.5,4039616997,141,66.3,,,,,,,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122339,13,1,1,0,56,4qdzzur2cuuridyb0jso8mksi,1,39.1,55.7,2023-02-18T15:01:07.248Z,2023-02-19T02:23:13Z,4039617239,56,Back,4039617259,212,15.7,4039617257,141,32.7,4042458565,178,,4039617261,213,4.6,4039617255,140,37.4,,,,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122383,14,1,1,0,59,4qdzzur2cuuridyb0jso8mksi,1,39,27.4,2023-02-18T15:01:09.974Z,2023-02-19T02:23:16Z,4039617473,213,5.2,4039617467,140,45.6,4042458665,178,,4039617471,212,14.8,4039617469,141,8.2,4039617463,56,Back,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122485,15,1,1,1,1,4qdzzur2cuuridyb0jso8mksi,0,44.6,6.7,2023-02-18T15:01:11.310Z,2023-02-19T02:23:18Z,4039618003,141,15.0,4042458745,178,,4039618005,212,10.2,4039617999,56,Back,4039618001,140,36.5,4039618007,213,2.6,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122469,7,3,1,1,2,ez46dadmx0virt38cgeq2n6pf,0,71,84.6,2023-02-18T15:01:12.585Z,2023-02-19T02:23:38Z,4042459323,178,,4039617945,286,,4039617943,56,Left,4041163581,465,,4039618645,233,16,,,,,,,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122577,16,7,1,1,2,4qdzzur2cuuridyb0jso8mksi,1,29,15.4,2023-02-18T15:01:12.628Z,2023-02-19T02:23:46Z,4041163899,383,,4039618443,56,Back,4042459617,178,,4039618445,285,,4039618601,233,7,,,,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122593,17,3,1,1,5,4qdzzur2cuuridyb0jso8mksi,0,44.7,8.4,2023-02-18T15:01:16.252Z,2023-02-19T02:23:58Z,4041164399,465,,4039642833,233,8,4039642719,286,,4042459921,178,,4039618535,56,Back,,,,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122667,8,7,1,1,5,ez46dadmx0virt38cgeq2n6pf,1,55.3,91.6,2023-02-18T15:01:16.294Z,2023-02-19T02:24:02Z,4039618841,56,Left,4042460061,178,,4039619495,285,,4041164741,385,,4039642803,233,17,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122733,9,5,1,1,7,ez46dadmx0virt38cgeq2n6pf,0,53.3,101,2023-02-18T15:01:17.302Z,2023-02-19T02:24:07Z,4039620771,233,18,4039619123,56,Left,4039619125,347,,,,,,,,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123061,18,5,1,1,7,4qdzzur2cuuridyb0jso8mksi,1,46.7,-1,2023-02-18T15:01:17.302Z,2023-02-19T02:24:07Z,4039620677,56,Back,4039620737,233,9,4039620679,347,,,,,,,,,,,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123105,19,1,1,1,18,4qdzzur2cuuridyb0jso8mksi,1,41.8,0,2023-02-18T15:01:28.687Z,2023-02-19T02:24:11Z,4039620895,213,0.7,4041165395,189,,4039620885,107,,4039620891,141,21.3,4039620887,56,Center,4039620897,1,,4039620893,212,24.1,4039620889,140,59.6,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123135,20,1,1,1,19,4qdzzur2cuuridyb0jso8mksi,1,60,27,2023-02-18T15:01:29.416Z,2023-02-19T02:24:13Z,4039621083,141,17.1,4039621079,56,Right,4041166277,189,,4039621085,212,7.2,4042460323,178,,4039621081,140,62.5,4039621087,213,5.1,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123185,21,1,1,1,20,4qdzzur2cuuridyb0jso8mksi,1,64,20.3,2023-02-18T15:01:30.568Z,2023-02-19T02:24:17Z,4039621341,1,,4039621339,213,1.2,4039621329,155,,4039621333,140,76.9,4042460429,178,,4039621335,141,72.9,4039621337,212,38.2,4041166365,189,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,4039621331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123301,22,1,1,1,25,4qdzzur2cuuridyb0jso8mksi,1,77.2,70.8,2023-02-18T15:01:35.821Z,2023-02-19T02:24:28Z,4039621887,141,72.9,4039621891,213,0.1,4042460597,178,,4039621885,140,93.9,4039628595,210,15,4039621889,212,17.6,4039621883,56,Center,4041168325,154,,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2509123309,23,15,1,1,27,4qdzzur2cuuridyb0jso8mksi,1,95.1,67.3,2023-02-18T15:01:38.181Z,2023-02-19T02:24:29Z,4039628659,102,51.0,4039621949,65,,4041168355,154,,4039621947,22,,4039628643,29,,4039628665,147,55.6,4039627437,72,,4039628651,55,22,319dgvwkm8di2r8oovefbxck5,A. Behich,4042460755,178,,4039628635,78,4039628661,103,4039628663,146,4039621951,56,,2.5,99.0,Center,4039627499,233,10,,,,,,,,,,,,,,,,
2509123287,10,10,1,1,28,ez46dadmx0virt38cgeq2n6pf,1,0.8,45.2,2023-02-18T15:01:38.575Z,2023-02-19T02:24:35Z,4039621831,178,,4039627555,233,23,4039624185,183,,4039621829,173,,4041168695,376,,4039621841,56,Back,,,,,,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123413,11,12,1,1,30,ez46dadmx0virt38cgeq2n6pf,1,13.6,41.2,2023-02-18T15:01:40.590Z,2023-02-19T02:24:47Z,4039622391,56,Back,4039622405,212,15.0,4039622407,213,0.1,4039622395,140,27.8,4039622401,141,43.4,4042461151,388,,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123431,12,49,1,1,31,ez46dadmx0virt38cgeq2n6pf,1,27.8,43.4,2023-02-18T15:01:42.211Z,2023-02-19T02:24:53Z,,,,,,,,,,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123537,13,1,1,1,31,ez46dadmx0virt38cgeq2n6pf,1,27.8,43.4,2023-02-18T15:01:42.245Z,2023-02-19T02:24:57Z,4042461337,178,,4039623041,56,Back,4039623047,140,29.8,4039623055,212,15.4,4039623061,213,4.8,4039623051,141,20.9,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123545,14,3,1,1,33,ez46dadmx0virt38cgeq2n6pf,0,29.9,26.1,2023-02-18T15:01:44.009Z,2023-02-19T02:25:08Z,4039623093,56,Back,4041170933,464,,4042461555,178,,4039623095,285,,4039623419,233,24,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123581,24,7,1,1,33,4qdzzur2cuuridyb0jso8mksi,1,70.1,73.9,2023-02-18T15:01:44.141Z,2023-02-19T02:25:12Z,4042461627,178,,4039623381,233,14,4041171175,384,,4039623277,286,,4039623275,56,Center,,,,,,,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123593,25,49,1,1,34,4qdzzur2cuuridyb0jso8mksi,1,64.7,85,2023-02-18T15:01:44.481Z,2023-02-19T02:25:30Z,,,,,,,,,,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123717,26,1,1,1,38,4qdzzur2cuuridyb0jso8mksi,1,65.4,87.2,2023-02-18T15:01:48.846Z,2023-02-19T02:25:35Z,4039623825,141,96.9,4042462183,178,,4039623821,56,Left,4039623827,212,9.6,4039623823,140,72.1,4039623833,213,0.8,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123805,27,1,1,1,40,4qdzzur2cuuridyb0jso8mksi,1,71.7,96.6,2023-02-18T15:01:50.352Z,2023-02-19T02:25:37Z,4042462223,178,,4039624269,213,0.2,4039624263,140,78.4,4039624261,56,Left,4039624267,212,7.2,4039624265,141,98.6,,,,,,,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123873,28,1,1,1,43,4qdzzur2cuuridyb0jso8mksi,1,81.1,96.2,2023-02-18T15:01:53.326Z,2023-02-19T02:25:45Z,4039624587,141,91.8,4039624591,213,3.4,4042462473,178,,4039624585,140,70.9,4039624589,212,11.1,4039624583,56,Left,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123883,29,3,1,1,44,4qdzzur2cuuridyb0jso8mksi,0,74.1,86.6,2023-02-18T15:01:54.734Z,2023-02-19T02:25:53Z,4039624651,286,,4042462659,178,,4041173341,465,,4039624645,56,Left,4041714025,233,15,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123929,15,7,1,1,44,ez46dadmx0virt38cgeq2n6pf,0,25.9,13.4,2023-02-18T15:01:54.903Z,2023-02-19T02:25:58Z,4041174113,385,,4039624877,233,29,4039624853,56,Back,4042462777,178,,4039624855,285,,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509714311,1238,67,1,1,46,4qdzzur2cuuridyb0jso8mksi,1,73.4,85.1,2023-02-18T15:01:56.490Z,2023-02-19T07:29:31Z,4042770533,233,807,,,,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509714307,807,67,1,1,46,ez46dadmx0virt38cgeq2n6pf,0,26.6,14.9,2023-02-18T15:01:56.491Z,2023-02-19T07:15:21Z,4042770537,233,1238,,,,,,,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124041,30,1,1,1,46,4qdzzur2cuuridyb0jso8mksi,1,74.7,82.3,2023-02-18T15:01:56.525Z,2023-02-19T07:29:31Z,4039625441,140,78.4,4039625439,56,Center,4039625447,213,5.2,4042462911,178,,4039625445,212,7.8,4039625443,141,72.4,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124123,31,1,1,1,47,4qdzzur2cuuridyb0jso8mksi,1,79.5,71.1,2023-02-18T15:01:57.513Z,2023-02-19T02:26:24Z,4042463237,178,,4039625797,140,76.4,4039625803,213,4.4,4039630751,210,13,4039625795,56,Center,4039625801,212,11.9,4039625799,141,54.3,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2509124141,32,13,1,1,48,4qdzzur2cuuridyb0jso8mksi,1,75.9,54.2,2023-02-18T15:01:58.953Z,2023-02-19T02:26:25Z,4039629449,20,,4042463395,178,,4039630835,230,98.5,4039625885,56,Center,4039630837,231,52.0,4039630801,29,,4039630827,215,,4039630817,102,51.4,epwyjoowg7wfojxxldoum9yhh,A. Djoum,4039625881,22,,4041175047,328,4039630809,55,4039630823,103,4039630797,74,,31,77.8,,4039625883,18,,,,,,,,,,,,,,,,,
2509124057,16,5,1,1,50,ez46dadmx0virt38cgeq2n6pf,1,-1.3,41.5,2023-02-18T15:02:00.851Z,2023-02-19T02:26:28Z,4039625501,346,,4039626391,233,33,4039625495,56,Back,,,,,,,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124225,33,5,1,1,50,4qdzzur2cuuridyb0jso8mksi,0,101.3,58.5,2023-02-18T15:02:00.851Z,2023-02-19T02:26:27Z,4039626317,346,,4039626443,233,16,4039626313,56,Center,,,,,,,,,,,,,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125397,17,1,1,2,21,ez46dadmx0virt38cgeq2n6pf,0,4.6,55.2,2023-02-18T15:02:32.043Z,2023-02-19T02:26:32Z,4039632133,1,,4039632129,212,69.6,4039632119,124,,4039632131,213,0.3,4039632121,56,Left,4039632127,141,84.8,4039632135,74,,4039632125,140,68.1,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125599,34,1,1,2,25,4qdzzur2cuuridyb0jso8mksi,1,33.7,24.6,2023-02-18T15:02:35.459Z,2023-02-19T02:26:40Z,4039633083,3,,4039633089,141,42.4,4039633093,213,1.3,4042463729,388,,4039633085,56,Back,4039633091,212,12.6,4039633087,140,37.1,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125607,35,49,1,2,30,4qdzzur2cuuridyb0jso8mksi,1,38.6,41.3,2023-02-18T15:02:40.565Z,2023-02-19T02:26:55Z,,,,,,,,,,,,,,,,,,,,,,,,,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125725,36,1,1,2,30,4qdzzur2cuuridyb0jso8mksi,1,38.6,41.3,2023-02-18T15:02:40.598Z,2023-02-19T02:27:00Z,4039633669,212,27.6,4039633663,56,Center,4039633671,213,0.1,4042464255,178,,4039633661,157,,4039633673,1,,4039633667,141,45.5,4039633665,140,64.7,86vsscrn4hhdlwlot6sj8pqfo,K. Fotheringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125739,37,44,1,2,33,4qdzzur2cuuridyb0jso8mksi,1,66.1,47.6,2023-02-18T15:02:43.919Z,2023-02-19T07:29:31Z,4039633775,233,18,4039633747,286,,4039633745,56,Center,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125715,18,44,1,2,33,ez46dadmx0virt38cgeq2n6pf,0,33.9,52.4,2023-02-18T15:02:43.920Z,2023-02-19T02:27:08Z,4039633807,233,37,4039633609,56,Back,4039633611,285,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
