id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/19/value
2452276491,1,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-08-28T09:56:47.080Z,2022-08-28T09:58:03Z,3739143573,130,4,3739143577,194,cx59kxpqiabi3c5vl9mxvlyhh,3739143571,59,"1, 88, 3, 42, 20, 4, 33, 41, 8, 11, 17, 6, 13, 14, 16, 25, 31, 38, 49, 56",3739143579,197,805,3739143581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739143567,30,"8grd4q334w1ud9vbb6vrli6z9, 9kxuwgequrilkom3ru6sdxall, 9fd3uggpu2opd1cuiwskjbhm1, cx59kxpqiabi3c5vl9mxvlyhh, c4dvhy1z0op9iwj9aqdgzh0q1, cksi669gcnskpytzh70a43it, cm7l7qimy4iysm1khmpc7u961, ed81nbya8j93qvelqdk79ustm, 96vt6e4xjci5gll0ogsnlfg89, czazwj4nt23bydpdi67i0wga2, a1q1se1i8ih65e94xswacghk9, bm5w5xsbbflm26pdhmejwgvs9, axicg3mdtrur97rjz423pl8t1, 9hoygyx51dhic09hlnhlsjend, a1u7272606p7abic3re1p5hhx, 75fze9pkbgv3baqwnyqnzxbe, 52lu5mlc9xdqjzgh1ne86wtsl, 4x7o9h6ea8ldt9sxgz87vwycp, 26olsdd9erf8rahc8xfqz01xx, cwmej1d313luxo30tav8ws3jd",3739143569,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3739143575,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452280917,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-08-28T10:09:05.068Z,2022-08-28T11:02:10Z,3739169125,130,10,3739169131,197,1975,3739169127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739169121,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3739169129,194,9o2dyl3cbm2ni3874doydh49h,3739169119,30,"day3njm5hkudffvdvccpopbyt, 1q4eo8ovtzffi9nz1kms98161, 629dgygro5n41ce8ulov5wwl, 6n8gmwjc9frk90mzpnf9xlkyy, 9o2dyl3cbm2ni3874doydh49h, a5fpw5f7bvu01i8drfir8ugut, eqx6gmp1f5ocxeosc97rcqqui, 2t4k430xmiekwb5khdwtg14h5, en7kanawhbmhl0736htwdnt9l, 4sskvw16m8gh8al8vy0ephuc5, 7v2udgcj3xk2douxfmge6lp7t, 1cfh2cg8i2f4cqd7fraos96fp, 319dgvwkm8di2r8oovefbxck5, btdn91fhcdkiq2u93gqw32n6d, 2cic9rl1m8i7ut6ed7p0h1905, 7qd78ivuyspmb0fno5vdetat, cqbhq4xh00uqxhenp0nc24xjp, aqgrddi0lgqphjeksr0rkd0ph, 74w7u994c832ya17u9g7nkh04, 7yq6f41dcfzqz40hblj3j9905",3739169133,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739169123,59,"13, 22, 3, 6, 12, 2, 17, 19, 15, 9, 23, 18, 16, 1, 4, 7, 10, 14, 28, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452308087,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-08-28T11:01:55.725Z,2022-09-30T09:03:18Z,3739310521,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452308067,2,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-08-28T11:01:55.725Z,2022-08-28T11:01:55Z,3739310405,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452308085,3,1,1,0,0,dvnjvad3p09dugr79gktlrtll,1,50.3,50.1,2022-08-28T11:01:55.739Z,2022-08-28T17:01:16Z,3739310501,213,3.2,3739310493,56,Back,3739310503,279,S,3739310499,212,4.6,3739310497,141,49.9,3739310505,278,,3740718439,178,,3739310495,140,45.9,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452308097,4,1,1,0,1,dvnjvad3p09dugr79gktlrtll,1,45.9,49.9,2022-08-28T11:01:57.064Z,2022-08-28T17:01:19Z,3739310575,213,1.6,3739310567,56,Back,3739310569,140,44.1,3740718599,178,,3739310571,141,90.0,3739310573,212,27.3,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452308111,5,1,1,0,3,dvnjvad3p09dugr79gktlrtll,1,46,87.2,2022-08-28T11:01:59.577Z,2022-09-30T09:07:16Z,3739310653,140,57.0,3740718829,178,,3739310651,56,Left,3739310657,212,12.7,3739310659,213,0.4,3739310655,141,95.0,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452595593,1140,43,1,0,5,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-08-28T11:02:01.214Z,2022-08-28T17:19:37Z,3740813913,178,0,3740814023,144,82,,,,,,,,,,,,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452308127,6,1,1,0,6,dvnjvad3p09dugr79gktlrtll,1,61.6,90.5,2022-08-28T11:02:01.861Z,2022-08-28T17:01:28Z,3740719163,178,,3739310743,140,76.8,3739310749,213,6.2,3739310741,56,Left,3739310747,212,16.1,3739310745,141,88.0,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452308137,7,1,1,0,7,dvnjvad3p09dugr79gktlrtll,1,64.4,93.8,2022-08-28T11:02:03.315Z,2022-09-30T09:07:31Z,3739310787,141,83.7,3739310781,56,Left,3739310789,212,12.1,3739310783,140,73.9,3739310791,213,5.7,3740719509,178,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
