id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/15/value,qualifier/19/value
2503778529,3,1,1,0,7,besu5lkqmra07drq1czpr0tk4,0,46,81.6,2023-02-04T15:01:21.078Z,2023-02-05T09:11:46Z,4012854827,213,0.3,4012854829,1,,4013759365,178,,4011499497,56,Left,4012854825,212,32.3,4012854821,140,75.5,4012854823,141,95.0,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778609,8,1,1,0,10,enzoyc121va61wtmjf4cm7p3d,1,20.4,8.5,2023-02-04T15:01:24.192Z,2023-02-05T01:22:08Z,4013759555,178,,4011499857,141,29.2,4011499859,212,16.8,4011499855,140,11.6,4011499853,56,Back,4011499861,213,2.2,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778519,7,43,1,0,11,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-02-04T15:01:25.991Z,2023-02-04T18:18:02Z,4012855519,144,49,,,,,,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778675,9,1,1,0,13,enzoyc121va61wtmjf4cm7p3d,0,11.6,29.2,2023-02-04T15:01:27.692Z,2023-02-05T01:22:14Z,4011500199,56,Right,4011500197,157,,4011500203,141,19.8,4011500201,140,55.9,4011500213,1,,4011500207,212,47.0,4011500209,213,6.1,4013759697,178,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778737,4,1,1,0,16,besu5lkqmra07drq1czpr0tk4,1,40.2,84.2,2023-02-04T15:01:30.184Z,2023-02-05T01:22:44Z,4013760705,178,,4011500447,140,42.0,4011500449,141,85.9,4011500453,213,0.5,4011500451,212,2.2,4011500445,56,Back,4011500443,3,,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778741,5,61,1,0,16,besu5lkqmra07drq1czpr0tk4,1,42,85.9,2023-02-04T15:01:30.505Z,2023-02-05T01:22:59Z,4011500485,56,Back,4013761101,178,,,,,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778763,10,1,1,0,17,enzoyc121va61wtmjf4cm7p3d,1,51.4,12.8,2023-02-04T15:01:32.011Z,2023-02-05T01:23:07Z,4013761407,178,,4011500575,213,1.4,4011500569,140,53.8,4011500567,56,Center,4011500571,141,32.4,4011500573,212,13.6,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778895,11,1,1,0,19,enzoyc121va61wtmjf4cm7p3d,1,55.8,24.1,2023-02-04T15:01:33.546Z,2023-02-05T01:23:20Z,4011501227,56,Left,4011501229,140,65.5,4013761759,178,,4011501237,213,1.4,4011501239,1,,4011501235,212,49.5,4011501231,141,95.4,4011501223,196,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778903,12,61,1,0,24,enzoyc121va61wtmjf4cm7p3d,0,65.9,97.5,2023-02-04T15:01:38.508Z,2023-02-05T01:23:37Z,4011501267,56,Left,4013762153,178,,,,,,,,,,,,,,,,,,,,bt4n55baiq4m30oyc0v833omi,L. Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778989,6,5,1,0,25,besu5lkqmra07drq1czpr0tk4,1,27.9,-2,2023-02-04T15:01:39.329Z,2023-02-05T01:23:40Z,4011501711,56,Back,4011501713,347,,4011501737,233,13,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778929,13,5,1,0,25,enzoyc121va61wtmjf4cm7p3d,0,72.1,102,2023-02-04T15:01:39.329Z,2023-02-05T01:23:41Z,4011501371,56,Left,4011501373,347,,4011501773,233,6,,,,,,,,,,,,,,,,bt4n55baiq4m30oyc0v833omi,L. Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779329,7,1,1,0,36,besu5lkqmra07drq1czpr0tk4,1,26.1,0,2023-02-04T15:01:50.991Z,2023-02-05T01:23:50Z,4011503201,213,1.0,4011503197,141,9.7,4011503199,212,8.8,4011503191,140,30.6,4011503189,56,Back,4011503187,107,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779373,8,1,1,0,38,besu5lkqmra07drq1czpr0tk4,1,30.5,12,2023-02-04T15:01:52.250Z,2023-02-05T01:23:59Z,4011503441,212,7.8,4011503443,213,3.4,4011503439,141,9.4,4011503437,140,23.3,4013762725,178,,4011503435,56,Back,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779475,9,1,1,0,39,besu5lkqmra07drq1czpr0tk4,0,23.3,9.4,2023-02-04T15:01:53.404Z,2023-02-05T01:24:09Z,4013763095,178,,4011503935,140,51.8,4011503931,56,Right,4011503937,141,16.1,4012858505,155,,4011503939,212,30.3,4011503941,213,0.2,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779457,14,44,1,0,41,enzoyc121va61wtmjf4cm7p3d,1,44,84.1,2023-02-04T15:01:56.032Z,2023-02-05T09:11:46Z,4011503845,285,,4011503843,56,Back,4011504129,233,10,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779487,10,44,1,0,41,besu5lkqmra07drq1czpr0tk4,0,56,15.9,2023-02-04T15:01:56.033Z,2023-02-05T01:24:34Z,4011503977,286,,4011503971,56,Right,4011504203,233,14,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779563,15,1,1,0,42,enzoyc121va61wtmjf4cm7p3d,0,39.9,84.2,2023-02-04T15:01:56.095Z,2023-02-05T09:11:46Z,4013763939,388,,4011504317,213,0.5,4011504307,3,,4011504311,140,61.0,4011504313,141,100.0,4011504309,56,Left,4011504315,212,24.9,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779753,11,5,1,0,44,besu5lkqmra07drq1czpr0tk4,1,39.6,-1.4,2023-02-04T15:01:58.449Z,2023-02-05T01:24:50Z,4011505189,233,16,4011505133,56,Back,4011505135,347,,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779577,16,5,1,0,44,enzoyc121va61wtmjf4cm7p3d,0,60.4,101.4,2023-02-04T15:01:58.449Z,2023-02-05T01:24:51Z,4011504373,347,,4011504371,56,Left,4011505205,233,11,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780017,12,1,1,0,54,besu5lkqmra07drq1czpr0tk4,1,40.2,0,2023-02-04T15:02:09.055Z,2023-02-05T01:24:58Z,4011506451,213,1.4,4011506447,141,10.7,4011506449,212,8.7,4011506445,140,41.4,4011506441,107,,4011506443,56,Back,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780103,13,1,1,0,55,besu5lkqmra07drq1czpr0tk4,1,41.4,10.7,2023-02-04T15:02:09.979Z,2023-02-05T01:25:11Z,4013764599,178,,4011506875,213,3.7,4011506869,212,9.8,4011506865,141,2.9,4011506861,56,Back,4011506863,140,33.5,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780143,14,1,1,0,57,besu5lkqmra07drq1czpr0tk4,0,33.5,2.9,2023-02-04T15:02:12.003Z,2023-02-05T01:25:41Z,4011507037,56,Back,4011507033,155,,4011507279,286,,4011507049,213,0.2,4011507043,140,37.1,4011507273,236,,4011507045,141,3.8,4011507275,233,17,z1apq9hkjp8l8jhpegacpwid,N. Devlin,4013765515,178,4011507047,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780165,17,74,1,0,58,enzoyc121va61wtmjf4cm7p3d,1,60.7,96.2,2023-02-04T15:02:12.153Z,2023-02-05T01:25:56Z,4011507135,285,,4011507133,56,Left,4013765901,178,,4011507309,233,14,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780287,15,5,1,0,58,besu5lkqmra07drq1czpr0tk4,1,37.9,-2,2023-02-04T15:02:12.951Z,2023-02-05T01:26:03Z,4011507795,233,18,4011507741,56,Back,4011507743,347,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780227,18,5,1,0,58,enzoyc121va61wtmjf4cm7p3d,0,62.1,102,2023-02-04T15:02:12.951Z,2023-02-05T01:26:03Z,4011507853,233,15,4011507423,56,Left,4011507431,347,,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780681,16,1,1,1,7,besu5lkqmra07drq1czpr0tk4,1,36,0,2023-02-04T15:02:21.753Z,2023-02-05T01:26:39Z,4011509621,213,0.7,4011509609,140,40.8,4011509613,141,4.3,4011509617,212,6.6,4011509601,107,,4011509605,56,Back,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780733,17,1,1,1,8,besu5lkqmra07drq1czpr0tk4,1,40.8,4.3,2023-02-04T15:02:22.804Z,2023-02-05T01:26:51Z,4011509855,141,2.8,4013767393,178,,4011509851,56,Back,4011509853,140,35.7,4011509857,212,5.5,4011509859,213,3.3,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780791,18,1,1,1,9,besu5lkqmra07drq1czpr0tk4,0,35.7,2.8,2023-02-04T15:02:23.887Z,2023-02-05T01:26:57Z,4011510155,141,29.1,4011510151,56,Center,4011510153,140,75.6,4011510163,1,,4012861199,155,,4013767557,178,,4011510157,212,45.6,4011510159,213,0.4,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780903,19,1,1,1,12,enzoyc121va61wtmjf4cm7p3d,0,27.4,69.4,2023-02-04T15:02:26.872Z,2023-02-05T01:27:03Z,4011510671,212,14.4,4011510667,140,13.8,4011510673,213,3.2,4011510669,141,67.3,4011510665,56,Back,4013767751,388,,4011510663,3,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504291975,1277,83,1,1,18,enzoyc121va61wtmjf4cm7p3d,1,1.7,72.9,2023-02-04T15:02:32.765Z,2023-02-05T08:50:12Z,4014216763,399,184388,,,,,,,,,,,,,,,,,,,,,,2ytdtlvxm0ba22gsmk6vu4vhm,R. Alebiosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781159,19,1,1,1,18,besu5lkqmra07drq1czpr0tk4,0,98.6,27,2023-02-04T15:02:32.791Z,2023-02-05T06:14:32Z,4011511899,213,2.4,4011511975,286,,4011511885,56,Center,4011511969,236,,4011511971,233,20,4011511893,141,28.6,4011511891,140,97.4,4011511895,212,1.7,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,4013768141,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781089,20,74,1,1,18,enzoyc121va61wtmjf4cm7p3d,1,4.9,69,2023-02-04T15:02:32.920Z,2023-02-05T06:14:36Z,4013768253,389,,4011512031,233,19,4011511527,56,Back,4011511529,285,,,,,,,,,,,,,,2ytdtlvxm0ba22gsmk6vu4vhm,R. Alebiosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781285,20,61,1,1,19,besu5lkqmra07drq1czpr0tk4,1,98.6,26.4,2023-02-04T15:02:33.081Z,2023-02-05T06:14:47Z,4013768735,178,,4011512547,56,Center,,,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781355,21,5,1,1,19,besu5lkqmra07drq1czpr0tk4,0,100.8,25.6,2023-02-04T15:02:33.613Z,2023-02-05T01:28:00Z,4011515549,346,,4011512973,56,Center,4011516013,233,21,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781259,21,5,1,1,19,enzoyc121va61wtmjf4cm7p3d,1,-0.8,74.4,2023-02-04T15:02:33.613Z,2023-02-05T01:28:00Z,4011515965,233,21,4011512401,346,,4011512397,56,Back,,,,,,,,,,,,,,,,2ytdtlvxm0ba22gsmk6vu4vhm,R. Alebiosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782425,22,1,1,1,50,enzoyc121va61wtmjf4cm7p3d,0,4.8,44.9,2023-02-04T15:03:04.705Z,2023-02-05T01:28:09Z,4011518443,74,,4011518429,56,Center,4011518437,213,6.1,4011518439,1,,4011518435,212,58.8,4011518433,141,29.2,4011518431,140,59.9,4011518425,155,,91m838lynz6db94q8ufcqk91x,S. Walker,4011518421,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782433,22,44,1,1,54,besu5lkqmra07drq1czpr0tk4,1,40.6,76.2,2023-02-04T15:03:08.245Z,2023-02-05T09:11:47Z,4011518611,233,23,4011518479,285,,4011518475,56,Back,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782443,23,44,1,1,54,enzoyc121va61wtmjf4cm7p3d,0,59.4,23.8,2023-02-04T15:03:08.246Z,2023-02-05T01:28:16Z,4011518753,233,22,4011518531,286,,4011518527,56,Center,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782475,23,1,1,1,54,besu5lkqmra07drq1czpr0tk4,0,41.1,81.5,2023-02-04T15:03:08.322Z,2023-02-05T09:11:47Z,4013769433,388,,4011518663,3,,4011518665,56,Left,4011518669,141,87.1,4011518671,212,14.1,4011518667,140,54.0,4011518673,213,0.3,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782555,24,1,1,1,56,enzoyc121va61wtmjf4cm7p3d,1,44.5,25.8,2023-02-04T15:03:10.231Z,2023-02-05T01:28:33Z,4013769643,178,,4011519163,140,55.1,4011519161,56,Right,4011519165,141,6.5,4011519169,213,5.4,4011519167,212,17.2,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782587,25,1,1,1,59,enzoyc121va61wtmjf4cm7p3d,0,54.6,8.6,2023-02-04T15:03:13.187Z,2023-02-05T01:28:40Z,4013769853,178,,4011519327,141,23.9,4011519329,212,11.6,4011519325,140,59.5,4011519323,56,Center,4011519331,213,1.1,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782651,24,8,1,1,59,besu5lkqmra07drq1czpr0tk4,1,42.1,69.1,2023-02-04T15:03:14.026Z,2023-02-05T01:29:02Z,4013770583,178,,4011519701,56,Back,4012865485,383,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782693,26,50,1,2,0,besu5lkqmra07drq1czpr0tk4,1,42,73.2,2023-02-04T15:03:15.034Z,2023-02-05T01:29:29Z,4011519887,286,,4011519883,56,Back,4011520011,233,26,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782661,26,7,1,2,1,enzoyc121va61wtmjf4cm7p3d,0,58,26.8,2023-02-04T15:03:15.746Z,2023-02-05T01:29:35Z,4012865843,383,,4011519955,233,26,4011519751,285,,4013771391,178,,4011519747,56,Center,,,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782677,25,49,1,2,2,besu5lkqmra07drq1czpr0tk4,1,42.1,69.1,2023-02-04T15:03:16.695Z,2023-02-05T01:29:39Z,,,,,,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782741,27,1,1,2,2,besu5lkqmra07drq1czpr0tk4,1,42.1,69.1,2023-02-04T15:03:16.735Z,2023-02-05T01:29:43Z,4011520179,140,34.2,4011520177,56,Back,4011520185,213,2.2,4013771699,178,,4011520183,212,14.2,4011520181,141,86.0,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
