id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2442475651,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-08-06T13:29:29.979Z,2022-08-06T14:01:06Z,3686999307,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686999305,130,8,3686999299,30,"26hokry025pgjx5bn7ljlkatx, 16x7shxmsfll6pytg8b8v0dbe, su2h9bv6nhltjjkbz5s7lrdh, 6o62deaqwdcrllc91hz09cct1, 53y4n4h9zi3d1l1f9jb9ytxhx, 8byxqwq7ktyxn5rfbj4p0m0o9, el8iinhsb8c12kgvng4idutat, c4kxfrbrfedilykhbyak3e579, 8cpd4je0ku8wjumqeh3ruv10p, 5frjqqf0jvbqw8ag00pktw8yy, 1doiom8yk2hn6sn6orlcfypjp, dnv51o5kbp3627cjdl5yxks7p, bkehljspqbj6tz0peqjivkvai, 1crz8xx50md5dang7twpdk0kp, 6xvw6n5wq8bcgg01i87rbfsgl, 7ie1bwuj4e18xy9bl6mszwt1, 34f03siv3fwkjgxy0d036ncru, 9imvdvv7wnaknh1bc4ocun78q, eh244gs179rv5hxz3oisx8d90, 6ne71gfjoez9m0tk8qozd8e3u",3686999303,59,"24, 25, 22, 2, 5, 4, 33, 16, 9, 10, 17, 99, 11, 37, 1, 15, 21, 23, 28, 20",3687090447,197,7011,3686999301,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686999311,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686999309,194,53y4n4h9zi3d1l1f9jb9ytxhx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442475677,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-08-06T13:29:33.245Z,2022-08-06T14:08:02Z,3686999439,194,dgrjf6wf81uuk32qxqunfoded,3686999431,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686999433,59,"1, 23, 2, 18, 4, 31, 17, 11, 10, 7, 16, 30, 8, 9, 12, 15, 20, 21, 25, 27",3686999441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686999435,130,12,3687149583,197,16369,3686999437,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686999429,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 55p0px4ulmisr3btbblrexbyt, ewlrnu90xe2127a1erxlz29qt, dgrjf6wf81uuk32qxqunfoded, 9n6jx9s4eip7mgken67i9oyc5, 6lwrvaxo8k9t72aibrsf6cdex, ctqn305re0qsih8mh5nufg89h, 29zpgzbse1373d9bhj3l2ee39, 3n02ng7medocg9rmg70pw2j1l, cz9jf3ozld7o0hns2xmn54b56, 6nm4j9c81rfkxyl9vfxvbscno, 9stfaq0p7jw8269ms8ijc4a8l, 2r9hayi0ybenx2bj3hrhzbb9x, eabkzadgzvnw3xb7k1hjppsoa, buzr2irzyzx8zdt1rasijxrtg, eosd8dmfqtaol3dnkypyswn3d, e6533sc7r8o043y5bgozlvt3o, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500035,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-08-06T14:03:43.948Z,2022-08-06T14:03:44Z,3687112925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500043,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-08-06T14:03:43.948Z,2022-08-07T03:30:45Z,3687112937,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500165,3,1,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,49.9,50,2022-08-06T14:03:44.038Z,2022-08-07T03:44:46Z,3687113567,140,26.4,3687113575,212,25.3,3687113565,56,Back,3690364159,178,,3687113579,213,2.9,3687113583,279,S,3687113571,141,57.9,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500293,4,1,1,0,2,muo4d1nfi1vgyvz5n07tjmoo,0,28.4,60.8,2022-08-06T14:03:46.796Z,2022-08-07T03:45:08Z,3687114227,140,72.5,3690365169,178,,3687114231,212,62.6,3687114233,213,5.5,3687114225,56,Right,3687114223,157,,3687114235,1,,3687114229,141,0.0,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500681,3,5,1,0,7,841zp0njrq63yv4fvw6lgf60q,1,28.8,101.2,2022-08-06T14:03:51.697Z,2022-08-07T03:45:18Z,3687116333,56,Back,3687116377,233,5,3687116335,347,,,,,,,,,,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500299,5,5,1,0,7,muo4d1nfi1vgyvz5n07tjmoo,0,71.2,-1.2,2022-08-06T14:03:51.697Z,2022-08-07T03:45:18Z,3687116445,233,3,3687114255,56,Right,3687114257,347,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500795,4,1,1,0,19,841zp0njrq63yv4fvw6lgf60q,1,26.8,100,2022-08-06T14:04:03.413Z,2022-08-07T03:48:24Z,3687116947,107,,3687116957,213,3.5,3687116953,141,90.9,3687116951,140,9.3,3687116949,56,Back,3687116955,212,19.6,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500815,5,1,1,0,22,841zp0njrq63yv4fvw6lgf60q,0,11.8,96.4,2022-08-06T14:04:06.754Z,2022-08-07T03:48:28Z,3687117035,157,,3687117045,213,0.1,3687117037,56,Back,3687117047,1,,3687117043,212,2.7,3687117041,141,96.7,3687117109,286,,3690373655,178,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,3687117105,233,6,3687117103,236,3687117039,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500813,6,74,1,0,22,muo4d1nfi1vgyvz5n07tjmoo,1,84.5,3.7,2022-08-06T14:04:06.760Z,2022-08-07T03:48:48Z,3687117031,56,Right,3687117033,285,,3687117163,233,5,3690373905,178,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501277,6,5,1,0,24,841zp0njrq63yv4fvw6lgf60q,1,12.8,101.6,2022-08-06T14:04:08.905Z,2022-08-07T03:48:50Z,3687119303,56,Back,3687119347,233,7,3687119305,347,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442500851,7,5,1,0,24,muo4d1nfi1vgyvz5n07tjmoo,0,87.2,-1.6,2022-08-06T14:04:08.905Z,2022-08-07T03:48:51Z,3687117219,347,,3687119411,233,6,3687117217,56,Right,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501425,7,1,1,0,38,841zp0njrq63yv4fvw6lgf60q,0,13.9,100,2022-08-06T14:04:22.256Z,2022-08-07T03:48:55Z,3687120011,56,Back,3687120019,141,94.4,3687120023,212,25.0,3687120031,1,,3687120017,140,37.3,3687120027,213,6.1,3687120007,107,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501439,8,44,1,0,40,841zp0njrq63yv4fvw6lgf60q,1,38.3,93.8,2022-08-06T14:04:24.329Z,2022-08-07T08:48:01Z,3687120389,233,8,3687120075,285,,3687120073,56,Back,,,,,,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501481,8,44,1,0,40,muo4d1nfi1vgyvz5n07tjmoo,0,61.7,6.2,2022-08-06T14:04:24.330Z,2022-08-07T03:49:01Z,3687120235,286,,3687120311,233,8,3687120231,56,Right,,,,,,,,,,,,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442729261,947,1,1,0,40,841zp0njrq63yv4fvw6lgf60q,0,43,90.5,2022-08-06T14:04:24.444Z,2022-08-07T08:48:02Z,3688312525,56,Back,3688312533,213,0,3688312531,212,1.1,3688312527,140,44.0,3690374975,388,,3688312529,141,90.5,3688312523,3,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501519,9,61,1,0,40,muo4d1nfi1vgyvz5n07tjmoo,1,60.7,6.8,2022-08-06T14:04:24.482Z,2022-08-07T03:49:10Z,3690375145,15,,3690375147,388,,3687120485,56,Right,,,,,,,,,,,,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501547,10,1,1,0,42,muo4d1nfi1vgyvz5n07tjmoo,0,54.1,8.8,2022-08-06T14:04:26.287Z,2022-08-07T03:49:21Z,3687120661,212,22.5,3687120663,213,0.3,3687120659,141,18.5,3690375591,388,,3687120653,3,,3687120655,56,Right,3687120657,140,74.6,,,,dgrjf6wf81uuk32qxqunfoded,J. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501647,9,1,1,0,44,841zp0njrq63yv4fvw6lgf60q,1,24.4,87.5,2022-08-06T14:04:28.582Z,2022-08-07T03:49:33Z,3690376059,388,,3687121201,140,36.4,3687121203,141,90.2,3687121209,213,0.1,3687121197,3,,3687121199,56,Back,3687121205,212,12.7,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501729,10,1,1,0,46,841zp0njrq63yv4fvw6lgf60q,1,35.6,90.2,2022-08-06T14:04:29.992Z,2022-08-07T03:49:38Z,3687121599,213,2.2,3687121593,140,31.9,3687121591,56,Back,3687121595,141,97.5,3687121597,212,6.3,3690376199,178,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501741,11,4,1,0,48,841zp0njrq63yv4fvw6lgf60q,1,30.4,92,2022-08-06T14:04:32.488Z,2022-08-07T03:49:44Z,3687121671,265,,3687121673,285,,3687121781,233,11,3687121659,13,,3687121663,56,Back,3687121667,152,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442501749,11,4,1,0,48,muo4d1nfi1vgyvz5n07tjmoo,0,69.6,8,2022-08-06T14:04:32.489Z,2022-08-07T03:49:43Z,3687121727,286,,3687121811,233,11,3690376353,178,,3687121725,265,,3687121719,13,,3687121723,152,,3687121721,56,Right,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
