id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2521560513,5,1,1,0,8,enzoyc121va61wtmjf4cm7p3d,0,26,89.3,2023-03-18T15:01:56.681Z,2023-03-19T02:56:01Z,4105384007,213,5.9,4108545633,388,,4105383999,140,35.3,4105384005,212,10.6,4105384001,141,83.2,4105383997,56,Back,4105383995,3,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560869,7,1,1,0,10,ez46dadmx0virt38cgeq2n6pf,0,63.5,15.9,2023-03-18T15:01:58.977Z,2023-03-19T02:56:06Z,4105385817,212,60.0,4105385815,141,100.0,4105386123,157,,4105385811,56,Left,4108545803,178,,4105385813,140,77.1,4105385821,1,,4105385819,213,1.3,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561457,6,5,1,0,15,enzoyc121va61wtmjf4cm7p3d,1,20.9,-1.5,2023-03-18T15:02:04.002Z,2023-03-19T02:56:10Z,4105388833,233,8,4105388737,56,Back,4105388739,347,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560879,8,5,1,0,15,ez46dadmx0virt38cgeq2n6pf,0,79.1,101.5,2023-03-18T15:02:04.002Z,2023-03-19T02:56:10Z,4105385869,347,,4105388871,233,6,4105385867,56,Left,,,,,,,,,,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561567,7,1,1,0,33,enzoyc121va61wtmjf4cm7p3d,0,23.7,0,2023-03-18T15:02:21.904Z,2023-03-19T02:56:18Z,4105389369,212,14.3,4105389361,56,Back,4105389365,140,35.7,4105389371,213,0.5,4105389367,141,8.8,4105389359,107,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561671,9,1,1,0,35,ez46dadmx0virt38cgeq2n6pf,0,53.7,96.5,2023-03-18T15:02:23.829Z,2023-03-19T02:56:25Z,4108546439,388,,4105389843,3,,4105389849,140,70.3,4105389865,213,0.2,4105389853,141,100.0,4105389859,212,17.7,4105389845,56,Left,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562331,8,5,1,0,37,enzoyc121va61wtmjf4cm7p3d,1,29.1,-1.1,2023-03-18T15:02:25.254Z,2023-03-19T02:56:30Z,4105393317,347,,4105393357,233,10,4105393315,56,Back,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561689,10,5,1,0,37,ez46dadmx0virt38cgeq2n6pf,0,70.9,101.1,2023-03-18T15:02:25.254Z,2023-03-19T02:56:31Z,4105389953,56,Left,4105389955,347,,4105393441,233,8,,,,,,,,,,,,,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562445,9,1,1,0,56,enzoyc121va61wtmjf4cm7p3d,0,32.7,0,2023-03-18T15:02:44.814Z,2023-03-19T02:56:38Z,4105393785,141,12.3,4105393775,56,Right,4105393791,212,26.7,4105393807,1,,4105393797,213,0.4,4105393771,107,,4105393781,140,56.6,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562451,11,44,1,0,58,ez46dadmx0virt38cgeq2n6pf,1,37.8,85.8,2023-03-18T15:02:46.764Z,2023-03-19T09:02:00Z,4105393921,233,10,4105393825,56,Back,4105393827,285,,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562453,10,44,1,0,58,enzoyc121va61wtmjf4cm7p3d,0,62.2,14.2,2023-03-18T15:02:46.765Z,2023-03-19T02:56:42Z,4105393843,286,,4105394037,233,11,4105393841,56,Right,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562461,12,1,1,0,58,ez46dadmx0virt38cgeq2n6pf,0,32.2,83.9,2023-03-18T15:02:46.804Z,2023-03-19T09:02:01Z,4108547191,388,,4105393875,212,5.0,4105393877,213,5.6,4105393869,56,Back,4105393867,3,,4105393871,140,36.0,4105393873,141,79.4,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562531,11,61,1,0,58,enzoyc121va61wtmjf4cm7p3d,0,60.6,20,2023-03-18T15:02:47.245Z,2023-03-19T02:57:06Z,4105394291,56,Right,4108547739,178,,,,,,,,,,,,,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562497,13,49,1,1,0,ez46dadmx0virt38cgeq2n6pf,1,32.2,74.1,2023-03-18T15:02:48.535Z,2023-03-19T02:57:11Z,,,,,,,,,,,,,,,,,,,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562567,14,1,1,1,1,ez46dadmx0virt38cgeq2n6pf,1,32.2,74.1,2023-03-18T15:02:49.564Z,2023-03-19T02:57:15Z,4105394515,141,87.7,4105394517,212,11.1,4108547959,178,,4105394519,213,2.2,4105394511,56,Back,4105394513,140,26.4,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562663,15,1,1,1,2,ez46dadmx0virt38cgeq2n6pf,1,25.6,87.7,2023-03-18T15:02:50.364Z,2023-03-19T02:57:22Z,4106725273,157,,4105395061,56,Back,4108548183,178,,4105395063,140,31.9,4105395069,213,4.9,4105395067,212,36.0,4105395071,1,,4105395065,141,35.7,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562719,16,1,1,1,5,ez46dadmx0virt38cgeq2n6pf,0,31.9,35.7,2023-03-18T15:02:53.692Z,2023-03-19T02:57:28Z,4105395355,213,0.5,4105395349,140,47.4,4108548353,388,,4105395345,3,,4105395353,212,18.1,4105395347,56,Back,4105395351,141,47.3,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562713,12,44,1,1,7,enzoyc121va61wtmjf4cm7p3d,1,52.2,50.6,2023-03-18T15:02:55.976Z,2023-03-19T09:02:01Z,4105395323,286,,4105395787,233,17,4105395321,56,Center,,,,,,,,,,,,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562743,17,44,1,1,7,ez46dadmx0virt38cgeq2n6pf,0,47.8,49.4,2023-03-18T15:02:55.977Z,2023-03-19T02:57:33Z,4105395917,233,12,4105395477,56,Back,4105395479,285,,,,,,,,,,,,,,,,,2r6suw717hgzqsp8ogvwdfk6h,T. Bair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562809,13,1,1,1,7,enzoyc121va61wtmjf4cm7p3d,1,51.7,48.5,2023-03-18T15:02:56.057Z,2023-03-19T09:02:02Z,4105395827,141,55.1,4105395831,213,0.5,4105395825,140,58.9,4105395821,56,Center,4105395819,3,,4108548617,388,,4105395829,212,8.8,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562835,14,1,1,1,9,enzoyc121va61wtmjf4cm7p3d,0,58.9,55.1,2023-03-18T15:02:57.536Z,2023-03-19T02:57:44Z,4105395951,140,50.2,4105395953,141,50.1,4108548747,388,,4105395957,213,3.5,4105395955,212,9.7,4105395949,56,Center,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562871,18,1,1,1,10,ez46dadmx0virt38cgeq2n6pf,1,46.3,46.9,2023-03-18T15:02:59.196Z,2023-03-19T02:57:50Z,4108548839,178,,4105396151,141,18.0,4105396147,56,Back,4105396153,212,23.2,4105396149,140,34.6,4105396157,213,4.2,,,,,,,2r6suw717hgzqsp8ogvwdfk6h,T. Bair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563007,19,1,1,1,12,ez46dadmx0virt38cgeq2n6pf,0,34.6,18,2023-03-18T15:03:00.646Z,2023-03-19T02:57:53Z,4108548887,178,,4105396869,212,33.3,4105396863,56,Right,4105396873,1,,4105396865,140,63.7,4105396871,213,5.9,4105396867,141,0.0,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563069,15,56,1,1,15,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-03-18T15:03:04.156Z,2023-03-19T02:57:56Z,4105397143,56,Back,,,,,,,,,,,,,,,,,,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563643,16,5,1,1,16,enzoyc121va61wtmjf4cm7p3d,1,36.4,101.2,2023-03-18T15:03:04.607Z,2023-03-19T02:58:00Z,4105400147,233,20,4105400111,56,Back,4105400113,347,,,,,,,,,,,,,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563015,20,5,1,1,16,ez46dadmx0virt38cgeq2n6pf,0,63.6,-1.2,2023-03-18T15:03:04.607Z,2023-03-19T02:58:01Z,4105396899,56,Right,4105400167,233,16,4105396901,347,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563733,17,1,1,1,33,enzoyc121va61wtmjf4cm7p3d,0,36.5,100,2023-03-18T15:03:21.759Z,2023-03-19T02:58:03Z,4105400611,212,29.7,4105400607,140,63.4,4105400613,213,6.0,4105400605,56,Left,4105400603,107,,4105400609,141,88.3,4105400615,1,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563777,21,44,1,1,35,ez46dadmx0virt38cgeq2n6pf,1,33.8,13.2,2023-03-18T15:03:23.859Z,2023-03-19T09:02:02Z,4105400911,233,18,4105400853,285,,4105400851,56,Back,,,,,,,,,,,,,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563749,18,44,1,1,35,enzoyc121va61wtmjf4cm7p3d,0,66.2,86.8,2023-03-18T15:03:23.860Z,2023-03-19T02:58:10Z,4105400951,233,21,4105400709,286,,4105400707,56,Left,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563821,22,1,1,1,35,ez46dadmx0virt38cgeq2n6pf,0,30.9,14.6,2023-03-18T15:03:24.153Z,2023-03-19T09:02:02Z,4108549727,388,,4105401095,141,23.4,4105401101,212,26.1,4105401085,56,Center,4105401091,140,55.1,4105401077,3,,4105401105,213,0.2,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563947,19,1,1,1,37,enzoyc121va61wtmjf4cm7p3d,0,45.7,81.5,2023-03-18T15:03:26.179Z,2023-03-19T02:58:25Z,4105401655,212,33.6,4105401649,141,58.7,4105401633,155,,4105401663,1,,4105401643,140,74.1,4105401639,56,Center,4108549767,178,,4105401659,213,5.8,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563997,23,49,1,1,41,ez46dadmx0virt38cgeq2n6pf,1,21.2,36.6,2023-03-18T15:03:29.448Z,2023-03-19T02:58:34Z,,,,,,,,,,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564083,24,1,1,1,41,ez46dadmx0virt38cgeq2n6pf,1,21.2,36.6,2023-03-18T15:03:29.498Z,2023-03-19T02:58:50Z,4105402343,213,2.6,4105402339,212,9.9,4105402315,3,,4105402335,141,44.3,4105402329,140,13.2,4105402323,56,Back,4108550281,178,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564089,25,52,1,1,42,ez46dadmx0virt38cgeq2n6pf,1,13.2,44.3,2023-03-18T15:03:30.609Z,2023-03-19T02:58:55Z,4108550397,178,,4106729769,377,,,,,,,,,,,,,,,,,,,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564347,26,1,1,1,45,ez46dadmx0virt38cgeq2n6pf,1,13.2,44.3,2023-03-18T15:03:33.311Z,2023-03-19T02:58:58Z,4108550459,178,,4105403633,140,22.5,4105403641,212,24.2,4105403639,141,76.9,4105403625,123,,4105403727,189,,4105403647,213,1.2,4105403629,56,Back,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564477,27,1,1,1,50,ez46dadmx0virt38cgeq2n6pf,0,24.8,84.1,2023-03-18T15:03:39.029Z,2023-03-19T02:59:03Z,4108550571,178,,4105404285,155,,4105404287,56,Left,4105404293,212,50.7,4105404291,141,86.6,4105404295,213,0.0,4105404289,140,73.1,4105404297,1,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564545,20,1,1,1,53,enzoyc121va61wtmjf4cm7p3d,1,24.9,24.4,2023-03-18T15:03:41.619Z,2023-03-19T02:59:07Z,4105404637,3,,4105404651,212,5.4,4105404647,141,26.5,4105404653,213,0.3,4108550675,388,,4105404641,56,Back,4105404643,140,29.9,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564553,21,49,1,1,53,enzoyc121va61wtmjf4cm7p3d,1,29.9,26.5,2023-03-18T15:03:42.180Z,2023-03-19T07:58:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564635,22,1,1,1,55,enzoyc121va61wtmjf4cm7p3d,1,29.9,26.5,2023-03-18T15:03:43.373Z,2023-03-19T02:59:13Z,4105405049,212,31.7,4106731145,1,,4105405043,56,Center,4105405045,140,59.9,4106731143,157,,4108550827,178,,4105405047,141,32.1,4105405051,213,0.1,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564709,23,1,1,1,56,enzoyc121va61wtmjf4cm7p3d,0,59.9,32.1,2023-03-18T15:03:44.800Z,2023-03-19T02:59:18Z,4105405337,212,10.1,4105405329,168,,4105405335,141,42.1,4108550915,388,,4105405333,140,67.0,4105405331,56,Center,4105405327,3,,4105405339,213,0.7,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216053,795,67,1,1,58,ez46dadmx0virt38cgeq2n6pf,1,27.6,62.8,2023-03-18T15:03:46.603Z,2023-03-19T09:02:03Z,4108906235,233,757,,,,,,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216047,757,67,1,1,58,enzoyc121va61wtmjf4cm7p3d,0,72.4,37.2,2023-03-18T15:03:46.604Z,2023-03-19T07:59:21Z,4108906243,233,795,,,,,,,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564757,28,1,1,1,58,ez46dadmx0virt38cgeq2n6pf,0,29.3,61.8,2023-03-18T15:03:46.631Z,2023-03-19T09:02:03Z,4106732469,1,,4105405591,56,Back,4108551127,178,,4106732461,140,46.9,4106732463,141,53.4,4106732465,212,19.3,4106732467,213,6.0,4106732459,157,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564879,24,1,1,2,1,enzoyc121va61wtmjf4cm7p3d,1,56.9,46.6,2023-03-18T15:03:49.605Z,2023-03-19T02:59:32Z,4105406171,3,,4105406173,56,Center,4105406181,213,0.8,4105406179,212,8.0,4105406177,141,55.4,4108551499,388,,4105406175,140,62.0,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564941,25,1,1,2,2,enzoyc121va61wtmjf4cm7p3d,0,62,55.4,2023-03-18T15:03:51.150Z,2023-03-19T02:59:39Z,4105406525,141,43.9,4105406515,3,,4105406517,56,Center,4108551749,388,,4105406527,212,9.2,4105406529,213,5.3,4105406521,140,66.6,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564929,29,1,1,2,4,ez46dadmx0virt38cgeq2n6pf,0,30.5,54.2,2023-03-18T15:03:52.350Z,2023-03-19T02:59:43Z,4108551815,178,,4105406451,141,54.2,4105406465,1,,4105406459,213,0,4105406437,157,,4105406443,140,32.2,4105406439,56,Back,4105406455,212,1.8,tywvq45nw3cobufa7zkhsq8l,L. Gordon,4105406797,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
