id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/12/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value,qualifier/21/id,qualifier/21/qualifierId,assist
2521560291,7,5,1,0,13,dvnjvad3p09dugr79gktlrtll,1,74.8,102,2023-03-18T15:01:48.059Z,2023-03-18T19:46:37Z,4105382877,347,,4105382875,56,Left,4105382999,233,4,,,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560369,8,1,1,0,17,dvnjvad3p09dugr79gktlrtll,1,80.1,100,2023-03-18T15:01:51.518Z,2023-03-19T00:11:16Z,4105383251,213,3.4,4105383243,56,Left,4105383245,140,64.6,4105383249,212,16.8,4105383247,141,95.7,4105383241,107,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560457,9,1,1,0,19,dvnjvad3p09dugr79gktlrtll,1,74.2,94.3,2023-03-18T15:01:53.283Z,2023-03-19T00:11:15Z,4105383717,140,76.1,4107357371,178,,4105383723,213,0.8,4105383719,141,97.5,4105383715,56,Left,4105383721,212,3.0,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560567,10,1,1,0,21,dvnjvad3p09dugr79gktlrtll,1,84.2,95.5,2023-03-18T15:01:56.079Z,2023-03-19T00:11:15Z,4105384309,56,Left,4105384317,213,3.2,4105384311,140,70.2,4107357517,178,,4105384313,141,94.4,4105384315,212,14.7,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560667,11,1,1,0,24,dvnjvad3p09dugr79gktlrtll,1,77.6,89.4,2023-03-18T15:01:58.341Z,2023-03-19T00:11:13Z,4105384837,56,Left,4105384845,213,6.0,4105384843,212,10.9,4105384839,140,87.6,4105384841,141,85.3,4107357897,178,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521944327,601,83,1,0,25,c9ky1957qli8v2lylfga7io8b,1,14.5,16.3,2023-03-18T15:01:59.882Z,2023-03-19T00:11:12Z,4107429093,399,219249,,,,,,,,,,,,,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560701,12,1,1,0,26,dvnjvad3p09dugr79gktlrtll,1,83.2,86,2023-03-18T15:02:00.940Z,2023-03-19T00:11:11Z,4105384987,212,7.9,4105384981,140,88.5,4107358235,178,,4105384991,213,0.8,4105384979,56,Left,4105384985,141,94.2,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560773,13,1,1,0,27,dvnjvad3p09dugr79gktlrtll,1,86.5,93.9,2023-03-18T15:02:01.678Z,2023-03-19T00:11:11Z,4105385305,141,87.8,4105385303,140,79.6,4107358431,178,,4105385309,213,3.7,4105385307,212,8.3,4105385301,56,Left,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560911,14,1,1,0,29,dvnjvad3p09dugr79gktlrtll,0,81.4,88.2,2023-03-18T15:02:03.391Z,2023-03-19T00:11:10Z,4105385981,56,Center,4105385987,140,100.0,4107358751,178,,4105385989,141,74.1,4105385993,213,5.8,4105385991,212,22.3,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560931,5,5,1,0,31,c9ky1957qli8v2lylfga7io8b,1,-0.8,26.3,2023-03-18T15:02:05.933Z,2023-03-18T19:47:13Z,4105386079,346,,4105386077,56,Back,4105386143,233,15,,,,,,,,,,,,,,,,1xofhzib5lyqx285j8x36xg8a,C. Egan-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560915,15,5,1,0,31,dvnjvad3p09dugr79gktlrtll,0,100.8,73.7,2023-03-18T15:02:05.933Z,2023-03-18T19:47:13Z,4105386195,233,5,4105385997,56,Center,4105385999,346,,,,,,,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562361,6,1,1,1,5,c9ky1957qli8v2lylfga7io8b,0,2.7,53.4,2023-03-18T15:02:39.367Z,2023-03-19T00:11:09Z,4105393425,212,89.6,4105393417,140,81.5,4105393407,124,,4105393437,74,,4105393421,141,2.8,4105393413,56,Right,4105393433,1,,4105393429,213,5.9,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562351,16,49,1,1,10,dvnjvad3p09dugr79gktlrtll,1,21.8,92.1,2023-03-18T15:02:45.133Z,2023-03-19T00:11:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562483,17,1,1,1,12,dvnjvad3p09dugr79gktlrtll,1,17.7,94,2023-03-18T15:02:46.569Z,2023-03-19T00:11:07Z,4105393989,140,15.4,4105393997,212,20.1,4105393999,213,4.6,4105393993,141,64.6,4105393985,56,Back,4107359875,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562607,18,1,1,1,14,dvnjvad3p09dugr79gktlrtll,1,16.2,62.3,2023-03-18T15:02:48.877Z,2023-03-19T00:11:07Z,4105394719,212,21.3,4105394717,141,32.1,4107360133,178,,4105394713,56,Back,4105394715,140,21.6,4105394721,213,5.0,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562723,19,1,1,1,17,dvnjvad3p09dugr79gktlrtll,1,32.3,31.3,2023-03-18T15:02:52.054Z,2023-03-19T00:11:06Z,4105395369,212,29.4,4105395373,213,5.6,4105395361,56,Right,4105395367,141,3.7,4105395363,140,53.9,4107360343,178,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562791,20,1,1,1,22,dvnjvad3p09dugr79gktlrtll,1,57.5,4.7,2023-03-18T15:02:57.036Z,2023-03-19T00:11:03Z,4105395719,213,2.5,4105395717,212,7.2,4105395711,56,Right,4107360627,178,,4105395713,140,51.9,4105395715,141,10.7,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562963,21,1,1,1,24,dvnjvad3p09dugr79gktlrtll,1,52.4,14.3,2023-03-18T15:02:58.687Z,2023-03-19T00:11:03Z,4107360807,178,,4105396653,141,17.6,4105396655,212,15.8,4105396649,56,Back,4105396651,140,37.5,4105396657,213,3.0,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563177,22,1,1,1,28,dvnjvad3p09dugr79gktlrtll,1,39.3,32.7,2023-03-18T15:03:02.605Z,2023-03-19T00:11:01Z,4105397657,56,Back,4105397659,140,46.9,4105397661,141,77.0,4105397665,213,1.3,4105397663,212,31.2,4107361067,178,,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563195,7,45,1,1,32,c9ky1957qli8v2lylfga7io8b,0,50.6,23,2023-03-18T15:03:07.026Z,2023-03-18T23:33:39Z,4105397861,233,23,4105397739,56,Center,4105397741,285,,,,,,,,,,,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563189,23,3,1,1,32,dvnjvad3p09dugr79gktlrtll,1,49.4,77,2023-03-18T15:03:07.026Z,2023-03-18T23:33:40Z,4105397721,286,,4105397791,233,7,4105397719,56,Back,4107361393,178,,4106771853,464,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563315,24,1,1,1,34,dvnjvad3p09dugr79gktlrtll,1,51,76.9,2023-03-18T15:03:08.183Z,2023-03-19T00:11:00Z,4105398405,56,Center,4107361967,178,,4105398413,213,4.7,4105398407,140,51.5,4105398411,212,19.9,4105398409,141,47.6,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563421,25,1,1,1,37,dvnjvad3p09dugr79gktlrtll,1,54.5,37.7,2023-03-18T15:03:11.148Z,2023-03-19T00:10:59Z,4105398869,212,26.5,4107362115,178,,4105398867,141,7.0,4105398871,213,5.4,4105398865,140,70.1,4105398863,56,Right,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563621,26,1,1,1,40,dvnjvad3p09dugr79gktlrtll,1,71.2,5,2023-03-18T15:03:14.489Z,2023-03-19T00:10:58Z,4105399977,56,Right,4105399989,212,17.3,4105399985,141,8.0,4107362611,178,,4105399983,140,87.6,4105399993,213,0.1,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563693,27,1,1,1,46,dvnjvad3p09dugr79gktlrtll,1,76.6,4.5,2023-03-18T15:03:20.551Z,2023-03-19T00:10:55Z,4105400393,212,16.7,4105400395,213,1.9,4105400389,140,71.2,4105400391,141,27.6,4107362819,178,,4105400387,56,Center,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563789,28,1,1,1,48,dvnjvad3p09dugr79gktlrtll,1,73.5,31.7,2023-03-18T15:03:22.998Z,2023-03-19T00:10:54Z,4105400929,213,1.8,4105400921,56,Center,4105400927,212,14.8,4105400925,141,52.7,4107363115,178,,4105400923,140,69.9,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563847,29,1,1,1,50,dvnjvad3p09dugr79gktlrtll,0,71.8,53.8,2023-03-18T15:03:25.118Z,2023-03-19T00:10:53Z,4105401179,140,83.1,4107363263,178,,4105401181,141,51.8,4105401177,56,Center,4105401185,213,6.2,4105401183,212,11.9,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521947281,602,67,1,1,51,c9ky1957qli8v2lylfga7io8b,1,17.5,48.6,2023-03-18T15:03:25.896Z,2023-03-19T00:10:53Z,4107444881,233,1225,,,,,,,,,,,,,,,,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521947273,1225,67,1,1,51,dvnjvad3p09dugr79gktlrtll,0,82.5,51.4,2023-03-18T15:03:25.897Z,2023-03-19T00:10:52Z,4107444929,233,602,,,,,,,,,,,,,,,,,,,,,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563823,8,8,1,1,51,c9ky1957qli8v2lylfga7io8b,1,17.6,51.1,2023-03-18T15:03:25.922Z,2023-03-19T00:10:52Z,4106774123,384,,4105401113,56,Back,4107366485,178,,,,,,,,,,,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563943,10,61,1,1,51,c9ky1957qli8v2lylfga7io8b,1,20.7,53,2023-03-18T15:03:25.983Z,2023-03-19T00:10:51Z,4107367229,178,,4105401621,56,Back,,,,,,,,,,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563875,9,49,1,1,52,c9ky1957qli8v2lylfga7io8b,1,18.7,49.1,2023-03-18T15:03:27.037Z,2023-03-19T00:10:51Z,,,,,,,,,,,,,,,,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564041,11,1,1,1,54,c9ky1957qli8v2lylfga7io8b,1,22.8,35.9,2023-03-18T15:03:28.592Z,2023-03-19T00:10:50Z,4105402163,213,0.4,4105402157,212,24.3,4105402149,56,Back,4105402153,141,50.1,4105402151,140,44.0,4107368741,389,,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564065,12,1,1,1,56,c9ky1957qli8v2lylfga7io8b,0,43.6,51.8,2023-03-18T15:03:30.784Z,2023-03-19T00:10:49Z,4105402263,213,3.7,4107368953,178,,4105402259,212,6.2,4105402247,140,38.6,4105402241,56,Back,4105402255,141,46.9,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564085,30,8,1,1,57,dvnjvad3p09dugr79gktlrtll,1,60.5,49,2023-03-18T15:03:31.356Z,2023-03-19T00:10:49Z,4107369239,178,,4105402351,56,Center,4106781619,383,,,,,,,,,,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564091,31,49,1,1,58,dvnjvad3p09dugr79gktlrtll,1,58.1,46.2,2023-03-18T15:03:32.220Z,2023-03-19T00:10:49Z,,,,,,,,,,,,,,,,,,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564261,32,1,1,1,58,dvnjvad3p09dugr79gktlrtll,1,57.4,45.8,2023-03-18T15:03:32.413Z,2023-03-19T00:10:48Z,4105403155,212,14.8,4105403153,141,58.2,4105403149,140,45.8,4105403143,56,Back,4107369859,178,,4105403157,213,2.5,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564335,33,1,1,2,1,dvnjvad3p09dugr79gktlrtll,1,46.5,64.4,2023-03-18T15:03:35.903Z,2023-03-19T00:10:47Z,4105403593,140,49.0,4105403603,213,5.2,4107370075,178,,4105403597,141,57.2,4105403589,56,Back,4105403601,212,5.6,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564411,34,1,1,2,3,dvnjvad3p09dugr79gktlrtll,1,48.6,53.9,2023-03-18T15:03:37.189Z,2023-03-19T00:10:46Z,4105403979,213,5.3,4105403977,212,18.2,4105403971,56,Center,4107370303,178,,4105403975,141,32.2,4105403973,140,58.8,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564711,35,1,1,2,5,dvnjvad3p09dugr79gktlrtll,1,59.9,27.4,2023-03-18T15:03:39.367Z,2023-03-19T00:10:45Z,4107370487,178,,4105405345,141,5.0,4105405343,140,70.4,4105405347,212,18.8,4105405341,56,Right,4105405349,213,5.3,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521825225,1181,3,1,2,12,dvnjvad3p09dugr79gktlrtll,0,91.6,5.2,2023-03-18T15:03:46.415Z,2023-03-19T00:10:41Z,4106782907,56,Right,4106782913,467,atx6lc3lltktph9wnqv5oihg5,4106782911,464,,4107371813,178,,4106782909,286,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564789,36,1,1,2,13,dvnjvad3p09dugr79gktlrtll,1,91.3,4.4,2023-03-18T15:03:47.757Z,2023-03-19T00:10:40Z,4105405715,140,77.8,4105405713,56,Right,4105405721,213,3.1,4105405717,141,5.6,4107372111,178,,4105405719,212,14.2,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564911,37,1,1,2,14,dvnjvad3p09dugr79gktlrtll,1,78.3,8.5,2023-03-18T15:03:48.860Z,2023-03-19T00:10:40Z,4105406357,213,0.3,4105406351,141,10.4,4105406349,140,83.1,4105406353,212,5.2,4105406347,56,Right,4107372313,178,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564925,38,61,1,2,16,dvnjvad3p09dugr79gktlrtll,0,79.9,19.9,2023-03-18T15:03:50.761Z,2023-03-19T00:10:38Z,4107373167,389,,4105406423,56,Right,4107373163,21,,,,,,,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
