id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2533571851,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-15T13:05:10.059Z,2023-04-15T13:05:10Z,4189978681,59,"1, 14, 19, 18, 13, 6, 26, 34, 7, 22, 29, 2, 3, 5, 10, 16, 17, 20, 23, 31",4189978687,194,tywvq45nw3cobufa7zkhsq8l,4189978679,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189978691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189978685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189978689,197,14543,4189978683,130,8,4189978677,30,"3vt38r8n9081i3a4dj89lx905, 2ezi9zjj3pmt475woji11gi51, 56b1gs6obdcpx4j3c02bi4bqi, 4l1wyg8j3u42b87477y3zm54a, 4gxhbsq4ocdqnrj3yrro2jf11, tywvq45nw3cobufa7zkhsq8l, 1tbuc25mv5qc48uawml7aqu3t, d0ped35vke09xx92otkq63pm2, 27ldss0bvyuhn929cd0j8u47p, 7xxqn9xu5izixdi9spsjf1t5h, cyg7icft0ojp9wdbyq9nlkwyd, 1yqdq8dtuvh9wmn8cgyv3t8tl, 7f0r99zrqykjuoz0bqlintbzd, 9wjmsi05ex83iw3iy5bgkdrvu, 27exg4oaa7sym40hi0szdc05x, 744enw7o0c1i9a1b0qjihgjqh, 2r6suw717hgzqsp8ogvwdfk6h, kpkpalx1dxjph7895pb7ene1, a0cvnq9q83z3x0e1p938uu5ed, avcww4x5wyrlm6gk3sckkudxw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533578449,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-04-15T13:10:49.481Z,2023-04-15T13:37:33Z,4190013897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190013887,59,"1, 2, 11, 18, 5, 15, 22, 17, 9, 16, 19, 7, 8, 12, 23, 24, 28, 29, 32, 33",4190013895,197,1999,4190013893,194,z1apq9hkjp8l8jhpegacpwid,4190013891,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190013885,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4190013889,130,4,4190013883,30,"cgu73urupkapqq9bnl17s8tt5, z1apq9hkjp8l8jhpegacpwid, db1hineo65ck1zyg8kjtl5iad, cwdqe0rv5dcshhfhke86j9z2t, dm0ktjgadvf89t9zsqybufnxl, 9mgoxb4nlse8gjbmcs0nh0dex, 91z7xt6xuwgzt0jyg5owh6yfp, 1mbcl4xzln2fyj0o3aapdhdrd, b0fuw7r17cq41awaoydw9bjl5, elmr3dbzcn0od1mflq6mc02ui, 48hhfwdy6qw1cjd1el8n9t591, 8gh8ocvon1ht6yxxdxaisfa39, 960mhrs3usnisl5jv0xzok3x1, f104wb7oezb00w1lmyebcow6h, 7jn2vr9iq2cg2ui6oaww1i6i2, ddnwckj55fg870otjg9w9xyad, djyjh9vs99rm6pfm2ofhwfd91, 1swg0twoet2to70z38wo78b1l, ejo44v1xeqrf9wsc1q3td4ul1, 73grc910ff9auyze63pgtoet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628571,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-04-15T14:01:30.076Z,2023-04-15T20:24:38Z,4190270979,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628589,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-15T14:01:30.076Z,2023-04-15T14:01:32Z,4190271031,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628705,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,49.9,50.1,2023-04-15T14:01:30.138Z,2023-04-16T02:32:50Z,4190271623,141,54.5,4190271631,279,S,4190271625,212,7.2,4190271627,213,2.7,4190271619,56,Back,4190271621,140,43.7,4193671027,178,,,,,cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628811,4,1,1,0,1,ez46dadmx0virt38cgeq2n6pf,0,43.7,54.5,2023-04-15T14:01:31.684Z,2023-04-16T02:32:57Z,4190272129,140,100.0,4190272125,155,,4190272131,141,15.3,4190272127,56,Right,4190272133,212,65.4,4190272135,213,5.9,4193671713,178,,4190272137,1,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628787,3,5,1,0,6,besu5lkqmra07drq1czpr0tk4,1,-0.8,81.6,2023-04-15T14:01:36.934Z,2023-04-16T02:33:03Z,4190272029,56,Back,4190272223,233,5,4190272031,346,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628819,5,5,1,0,6,ez46dadmx0virt38cgeq2n6pf,0,100.8,18.4,2023-04-15T14:01:36.934Z,2023-04-16T02:33:02Z,4190272177,56,Right,4190272179,346,,4190272299,233,3,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629655,4,1,1,0,26,besu5lkqmra07drq1czpr0tk4,1,4.5,50.6,2023-04-15T14:01:56.688Z,2023-04-16T02:33:08Z,4190276011,140,61.1,4190276009,56,Left,4190276015,212,64.9,4190276013,141,88.9,4190276019,1,,4190276007,124,,4190276017,213,0.4,4190276023,74,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629667,5,61,1,0,30,besu5lkqmra07drq1czpr0tk4,1,65.4,86.3,2023-04-15T14:02:00.188Z,2023-04-16T02:36:31Z,4193672693,388,,4193679501,21,,4190276075,56,Left,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
