id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2495522637,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-01-07T14:08:40.763Z,2023-01-07T14:08:41Z,3968156253,197,1999,3968156243,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3968156239,30,"cgu73urupkapqq9bnl17s8tt5, z1apq9hkjp8l8jhpegacpwid, 1swg0twoet2to70z38wo78b1l, ddnwckj55fg870otjg9w9xyad, dm0ktjgadvf89t9zsqybufnxl, 9mgoxb4nlse8gjbmcs0nh0dex, 91z7xt6xuwgzt0jyg5owh6yfp, 73grc910ff9auyze63pgtoet, b0fuw7r17cq41awaoydw9bjl5, elmr3dbzcn0od1mflq6mc02ui, 1mbcl4xzln2fyj0o3aapdhdrd, 7hzc2m8h1ufacyazzxp1ove1h, 9ykuo0c905u48vd44wxgb6jth, 8gh8ocvon1ht6yxxdxaisfa39, e3wuwgyb0acsca2fw0l7fq7rp, 8d9kq8ab5olsc1w1swicqemay, 6xxz0du2vvp6farrdvs02e8k5, ejo44v1xeqrf9wsc1q3td4ul1",3968156251,194,z1apq9hkjp8l8jhpegacpwid,3968156249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968156255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968156245,59,"1, 2, 29, 24, 5, 15, 22, 33, 9, 16, 17, 3, 6, 7, 10, 25, 31, 32",3968156247,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495524491,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-07T14:13:01.151Z,2023-01-07T14:42:51Z,3968166781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968166773,30,"4lp29rlldfr9f8jx6e6qqfgt1, dl2j6mynj9b09ehi3ebi2fc2d, 1hoyso1oinr2bza4lxgkzdiax, a0d1koufzrtx0jcsw09ibtbyt, cgonvdrm0gwjzrsz5fho4cwr9, 3ka60g1o4fct4t2dc7394sr8p, d2dqd11a9koizwjaq93n4npt6, bxgp3jpqcyk794ty0zk0o9jv9, 6aonl21cpvfg8ma7i00q9ho0l, 1q9c3t3umg0yh0qop886eghxx, 2n1na0cyvk19401cuwsokmaga, 43mi8uliaor1b9mejf33if1sl, bed0m5tw305n4c60cuqlhrkd1, djn7515ev4uzfcvizndtrvzkl, auan97c17t3ze3zdvnfovtomh, 9ciad1fw48orv5aph9o83f6ne, 7q6h161f7gcqnpy07x80hbpck, 3jxifism5urj3049zcojb8us5, 1xcvcrq88be0efbkwgi7pirjd, bpbwue9gbmi9dd3wf7klkgdm1",3968166783,194,cgonvdrm0gwjzrsz5fho4cwr9,3968166787,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968166775,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968166779,130,8,3968166785,197,1991,3968166777,59,"1, 2, 16, 22, 15, 6, 17, 4, 26, 8, 7, 5, 9, 11, 12, 14, 18, 19, 21, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540553,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-07T14:59:07.335Z,2023-01-07T20:28:54Z,3968253897,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540545,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-01-07T14:59:07.335Z,2023-01-07T14:59:07Z,3968253877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540581,3,1,1,0,0,besu5lkqmra07drq1czpr0tk4,1,49.8,50.3,2023-01-07T14:59:07.354Z,2023-01-07T21:24:36Z,3968254021,279,S,3968254011,56,Back,3968254013,140,25.7,3968254017,212,25.5,3969542775,178,,3968254019,213,3.0,3968254015,141,55.1,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540591,4,1,1,0,3,besu5lkqmra07drq1czpr0tk4,1,28.5,53.9,2023-01-07T14:59:10.387Z,2023-01-07T21:24:43Z,3968254071,141,27.1,3968254073,212,40.2,3969542989,178,,3968254077,1,,3968254067,56,Center,3968254065,155,,3968254075,213,5.8,3968254069,140,62.6,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495596509,387,61,1,0,5,besu5lkqmra07drq1czpr0tk4,1,62.4,29.4,2023-01-07T14:59:12.422Z,2023-01-07T21:25:07Z,3969543767,21,,3969543769,178,,3968554695,56,Center,,,,,,,,,,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540621,5,1,1,0,6,besu5lkqmra07drq1czpr0tk4,0,59.1,33.9,2023-01-07T14:59:14.264Z,2023-01-07T21:25:19Z,3968254235,1,,3968254491,155,,3968254229,141,14.9,3969544089,178,,3968254225,56,Right,3968254231,212,46.3,3968254233,213,6.0,3968254227,140,100.0,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540597,3,43,1,0,7,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-07T14:59:14.414Z,2023-01-07T15:00:27Z,3968254101,140,36.4,3968254103,141,62.7,3968254107,213,5.7,3968254099,56,Back,3968254105,212,6.1,3968254097,3,0,3968256717,144,1,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540629,4,5,1,0,11,87coxipr6ls77tnlba3eselx0,1,-1.3,84.5,2023-01-07T14:59:18.942Z,2023-01-07T21:25:24Z,3968254267,346,,3968254265,56,Back,3968254305,233,6,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540623,6,5,1,0,11,besu5lkqmra07drq1czpr0tk4,0,101.3,15.5,2023-01-07T14:59:18.942Z,2023-01-07T21:25:24Z,3968254237,56,Right,3968254331,233,4,3968254239,346,,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540821,5,1,1,0,38,87coxipr6ls77tnlba3eselx0,1,4.2,41,2023-01-07T14:59:45.367Z,2023-01-07T21:25:28Z,3968255223,141,24.7,3968255221,140,68.1,3968255229,1,,3968255219,56,Center,3968255225,212,68.0,3968255233,74,,3968255217,124,,3968255227,213,6.1,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540825,6,44,1,0,42,87coxipr6ls77tnlba3eselx0,1,70.4,22.6,2023-01-07T14:59:50.114Z,2023-01-08T09:42:42Z,3968255247,56,Center,3968255249,286,,3968255263,233,7,,,,,,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540819,7,44,1,0,42,besu5lkqmra07drq1czpr0tk4,0,29.6,77.4,2023-01-07T14:59:50.115Z,2023-01-07T21:25:40Z,3968255273,233,6,3968255215,285,,3968255213,56,Back,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541163,7,1,1,0,42,87coxipr6ls77tnlba3eselx0,0,68.1,24.7,2023-01-07T14:59:50.175Z,2023-01-08T09:42:43Z,3968256927,213,6.0,3968256917,3,,3969545115,388,,3968256925,212,28.7,3968256919,56,Right,3968256921,140,94.7,3968256923,141,14.7,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
