id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/15/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2501300931,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-28T14:06:12.767Z,2023-01-28T15:32:23Z,3998498623,194,bu7u0edo60hpre8wkhgw79gwl,3998498599,30,"bu7u0edo60hpre8wkhgw79gwl, cs5ejx87ge8am8ir8w0lj4wk5, atx6lc3lltktph9wnqv5oihg5, 87aix2c3m5x08nsurhjql51p1, 82m1eir9istcl9x5srqdrtca2, e98evrjmtbjwjrmvlhu1hn36d, 3jppvkr0tv7r8lwraqvc7wtlh, afowz5wysshf6f5mj5iz1t5h, dnnv0ts8b4ov8id729wyoeuax, cugnsf9b6g823srxuux5jnofe, 31qdomyqdjk440v2ons5vc7o5, 2i835ww5po0e5y9txkdajsnsa, 5f1erzxtvzncvf1wtqnv3fgmh, 9eglkkpww5oem5vdrmf8q2bu2, 4w3ipvncxgip8rxi2sf0l971l, fx0i4f70a096eya9f6irwdt5, ba98uem1wm5f638awk1k5caok, dn3d4l4uyymqlsynwf1lfnzf8, a0l4rb2ost4tj3t3jt09utces, bqpk75rhzy7l6oqi8kmbsvy1g",3998498627,197,1993,3998498631,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998498613,59,"1, 12, 16, 14, 25, 4, 22, 11, 23, 32, 46, 2, 3, 10, 15, 18, 31, 37, 39, 45",3998498619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998498615,130,7,3998498609,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501301633,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-01-28T14:07:09.759Z,2023-01-28T15:10:26Z,3998502573,197,7011,3998502563,130,8,3998502567,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998502571,194,53y4n4h9zi3d1l1f9jb9ytxhx,3998502555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998502575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998502549,30,"6xvw6n5wq8bcgg01i87rbfsgl, 6o62deaqwdcrllc91hz09cct1, 1doiom8yk2hn6sn6orlcfypjp, e8wxyqahq47qd1sfh2qniqac5, 53y4n4h9zi3d1l1f9jb9ytxhx, 8byxqwq7ktyxn5rfbj4p0m0o9, el8iinhsb8c12kgvng4idutat, c4kxfrbrfedilykhbyak3e579, 8cpd4je0ku8wjumqeh3ruv10p, 6ne71gfjoez9m0tk8qozd8e3u, bkehljspqbj6tz0peqjivkvai, eh7p84iu66n1ehlisgttnhv1m, cxykkqaoe67ndqpwoq1t15ca2, 7ie1bwuj4e18xy9bl6mszwt1, 34f03siv3fwkjgxy0d036ncru, su2h9bv6nhltjjkbz5s7lrdh, 9imvdvv7wnaknh1bc4ocun78q, 1crz8xx50md5dang7twpdk0kp, 6mzls8dbmhxyhrhtrha733jtg, 7464jb56q1a590c4509trvjai",3998502559,59,"1, 2, 17, 6, 5, 4, 33, 16, 9, 20, 11, 14, 8, 15, 21, 22, 23, 37, 46, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351975,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-28T15:01:51.797Z,2023-01-29T01:16:55Z,3998760661,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351957,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-01-28T15:01:51.797Z,2023-01-28T15:01:51Z,3998760613,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352047,3,1,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,50.3,49.6,2023-01-28T15:01:51.952Z,2023-01-29T02:42:55Z,3998760993,141,48.7,3998760997,213,3.2,4001212005,178,,3998760989,56,Back,3998760995,212,9.4,3998760991,140,41.4,3998760999,279,S,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352165,4,1,1,0,1,841zp0njrq63yv4fvw6lgf60q,0,44.4,49.9,2023-01-28T15:01:53.693Z,2023-01-29T02:43:01Z,3998761549,56,Left,3998761551,140,100.0,3998761555,212,63.4,3998761559,1,,3998761553,141,82.1,3998761547,155,,4001212077,178,,3998761557,213,0.4,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352145,3,5,1,0,6,c9ky1957qli8v2lylfga7io8b,1,-1,15.4,2023-01-28T15:01:58.689Z,2023-01-29T02:43:06Z,3998761471,346,,3998761469,56,Back,3998761755,233,5,,,,,,,,,,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352173,5,5,1,0,6,841zp0njrq63yv4fvw6lgf60q,0,101,84.6,2023-01-28T15:01:58.689Z,2023-01-29T02:43:05Z,3998761761,233,3,3998761591,56,Left,3998761593,346,,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352343,4,1,1,0,9,c9ky1957qli8v2lylfga7io8b,1,5,37,2023-01-28T15:02:01.270Z,2023-01-29T02:43:11Z,3998762433,213,1.0,3998762445,237,,3998762429,212,47.4,3998762425,141,94.2,3998762437,1,,3998762421,56,Back,3998762419,124,,3998762423,140,30.8,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352417,5,1,1,0,13,c9ky1957qli8v2lylfga7io8b,1,31.3,94.7,2023-01-28T15:02:05.252Z,2023-01-29T02:43:14Z,3998762787,56,Back,3998762793,212,16.1,3998762791,141,94.4,3998762795,213,6.3,3998762789,140,46.6,4001212137,178,,,,,,,,atx6lc3lltktph9wnqv5oihg5,L. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
