id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value,qualifier/13/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/14/value,assist
2494644911,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-02T14:06:50.688Z,2023-01-02T16:03:40Z,3963535763,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3963535761,30,"bu7u0edo60hpre8wkhgw79gwl, 82m1eir9istcl9x5srqdrtca2, atx6lc3lltktph9wnqv5oihg5, cugnsf9b6g823srxuux5jnofe, cx021j1n37kzienjdgd9qndka, e98evrjmtbjwjrmvlhu1hn36d, cs5ejx87ge8am8ir8w0lj4wk5, afowz5wysshf6f5mj5iz1t5h, 4w3ipvncxgip8rxi2sf0l971l, 3jppvkr0tv7r8lwraqvc7wtlh, dnnv0ts8b4ov8id729wyoeuax, 5f1erzxtvzncvf1wtqnv3fgmh, cxxhe0dwp3wi35c28spse4l7u, 89df7o58mynvgjs0xlq4zh71l, 9eglkkpww5oem5vdrmf8q2bu2, 86k8csy6no8avlq6bdk43f36x, fx0i4f70a096eya9f6irwdt5, 7io59zk29vhvyueadmkotzeqy, 31qdomyqdjk440v2ons5vc7o5, d5kymt3b15y1chb4hp8pt3w2c",3963535773,197,1993,3963535771,194,bu7u0edo60hpre8wkhgw79gwl,3963535775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963535769,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963535767,130,2,3963535765,59,"1, 25, 16, 32, 33, 4, 12, 11, 15, 22, 23, 3, 6, 7, 10, 13, 18, 20, 46, 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494645129,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-01-02T14:07:43.066Z,2023-01-02T15:09:19Z,3963536843,59,"28, 2, 16, 19, 15, 21, 14, 77, 9, 30, 18, 7, 8, 12, 13, 17, 20, 22, 29, 39",3963536841,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3963536839,30,"2dnrfdd702umzunv6rukg0jx1, ey5m0gz111sobrykgcrpt45at, bbgkxdtxxoinxftd09k5lth3p, 9fk3a8f7bhmecbubtfuqs9jvt, 699t2ytlqawiya0n1ytwk0f6x, emglo360rdevds650u33d2odl, 894vnlr3zfyyadmhx9n3y6fl6, 5jnu1yubvgdh6k9v9x277kjx1, 53ipmesg7cuaty2uzqm1a2xn9, 4ixfdbtira0k9hyhaj4fov651, en7rrg1epwhzy47dd1zcp9wb9, 6a7br2t45mam4765clafr0lp1, dldx0lpfwxc7eb0bc092m48a1, 9voc3iwmlxkuuln6h03j0fqzu, 7kyujdy1mcqzlevv3f0l0oul1, ucsmsk8k5wn69tdpz70ytyad, bgzc9ozb1qel3aw808tip6bu2, bodxakk6i1a3zl5c0tsxw7mcp, 578r1t1b7ork624lq5q4k55ux, smqgq7vrbjhdxxapm7jgdhjo",3963536847,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963536845,130,13,3963536851,197,9221,3963536849,194,53ipmesg7cuaty2uzqm1a2xn9,3963536853,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655465,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-02T15:02:44.856Z,2023-01-02T15:02:45Z,3963586677,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655463,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-01-02T15:02:44.856Z,2023-01-03T07:20:15Z,3963586661,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655479,3,1,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,50,50,2023-01-02T15:02:44.860Z,2023-01-03T04:52:10Z,3963586763,140,33.3,3964266885,178,,3963586771,279,S,3963586769,213,3.4,3963586765,141,43.3,3963586767,212,18.1,3963586759,56,Back,,,,4ixfdbtira0k9hyhaj4fov651,J. Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655505,4,1,1,0,1,1hcbcuu846pa3iw6qskiws1cu,1,33.3,43.3,2023-01-02T15:02:46.657Z,2023-01-03T04:52:15Z,3963586869,213,1.7,3963586865,141,80.9,3963586867,212,26.0,3963586861,56,Back,3963586863,140,29.0,3964266959,178,,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655515,5,1,1,0,4,1hcbcuu846pa3iw6qskiws1cu,1,29.3,80.2,2023-01-02T15:02:49.395Z,2023-01-03T04:52:20Z,3963586927,140,31.2,3964267019,178,,3963586925,56,Back,3963586933,213,4.9,3963586931,212,9.3,3963586929,141,66.9,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655529,6,1,1,0,6,1hcbcuu846pa3iw6qskiws1cu,1,31.5,64,2023-01-02T15:02:50.876Z,2023-01-03T04:52:26Z,3963587015,212,11.9,3963587017,213,3.2,3964267059,178,,3963587011,140,20.2,3963587009,56,Back,3963587013,141,62.4,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655569,7,1,1,0,7,1hcbcuu846pa3iw6qskiws1cu,1,20.2,62.4,2023-01-02T15:02:52.270Z,2023-01-03T04:52:29Z,3963587319,213,1.3,3963587317,212,16.5,3963587313,141,86.0,3963587309,140,23.7,3964267117,178,,3963587307,56,Back,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655615,8,1,1,0,11,1hcbcuu846pa3iw6qskiws1cu,0,27.7,90.8,2023-01-02T15:02:56.691Z,2023-01-03T04:52:32Z,3963587535,56,Center,3963587551,213,6.1,3963587553,1,,3963587539,140,84.9,3964267131,178,,3963587547,212,61.3,3963587543,141,72.7,3963587531,155,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
