id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/10/value,qualifier/11/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2521499347,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-03-18T14:10:15.494Z,2023-03-18T15:01:42Z,4105070381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105070359,30,"26hokry025pgjx5bn7ljlkatx, 6o62deaqwdcrllc91hz09cct1, 1doiom8yk2hn6sn6orlcfypjp, 8byxqwq7ktyxn5rfbj4p0m0o9, b9bkrtx5x0g403la5n3h17mxh, bos0z54lr710ov1ppq0rahje2, c4kxfrbrfedilykhbyak3e579, e8wxyqahq47qd1sfh2qniqac5, bkehljspqbj6tz0peqjivkvai, 8cpd4je0ku8wjumqeh3ruv10p, 6ne71gfjoez9m0tk8qozd8e3u, 2ws74z0vjuq4vdt4575cgjbsa, 6xvw6n5wq8bcgg01i87rbfsgl, 4e49434kkv98sjq1byj8rnkh6, cxykkqaoe67ndqpwoq1t15ca2, eh7p84iu66n1ehlisgttnhv1m, 7ie1bwuj4e18xy9bl6mszwt1, su2h9bv6nhltjjkbz5s7lrdh, 9imvdvv7wnaknh1bc4ocun78q, 16x7shxmsfll6pytg8b8v0dbe",4105070361,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105070371,194,e8wxyqahq47qd1sfh2qniqac5,4105070363,59,"24, 2, 17, 4, 27, 18, 16, 6, 11, 9, 20, 10, 1, 3, 8, 14, 15, 22, 23, 25",4105070367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105070377,197,7011,4105070365,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521499419,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-03-18T14:10:19.321Z,2023-03-18T14:10:19Z,4105070743,30,"2dnrfdd702umzunv6rukg0jx1, ey5m0gz111sobrykgcrpt45at, 9fk3a8f7bhmecbubtfuqs9jvt, 699t2ytlqawiya0n1ytwk0f6x, emglo360rdevds650u33d2odl, 9ea8t509bssf2bhp1n5xxvrl6, dldx0lpfwxc7eb0bc092m48a1, 5jnu1yubvgdh6k9v9x277kjx1, 4ixfdbtira0k9hyhaj4fov651, 53ipmesg7cuaty2uzqm1a2xn9, en7rrg1epwhzy47dd1zcp9wb9, 1v62lh9e2cpqsaww3ggw5togk, a6gle2qqy7154nh3pqso7upqt, 6a7br2t45mam4765clafr0lp1, 7kyujdy1mcqzlevv3f0l0oul1, 894vnlr3zfyyadmhx9n3y6fl6, bbgkxdtxxoinxftd09k5lth3p, ucsmsk8k5wn69tdpz70ytyad, bgzc9ozb1qel3aw808tip6bu2, 578r1t1b7ork624lq5q4k55ux",4105070753,130,13,4105070767,194,53ipmesg7cuaty2uzqm1a2xn9,4105070771,197,9339,4105070749,59,"28, 2, 19, 15, 21, 72, 8, 77, 30, 9, 18, 61, 3, 7, 13, 14, 16, 17, 20, 29",4105070773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105070759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105070745,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557983,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-03-18T15:00:33.631Z,2023-03-18T15:00:35Z,4105371665,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557967,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-03-18T15:00:33.631Z,2023-03-18T20:19:27Z,4105371605,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558029,3,1,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,50,50,2023-03-18T15:00:33.817Z,2023-03-18T20:46:59Z,4105371895,212,18.8,4105371897,213,3.3,4105371899,279,S,4107551825,178,,4105371891,140,32.2,4105371889,56,Back,4105371893,141,46.6,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558147,4,1,1,0,2,841zp0njrq63yv4fvw6lgf60q,0,34.1,46.9,2023-03-18T15:00:36.073Z,2023-03-18T20:47:03Z,4105372501,212,51.4,4105372495,56,Left,4105372503,213,0.6,4107552139,178,,4105372499,141,89.6,4105372497,140,74.5,4105372493,155,,4105372505,1,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558133,3,44,1,0,5,1hcbcuu846pa3iw6qskiws1cu,1,26.1,10.2,2023-03-18T15:00:38.813Z,2023-03-19T08:15:51Z,4105372423,285,,4105372595,233,5,4105372421,56,Back,,,,,,,,,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558157,5,44,1,0,5,841zp0njrq63yv4fvw6lgf60q,0,73.9,89.8,2023-03-18T15:00:38.814Z,2023-03-18T20:47:14Z,4105372531,286,,4105372675,233,3,4105372529,56,Left,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558165,4,1,1,0,5,1hcbcuu846pa3iw6qskiws1cu,0,26.7,10.1,2023-03-18T15:00:38.931Z,2023-03-19T08:15:51Z,4105372561,141,22.8,4105372547,3,,4105372557,140,36.0,4105372553,56,Back,4105372567,213,0.7,4107553279,388,,4105372565,212,13.0,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558199,6,1,1,0,6,841zp0njrq63yv4fvw6lgf60q,0,73.1,86.9,2023-03-18T15:00:40.300Z,2023-03-19T07:36:47Z,4105372701,56,Left,4108886873,178,,4105372703,140,81.3,4105372707,212,8.6,4105372699,3,,4105372709,213,0.1,4105372705,141,88.1,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
