id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2530157715,134,1,1,10,33,dvnjvad3p09dugr79gktlrtll,1,51.2,63.9,2023-04-08T11:41:30.744Z,2023-04-08T21:27:22Z,4171843817,140,57.7,4171843821,212,7.6,4171843815,56,Center,4171843823,213,0.5,4173503465,178,,4171843819,141,68.8,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157723,135,1,1,10,34,dvnjvad3p09dugr79gktlrtll,1,58.5,67.9,2023-04-08T11:41:31.802Z,2023-04-08T21:27:22Z,4171843857,140,45.8,4173503729,178,,4171843855,56,Back,4171843863,141,65.8,4171843867,212,13.4,4171843873,213,3.2,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157737,136,1,1,10,34,dvnjvad3p09dugr79gktlrtll,1,48.4,64.9,2023-04-08T11:41:32.625Z,2023-04-08T21:27:21Z,4171843957,212,15.9,4171843955,141,86.9,4173507587,178,,4171843951,56,Left,4171843953,140,53.5,4171843959,213,1.2,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157775,137,1,1,10,36,dvnjvad3p09dugr79gktlrtll,1,51.2,89.2,2023-04-08T11:41:34.660Z,2023-04-08T21:27:21Z,4171844167,212,16.6,4171844161,56,Left,4173507991,178,,4171844165,141,95.6,4171844163,140,66.5,4171844169,213,0.3,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157797,138,1,1,10,39,dvnjvad3p09dugr79gktlrtll,0,64,98.1,2023-04-08T11:41:37.077Z,2023-04-08T21:27:20Z,4171844293,141,94.2,4171844289,56,Left,4171844297,213,6.2,4171844291,140,85.0,4171844295,212,22.2,4173508299,178,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157799,76,12,1,10,41,cnnku8uihko7u4th0fms4pvg6,1,14.3,8.9,2023-04-08T11:41:39.192Z,2023-04-08T21:27:20Z,4171844301,56,Back,4171844305,141,0.0,4173508711,178,,4171844307,212,7.5,4171844309,213,4.9,4171844371,167,,4171844303,140,15.5,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157809,77,5,1,10,41,cnnku8uihko7u4th0fms4pvg6,0,18.8,-1.6,2023-04-08T11:41:39.690Z,2023-04-08T18:16:30Z,4171844689,233,139,4171844367,56,Back,4171844369,347,,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157847,139,5,1,10,41,dvnjvad3p09dugr79gktlrtll,1,81.2,101.6,2023-04-08T11:41:39.690Z,2023-04-08T18:16:30Z,4171844673,233,77,4171844671,347,,4171844669,56,Left,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157861,140,1,1,10,48,dvnjvad3p09dugr79gktlrtll,1,85.2,100,2023-04-08T11:41:46.322Z,2023-04-08T21:27:19Z,4171844793,212,6.3,4171844785,107,,4171844789,140,89.2,4171844787,56,Left,4171844795,213,5.4,4171844791,141,95.1,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157865,141,3,1,10,53,dvnjvad3p09dugr79gktlrtll,0,97,94.1,2023-04-08T11:41:51.677Z,2023-04-08T21:27:17Z,4173510593,178,,4171844813,56,Left,4171844829,233,78,4171844815,286,,4172654217,464,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157859,78,7,1,10,54,cnnku8uihko7u4th0fms4pvg6,1,3,5.9,2023-04-08T11:41:51.825Z,2023-04-08T21:27:16Z,4171844781,56,Back,4173510909,178,,4171844783,285,,4172657605,384,,4171844823,233,141,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157869,79,49,1,10,54,cnnku8uihko7u4th0fms4pvg6,1,1.9,3.5,2023-04-08T11:41:52.230Z,2023-04-08T21:27:16Z,,,,,,,,,,,,,,,,,,,,,,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157883,80,1,1,10,56,cnnku8uihko7u4th0fms4pvg6,0,2.8,1.7,2023-04-08T11:41:54.505Z,2023-04-08T21:27:15Z,4171844889,212,5.0,4173520181,178,,4171844897,236,,4171844903,286,,4171844891,213,0.2,4171844883,56,Back,4171844885,140,7.4,4171844899,233,142,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,4171844887,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157885,142,74,1,10,56,dvnjvad3p09dugr79gktlrtll,1,96.4,97.9,2023-04-08T11:41:54.596Z,2023-04-08T21:27:14Z,4173520401,178,,4171844895,285,,4171844905,233,80,4171844893,56,Left,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157887,81,5,1,10,57,cnnku8uihko7u4th0fms4pvg6,1,-0.7,6.2,2023-04-08T11:41:55.448Z,2023-04-08T18:18:24Z,4171844915,56,Back,4171844917,346,,4171845041,233,143,,,,,,,,,,,,,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530157905,143,5,1,10,57,dvnjvad3p09dugr79gktlrtll,0,100.7,93.8,2023-04-08T11:41:55.448Z,2023-04-08T18:18:24Z,4171845019,346,,4171845017,56,Left,4171845045,233,81,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158001,82,1,1,11,12,cnnku8uihko7u4th0fms4pvg6,1,2.9,47.6,2023-04-08T11:42:10.554Z,2023-04-08T21:27:14Z,4171845561,140,9.5,4171845565,212,14.5,4171849505,189,,4171845559,56,Back,4171845567,213,1.1,4171845571,237,,4171845557,124,,4171845563,141,66.4,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158013,83,1,1,11,15,cnnku8uihko7u4th0fms4pvg6,1,8.3,67.6,2023-04-08T11:42:13.121Z,2023-04-08T21:27:13Z,4171845621,56,Back,4171845625,140,15.7,4171845633,213,1.1,4171845631,212,18.6,4173521243,178,,4171845629,141,92.4,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158041,84,1,1,11,17,cnnku8uihko7u4th0fms4pvg6,1,11.1,94,2023-04-08T11:42:15.354Z,2023-04-08T21:27:12Z,4171845765,140,25.5,4173521471,178,,4171845767,141,90.5,4171845769,212,15.3,4171845771,213,6.1,4171845763,56,Back,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158053,85,1,1,11,20,cnnku8uihko7u4th0fms4pvg6,1,26.2,93.1,2023-04-08T11:42:18.364Z,2023-04-08T21:27:12Z,4171845847,212,9.8,4171845841,56,Back,4171845845,141,81.8,4171845843,140,32.0,4171845849,213,5.4,4173521843,178,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158065,86,1,1,11,21,cnnku8uihko7u4th0fms4pvg6,1,38.2,82.2,2023-04-08T11:42:19.239Z,2023-04-08T21:27:11Z,4171845893,212,13.2,4171845887,56,Back,4171845889,140,26.0,4173522293,178,,4171845891,141,77.6,4171845895,213,3.4,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158073,87,61,1,11,22,cnnku8uihko7u4th0fms4pvg6,0,29.8,81.2,2023-04-08T11:42:20.171Z,2023-04-08T21:27:11Z,4171845925,56,Back,4173522685,178,,,,,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158081,144,3,1,11,23,dvnjvad3p09dugr79gktlrtll,0,66.8,28.8,2023-04-08T11:42:21.360Z,2023-04-08T21:27:11Z,4172661959,464,,4171845993,233,88,4171845985,56,Center,4171845987,286,,4173523193,178,,,,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158077,88,7,1,11,23,cnnku8uihko7u4th0fms4pvg6,0,33.2,71.2,2023-04-08T11:42:21.495Z,2023-04-08T21:27:10Z,4171845949,285,,4173523475,178,,4171845947,56,Back,4172662459,385,,4171845989,233,144,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158087,145,49,1,11,25,dvnjvad3p09dugr79gktlrtll,1,61.6,29.8,2023-04-08T11:42:23.294Z,2023-04-08T21:27:10Z,,,,,,,,,,,,,,,,,,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158095,146,50,1,11,28,dvnjvad3p09dugr79gktlrtll,1,60.4,32.6,2023-04-08T11:42:26.161Z,2023-04-08T21:27:08Z,4171846057,286,,4171846115,233,89,4171846055,56,Center,,,,,,,,,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158101,89,7,1,11,28,cnnku8uihko7u4th0fms4pvg6,1,39.6,67.4,2023-04-08T11:42:26.251Z,2023-04-08T21:27:08Z,4173524533,178,,4171846071,56,Back,4172665103,383,,4171846091,233,146,4171846073,285,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158107,90,49,1,11,29,cnnku8uihko7u4th0fms4pvg6,1,40.5,73,2023-04-08T11:42:26.941Z,2023-04-08T21:27:08Z,,,,,,,,,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158153,91,43,1,11,33,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-08T11:42:31.075Z,2023-04-08T15:07:53Z,4171846409,56,Left,4172667127,144,3,4171846411,286,0,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158135,147,43,1,11,33,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-04-08T11:42:31.075Z,2023-04-08T15:07:51Z,4171846275,56,Back,4172666929,144,45,4171846451,233,91,4171846277,285,0,,,,,,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158157,92,61,1,11,36,cnnku8uihko7u4th0fms4pvg6,0,88.9,81.6,2023-04-08T11:42:34.032Z,2023-04-08T21:27:05Z,4173526429,178,,4171846431,56,Left,,,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158171,148,49,1,11,37,dvnjvad3p09dugr79gktlrtll,1,4.6,19.7,2023-04-08T11:42:35.619Z,2023-04-08T21:27:04Z,,,,,,,,,,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158187,149,12,1,11,39,dvnjvad3p09dugr79gktlrtll,1,1.7,12.9,2023-04-08T11:42:36.948Z,2023-04-08T21:27:03Z,4171846565,140,5.2,4171846567,141,0.0,4171846571,213,5.1,4171846569,212,10.1,4173527389,389,,4171846563,56,Back,4171846593,167,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158195,93,5,1,11,40,cnnku8uihko7u4th0fms4pvg6,1,94,101.5,2023-04-08T11:42:38.379Z,2023-04-08T18:19:33Z,4171846611,347,,4171846639,233,150,4171846609,56,Left,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158189,150,5,1,11,40,dvnjvad3p09dugr79gktlrtll,0,6,-1.5,2023-04-08T11:42:38.379Z,2023-04-08T18:19:33Z,4171846575,347,,4171846673,233,93,4171846573,56,Back,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158369,94,1,1,11,57,cnnku8uihko7u4th0fms4pvg6,1,92.3,100,2023-04-08T11:42:55.707Z,2023-04-08T21:27:03Z,4171847639,56,Left,4171847647,213,5.1,4171847641,140,96.8,4171847645,212,13.4,4171847643,141,83.5,4171847637,107,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158383,95,1,1,11,59,cnnku8uihko7u4th0fms4pvg6,1,95.4,89.7,2023-04-08T11:42:57.546Z,2023-04-08T21:27:02Z,4171847761,140,87.7,4171847765,212,8.2,4171847759,56,Left,4173528693,178,,4171847767,213,3.3,4171847763,141,87.4,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158403,96,1,1,12,1,cnnku8uihko7u4th0fms4pvg6,1,82.3,91.9,2023-04-08T11:42:59.338Z,2023-04-08T21:27:02Z,4171847877,140,82.0,4171847881,212,7.3,4171847875,56,Left,4171847887,213,4.7,4173529209,178,,4171847879,141,81.2,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158423,97,1,1,12,3,cnnku8uihko7u4th0fms4pvg6,1,79.5,74.9,2023-04-08T11:43:01.123Z,2023-04-08T21:27:01Z,4171847993,140,68.1,4171848001,213,3.9,4173530161,178,,4171847997,212,15.9,4171847991,56,Center,4171847995,141,59.4,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158449,98,1,1,12,5,cnnku8uihko7u4th0fms4pvg6,1,64.3,51.8,2023-04-08T11:43:03.523Z,2023-04-08T21:27:00Z,4171848187,213,4.7,4171848177,56,Center,4171848181,141,21.8,4171848183,212,20.4,4173530465,178,,4171848179,140,64.9,,,,,,,8vom1gwu040ty00c6ps3r2sph,R. Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158467,99,1,1,12,9,cnnku8uihko7u4th0fms4pvg6,1,61.2,25.2,2023-04-08T11:43:07.347Z,2023-04-08T21:26:58Z,4171848253,141,28.9,4171848257,213,0.2,4173530755,178,,4171848251,140,72.8,4171848249,56,Center,4171848255,212,12.4,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158479,100,61,1,12,10,cnnku8uihko7u4th0fms4pvg6,0,71.5,23,2023-04-08T11:43:07.968Z,2023-04-08T21:26:58Z,4173531285,178,,4171848301,56,Center,,,,,,,,,,,,,,,,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158485,151,49,1,12,10,dvnjvad3p09dugr79gktlrtll,1,25.1,75.3,2023-04-08T11:43:08.313Z,2023-04-08T21:26:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158497,152,1,1,12,12,dvnjvad3p09dugr79gktlrtll,1,25,74.7,2023-04-08T11:43:09.939Z,2023-04-08T21:26:57Z,4173531991,178,,4171848399,212,7.8,4171848393,56,Back,4171848395,140,24.0,4171848401,213,4.6,4171848397,141,63.3,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158503,153,1,1,12,13,dvnjvad3p09dugr79gktlrtll,1,26.6,64.4,2023-04-08T11:43:11.307Z,2023-04-08T21:26:57Z,4171848447,141,74.1,4173532277,178,,4171848445,140,21.7,4171848443,56,Back,4171848449,212,8.4,4171848451,213,2.2,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158521,154,1,1,12,15,dvnjvad3p09dugr79gktlrtll,1,19.8,75.3,2023-04-08T11:43:12.781Z,2023-04-08T21:26:56Z,4171848589,213,0.9,4171848583,140,30.0,4171848581,56,Back,4171848585,141,94.8,4173532863,178,,4171848587,212,17.0,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158551,155,1,1,12,17,dvnjvad3p09dugr79gktlrtll,1,27.4,91.8,2023-04-08T11:43:14.855Z,2023-04-08T21:26:55Z,4171848779,212,13.4,4173533163,178,,4171848781,213,5.6,4171848777,141,79.7,4171848771,56,Back,4171848775,140,37.5,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158583,156,1,1,12,21,dvnjvad3p09dugr79gktlrtll,1,43.9,70,2023-04-08T11:43:18.858Z,2023-04-08T21:26:54Z,4171848935,213,0.6,4171848931,141,86.6,4173533537,178,,4171848929,140,58.5,4171848927,56,Left,4171848933,212,19.0,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158623,157,1,1,12,23,dvnjvad3p09dugr79gktlrtll,1,58.6,86.6,2023-04-08T11:43:21.353Z,2023-04-08T21:26:53Z,4171849183,141,95.1,4171849179,56,Left,4171849185,212,21.9,4171849181,140,78.7,4171849187,213,0.3,4173534101,178,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158651,158,1,1,12,30,dvnjvad3p09dugr79gktlrtll,1,81.6,70.9,2023-04-08T11:43:27.840Z,2023-04-08T21:26:51Z,4171849353,56,Center,4171849361,213,2.4,4173534783,178,,4171849359,212,2.0,4171849357,141,73.0,4171849687,210,15,4171849355,140,80.2,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2530158657,159,15,1,12,31,dvnjvad3p09dugr79gktlrtll,1,85.7,70.9,2023-04-08T11:43:29.522Z,2023-04-08T21:26:50Z,4171849705,55,158,4171849739,233,101,4171849713,215,,4171849717,147,55.9,4171849715,146,96.7,4171849379,64,,4171849695,78,,4171849711,103,1.9,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,4173535063,178,,4171849709,102,51.0,4171849381,56,4171849377,22,4171849699,29,,,Center,4171849459,72,,,,,,,,,,,,,,,,,,,,,
2530158661,101,10,1,12,32,cnnku8uihko7u4th0fms4pvg6,1,3.9,43.9,2023-04-08T11:43:30.156Z,2023-04-08T21:26:49Z,4171849753,233,159,4171849399,182,,4171849571,180,,4171849569,174,,4172684709,376,,4171849401,56,Back,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158663,102,52,1,12,33,cnnku8uihko7u4th0fms4pvg6,1,4.7,43.6,2023-04-08T11:43:30.962Z,2023-04-08T21:26:49Z,4173535739,179,,4172685425,376,,,,,,,,,,,,,,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158765,103,1,1,12,47,cnnku8uihko7u4th0fms4pvg6,1,8.9,47.8,2023-04-08T11:43:45.455Z,2023-04-08T21:26:49Z,4171850023,123,,4171850035,212,11.9,4171850031,140,15.0,4171850037,213,5.3,4171850027,56,Back,4173536287,178,,4171850033,141,33.0,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158773,104,1,1,12,48,cnnku8uihko7u4th0fms4pvg6,1,13,32.1,2023-04-08T11:43:46.343Z,2023-04-08T21:26:48Z,4171850107,212,18.0,4171850105,141,10.7,4171850101,56,Back,4171850103,140,23.1,4173536785,178,,4171850109,213,5.3,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158805,105,1,1,12,50,cnnku8uihko7u4th0fms4pvg6,1,22.3,8.5,2023-04-08T11:43:48.705Z,2023-04-08T21:26:47Z,4171850285,212,15.5,4171850281,140,14.0,4171850287,213,2.2,4173537201,178,,4171850283,141,27.4,4171850279,56,Back,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158837,106,1,1,12,53,cnnku8uihko7u4th0fms4pvg6,1,14.8,28.4,2023-04-08T11:43:51.241Z,2023-04-08T21:26:47Z,4171850439,213,1.8,4173537629,178,,4171850433,140,10.7,4171850431,56,Back,4171850435,141,63.1,4171850437,212,24.0,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158861,107,1,1,12,56,cnnku8uihko7u4th0fms4pvg6,1,15.5,63.6,2023-04-08T11:43:53.978Z,2023-04-08T21:26:46Z,4171850537,56,Back,4171850543,212,19.9,4171850545,213,1.2,4171850541,141,90.6,4171850539,140,22.7,4173538097,178,,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158873,108,1,1,12,59,cnnku8uihko7u4th0fms4pvg6,1,21.3,96.8,2023-04-08T11:43:57.120Z,2023-04-08T21:26:45Z,4171850601,56,Back,4171850605,141,83.2,4173538417,178,,4171850607,212,25.2,4171850609,213,5.9,4171850603,140,43.6,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530161079,164,61,1,13,1,cnnku8uihko7u4th0fms4pvg6,0,42.5,81.2,2023-04-08T11:43:58.766Z,2023-04-08T21:26:44Z,4171862031,56,Back,4173539819,178,,,,,,,,,,,,,,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158913,161,49,1,13,2,dvnjvad3p09dugr79gktlrtll,1,57.5,4.4,2023-04-08T11:44:00.051Z,2023-04-08T21:26:44Z,,,,,,,,,,,,,,,,,,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158929,162,1,1,13,3,dvnjvad3p09dugr79gktlrtll,0,57.8,6.3,2023-04-08T11:44:00.798Z,2023-04-08T21:26:43Z,4171850815,56,Right,4171850823,213,0.8,4173540699,178,,4171850819,141,20.9,4171850817,140,66.3,4171850821,212,13.3,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158907,160,43,1,13,3,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-04-08T11:44:01.132Z,2023-04-08T11:48:20Z,4171850743,3,0,4171863071,144,1,4171850749,141,7.7,4171850751,212,6.3,4171850747,140,64.1,4171850753,213,5.1,4171850745,56,Right,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158919,109,49,1,13,4,cnnku8uihko7u4th0fms4pvg6,1,39.9,84.8,2023-04-08T11:44:01.738Z,2023-04-08T21:26:43Z,,,,,,,,,,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158953,110,43,1,13,5,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-08T11:44:03.179Z,2023-04-08T11:44:23Z,4171852071,144,3,4171850951,286,0,4171850949,56,Back,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530158939,163,43,1,13,5,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-04-08T11:44:03.179Z,2023-04-08T11:44:14Z,4171850973,233,110,4171850863,285,0,4171851577,144,45,4171850861,56,Right,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
