id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2493759151,196,61,1,18,56,841zp0njrq63yv4fvw6lgf60q,1,91.3,47.8,2022-12-28T20:07:30.310Z,2022-12-29T03:16:09Z,3959153617,21,,3959153619,388,,3958868355,56,Center,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758245,153,12,1,18,57,enzoyc121va61wtmjf4cm7p3d,1,10.5,47.6,2022-12-28T20:07:31.189Z,2022-12-29T03:16:14Z,3958862999,140,38.7,3958863003,212,32.8,3958862997,56,Back,3959153627,178,,3958863005,213,0.4,3958863001,141,68.5,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759093,195,43,1,18,59,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-12-28T20:07:33.011Z,2022-12-28T20:11:31Z,3958870501,144,61,3958868039,56,Center,,,,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758235,168,1,1,19,1,841zp0njrq63yv4fvw6lgf60q,0,60.7,43.4,2022-12-28T20:07:35.052Z,2022-12-29T03:16:21Z,3958862943,140,90.0,3958862947,212,31.0,3958862939,155,,3959153649,178,,3958862949,213,0.1,3958862941,56,Center,3958862945,141,49.0,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758247,154,11,1,19,4,enzoyc121va61wtmjf4cm7p3d,1,9.1,57.8,2022-12-28T20:07:38.495Z,2022-12-29T03:16:26Z,3959153657,388,,3958863007,56,Back,3959058085,377,,3958863009,88,,,,,,,,,,,,,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758311,155,1,1,19,9,enzoyc121va61wtmjf4cm7p3d,1,14.9,45.4,2022-12-28T20:07:42.879Z,2022-12-29T03:16:29Z,3958863385,141,17.3,3958863381,56,Right,3958863391,1,,3958863379,199,,3958863389,213,6.1,3958863383,140,91.8,3958863387,212,83.0,,,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758315,156,1,1,19,20,enzoyc121va61wtmjf4cm7p3d,1,85.5,29.2,2022-12-28T20:07:54.445Z,2022-12-29T03:16:38Z,3959153689,178,,3958863427,212,4.1,3958863423,140,89.0,3958863429,213,5.8,3958863421,56,Center,3958863425,141,26.4,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758319,157,3,1,19,21,enzoyc121va61wtmjf4cm7p3d,0,88,29.4,2022-12-28T20:07:55.378Z,2022-12-29T03:16:48Z,3959058175,464,,3959153717,178,,3958863443,286,,3958863439,56,Center,3958863489,233,169,,,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758327,169,7,1,19,21,841zp0njrq63yv4fvw6lgf60q,1,12,70.6,2022-12-28T20:07:55.404Z,2022-12-29T03:16:53Z,3959153729,178,,3958863483,285,,3958863485,233,157,3959058195,383,,3958863481,56,Back,,,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758329,170,49,1,19,22,841zp0njrq63yv4fvw6lgf60q,1,13.1,69.6,2022-12-28T20:07:56.420Z,2022-12-29T03:16:58Z,,,,,,,,,,,,,,,,,,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758337,171,1,1,19,23,841zp0njrq63yv4fvw6lgf60q,0,14.8,72.1,2022-12-28T20:07:57.412Z,2022-12-29T03:17:03Z,3958863519,212,5.8,3958863521,213,5.9,3959153783,178,,3958863513,56,Back,3958863517,141,69.3,3958863515,140,20.0,3958863535,286,,3958863527,236,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,3958863531,233,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758335,158,74,1,19,24,enzoyc121va61wtmjf4cm7p3d,1,77.8,25.5,2022-12-28T20:07:57.518Z,2022-12-29T03:17:08Z,3958863509,56,Center,3959153793,178,,3958863545,233,171,3958863511,285,,,,,,,,,,,,,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758343,159,49,1,19,25,enzoyc121va61wtmjf4cm7p3d,1,74.6,33,2022-12-28T20:07:58.926Z,2022-12-29T03:17:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758355,160,1,1,19,25,enzoyc121va61wtmjf4cm7p3d,1,74.6,33,2022-12-28T20:07:58.992Z,2022-12-29T03:17:19Z,3958863643,141,33.0,3958863647,213,0,3958863639,56,Center,3958863641,140,82.0,3959153815,178,,3958863645,212,7.8,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758359,161,1,1,19,28,enzoyc121va61wtmjf4cm7p3d,0,84.5,26.7,2022-12-28T20:08:01.600Z,2022-12-29T03:17:31Z,3958863665,213,1.2,3958863659,140,91.7,3958863657,56,Center,3959153843,178,,3958863661,141,57.3,3958863655,155,,3958863663,212,22.1,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758367,173,12,1,19,29,841zp0njrq63yv4fvw6lgf60q,1,6.7,44.6,2022-12-28T20:08:03.173Z,2022-12-29T03:17:37Z,3958863699,140,5.7,3959153859,388,,3958863703,212,1.8,3958863697,56,Back,3958863705,213,4.1,3958863701,141,42.5,3958863711,15,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758365,172,43,1,19,30,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-12-28T20:08:03.742Z,2022-12-28T20:08:34Z,3958864561,144,44,3958863691,285,0,3958863689,56,Back,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758373,162,13,1,19,31,enzoyc121va61wtmjf4cm7p3d,1,95,56.7,2022-12-28T20:08:04.859Z,2022-12-29T03:17:43Z,3958863735,22,,3958864025,458,,3958864017,86,,3959153889,178,,3958863877,72,,3958864019,102,58.7,3958864029,231,52.2,3958864027,230,98.2,71xg650qcs8yibhrumgvdejth,C. Doidge,3958864023,328,,,3958863739,56,3958863737,61,,3958864021,103,55.6,,,,,,Center,,,,,,,,,,,,,,
2493758379,163,5,1,19,32,enzoyc121va61wtmjf4cm7p3d,0,101.1,57.7,2022-12-28T20:08:05.943Z,2022-12-29T03:17:47Z,3958863771,56,Center,3958863773,346,,3958863821,233,174,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758387,174,5,1,19,32,841zp0njrq63yv4fvw6lgf60q,1,-1.1,42.3,2022-12-28T20:08:05.943Z,2022-12-29T03:17:47Z,3958863817,233,163,3958863813,56,Back,3958863815,346,,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758593,175,1,1,20,23,841zp0njrq63yv4fvw6lgf60q,0,4.5,51.3,2022-12-28T20:08:56.771Z,2022-12-29T03:17:53Z,3958865153,141,49.6,3958865157,213,6.3,3958865147,124,,3958865149,56,Center,3958865159,1,,3958865163,74,,3958865151,140,70.9,3958865155,212,69.7,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758591,164,44,1,20,26,enzoyc121va61wtmjf4cm7p3d,1,28.8,57.2,2022-12-28T20:09:00.471Z,2022-12-29T04:57:07Z,3958865143,285,,3958865141,56,Back,3958865209,233,176,,,,,,,,,,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758595,176,44,1,20,26,841zp0njrq63yv4fvw6lgf60q,0,71.2,42.8,2022-12-28T20:09:00.472Z,2022-12-29T03:17:57Z,3958865167,286,,3958865233,233,164,3958865165,56,Center,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758599,165,1,1,20,26,enzoyc121va61wtmjf4cm7p3d,0,27.6,64.3,2022-12-28T20:09:00.511Z,2022-12-29T04:57:07Z,3958865203,213,5.4,3958865201,212,16.1,3958865189,56,Back,3958865197,141,46.4,3958865193,140,37.7,3958865187,3,,3959153963,388,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758607,177,1,1,20,28,841zp0njrq63yv4fvw6lgf60q,0,63.4,57,2022-12-28T20:09:02.498Z,2022-12-29T03:18:15Z,3958865281,286,,3958865245,141,50.3,3958865275,236,,3958865241,56,Center,3959153981,178,,3958865277,233,166,3958865247,212,5.8,3958865243,140,66.8,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,3958865249,213,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758611,166,74,1,20,29,enzoyc121va61wtmjf4cm7p3d,1,34,55.4,2022-12-28T20:09:02.599Z,2022-12-29T03:18:20Z,3958865267,56,Back,3959153995,178,,3958865269,285,,3958865283,233,177,,,,,,,,,,,,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758615,178,1,1,20,31,841zp0njrq63yv4fvw6lgf60q,0,77,76.1,2022-12-28T20:09:05.085Z,2022-12-29T03:18:29Z,3959058587,72,,3959154011,178,,3958865333,212,16.0,3958865335,213,5.4,3958865327,56,Center,3958865323,2,,3959058585,224,,3958865331,141,57.3,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,3958865329,140,,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758755,167,12,1,20,32,enzoyc121va61wtmjf4cm7p3d,1,15.8,38.9,2022-12-28T20:09:05.808Z,2022-12-29T03:18:34Z,3958866103,140,40.9,3958866101,56,Back,3959154027,178,,3958866111,213,0.1,3958866109,212,26.5,3958866105,141,42.5,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758631,179,1,1,20,37,841zp0njrq63yv4fvw6lgf60q,1,62.7,64.9,2022-12-28T20:09:10.864Z,2022-12-29T03:18:43Z,3958865423,140,48.3,3958865427,212,16.0,3958865429,213,3.5,3958865421,56,Back,3959154047,178,,3958865425,141,57.2,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758647,180,1,1,20,39,841zp0njrq63yv4fvw6lgf60q,1,50.9,59.1,2022-12-28T20:09:13.113Z,2022-12-29T03:18:50Z,3958865537,140,56.8,3958865549,213,5.5,3958865531,56,Center,3958865541,141,49.4,3959154053,178,,3958865545,212,9.0,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758679,181,1,1,20,41,841zp0njrq63yv4fvw6lgf60q,1,47.8,48.8,2022-12-28T20:09:15.291Z,2022-12-29T03:18:56Z,3958865727,213,2.9,3958865723,141,51.5,3959154057,178,,3958865719,56,Back,3958865721,140,40.0,3958865725,212,8.4,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758699,182,1,1,20,44,841zp0njrq63yv4fvw6lgf60q,1,31.9,35.5,2022-12-28T20:09:18.067Z,2022-12-29T03:19:02Z,3958865807,213,2.8,3958865803,141,45.8,3958865799,56,Back,3958865801,140,15.5,3958865805,212,18.6,3959154065,178,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758715,183,1,1,20,46,841zp0njrq63yv4fvw6lgf60q,1,18.2,47.8,2022-12-28T20:09:20.367Z,2022-12-29T03:19:04Z,3958865871,212,19.1,3958865867,140,29.9,3959154073,178,,3958865869,141,69.3,3958865873,213,0.9,3958865865,56,Back,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758749,184,1,1,20,50,841zp0njrq63yv4fvw6lgf60q,0,34.6,75.7,2022-12-28T20:09:23.519Z,2022-12-29T03:19:08Z,3958866067,140,77.7,3958866071,212,46.1,3959154077,178,,3958866069,141,88.7,3958866075,1,,3958866073,213,0.2,3958866065,56,Left,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758757,168,49,1,20,53,enzoyc121va61wtmjf4cm7p3d,1,23.9,15.9,2022-12-28T20:09:27.375Z,2022-12-29T03:19:32Z,,,,,,,,,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758769,169,1,1,20,53,enzoyc121va61wtmjf4cm7p3d,1,23.9,15.9,2022-12-28T20:09:27.466Z,2022-12-29T03:19:28Z,3958866191,56,Back,3958866195,141,30.9,3958866197,212,18.7,3958866193,140,9.0,3958866199,213,2.6,3959154115,178,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758791,170,1,1,20,55,enzoyc121va61wtmjf4cm7p3d,1,9,30.9,2022-12-28T20:09:28.967Z,2022-12-29T03:19:39Z,3958866339,1,,3959154145,178,,3958866333,141,35.2,3958866337,213,0.1,3958866335,212,50.2,3958866327,155,,3958866331,140,56.7,3958866329,56,Center,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758797,171,50,1,21,0,enzoyc121va61wtmjf4cm7p3d,1,57.8,33.4,2022-12-28T20:09:33.896Z,2022-12-29T03:19:55Z,3958867301,233,185,3958866375,56,Center,3958866435,286,,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758805,185,7,1,21,0,841zp0njrq63yv4fvw6lgf60q,1,42.2,66.6,2022-12-28T20:09:33.982Z,2022-12-29T03:20:02Z,3958866423,285,,3958867295,233,171,3959154185,178,,3958866421,56,Back,3959154187,21,,3959058791,383,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758807,186,49,1,21,2,841zp0njrq63yv4fvw6lgf60q,1,29.8,75.7,2022-12-28T20:09:35.732Z,2022-12-29T03:20:12Z,,,,,,,,,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758841,187,1,1,21,4,841zp0njrq63yv4fvw6lgf60q,1,20.1,82.7,2022-12-28T20:09:37.864Z,2022-12-29T03:20:16Z,3959154205,178,,3958866635,212,21.8,3958866637,213,4.0,3958866633,141,57.9,3958866631,140,7.0,3958866629,56,Back,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758859,188,1,1,21,7,841zp0njrq63yv4fvw6lgf60q,1,3.5,61.5,2022-12-28T20:09:41.337Z,2022-12-29T03:20:20Z,3959154215,178,,3958866745,140,27.6,3958866751,213,0.6,3958866749,212,30.1,3958866747,141,85.6,3958866743,56,Back,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758861,189,4,1,21,10,841zp0njrq63yv4fvw6lgf60q,1,29.6,86.4,2022-12-28T20:09:43.727Z,2022-12-29T03:20:27Z,3958866759,294,,3958866765,285,,3958866849,233,172,3958866761,56,Back,3958866757,13,,3958866763,152,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758877,172,4,1,21,10,enzoyc121va61wtmjf4cm7p3d,0,70.4,13.6,2022-12-28T20:09:43.728Z,2022-12-29T03:20:27Z,3958866845,286,,3958866841,56,Right,3958866879,233,189,3959154221,178,,3958866839,294,,3958866837,13,,3958866843,152,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758969,190,1,1,21,21,841zp0njrq63yv4fvw6lgf60q,1,25.1,72.4,2022-12-28T20:09:55.182Z,2022-12-29T03:20:31Z,3958867359,152,,3958867365,141,27.1,3958867361,56,Back,3958867357,5,,3958867369,213,4.8,3958867367,212,30.9,3958867363,140,27.7,3959154231,178,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758985,191,1,1,21,25,841zp0njrq63yv4fvw6lgf60q,1,27.3,22.7,2022-12-28T20:09:58.676Z,2022-12-29T03:21:31Z,3958867469,141,5.9,3958867467,140,33.3,3958867471,212,13.0,3959154367,178,,3958867465,56,Back,3958867473,213,5.2,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493758997,192,1,1,21,27,841zp0njrq63yv4fvw6lgf60q,0,33.3,5.9,2022-12-28T20:10:01.069Z,2022-12-29T03:21:35Z,3958867521,56,Right,3958867519,155,,3958867525,141,16.4,3958867527,212,32.4,3958867523,140,63.4,3958867529,213,0.2,3959154389,178,,3958867531,1,,el8iinhsb8c12kgvng4idutat,M. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759009,173,1,1,21,29,enzoyc121va61wtmjf4cm7p3d,1,28.6,84.2,2022-12-28T20:10:02.967Z,2022-12-29T03:21:44Z,3958867597,56,Back,3958867603,212,9.4,3958867599,140,34.5,3959154455,388,,3958867605,213,5.4,3958867595,3,,3958867601,141,73.9,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759015,174,49,1,21,31,enzoyc121va61wtmjf4cm7p3d,1,34.5,73.9,2022-12-28T20:10:04.576Z,2022-12-29T03:21:50Z,,,,,,,,,,,,,,,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759027,175,1,1,21,32,enzoyc121va61wtmjf4cm7p3d,1,32.4,72.9,2022-12-28T20:10:05.531Z,2022-12-29T03:21:54Z,3958867699,212,14.2,3958867693,56,Back,3958867697,141,88.0,3958867695,140,23.0,3959154509,178,,3958867701,213,2.3,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759071,176,1,1,21,33,enzoyc121va61wtmjf4cm7p3d,0,23,88,2022-12-28T20:10:07.080Z,2022-12-29T03:22:00Z,3958867925,213,5.8,3958867917,56,Center,3958867919,140,69.1,3958867921,141,47.5,3958867915,155,,3959154547,178,,3958867923,212,55.7,3958867927,1,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759083,193,1,1,21,38,841zp0njrq63yv4fvw6lgf60q,1,26.7,45.8,2022-12-28T20:10:12.393Z,2022-12-29T03:22:08Z,3958867997,140,8.3,3958867993,3,,3958867999,141,52.5,3959154615,388,,3958868001,212,19.8,3958867995,56,Back,3958868003,213,2.9,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759085,194,52,1,21,40,841zp0njrq63yv4fvw6lgf60q,1,8.3,52.5,2022-12-28T20:10:14.226Z,2022-12-29T03:22:13Z,3959154645,178,,3959059059,377,,,,,,,,,,,,,,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759167,198,1,1,21,43,841zp0njrq63yv4fvw6lgf60q,1,12.1,52.5,2022-12-28T20:10:17.510Z,2022-12-29T03:22:22Z,3958868425,56,Back,3958868433,213,0.8,3958868427,140,33.0,3958868423,123,,3959154719,178,,3958868431,212,30.3,3958868429,141,83.2,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759169,199,1,1,21,50,841zp0njrq63yv4fvw6lgf60q,1,33.9,82,2022-12-28T20:10:23.941Z,2022-12-29T03:22:32Z,3958868445,141,75.7,3958868441,56,Back,3958868449,213,6.0,3958868447,212,13.5,3958868443,140,46.1,3959154769,178,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759173,200,1,1,21,51,841zp0njrq63yv4fvw6lgf60q,1,46.1,74.7,2022-12-28T20:10:24.836Z,2022-12-29T03:22:39Z,3958868481,212,16.7,3959154825,178,,3958868475,56,Back,3958868483,213,2.8,3958868477,140,31.0,3958868479,141,82.6,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759157,197,43,1,21,51,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-12-28T20:10:24.928Z,2022-12-28T20:10:32Z,3958868567,144,52,,,,,,,,,,,,,,,,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759177,201,1,1,21,53,841zp0njrq63yv4fvw6lgf60q,1,27.6,76.9,2022-12-28T20:10:27.087Z,2022-12-29T03:22:45Z,3958868509,140,13.1,3958868507,56,Back,3959154883,178,,3958868513,212,15.7,3958868515,213,3.4,3958868511,141,71.4,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759191,202,1,1,21,56,841zp0njrq63yv4fvw6lgf60q,1,6.2,73.5,2022-12-28T20:10:30.463Z,2022-12-29T03:22:48Z,3959154901,178,,3958868615,141,52.2,3958868611,56,Back,3958868619,213,4.6,3958868617,212,14.5,3958868613,140,5.0,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759217,203,1,1,21,58,841zp0njrq63yv4fvw6lgf60q,1,5,52.2,2022-12-28T20:10:31.824Z,2022-12-29T03:22:51Z,3958868759,56,Back,3958868765,212,38.0,3958868761,140,37.4,3958868757,155,,3959154921,178,,3958868769,1,,3958868763,141,77.2,3958868767,213,0.5,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759221,204,61,1,22,0,841zp0njrq63yv4fvw6lgf60q,0,36.5,77.5,2022-12-28T20:10:33.924Z,2022-12-29T03:23:05Z,3958868777,56,Back,3959155001,21,,3959155003,388,,,,,,,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759209,177,1,1,22,1,enzoyc121va61wtmjf4cm7p3d,0,54.9,24.9,2022-12-28T20:10:34.807Z,2022-12-29T03:23:08Z,3958868717,141,17.9,3958868713,56,Right,3958868719,212,9.0,3958868721,213,5.7,3959155021,388,,3958868711,3,,3958868715,140,62.2,,,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759227,205,1,1,22,2,841zp0njrq63yv4fvw6lgf60q,1,30.4,73.6,2022-12-28T20:10:36.433Z,2022-12-29T03:23:16Z,3958868811,140,25.2,3958868815,212,8.7,3959155061,178,,3958868817,213,4.0,3958868813,141,63.6,3958868809,56,Back,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759241,206,1,1,22,5,841zp0njrq63yv4fvw6lgf60q,1,25.2,63.6,2022-12-28T20:10:38.752Z,2022-12-29T03:23:20Z,3959155083,178,,3958868885,140,37.8,3958868889,212,13.8,3958868891,213,0.3,3958868883,56,Back,3958868887,141,69.4,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759283,207,1,1,22,9,841zp0njrq63yv4fvw6lgf60q,1,38.1,82.4,2022-12-28T20:10:42.629Z,2022-12-29T03:23:43Z,3958869105,141,92.4,3958869101,56,Left,3959155167,178,,3958869109,213,0.3,3958869907,210,15,3958869103,140,57.7,3958869107,212,21.7,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493759287,208,15,1,22,15,841zp0njrq63yv4fvw6lgf60q,1,81.8,70.7,2022-12-28T20:10:48.981Z,2022-12-29T03:23:44Z,3958869129,56,Center,3958869127,18,,3958869911,29,,3958869919,103,15.8,3958869925,147,51.8,3958869917,102,47.6,3958869913,55,207,3958870225,233,178,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,3958869923,146,,98.5,3958869125,22,3958869909,80,,3958869921,215,,3959155209,178,,3958869817,72,,,,,,,,,,,,,,,
2493759281,178,10,1,22,16,enzoyc121va61wtmjf4cm7p3d,1,3.4,49.3,2022-12-28T20:10:49.803Z,2022-12-29T03:23:47Z,3959059259,377,,3958870171,179,,3958870169,174,,3958869093,182,,3958870235,233,208,3958869095,56,Back,,,,,,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
