id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/16/value,qualifier/17/value
2475351977,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-10-22T13:03:39.351Z,2022-10-22T14:02:43Z,3861806183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3861806179,59,"24, 25, 3, 5, 2, 4, 8, 16, 9, 11, 20, 1, 7, 10, 15, 23, 28, 33, 99",3861806181,130,19,3861806175,30,"26hokry025pgjx5bn7ljlkatx, 16x7shxmsfll6pytg8b8v0dbe, 4e49434kkv98sjq1byj8rnkh6, 53y4n4h9zi3d1l1f9jb9ytxhx, 6o62deaqwdcrllc91hz09cct1, 8byxqwq7ktyxn5rfbj4p0m0o9, cxykkqaoe67ndqpwoq1t15ca2, c4kxfrbrfedilykhbyak3e579, 8cpd4je0ku8wjumqeh3ruv10p, bkehljspqbj6tz0peqjivkvai, 6ne71gfjoez9m0tk8qozd8e3u, 6xvw6n5wq8bcgg01i87rbfsgl, 1naidcngjv592t1hgd78yy8oa, 5frjqqf0jvbqw8ag00pktw8yy, 7ie1bwuj4e18xy9bl6mszwt1, 9imvdvv7wnaknh1bc4ocun78q, eh244gs179rv5hxz3oisx8d90, el8iinhsb8c12kgvng4idutat, dnv51o5kbp3627cjdl5yxks7p",3861806189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861806185,194,53y4n4h9zi3d1l1f9jb9ytxhx,3861806177,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3861806187,197,16761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475352239,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-10-22T13:03:58.566Z,2022-10-22T14:04:24Z,3861807621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861807619,197,1981,3861807613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861807605,59,"1, 16, 24, 27, 15, 4, 17, 8, 9, 26, 7, 2, 5, 6, 13, 18, 23, 29, 38, 49",3861807597,30,"4gxuw581mvfnr6qr3aobbjyt, blmo7wrka5yrcckuu9owlwx5h, egfrwjjbl6fom2rwi5jpzzfmx, 5z0g3l4s56p11t3wgrpjhko9h, 201zg5m6q6zjj43w8jlf5cgrt, 8qv2da4sxpuw4h44jm4dz2j85, 4vnpdi15nazck2sywdgkve2cq, cl8lua6yep85vpl25pdi0wfzd, aiacgvdwjvt1te2ndnbk95lg5, 3sk52j2sm7jvmytofzefc5boq, 6axbj3uylrbf0l29vj3vdmd3p, 5j7ekg9k304y36twun3me2w2d, 4y27uf869xrujogawxtl9q0a1, 1vgtiwnof0l89l62t6e1thgx5, 6yr5rwfdnz02psz22acr43z6d, kmyde3h3kx3tyx5b4m2oglt6, eghu03zhii5vbr655sub8xmmt, dkk86y8pa3svtz43c0m55qn6x, 9785y6kolfs8e6yxbl7o4xzis, aggnskq9dwjc7vi0t4n2y6k9g",3861807609,130,8,3861807601,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861807617,194,4gxuw581mvfnr6qr3aobbjyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407913,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-10-22T14:01:53.050Z,2022-10-22T19:29:49Z,3862094715,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407955,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-10-22T14:01:53.050Z,2022-10-22T14:01:54Z,3862094919,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408009,3,1,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,50,50,2022-10-22T14:01:53.070Z,2022-10-22T19:44:42Z,3864327689,178,,3862095167,279,S,3862095159,140,36.6,3862095165,213,3.5,3862095161,141,43.3,3862095153,56,Back,3862095163,212,14.8,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408051,4,1,1,0,2,841zp0njrq63yv4fvw6lgf60q,1,38.8,40.3,2022-10-22T14:01:55.388Z,2022-10-22T19:44:53Z,3862095389,141,32.8,3862095385,56,Back,3864328607,178,,3862095393,213,3.5,3862095387,140,27.4,3862095391,212,13.0,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408121,5,1,1,0,3,841zp0njrq63yv4fvw6lgf60q,1,32.5,35.5,2022-10-22T14:01:56.628Z,2022-10-22T19:44:58Z,3862095703,212,17.2,3862095715,213,2.0,3862095699,140,25.5,3862095701,141,58.4,3864329059,178,,3862095697,56,Back,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408297,6,1,1,0,5,841zp0njrq63yv4fvw6lgf60q,1,25.3,53.9,2022-10-22T14:01:58.669Z,2022-10-22T19:45:02Z,3862096585,212,16.3,3864329453,178,,3862096581,140,28.6,3862096579,56,Back,3862096587,213,1.4,3862096583,141,77.3,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408323,7,1,1,0,10,841zp0njrq63yv4fvw6lgf60q,1,40.6,81.5,2022-10-22T14:02:03.450Z,2022-10-22T19:45:08Z,3862096715,140,44.0,3862096723,213,1.2,3862096711,56,Back,3862096717,141,93.3,3864330025,178,,3862096721,212,8.8,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408413,8,1,1,0,11,841zp0njrq63yv4fvw6lgf60q,1,44,93.3,2022-10-22T14:02:04.909Z,2022-10-22T19:45:12Z,3862097163,212,9.2,3864330313,178,,3862097165,213,3.8,3862097161,141,85.0,3862097157,56,Back,3862097159,140,37.1,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
