id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2498507117,7,1,1,0,8,muo4d1nfi1vgyvz5n07tjmoo,1,19.4,77.3,2023-01-18T19:47:05.897Z,2023-01-19T05:40:07Z,3984202769,178,,3983890507,140,33.5,3983890511,212,19.9,3983890513,213,0.7,3983890505,56,Back,3983890509,141,96.9,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507121,8,3,1,0,11,muo4d1nfi1vgyvz5n07tjmoo,0,36.9,95.3,2023-01-18T19:47:08.995Z,2023-01-19T05:40:07Z,3984202897,178,,3983890631,286,,3984131017,465,,3983890529,56,Back,3983890633,233,5,,,,,,,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507139,5,7,1,0,11,dvnjvad3p09dugr79gktlrtll,1,63.1,4.7,2023-01-18T19:47:09.022Z,2023-01-19T05:40:06Z,3984202925,178,,3984131041,384,,3983890607,233,8,3983890605,285,,3983890603,56,Right,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507149,6,49,1,0,14,dvnjvad3p09dugr79gktlrtll,1,55,11.9,2023-01-18T19:47:11.851Z,2023-01-19T05:40:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507155,7,1,1,0,14,dvnjvad3p09dugr79gktlrtll,1,54.4,12.4,2023-01-18T19:47:11.880Z,2023-01-19T05:40:05Z,3983890707,56,Center,3983890713,212,12.2,3983890715,213,1.6,3983890711,141,30.3,3983890709,140,53.8,3984203009,178,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507163,8,1,1,0,15,dvnjvad3p09dugr79gktlrtll,1,51.6,26.9,2023-01-18T19:47:12.724Z,2023-01-19T05:40:05Z,3983890743,56,Back,3984203067,178,,3983890749,212,12.2,3983890745,140,44.6,3983890751,213,4.1,3983890747,141,12.6,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507173,9,1,1,0,17,dvnjvad3p09dugr79gktlrtll,1,46.1,14.7,2023-01-18T19:47:14.314Z,2023-01-19T05:40:04Z,3983890799,56,Right,3983890807,213,5.7,3983890801,140,54.3,3983890805,212,10.3,3983890803,141,6.4,3984203137,178,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507181,10,1,1,0,17,dvnjvad3p09dugr79gktlrtll,1,52.9,4.3,2023-01-18T19:47:15.108Z,2023-01-19T05:40:03Z,3983890859,213,2.7,3983890853,140,46.9,3983890851,56,Back,3983890855,141,8.3,3983890857,212,6.9,3984203179,178,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507209,11,1,1,0,21,dvnjvad3p09dugr79gktlrtll,1,47.9,10.7,2023-01-18T19:47:18.314Z,2023-01-19T05:40:02Z,3983890983,56,Right,3983890989,141,4.6,3983890985,140,58.8,3984203227,178,,3983890997,213,5.9,3983890993,212,12.2,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507219,12,1,1,0,25,dvnjvad3p09dugr79gktlrtll,1,75.8,4.6,2023-01-18T19:47:22.968Z,2023-01-19T05:40:00Z,3983891067,212,15.0,3984203289,178,,3983891069,213,1.4,3983891063,140,78.0,3983891061,56,Center,3983891065,141,26.4,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507231,13,1,1,0,27,dvnjvad3p09dugr79gktlrtll,1,80.3,23.5,2023-01-18T19:47:24.740Z,2023-01-19T05:39:59Z,3983891127,140,76.1,3983891129,141,30.1,3983891131,212,6.3,3983891133,213,2.3,3983891125,56,Center,3984203349,178,,,,,,,,czazwj4nt23bydpdi67i0wga2,L. Abada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507237,14,1,1,0,28,dvnjvad3p09dugr79gktlrtll,0,79.3,34.2,2023-01-18T19:47:25.348Z,2023-01-19T05:39:58Z,3984203361,178,,3983891161,212,22.9,3983891157,140,100.0,3983891163,213,6.2,3983891159,141,30.0,3983891155,56,Center,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507233,9,5,1,0,30,muo4d1nfi1vgyvz5n07tjmoo,1,-0.7,69.4,2023-01-18T19:47:27.847Z,2023-01-19T00:36:55Z,3983891137,56,Back,3983891185,233,15,3983891139,346,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507241,15,5,1,0,30,dvnjvad3p09dugr79gktlrtll,0,100.7,30.6,2023-01-18T19:47:27.847Z,2023-01-19T00:36:55Z,3983891165,56,Center,3983891189,233,9,3983891167,346,,,,,,,,,,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507413,10,1,1,0,58,muo4d1nfi1vgyvz5n07tjmoo,1,2.2,47.8,2023-01-18T19:47:55.901Z,2023-01-19T05:39:58Z,3983892105,56,Center,3983892103,124,,3983892109,141,51.3,3983892115,1,,3983892111,212,55.9,3983892113,213,0.0,3983892119,74,,3983892107,140,55.4,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507417,11,44,1,1,1,muo4d1nfi1vgyvz5n07tjmoo,1,57.2,50.5,2023-01-18T19:47:58.846Z,2023-01-19T05:39:58Z,3983892129,286,,3983892127,56,Center,3983892289,233,16,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507441,16,44,1,1,1,dvnjvad3p09dugr79gktlrtll,0,42.8,49.5,2023-01-18T19:47:58.847Z,2023-01-19T05:39:57Z,3983892299,233,11,3983892241,285,,3983892239,56,Back,,,,,,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507433,12,1,1,1,1,muo4d1nfi1vgyvz5n07tjmoo,0,57.1,51.7,2023-01-18T19:47:58.890Z,2023-01-19T05:39:57Z,3983892201,140,57.8,3983892197,168,,3983892205,212,1.0,3983892203,141,50.7,3984203871,388,,3983892199,56,Center,3983892195,3,,3983892207,213,5.5,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498550989,1154,61,1,1,1,dvnjvad3p09dugr79gktlrtll,1,42.8,49.1,2023-01-18T19:47:58.949Z,2023-01-19T05:39:56Z,3984203905,15,,3984131853,56,Back,3984203907,388,,,,,,,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507459,17,1,1,1,4,dvnjvad3p09dugr79gktlrtll,1,33,47.8,2023-01-18T19:48:01.532Z,2023-01-19T05:39:56Z,3983892357,212,2.3,3983892353,140,35.1,3984203999,388,,3983892349,3,,3983892359,213,0.3,3983892355,141,48.8,3983892351,56,Back,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498526703,558,49,1,1,5,dvnjvad3p09dugr79gktlrtll,1,36.1,52.7,2023-01-18T19:48:02.311Z,2023-01-19T05:39:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507461,18,1,1,1,5,dvnjvad3p09dugr79gktlrtll,1,36.1,52.7,2023-01-18T19:48:02.317Z,2023-01-19T05:39:55Z,3984204135,178,,3983892369,140,19.0,3983892373,212,19.6,3983892375,213,3.6,3983892371,141,41.2,3984000603,155,,3983892367,56,Back,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507483,19,1,1,1,7,dvnjvad3p09dugr79gktlrtll,0,16.8,44.1,2023-01-18T19:48:04.920Z,2023-01-19T05:39:54Z,3983892483,56,Center,3983892489,212,50.8,3983892485,140,65.0,3983892481,157,,3984204215,178,,3983892491,213,6.2,3983892493,1,,3983892487,141,37.9,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507497,13,1,1,1,12,muo4d1nfi1vgyvz5n07tjmoo,0,39.2,64.8,2023-01-18T19:48:09.300Z,2023-01-19T05:39:54Z,3983892547,213,0.3,3983892537,3,,3984204305,178,,3983892539,56,Center,3983892543,141,76.0,3983892541,140,59.3,3983892545,212,22.4,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507517,20,1,1,1,13,dvnjvad3p09dugr79gktlrtll,0,41,27.1,2023-01-18T19:48:11.226Z,2023-01-19T05:39:53Z,3983892647,56,Right,3983892649,140,58.3,3983892653,212,21.8,3983892651,141,9.3,3984204427,178,,3983892645,3,,3983892655,213,5.7,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507539,14,1,1,1,15,muo4d1nfi1vgyvz5n07tjmoo,1,43.1,76.4,2023-01-18T19:48:12.682Z,2023-01-19T05:39:53Z,3983892781,141,95.7,3983892785,213,0.4,3983892779,140,77.1,3983892775,3,,3983892783,212,38.0,3984204601,178,,3983892777,56,Left,3983892787,1,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507545,15,3,1,1,19,muo4d1nfi1vgyvz5n07tjmoo,0,80.7,93.2,2023-01-18T19:48:17.086Z,2023-01-19T05:39:52Z,3983892921,233,21,3983892821,56,Left,3984132311,465,,3983892823,286,,3984204721,178,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507565,21,7,1,1,20,dvnjvad3p09dugr79gktlrtll,0,19.3,6.8,2023-01-18T19:48:17.358Z,2023-01-19T05:39:52Z,3984204807,178,,3983892917,233,15,3984132345,385,,3983892913,56,Back,3983892915,285,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507647,16,5,1,1,22,muo4d1nfi1vgyvz5n07tjmoo,1,94.2,101.1,2023-01-18T19:48:20.050Z,2023-01-19T00:39:23Z,3983893351,233,22,3983893313,56,Left,3983893315,347,,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507577,22,5,1,1,22,dvnjvad3p09dugr79gktlrtll,0,5.8,-1.1,2023-01-18T19:48:20.050Z,2023-01-19T00:39:24Z,3983892981,56,Back,3983892983,347,,3983893363,233,16,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507773,17,1,1,1,53,muo4d1nfi1vgyvz5n07tjmoo,0,95.1,100,2023-01-18T19:48:50.678Z,2023-01-19T05:39:51Z,3983893977,1,,3983893967,56,Center,3983893969,140,89.7,3983893965,107,,3983893971,141,65.1,3983893975,213,4.5,3983893973,212,24.9,,,,dgrjf6wf81uuk32qxqunfoded,J. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498551191,1155,44,1,1,55,dvnjvad3p09dugr79gktlrtll,1,8.9,36.7,2023-01-18T19:48:52.573Z,2023-01-19T05:39:51Z,3984133019,56,Back,3984133021,285,,3984167347,233,614,,,,,,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498551193,614,44,1,1,55,muo4d1nfi1vgyvz5n07tjmoo,0,91.1,63.3,2023-01-18T19:48:52.574Z,2023-01-19T05:39:50Z,3984133027,286,,3984167355,233,1155,3984133025,56,Center,,,,,,,,,,,,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507783,23,12,1,1,55,dvnjvad3p09dugr79gktlrtll,1,7.9,36.3,2023-01-18T19:48:52.781Z,2023-01-19T05:39:50Z,3983894023,56,Back,3983894031,141,27.0,3983894035,213,5.8,3983894033,212,14.5,3983894041,15,,3983894027,140,20.3,3984205121,388,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507823,24,12,1,1,56,dvnjvad3p09dugr79gktlrtll,1,16.9,31.2,2023-01-18T19:48:53.877Z,2023-01-19T05:16:18Z,3983894247,140,26.8,3984205163,178,,3983894253,213,5.4,3983894249,141,12.8,3983894245,56,Back,3983894251,212,16.3,,,,,,,czazwj4nt23bydpdi67i0wga2,L. Abada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507829,25,49,1,2,0,dvnjvad3p09dugr79gktlrtll,1,36.4,15.6,2023-01-18T19:48:57.669Z,2023-01-19T05:39:49Z,,,,,,,,,,,,,,,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507837,18,45,1,2,1,muo4d1nfi1vgyvz5n07tjmoo,0,54.9,91.3,2023-01-18T19:48:59.221Z,2023-01-19T05:39:48Z,3983894277,285,,3983894275,56,Left,3984003053,233,26,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507839,26,3,1,2,1,dvnjvad3p09dugr79gktlrtll,1,45.1,8.7,2023-01-18T19:48:59.221Z,2023-01-19T05:39:48Z,3983894293,286,,3983894291,56,Back,3984133165,464,,3983894313,233,18,3984205293,178,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507923,27,1,1,2,5,dvnjvad3p09dugr79gktlrtll,1,67.6,13.1,2023-01-18T19:49:02.881Z,2023-01-19T05:39:46Z,3984205331,178,,3983894737,140,77.7,3983894739,141,60.2,3983897005,210,15,3983894733,155,,3983894735,56,Center,3983894743,213,1.3,3983894741,212,33.7,a1q1se1i8ih65e94xswacghk9,Jota,3983894745,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507927,28,15,1,2,13,dvnjvad3p09dugr79gktlrtll,1,73.3,48.5,2023-01-18T19:49:11.013Z,2023-01-19T05:39:43Z,3983897009,78,,3984205355,178,,3983897017,102,51.2,3983897069,233,19,3983896697,82,,3983896693,20,,3983897013,55,27,3983897011,29,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,3983978013,215,,3983897025,230,,97.8,3983897019,103,19,3983894765,56,Center,3983897027,231,50.8,3983897023,147,47.3,3983897021,146,80.7,3983894763,18,3983894761,22,,,,,,,,,,,
2498507917,19,10,1,2,14,muo4d1nfi1vgyvz5n07tjmoo,1,18.6,52.8,2023-01-18T19:49:11.333Z,2023-01-19T05:39:42Z,3984205979,178,,3984205981,21,,3983894715,56,Back,3983894713,94,,3983896763,233,28,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507945,20,6,1,2,15,muo4d1nfi1vgyvz5n07tjmoo,0,13.4,59.8,2023-01-18T19:49:13.217Z,2023-01-19T00:42:23Z,3983894861,56,Back,3983894907,73,,3983894931,233,29,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507953,29,6,1,2,15,dvnjvad3p09dugr79gktlrtll,1,86.6,40.2,2023-01-18T19:49:13.217Z,2023-01-19T00:42:22Z,3983894925,233,20,3983894901,75,,3983894899,56,Center,,,,,,,,,,,,,,,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498508077,30,1,1,2,35,dvnjvad3p09dugr79gktlrtll,0,99.5,0.5,2023-01-18T19:49:32.598Z,2023-01-19T00:42:32Z,3984133351,72,,3983895527,223,,3983895537,213,1.8,3984206113,178,,3983895523,6,,3983895531,140,94.3,3983895529,56,Center,3983895535,212,27.7,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,3983895525,155,,3983895521,2,,,3983895533,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498508085,21,12,1,2,36,muo4d1nfi1vgyvz5n07tjmoo,1,15.2,65.5,2023-01-18T19:49:34.048Z,2023-01-19T05:39:41Z,3983895581,212,12.8,3983895579,141,82.1,3983895575,56,Back,3983895583,213,2.1,3983895597,15,,3984206205,388,,3983895577,140,9.5,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
