id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value
2470643289,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-10-11T18:00:28.270Z,2022-10-11T18:02:25Z,3836910043,197,16501,3836910045,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3836910041,194,bu7u0edo60hpre8wkhgw79gwl,3836910035,59,"1, 12, 3, 6, 5, 4, 77, 11, 99, 32, 23, 7, 10, 13, 16, 18, 20, 22, 24, 25",3836910031,30,"bu7u0edo60hpre8wkhgw79gwl, cs5ejx87ge8am8ir8w0lj4wk5, 5f1erzxtvzncvf1wtqnv3fgmh, cxxhe0dwp3wi35c28spse4l7u, 87dk4hxfl302jn9iu3vr9pckp, e98evrjmtbjwjrmvlhu1hn36d, 4xbvoe0viskrxc7jiyd1iapcl, afowz5wysshf6f5mj5iz1t5h, 3je3s65vdag4qctd9q0ku8z8q, cugnsf9b6g823srxuux5jnofe, dnnv0ts8b4ov8id729wyoeuax, 89df7o58mynvgjs0xlq4zh71l, 9eglkkpww5oem5vdrmf8q2bu2, 86k8csy6no8avlq6bdk43f36x, atx6lc3lltktph9wnqv5oihg5, fx0i4f70a096eya9f6irwdt5, 7io59zk29vhvyueadmkotzeqy, 3jppvkr0tv7r8lwraqvc7wtlh, 47wddacm2cmbifzhdkr79mk7p, 82m1eir9istcl9x5srqdrtca2",3836910039,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3836910033,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3836910037,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470643369,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-10-11T18:00:45.533Z,2022-10-11T18:51:37Z,3836910497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3836910493,59,"13, 22, 16, 3, 12, 2, 14, 19, 32, 18, 15, 1, 6, 7, 8, 17, 20, 23, 28, 39",3836910491,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3836910495,130,17,3836910507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3836910489,30,"day3njm5hkudffvdvccpopbyt, 1q4eo8ovtzffi9nz1kms98161, 319dgvwkm8di2r8oovefbxck5, 629dgygro5n41ce8ulov5wwl, 9o2dyl3cbm2ni3874doydh49h, a5fpw5f7bvu01i8drfir8ugut, aqgrddi0lgqphjeksr0rkd0ph, 2t4k430xmiekwb5khdwtg14h5, 7yq6f41dcfzqz40hblj3j9905, 1cfh2cg8i2f4cqd7fraos96fp, en7kanawhbmhl0736htwdnt9l, btdn91fhcdkiq2u93gqw32n6d, 6n8gmwjc9frk90mzpnf9xlkyy, 7qd78ivuyspmb0fno5vdetat, 8vjnf1tezikfb9dfnv4waxuxh, eqx6gmp1f5ocxeosc97rcqqui, c99yg0ykkr6o17ykicw27e68k, 7v2udgcj3xk2douxfmge6lp7t, 74w7u994c832ya17u9g7nkh04, en1fxquyiysad7et2aeu0fpck",3836910505,197,1975,3836910501,194,9o2dyl3cbm2ni3874doydh49h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664409,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-10-11T18:46:52.859Z,2022-10-11T18:46:55Z,3837030437,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664401,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-10-11T18:46:52.859Z,2022-10-11T20:59:08Z,3837030397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664447,3,1,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,50,50,2022-10-11T18:46:52.995Z,2022-10-12T03:55:18Z,3837030639,141,56.9,3837030635,56,Back,3837030637,140,27.8,3837619007,178,,3837030643,213,2.9,3837030641,212,23.8,3837030645,279,S,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664465,4,1,1,0,3,4qdzzur2cuuridyb0jso8mksi,0,33.9,57,2022-10-11T18:46:56.148Z,2022-10-12T01:31:31Z,3837030739,56,Left,3837030737,157,,3837030747,213,0.6,3837030743,141,100.0,3837030741,140,73.4,3837030749,1,,3837030745,212,51.5,3837619579,178,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664487,3,5,1,0,6,c9ky1957qli8v2lylfga7io8b,1,28.2,-1.7,2022-10-11T18:46:59.830Z,2022-10-12T01:31:36Z,3837030839,347,,3837030837,56,Back,3837030867,233,5,,,,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664467,5,5,1,0,6,4qdzzur2cuuridyb0jso8mksi,0,71.8,101.7,2022-10-11T18:46:59.830Z,2022-10-12T01:31:36Z,3837030751,56,Left,3837030753,347,,3837030885,233,3,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664673,4,1,1,0,17,c9ky1957qli8v2lylfga7io8b,1,29.7,0,2022-10-11T18:47:10.014Z,2022-10-12T01:31:38Z,3837031787,213,2.4,3837031783,141,33.0,3837031789,1,,3837031785,212,35.0,3837031781,140,5.0,3837031779,56,Back,3837031777,107,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664699,5,1,1,0,22,c9ky1957qli8v2lylfga7io8b,1,9.5,32.2,2022-10-11T18:47:15.732Z,2022-10-12T01:31:42Z,3837619739,178,,3837031945,212,18.5,3837031941,140,20.6,3837031947,213,5.4,3837031943,141,11.0,3837031939,56,Back,,,,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470664729,6,1,1,0,26,c9ky1957qli8v2lylfga7io8b,1,25.1,6.1,2022-10-11T18:47:19.379Z,2022-10-12T01:31:47Z,3837032091,1,,3837032075,196,,3837032079,140,60.9,3837619767,178,,3837032073,155,,3837032077,56,Center,3837032087,213,0.9,3837032083,212,58.9,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,3837032081,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
