id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2448369943,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-08-20T13:03:28.302Z,2022-08-20T13:32:29Z,3718358939,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718358947,194,2spu2yn887lywqw2vrg3evhlh,3718358937,30,"91m838lynz6db94q8ufcqk91x, 2ytdtlvxm0ba22gsmk6vu4vhm, 3svpmpx5tb4ekuewkh79l2up5, 9coe01drgpmlz3ee9qfond815, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, 8q0nnrx7ru205zepoqv7lm579, ek2ub5dvlisn73a45n3gwj2s5, bl8p4bg9mwh2ugsxgg4x0pzo5, n4ml5xifvll22bpq68ld4auh, 2spu2yn887lywqw2vrg3evhlh, 3yv3k3tmmzrizek5a8f54jjoq, dggymph6p6xe8s3h2hae5p5g5, 9z0xcc7yot7royqle0nn6fdn9, br8drjrzg7caqavtr5l7twpka, 6uvj9qt3kex5sx729zbe1rlyh, 2kxzjuns50x1fb85ndoad0set, 5h9myriisqh4v99oka6gwey8l, b3s3d69kycsfhgk4fslp7s1d5, 8hiqkrsoskyhhoc0n0wp7lql1",3718358945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718358941,59,"20, 25, 21, 2, 5, 19, 7, 31, 28, 9, 4, 23, 8, 11, 14, 15, 18, 22, 27, 50",3718358949,197,1979,3718358943,130,12,3718358951,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448372441,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2022-08-20T13:08:07.698Z,2022-08-20T14:02:58Z,3718370983,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718370977,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718370987,197,1991,3718370981,130,8,3718370989,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718370975,30,"4lp29rlldfr9f8jx6e6qqfgt1, auan97c17t3ze3zdvnfovtomh, eue5o5hcml60dtt61qku5jcut, bxgp3jpqcyk794ty0zk0o9jv9, 43mi8uliaor1b9mejf33if1sl, 3ka60g1o4fct4t2dc7394sr8p, djn7515ev4uzfcvizndtrvzkl, 1q9c3t3umg0yh0qop886eghxx, 3jxifism5urj3049zcojb8us5, djjolbwunzmlob0chwp8x21g5, d2dqd11a9koizwjaq93n4npt6, 2n1na0cyvk19401cuwsokmaga, bed0m5tw305n4c60cuqlhrkd1, 9ciad1fw48orv5aph9o83f6ne, cgonvdrm0gwjzrsz5fho4cwr9, 1hoyso1oinr2bza4lxgkzdiax, a0d1koufzrtx0jcsw09ibtbyt, bpbwue9gbmi9dd3wf7klkgdm1, 6aonl21cpvfg8ma7i00q9ho0l, 89b8lqf476f0slerw345892i1",3718370985,194,43mi8uliaor1b9mejf33if1sl,3718370979,59,"1, 12, 3, 4, 5, 6, 11, 8, 19, 10, 17, 7, 9, 14, 15, 16, 22, 24, 26, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401827,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2022-08-20T14:00:47.124Z,2022-08-20T19:08:51Z,3718510123,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401833,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-08-20T14:00:47.124Z,2022-08-20T14:00:34Z,3718510137,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401847,3,1,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,49.9,50.3,2022-08-20T14:00:47.206Z,2022-08-20T19:26:39Z,3718510203,140,45.4,3718510211,279,S,3718510209,213,3.4,3718510201,56,Back,3718510205,141,48.2,3720523595,178,,3718510207,212,4.9,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401909,4,1,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,44.7,49.4,2022-08-20T14:00:47.974Z,2022-08-20T19:26:48Z,3718510477,141,57.9,3718510481,213,2.3,3718510471,56,Back,3718510479,212,7.7,3718510473,140,39.9,3720524161,178,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449065879,917,43,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-08-20T14:00:47.994Z,2022-08-21T04:48:29Z,3722111253,178,0,3722111261,144,82,,,,,,,,,,,,,,,,,,,3svpmpx5tb4ekuewkh79l2up5,K. McInroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401937,5,1,1,0,2,enzoyc121va61wtmjf4cm7p3d,1,42.8,56.3,2022-08-20T14:00:49.766Z,2022-08-20T19:26:52Z,3720524355,178,,3718510595,141,14.3,3718510599,212,34.7,3718510589,56,Right,3718510585,155,,3718510593,140,61.6,3718510601,213,5.3,3718510605,1,,3svpmpx5tb4ekuewkh79l2up5,K. McInroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401973,6,1,1,0,5,enzoyc121va61wtmjf4cm7p3d,1,61.6,14.3,2022-08-20T14:00:52.895Z,2022-08-20T19:29:13Z,3718510751,140,67.0,3718510755,212,6.1,3720534669,178,,3718510757,213,0.4,3718510753,141,17.6,3718510749,56,Right,,,,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402039,7,1,1,0,5,enzoyc121va61wtmjf4cm7p3d,1,61.1,24.3,2022-08-20T14:00:53.102Z,2022-08-20T19:29:20Z,3718511053,212,32.7,3718511039,56,Back,3718511047,141,10.4,3718511043,140,31.3,3720535071,178,,3718511059,1,,3718511057,213,3.4,,,,bl8p4bg9mwh2ugsxgg4x0pzo5,K. Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402113,8,1,1,0,11,enzoyc121va61wtmjf4cm7p3d,1,31.2,10.6,2022-08-20T14:00:58.502Z,2022-08-20T19:29:28Z,3718511377,56,Back,3718511381,141,30.9,3718511385,213,2.5,3718511379,140,13.4,3720535703,178,,3718511383,212,23.2,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402179,9,1,1,0,13,enzoyc121va61wtmjf4cm7p3d,0,13.4,30.9,2022-08-20T14:01:00.569Z,2022-08-20T19:29:30Z,3718511645,212,47.2,3718511641,140,58.3,3718511649,1,,3718511647,213,6.3,3718511639,56,Center,3719761329,157,,3718511643,141,28.6,3720535823,178,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402241,3,1,1,0,18,87coxipr6ls77tnlba3eselx0,1,43.1,73.6,2022-08-20T14:01:05.258Z,2022-08-20T19:29:34Z,3718511963,56,Center,3720536115,388,,3718511971,213,5.6,3718511967,141,50.3,3718511961,3,,3718511969,212,24.8,3718511965,140,61.3,,,,eue5o5hcml60dtt61qku5jcut,B. Purrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402245,4,49,1,0,19,87coxipr6ls77tnlba3eselx0,1,61.3,50.3,2022-08-20T14:01:06.614Z,2022-08-20T19:29:38Z,,,,,,,,,,,,,,,,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402249,5,50,1,0,19,87coxipr6ls77tnlba3eselx0,1,66.2,48.5,2022-08-20T14:01:07.067Z,2022-08-20T19:29:51Z,3718512331,233,747,3718511981,56,Center,3718511983,286,,,,,,,,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448642021,747,7,1,0,20,enzoyc121va61wtmjf4cm7p3d,1,33.8,51.5,2022-08-20T14:01:07.900Z,2022-08-20T19:29:55Z,3720537683,178,,3719906615,233,5,3719763671,285,,3719763881,384,,3719763669,56,Back,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449088667,1155,67,1,0,21,enzoyc121va61wtmjf4cm7p3d,1,38.1,49.8,2022-08-20T14:01:08.623Z,2022-08-21T06:29:03Z,3722205467,233,1175,,,,,,,,,,,,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449088665,1175,67,1,0,21,87coxipr6ls77tnlba3eselx0,0,61.9,50.2,2022-08-20T14:01:08.624Z,2022-08-21T06:13:28Z,3722205483,233,1155,,,,,,,,,,,,,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
