id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2526432935,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-01T13:00:29.071Z,2023-04-01T13:00:27Z,4152006117,59,"24, 2, 17, 4, 27, 18, 16, 6, 11, 9, 20, 10, 1, 3, 14, 15, 23, 25, 33, 36",4152006131,194,e8wxyqahq47qd1sfh2qniqac5,4152006121,130,12,4152006137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152006113,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4152006127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152006109,30,"26hokry025pgjx5bn7ljlkatx, 6o62deaqwdcrllc91hz09cct1, 1doiom8yk2hn6sn6orlcfypjp, 8byxqwq7ktyxn5rfbj4p0m0o9, b9bkrtx5x0g403la5n3h17mxh, bos0z54lr710ov1ppq0rahje2, c4kxfrbrfedilykhbyak3e579, e8wxyqahq47qd1sfh2qniqac5, bkehljspqbj6tz0peqjivkvai, 8cpd4je0ku8wjumqeh3ruv10p, 6ne71gfjoez9m0tk8qozd8e3u, 2ws74z0vjuq4vdt4575cgjbsa, 6xvw6n5wq8bcgg01i87rbfsgl, 4e49434kkv98sjq1byj8rnkh6, eh7p84iu66n1ehlisgttnhv1m, 7ie1bwuj4e18xy9bl6mszwt1, 9imvdvv7wnaknh1bc4ocun78q, 16x7shxmsfll6pytg8b8v0dbe, el8iinhsb8c12kgvng4idutat, cgcc0n4i0k8jc9tk8vwzgltsk",4152006135,197,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526440511,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-01T13:10:32.383Z,2023-04-01T13:24:18Z,4152047273,59,"1, 14, 19, 4, 6, 13, 34, 22, 10, 16, 7, 2, 3, 5, 17, 20, 23, 31, 29, 45",4152047269,30,"3vt38r8n9081i3a4dj89lx905, 2ezi9zjj3pmt475woji11gi51, 56b1gs6obdcpx4j3c02bi4bqi, cxjlus7adz4r6y0j3x5v2y0gl, tywvq45nw3cobufa7zkhsq8l, 4gxhbsq4ocdqnrj3yrro2jf11, d0ped35vke09xx92otkq63pm2, 7xxqn9xu5izixdi9spsjf1t5h, 27exg4oaa7sym40hi0szdc05x, 744enw7o0c1i9a1b0qjihgjqh, 27ldss0bvyuhn929cd0j8u47p, 1yqdq8dtuvh9wmn8cgyv3t8tl, 7f0r99zrqykjuoz0bqlintbzd, 9wjmsi05ex83iw3iy5bgkdrvu, 2r6suw717hgzqsp8ogvwdfk6h, kpkpalx1dxjph7895pb7ene1, a0cvnq9q83z3x0e1p938uu5ed, avcww4x5wyrlm6gk3sckkudxw, cyg7icft0ojp9wdbyq9nlkwyd, hp05nse5sblq58svpi57w0lw",4152047277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152047271,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4152047275,130,18,4152047283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152047279,194,tywvq45nw3cobufa7zkhsq8l,4152047281,197,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487477,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-01T14:02:09.362Z,2023-04-01T14:02:09Z,4152286027,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487487,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-01T14:02:09.362Z,2023-04-01T18:29:44Z,4152286095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487603,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,50.3,49.9,2023-04-01T14:02:09.412Z,2023-04-01T22:35:48Z,4152286717,141,49.9,4152286721,212,13.7,4152286723,213,3.1,4152286715,140,37.3,4152286713,56,Back,4152286725,279,S,4155126469,178,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487683,4,1,1,0,1,ez46dadmx0virt38cgeq2n6pf,0,45.6,53.3,2023-04-01T14:02:10.922Z,2023-04-01T22:35:53Z,4155126699,178,,4152287137,140,69.0,4152287129,155,,4152287139,141,24.4,4152287133,56,Center,4152287143,213,5.6,4152287141,212,31.5,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487659,3,44,1,0,4,841zp0njrq63yv4fvw6lgf60q,1,30.2,78.4,2023-04-01T14:02:14.085Z,2023-04-02T09:16:08Z,4152287011,56,Back,4152287013,285,,4152287321,233,5,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487697,5,44,1,0,4,ez46dadmx0virt38cgeq2n6pf,0,69.8,21.6,2023-04-01T14:02:14.086Z,2023-04-01T22:35:57Z,4152287187,286,,4152287349,233,3,4152287185,56,Center,,,,,,,,,,,,,,,,744enw7o0c1i9a1b0qjihgjqh,Z. Rudden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487691,4,1,1,0,4,841zp0njrq63yv4fvw6lgf60q,0,29.5,81.2,2023-04-01T14:02:14.139Z,2023-04-02T09:16:09Z,4152287173,213,6.0,4152287169,141,74.7,4152287165,140,42.4,4152287171,212,14.2,4152287159,3,,4152287161,56,Back,4155127047,388,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487737,6,61,1,0,5,ez46dadmx0virt38cgeq2n6pf,1,63.2,26.1,2023-04-01T14:02:15.228Z,2023-04-01T22:37:22Z,4155129831,178,,4152287377,56,Center,,,,,,,,,,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
