id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2492679677,1,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-12-21T18:41:01.221Z,2022-12-21T19:26:35Z,3953135395,59,"1, 56, 3, 42, 20, 4, 33, 41, 8, 11, 17, 6, 7, 9, 13, 14, 25, 31, 38, 49",3953135399,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3953135403,197,805,3953135401,194,cx59kxpqiabi3c5vl9mxvlyhh,3953135397,130,4,3953135391,30,"8grd4q334w1ud9vbb6vrli6z9, cwmej1d313luxo30tav8ws3jd, 9fd3uggpu2opd1cuiwskjbhm1, cx59kxpqiabi3c5vl9mxvlyhh, c4dvhy1z0op9iwj9aqdgzh0q1, cksi669gcnskpytzh70a43it, cm7l7qimy4iysm1khmpc7u961, ed81nbya8j93qvelqdk79ustm, 96vt6e4xjci5gll0ogsnlfg89, czazwj4nt23bydpdi67i0wga2, a1q1se1i8ih65e94xswacghk9, bm5w5xsbbflm26pdhmejwgvs9, 84aebyqt0y9r2jjml4u1z0ij9, 8ydeghsg8bdyovqjnr56hz8x5, axicg3mdtrur97rjz423pl8t1, 9hoygyx51dhic09hlnhlsjend, 75fze9pkbgv3baqwnyqnzxbe, 52lu5mlc9xdqjzgh1ne86wtsl, 4x7o9h6ea8ldt9sxgz87vwycp, 26olsdd9erf8rahc8xfqz01xx",3953135393,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3953135405,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492681327,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-12-21T18:53:18.420Z,2022-12-21T19:47:44Z,3953144139,30,"6xxz0du2vvp6farrdvs02e8k5, z1apq9hkjp8l8jhpegacpwid, db1hineo65ck1zyg8kjtl5iad, 7hzc2m8h1ufacyazzxp1ove1h, 9ykuo0c905u48vd44wxgb6jth, dm0ktjgadvf89t9zsqybufnxl, 1mbcl4xzln2fyj0o3aapdhdrd, 73grc910ff9auyze63pgtoet, b0fuw7r17cq41awaoydw9bjl5, ddnwckj55fg870otjg9w9xyad, 1swg0twoet2to70z38wo78b1l, 8gh8ocvon1ht6yxxdxaisfa39, 960mhrs3usnisl5jv0xzok3x1, e3wuwgyb0acsca2fw0l7fq7rp, 9mgoxb4nlse8gjbmcs0nh0dex, cwdqe0rv5dcshhfhke86j9z2t, 48hhfwdy6qw1cjd1el8n9t591, 91z7xt6xuwgzt0jyg5owh6yfp, 8d9kq8ab5olsc1w1swicqemay, ejo44v1xeqrf9wsc1q3td4ul1",3953144149,194,z1apq9hkjp8l8jhpegacpwid,3953144145,130,11,3953144147,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3953144153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3953144141,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3953144151,197,1999,3953144143,59,"31, 2, 11, 3, 6, 5, 17, 33, 9, 24, 29, 7, 8, 10, 15, 18, 19, 22, 25, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694035,2,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-12-21T19:46:03.777Z,2022-12-22T00:12:32Z,3953218089,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694031,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-12-21T19:46:03.777Z,2022-12-21T19:46:04Z,3953218073,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694037,3,1,1,0,0,dvnjvad3p09dugr79gktlrtll,1,50,50,2022-12-21T19:46:03.787Z,2022-12-22T00:31:52Z,3953218093,140,44.6,3953505489,178,,3953218091,56,Back,3953218097,212,5.8,3953218101,279,S,3953218099,213,3.4,3953218095,141,48.2,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694055,4,1,1,0,1,dvnjvad3p09dugr79gktlrtll,1,44.2,49.7,2022-12-21T19:46:05.148Z,2022-12-22T06:06:02Z,3953218177,141,79.9,3953218175,140,43.4,3953218179,212,20.6,3953218173,56,Back,3953218181,213,1.6,3953505497,178,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694065,5,1,1,0,4,dvnjvad3p09dugr79gktlrtll,1,50.5,83.1,2022-12-21T19:46:08.470Z,2022-12-22T06:06:00Z,3953218261,141,94.7,3953218263,212,10.8,3953505505,178,,3953218265,213,0.8,3953218257,56,Left,3953218259,140,57.5,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694079,6,1,1,0,8,dvnjvad3p09dugr79gktlrtll,0,58.7,85.2,2022-12-21T19:46:12.631Z,2022-12-22T06:05:58Z,3953218361,56,Right,3953218371,1,,3953218363,140,57.6,3953505529,178,,3953218365,141,17.4,3953218357,155,,3953218369,213,4.7,3953218359,196,,ed81nbya8j93qvelqdk79ustm,R. Hatate,3953218367,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694083,3,8,1,0,11,besu5lkqmra07drq1czpr0tk4,1,37.8,77.6,2022-12-21T19:46:15.402Z,2022-12-22T06:05:58Z,3953505551,388,,3953499425,383,,3953218381,56,Back,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492694103,7,1,1,0,14,dvnjvad3p09dugr79gktlrtll,1,52.9,4.9,2022-12-21T19:46:18.421Z,2022-12-22T06:05:57Z,3953218489,140,39.7,3953218495,213,2.8,3953218487,56,Back,3953218491,141,11.6,3953505579,178,,3953218493,212,14.6,,,,,,,czazwj4nt23bydpdi67i0wga2,L. Abada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
