id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/14/value
2478726115,6,5,1,0,7,4qdzzur2cuuridyb0jso8mksi,1,60.2,102,2022-10-29T14:03:11.432Z,2022-10-29T19:50:13Z,3879687535,233,5,3879687517,347,,3879687515,56,Left,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726273,7,1,1,0,17,4qdzzur2cuuridyb0jso8mksi,1,64,100,2022-10-29T14:03:20.755Z,2022-10-29T19:50:20Z,3879688217,140,81.6,3879688223,213,6.0,3879688213,107,,3879688219,141,92.9,3879688215,56,Left,3879688221,212,19.5,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726315,8,1,1,0,20,4qdzzur2cuuridyb0jso8mksi,0,81.8,95.4,2022-10-29T14:03:23.997Z,2022-10-29T19:50:43Z,3879688781,233,6,3879688785,286,,3879688439,212,3.3,3879688435,140,84.9,3879688441,213,0.1,3881660673,178,,3879688433,56,Left,3879688779,236,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,3879688437,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726365,6,74,1,0,20,759fhii7hsnldanli06j5jmf6,1,19.3,2.8,2022-10-29T14:03:24.178Z,2022-10-29T19:50:49Z,3879688837,233,8,3879688721,56,Back,3879688723,285,,3881661025,178,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726391,7,5,1,0,21,759fhii7hsnldanli06j5jmf6,0,21.3,-2,2022-10-29T14:03:25.065Z,2022-10-29T19:50:55Z,3879688887,347,,3879688885,56,Back,3879691069,233,9,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726767,9,5,1,0,21,4qdzzur2cuuridyb0jso8mksi,1,78.7,102,2022-10-29T14:03:25.065Z,2022-10-29T19:50:54Z,3879690979,233,7,3879690949,56,Left,3879690951,347,,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726813,10,1,1,0,34,4qdzzur2cuuridyb0jso8mksi,1,87,100,2022-10-29T14:03:38.066Z,2022-10-29T19:51:00Z,3879691151,213,3.7,3879691135,107,,3879691145,140,81.9,3879691149,212,6.3,3879691139,56,Left,3879691147,141,96.8,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726887,11,1,1,0,35,4qdzzur2cuuridyb0jso8mksi,1,81.9,96.8,2022-10-29T14:03:38.807Z,2022-10-29T19:51:08Z,3879691555,212,6.9,3879691545,140,88.4,3879691561,213,0.2,3879691549,141,98.6,3879691543,56,Left,3881662121,178,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726923,12,1,1,0,37,4qdzzur2cuuridyb0jso8mksi,0,92.4,97.7,2022-10-29T14:03:40.655Z,2022-10-29T19:51:16Z,3879691935,286,,3881092529,72,,3879691929,236,,3879691715,155,,3881662459,178,,3881092527,224,,3879691721,141,95.4,3879691931,233,8,319dgvwkm8di2r8oovefbxck5,A. Behich,3879691719,140,93.1,3879691713,2,3879691727,213,5.2,3879691723,212,1.7,3879691717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,
2478726949,8,12,1,0,37,759fhii7hsnldanli06j5jmf6,1,6.1,5.8,2022-10-29T14:03:40.716Z,2022-10-29T19:51:26Z,3879692043,233,12,3881662935,178,,3879691869,185,,3879691871,56,Back,,,,,,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727023,9,6,1,0,37,759fhii7hsnldanli06j5jmf6,0,2.4,5.2,2022-10-29T14:03:41.371Z,2022-10-29T19:51:37Z,3879692179,73,,3879692373,233,13,3879692177,56,Back,,,,,,,,,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727003,13,6,1,0,37,4qdzzur2cuuridyb0jso8mksi,1,97.6,94.8,2022-10-29T14:03:41.371Z,2022-10-29T19:51:37Z,3879692095,56,Left,3879692099,73,,3879692297,233,9,,,,,,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728021,14,1,1,0,59,4qdzzur2cuuridyb0jso8mksi,0,99.5,99.5,2022-10-29T14:04:03.175Z,2022-10-29T19:51:43Z,3879697193,140,93.3,3879697197,212,35.3,3879697185,6,,3881093297,20,,3879697191,56,Center,3879697199,213,4.5,3881663995,178,,3879697189,223,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,3879697183,2,,3879697201,1,3879697195,141,48.5,3879697187,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728271,10,12,1,1,1,759fhii7hsnldanli06j5jmf6,1,5.6,49.1,2022-10-29T14:04:04.719Z,2022-10-29T19:52:04Z,3879698407,141,92.1,3881664733,21,,3879698411,212,30.1,3879698415,213,1.8,3879698397,56,Back,3879698401,140,0.0,3879698567,167,,3881664731,388,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728293,11,6,1,1,5,759fhii7hsnldanli06j5jmf6,0,0,90.8,2022-10-29T14:04:08.795Z,2022-10-29T19:52:13Z,3879698511,73,,3879698725,233,15,3879698509,56,Back,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728151,15,6,1,1,5,4qdzzur2cuuridyb0jso8mksi,1,100,9.2,2022-10-29T14:04:08.795Z,2022-10-29T19:52:13Z,3879697869,56,Right,3879698645,233,11,3879697871,75,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729251,16,1,1,1,31,4qdzzur2cuuridyb0jso8mksi,1,99.5,0.5,2022-10-29T14:04:35.376Z,2022-10-30T08:17:54Z,3879707461,154,,3879707459,210,13,3879703391,141,49.0,3879703393,212,33.8,3881098113,20,,3879703397,1,,3879703385,224,,3879703383,155,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,3879703387,56,Center,3879703395,213,3879703379,2,,3881665563,178,,3879703381,6,,1,1.8,3879703389,140,92.3,,,,,,,,,,,,,,,,,,,
2478729277,17,44,1,1,33,4qdzzur2cuuridyb0jso8mksi,1,91.4,53.2,2022-10-29T14:04:37.120Z,2022-10-30T08:17:54Z,3879703567,56,Center,3879703569,286,,3879703729,233,12,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729241,12,44,1,1,33,759fhii7hsnldanli06j5jmf6,0,8.6,46.8,2022-10-29T14:04:37.121Z,2022-10-29T19:52:30Z,3879703795,233,17,3879703341,56,Back,3879703343,285,,,,,,,,,,,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729287,18,13,1,1,33,4qdzzur2cuuridyb0jso8mksi,1,91.9,53.4,2022-10-29T14:04:37.204Z,2022-10-30T08:17:55Z,3879707505,230,99.3,3879707493,29,,3881666323,388,,3879707497,55,16,3879703619,17,,3879707491,73,,3879703621,56,Center,3879704515,15,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,3879707501,102,60.3,3879704513,25,3879707507,231,50.2,3879707503,103,22.2,3879707495,154,,,,3879704519,328,,,,,,,,,,,,,,,,,,,,
2478729259,13,5,1,1,34,759fhii7hsnldanli06j5jmf6,1,-1.2,39.2,2022-10-29T14:04:38.505Z,2022-10-29T19:52:50Z,3879703455,346,,3879703453,56,Back,3879704019,233,19,,,,,,,,,,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729333,19,5,1,1,34,4qdzzur2cuuridyb0jso8mksi,0,101.2,60.8,2022-10-29T14:04:38.505Z,2022-10-29T19:52:49Z,3879703867,346,,3879703861,56,Center,3879704073,233,13,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730317,14,1,1,1,58,759fhii7hsnldanli06j5jmf6,0,4.6,43.1,2022-10-29T14:05:01.751Z,2022-10-29T19:52:56Z,3879708817,1,,3879708801,124,,3879708813,212,49.4,3879708803,56,Back,3879708815,213,0.9,3879708811,141,100.0,3879708819,74,,3879708807,140,32.2,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,3879709217,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730355,15,5,1,1,59,759fhii7hsnldanli06j5jmf6,0,30,102,2022-10-29T14:05:03.227Z,2022-10-29T19:53:02Z,3879708993,56,Back,3879710237,233,20,3879708997,347,,,,,,,,,,,,,,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730591,20,5,1,1,59,4qdzzur2cuuridyb0jso8mksi,1,70,-2,2022-10-29T14:05:03.227Z,2022-10-29T19:53:02Z,3879710187,233,15,3879710153,347,,3879710151,56,Right,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730771,21,1,1,2,6,4qdzzur2cuuridyb0jso8mksi,1,76.3,0,2022-10-29T14:05:10.201Z,2022-10-29T19:53:09Z,3879711019,213,1.4,3879711015,212,9.9,3879711011,141,12.5,3879710997,107,,3879711005,140,78.2,3879711001,56,Right,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730781,22,3,1,2,9,4qdzzur2cuuridyb0jso8mksi,0,73.2,6.3,2022-10-29T14:05:12.601Z,2022-10-29T19:53:23Z,3879711075,56,Right,3879711395,233,16,3879711077,286,,3881668197,178,,3881104851,465,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730809,16,7,1,2,10,759fhii7hsnldanli06j5jmf6,1,26.8,93.7,2022-10-29T14:05:13.728Z,2022-10-29T19:53:31Z,3879711199,285,,3881668631,178,,3881105119,384,,3879711333,233,22,3879711197,56,Back,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730827,17,49,1,2,10,759fhii7hsnldanli06j5jmf6,1,32.7,90.9,2022-10-29T14:05:14.368Z,2022-10-29T19:53:38Z,,,,,,,,,,,,,,,,,,,,,,,,,egfrwjjbl6fom2rwi5jpzzfmx,M. Penney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478730927,18,1,1,2,11,759fhii7hsnldanli06j5jmf6,1,32.7,90.9,2022-10-29T14:05:15.291Z,2022-10-29T19:53:45Z,3879711747,213,5.7,3879711743,141,79.1,3881669355,178,,3879711745,212,14.2,3879711741,140,43.9,3879711739,56,Back,,,,,,,egfrwjjbl6fom2rwi5jpzzfmx,M. Penney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731113,19,1,1,2,13,759fhii7hsnldanli06j5jmf6,0,45.9,67.6,2022-10-29T14:05:17.527Z,2022-10-29T19:53:53Z,3879712671,56,Center,3879712675,140,86.7,3879712687,213,5.7,3879712683,212,50.5,3879712689,1,,3881669669,178,,3879712677,141,28.3,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731033,23,52,1,2,17,4qdzzur2cuuridyb0jso8mksi,1,15.1,60.6,2022-10-29T14:05:21.074Z,2022-10-29T19:53:59Z,3881106221,376,,3881669973,178,,,,,,,,,,,,,,,,,,,,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731137,24,1,1,2,18,4qdzzur2cuuridyb0jso8mksi,1,14.3,62.6,2022-10-29T14:05:21.909Z,2022-10-29T19:54:05Z,3879712817,287,,3879712801,1,,3879712799,213,0.6,3879712795,141,94.8,3879712791,56,Back,3879712787,123,,3879712793,140,42.4,3881670273,178,,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,3879712797,212,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731271,25,1,1,2,21,4qdzzur2cuuridyb0jso8mksi,0,53.1,94.4,2022-10-29T14:05:25.310Z,2022-10-29T19:54:13Z,3881670581,178,,3879713619,212,25.1,3879713615,140,76.3,3879713621,213,6.0,3879713617,141,85.3,3879713613,56,Left,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731345,20,49,1,2,25,759fhii7hsnldanli06j5jmf6,1,22.8,17.4,2022-10-29T14:05:28.643Z,2022-10-29T19:54:22Z,,,,,,,,,,,,,,,,,,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731409,21,1,1,2,25,759fhii7hsnldanli06j5jmf6,1,22.8,17.4,2022-10-29T14:05:28.958Z,2022-10-29T19:54:29Z,3879714399,141,38.2,3879714395,56,Back,3879714403,213,2.3,3881671369,178,,3879714397,140,11.2,3879714401,212,18.7,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731439,22,1,1,2,26,759fhii7hsnldanli06j5jmf6,0,11.2,38.2,2022-10-29T14:05:30.057Z,2022-10-29T19:54:36Z,3879714561,213,6.0,3879714555,140,51.3,3879714551,157,,3879714559,212,43.4,3881671667,178,,3879714553,56,Center,3879714563,1,,3879714557,141,23.0,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478737577,51,1,1,2,27,759fhii7hsnldanli06j5jmf6,0,38.9,34.3,2022-10-29T14:05:31.298Z,2022-10-29T19:54:49Z,3879746943,56,Center,3879746947,141,22.7,3879746951,213,5.8,3879746949,212,17.0,3881672173,178,,3879746945,140,53.2,3879746941,3,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731515,26,44,1,2,29,4qdzzur2cuuridyb0jso8mksi,1,52.4,84.4,2022-10-29T14:05:33.218Z,2022-10-30T08:17:55Z,3879715197,233,23,3879714955,56,Left,3879714957,286,,,,,,,,,,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731549,23,44,1,2,29,759fhii7hsnldanli06j5jmf6,0,47.6,15.6,2022-10-29T14:05:33.219Z,2022-10-29T19:54:58Z,3879715115,56,Back,3879715271,233,26,3879715277,285,,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731545,27,1,1,2,29,4qdzzur2cuuridyb0jso8mksi,0,56.8,84.2,2022-10-29T14:05:33.346Z,2022-10-30T08:17:55Z,3879715089,213,0.3,3879715081,140,71.7,3879715077,3,,3881673003,388,,3879715079,56,Left,3879715087,212,16.4,3879715083,141,91.2,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731713,24,1,1,2,33,759fhii7hsnldanli06j5jmf6,1,36.6,13.8,2022-10-29T14:05:36.791Z,2022-10-29T19:55:37Z,3879716033,212,5.3,3879716027,56,Back,3881674295,178,,3879716029,140,38.5,3879716031,141,6.5,3879716035,213,5.1,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731881,25,1,1,2,35,759fhii7hsnldanli06j5jmf6,1,34.5,11.1,2022-10-29T14:05:38.652Z,2022-10-29T19:55:56Z,3879716879,212,38.4,3879716875,140,9.0,3881110487,155,,3879716883,1,,3879716877,141,51.6,3879716881,213,2.3,3881675137,178,,3879716873,56,Back,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731957,26,1,1,2,39,759fhii7hsnldanli06j5jmf6,0,9.8,52.4,2022-10-29T14:05:42.768Z,2022-10-29T19:56:02Z,3879717331,140,43.6,3879717335,212,35.5,3879717339,1,,3879717337,213,6.2,3879717333,141,50.6,3879717327,155,,3879717329,56,Back,3881675329,178,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732007,28,1,1,2,41,4qdzzur2cuuridyb0jso8mksi,1,61.9,57.2,2022-10-29T14:05:44.620Z,2022-10-29T19:56:10Z,3879717559,56,Center,3879717565,212,11.9,3879717561,140,70.2,3881675545,388,,3879717563,141,45.2,3879717567,213,5.5,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732019,29,49,1,2,42,4qdzzur2cuuridyb0jso8mksi,1,70.1,44.9,2022-10-29T14:05:45.599Z,2022-10-29T19:56:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
