id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/9/value,assist,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/19/value,qualifier/16/value
2475406017,6,1,1,0,10,87coxipr6ls77tnlba3eselx0,1,81,8.6,2022-10-22T14:00:45.137Z,2022-10-23T03:48:03Z,3862085507,141,18.5,3862085503,56,Right,3862085511,213,2.6,3862085505,140,70.5,3864406861,178,,3862085509,212,12.9,,,,,,,3jxifism5urj3049zcojb8us5,J. Hiwula-Mayifuila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406053,7,1,1,0,11,87coxipr6ls77tnlba3eselx0,0,70.5,18.5,2022-10-22T14:00:45.955Z,2022-10-22T20:01:52Z,3862085675,56,Center,3862085679,141,26.2,3862085673,155,,3862085677,140,100.0,3862085685,1,,3864407525,178,,3862085681,212,33.0,3862085683,213,0.2,a0d1koufzrtx0jcsw09ibtbyt,J. Tillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406073,5,5,1,0,15,enzoyc121va61wtmjf4cm7p3d,1,-1.2,75.2,2022-10-22T14:00:50.174Z,2022-10-22T20:02:02Z,3862085745,346,,3862085771,233,8,3862085743,56,Back,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406057,8,5,1,0,15,87coxipr6ls77tnlba3eselx0,0,101.2,24.8,2022-10-22T14:00:50.174Z,2022-10-22T20:02:02Z,3862085779,233,5,3862085709,346,,3862085707,56,Center,,,,,,,,,,,,,,,,a0d1koufzrtx0jcsw09ibtbyt,J. Tillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406665,6,1,1,0,36,enzoyc121va61wtmjf4cm7p3d,1,5,46,2022-10-22T14:01:11.680Z,2022-10-22T20:02:11Z,3862088609,212,51.0,3862088617,1,,3862088613,213,5.9,3862088601,140,49.2,3862088589,124,,3862088597,56,Back,3862088593,155,,3862088605,141,15.0,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,3862088621,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406693,7,44,1,0,39,enzoyc121va61wtmjf4cm7p3d,1,46.2,15,2022-10-22T14:01:14.497Z,2022-10-23T07:07:15Z,3862088797,233,9,3862088749,56,Back,3862088751,285,,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406681,9,44,1,0,39,87coxipr6ls77tnlba3eselx0,0,53.8,85,2022-10-22T14:01:14.498Z,2022-10-22T20:02:19Z,3862088835,233,7,3862088711,286,,3862088709,56,Left,,,,,,,,,,,,,,,,2n1na0cyvk19401cuwsokmaga,O. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406717,8,1,1,0,39,enzoyc121va61wtmjf4cm7p3d,0,49.2,15,2022-10-22T14:01:14.513Z,2022-10-23T07:07:16Z,3862088875,212,17.4,3862088865,168,,3864410103,388,,3862088867,56,Right,3862088871,140,65.8,3862088877,213,0.0,3862088863,3,,3862088873,141,15.2,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406769,10,1,1,0,41,87coxipr6ls77tnlba3eselx0,0,41.3,88.9,2022-10-22T14:01:16.185Z,2022-10-22T20:02:36Z,3864410763,388,,3862089033,3,,3862089037,140,57.7,3862089043,212,17.7,3862089039,141,82.6,3862089047,213,6.0,3862089035,56,Left,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406837,9,1,1,0,43,enzoyc121va61wtmjf4cm7p3d,1,46.1,18.8,2022-10-22T14:01:18.125Z,2022-10-22T20:02:43Z,3862089379,140,54.2,3862089375,3,,3862089377,56,Center,3864411157,388,,3862089385,213,0.5,3862089383,212,10.0,3862089381,141,26.4,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407031,10,1,1,0,44,enzoyc121va61wtmjf4cm7p3d,1,54.2,26.4,2022-10-22T14:01:19.534Z,2022-10-22T20:02:50Z,3864411605,388,,3862090499,3,,3862090505,141,27.7,3862090509,213,0.1,3862090503,140,61.2,3862090501,56,Center,3862090507,212,7.4,,,,3svpmpx5tb4ekuewkh79l2up5,K. McInroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406985,11,4,1,0,46,87coxipr6ls77tnlba3eselx0,1,39.2,73.8,2022-10-22T14:01:21.210Z,2022-10-23T03:48:46Z,3862090671,233,11,3862090215,286,,3862090207,13,,3862090213,152,,3862090211,56,Back,3862090209,264,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407037,11,4,1,0,46,enzoyc121va61wtmjf4cm7p3d,0,60.8,26.2,2022-10-22T14:01:21.211Z,2022-10-23T03:48:46Z,3862090785,233,11,3862090541,264,,3862090539,13,,3862090547,285,,3864412101,388,,3862090543,56,Center,3862090545,152,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407167,12,1,1,0,53,87coxipr6ls77tnlba3eselx0,1,38.8,82,2022-10-22T14:01:28.554Z,2022-10-22T20:03:08Z,3862091091,212,30.2,3862091083,140,26.5,3862091087,141,41.8,3862091095,213,4.3,3862091071,152,,3862091077,56,Back,3864412971,178,,3862091069,5,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407295,13,1,1,0,56,87coxipr6ls77tnlba3eselx0,1,26.5,41.8,2022-10-22T14:01:31.685Z,2022-10-22T20:03:19Z,3862091689,56,Back,3862091695,212,33.3,3864413895,178,,3862091699,1,,3862091693,141,4.4,3862091691,140,47.0,3862091697,213,5.4,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407349,14,1,1,1,0,87coxipr6ls77tnlba3eselx0,0,47,3.2,2022-10-22T14:01:34.855Z,2022-10-22T20:03:26Z,3862091965,213,0.4,3862091957,56,Center,3862091953,155,,3862091967,1,,3862091959,140,83.3,3862091961,141,24.0,3862091963,212,40.7,3864414443,178,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407475,12,1,1,1,2,enzoyc121va61wtmjf4cm7p3d,1,21.5,81.4,2022-10-22T14:01:37.169Z,2022-10-22T20:03:46Z,3862092553,3,,3862092557,56,Back,3862092565,213,5.7,3862092563,212,9.8,3862092559,140,29.1,3864415743,388,,3862092561,141,73.0,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407481,13,49,1,1,5,enzoyc121va61wtmjf4cm7p3d,1,29.1,73,2022-10-22T14:01:39.877Z,2022-10-22T20:03:54Z,,,,,,,,,,,,,,,,,,,,,,,,,3svpmpx5tb4ekuewkh79l2up5,K. McInroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407537,14,1,1,1,5,enzoyc121va61wtmjf4cm7p3d,1,29.1,73,2022-10-22T14:01:39.911Z,2022-10-22T20:03:59Z,3862092851,140,36.9,3862092873,213,0.0,3862092859,141,73.5,3862092867,212,8.2,3862092845,56,Back,3864416509,178,,,,,,,,3svpmpx5tb4ekuewkh79l2up5,K. McInroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407869,15,1,1,1,8,enzoyc121va61wtmjf4cm7p3d,1,42.4,78.4,2022-10-22T14:01:43.365Z,2022-10-22T20:04:09Z,3862094443,56,Left,3864417207,178,,3862094447,141,92.1,3862094445,140,52.7,3862094449,212,14.3,3862094451,213,0.7,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407873,16,4,1,1,12,enzoyc121va61wtmjf4cm7p3d,1,58.6,91.4,2022-10-22T14:01:46.948Z,2022-10-23T03:50:01Z,3862094507,233,15,3862094465,56,Left,3862094469,265,,3862094463,13,,3862094467,152,,3862094471,286,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407843,15,4,1,1,12,87coxipr6ls77tnlba3eselx0,0,41.4,8.6,2022-10-22T14:01:46.949Z,2022-10-23T03:50:01Z,3862094299,13,,3864417789,178,,3862094557,233,16,3862094305,265,,3862094301,56,Back,3862094307,285,,3862094303,152,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408727,17,1,1,1,40,enzoyc121va61wtmjf4cm7p3d,1,61.8,91.2,2022-10-22T14:02:15.548Z,2022-10-22T20:04:22Z,3862098755,212,5.1,3862098751,140,66.0,3862098757,213,0.5,3862098753,141,95.1,3862098747,152,,3864418235,178,,3862098745,5,,3862098749,56,Left,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408815,18,1,1,1,43,enzoyc121va61wtmjf4cm7p3d,0,66.5,94.8,2022-10-22T14:02:18.076Z,2022-10-22T20:04:28Z,3862099197,213,0.3,3862099191,141,100.0,3862099193,212,16.8,3862099187,56,Left,3862099189,140,81.9,3864418623,178,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408937,16,5,1,1,45,87coxipr6ls77tnlba3eselx0,1,18.5,-1.4,2022-10-22T14:02:20.327Z,2022-10-22T20:04:32Z,3862099909,347,,3862099907,56,Back,3862099963,233,19,,,,,,,,,,,,,,,,2n1na0cyvk19401cuwsokmaga,O. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408833,19,5,1,1,45,enzoyc121va61wtmjf4cm7p3d,0,81.5,101.4,2022-10-22T14:02:20.327Z,2022-10-22T20:04:32Z,3862099993,233,16,3862099261,347,,3862099255,56,Left,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409979,17,1,1,2,13,87coxipr6ls77tnlba3eselx0,0,21.9,0,2022-10-22T14:02:48.317Z,2022-10-22T20:04:38Z,3862105023,212,19.0,3862105027,213,0.2,3862105007,107,,3862105019,141,4.9,3862105009,56,Back,3862105013,140,39.5,,,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410047,20,1,1,2,15,enzoyc121va61wtmjf4cm7p3d,1,58.4,93.5,2022-10-22T14:02:50.608Z,2022-10-22T20:04:48Z,3862105381,212,5.0,3864419971,388,,3862105383,213,5.1,3862105375,56,Left,3862105379,141,86.6,3862105373,3,,3862105377,140,60.1,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410057,21,49,1,2,16,enzoyc121va61wtmjf4cm7p3d,1,60.1,86.6,2022-10-22T14:02:51.578Z,2022-10-22T20:05:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410087,22,1,1,2,16,enzoyc121va61wtmjf4cm7p3d,1,60.1,86.6,2022-10-22T14:02:51.640Z,2022-10-22T20:05:09Z,3864421483,178,,3862105573,141,95.0,3862105577,213,1.2,3862105571,140,62.3,3862105569,56,Left,3862105575,212,6.2,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410107,23,1,1,2,18,enzoyc121va61wtmjf4cm7p3d,0,62.3,95,2022-10-22T14:02:53.538Z,2022-10-22T20:05:23Z,3862105661,141,94.1,3862105733,233,18,3862105667,213,6.1,3862105731,236,,3862105737,286,,3862105665,212,3.1,3862105657,140,65.2,3862105653,56,Left,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,3864422555,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410117,18,74,1,2,18,87coxipr6ls77tnlba3eselx0,1,33,2.9,2022-10-22T14:02:53.616Z,2022-10-22T20:05:30Z,3862105675,56,Back,3862105677,285,,3864423287,178,,3862105913,233,23,,,,,,,,,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410179,19,5,1,2,20,87coxipr6ls77tnlba3eselx0,0,35.9,-1,2022-10-22T14:02:54.918Z,2022-10-22T20:05:33Z,3862106011,347,,3862106005,56,Back,3862107063,233,24,,,,,,,,,,,,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410347,24,5,1,2,20,enzoyc121va61wtmjf4cm7p3d,1,64.1,101,2022-10-22T14:02:54.918Z,2022-10-22T20:05:33Z,3862106887,347,,3862106885,56,Left,3862106933,233,19,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410511,25,1,1,2,26,enzoyc121va61wtmjf4cm7p3d,1,66.4,100,2022-10-22T14:03:01.228Z,2022-10-22T20:05:38Z,3862107683,1,,3862107681,213,3.5,3862107671,140,39.4,3862107667,56,Back,3862107661,107,,3862107675,141,85.1,3862107679,212,30.5,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410661,26,1,1,2,29,enzoyc121va61wtmjf4cm7p3d,1,36.5,79.6,2022-10-22T14:03:04.719Z,2022-10-22T20:05:46Z,3864424861,178,,3862108455,1,,3862108435,56,Back,3862108439,140,12.2,3862108441,141,39.4,3862108449,213,4.0,3862108445,212,37.4,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410737,27,1,1,2,33,enzoyc121va61wtmjf4cm7p3d,1,12.2,39.4,2022-10-22T14:03:08.539Z,2022-10-22T20:05:53Z,3862108863,141,94.8,3862108867,213,0.6,3862108861,140,64.0,3862108859,56,Left,3862108869,1,,3862108865,212,66.2,3862108857,155,,3864425477,178,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410769,28,1,1,2,36,enzoyc121va61wtmjf4cm7p3d,0,64,94.8,2022-10-22T14:03:11.588Z,2022-10-22T20:06:00Z,3862109033,3,,3862109037,140,70.4,3864426017,388,,3862109043,213,5.3,3862109041,212,11.7,3862109039,141,80.8,3862109035,56,Left,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410779,20,49,1,2,38,87coxipr6ls77tnlba3eselx0,1,33.9,23.3,2022-10-22T14:03:13.068Z,2022-10-23T03:51:59Z,,,,,,,,,,,,,,,,,,,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410985,21,1,1,2,39,87coxipr6ls77tnlba3eselx0,0,36.3,18.2,2022-10-22T14:03:14.161Z,2022-10-22T20:06:23Z,3862110155,212,41.4,3862110159,1,,3862110151,141,3.1,3862110157,213,6.0,3862110147,56,Right,3864428111,178,,3862110145,157,,3862110149,140,74.5,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411023,29,12,1,2,43,enzoyc121va61wtmjf4cm7p3d,1,30.1,93.6,2022-10-22T14:03:18.653Z,2022-10-23T03:52:30Z,3862110441,167,,3865231667,178,,3862110747,15,,3862110337,140,33.6,3862110333,56,Back,3862110347,213,1.0,3862110339,141,100.0,3862110343,212,6.8,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411517,22,5,1,2,44,87coxipr6ls77tnlba3eselx0,1,70.8,-1.8,2022-10-22T14:03:19.718Z,2022-10-22T20:06:45Z,3862112859,233,30,3862112781,56,Right,3862112783,347,,,,,,,,,,,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411031,30,5,1,2,44,enzoyc121va61wtmjf4cm7p3d,0,29.2,101.8,2022-10-22T14:03:19.718Z,2022-10-22T20:06:45Z,3862112991,233,22,3862110387,56,Back,3862110389,347,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411941,23,27,1,3,2,87coxipr6ls77tnlba3eselx0,1,0,0,2022-10-22T14:03:37.319Z,2022-10-22T20:06:49Z,3862115061,233,31,3862114909,53,1q9c3t3umg0yh0qop886eghxx,3862114907,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411791,31,27,1,3,2,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-10-22T14:03:37.319Z,2022-10-22T20:06:49Z,3862114993,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
