id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value,qualifier/18/value
2504644867,703,67,1,0,11,ez46dadmx0virt38cgeq2n6pf,1,56.3,75.7,2023-02-05T12:01:27.835Z,2023-02-05T18:34:52Z,4016044837,233,1270,,,,,,,,,,,,,,,,,,,,,,7f0r99zrqykjuoz0bqlintbzd,T. Gallacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504644863,1270,67,1,0,11,dvnjvad3p09dugr79gktlrtll,0,43.7,24.3,2023-02-05T12:01:27.836Z,2023-02-05T18:15:03Z,4016044865,233,703,,,,,,,,,,,,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343515,5,1,1,0,11,ez46dadmx0virt38cgeq2n6pf,1,58.7,77.7,2023-02-05T12:01:27.857Z,2023-02-05T18:34:52Z,4014485997,212,12.2,4014485995,141,68.6,4014485143,56,Center,4014485999,213,5.8,4015948241,178,,4014485993,140,68.7,,,,,,,7f0r99zrqykjuoz0bqlintbzd,T. Gallacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343519,6,49,1,0,12,ez46dadmx0virt38cgeq2n6pf,1,63.7,73.8,2023-02-05T12:01:29.170Z,2023-02-05T17:44:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1tbuc25mv5qc48uawml7aqu3t,C. McLennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343531,7,4,1,0,12,ez46dadmx0virt38cgeq2n6pf,1,65.1,74.2,2023-02-05T12:01:29.456Z,2023-02-05T17:44:37Z,4014485251,152,,4014485249,56,Center,4014485247,13,,4014485255,286,,4014485253,265,,4014485389,233,7,,,,,,,1tbuc25mv5qc48uawml7aqu3t,C. McLennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343543,7,4,1,0,12,dvnjvad3p09dugr79gktlrtll,0,34.9,25.8,2023-02-05T12:01:29.457Z,2023-02-05T17:44:36Z,4014485393,233,7,4015948753,178,,4014485373,56,Back,4014485377,265,,4014485375,152,,4014485371,13,,4014485379,285,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343789,8,1,1,0,44,ez46dadmx0virt38cgeq2n6pf,0,65.1,73.8,2023-02-05T12:02:01.412Z,2023-02-05T17:45:01Z,4014486567,155,,4014486565,5,,4015393259,72,,4014486577,212,38.3,4014486575,141,35.1,4014486571,56,Center,4015393257,224,,4014486569,152,,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,4014486581,1,4014486573,140,91.6,4014486579,213,5.5,4015950161,178,4014486563,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343801,8,12,1,0,48,dvnjvad3p09dugr79gktlrtll,1,9,72.1,2023-02-05T12:02:04.611Z,2023-02-05T17:45:09Z,4014486637,141,100.0,4015950607,178,,4014486635,140,17.7,4014486639,212,22.1,4014486641,213,1.1,4014486663,167,,4014486633,56,Back,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343811,9,43,1,0,49,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-02-05T12:02:05.963Z,2023-02-05T12:02:08Z,4014486685,3,0,4014486765,144,1,4014486687,168,0,4014486693,141,0.0,4014486689,56,Right,4014486691,140,82.5,4014486697,213,0,4014486695,212,0,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343839,10,43,1,0,49,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-02-05T12:02:06.573Z,2023-02-05T12:02:13Z,4014486867,233,9,4014486859,56,Right,4014487041,144,5,4014486861,347,0,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343805,9,5,1,0,50,dvnjvad3p09dugr79gktlrtll,0,18.8,101.8,2023-02-05T12:02:06.831Z,2023-02-05T17:45:11Z,4014486653,347,,4014486651,56,Back,4014486875,233,11,,,,,,,,,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343905,11,5,1,0,50,ez46dadmx0virt38cgeq2n6pf,1,81.2,-1.8,2023-02-05T12:02:06.831Z,2023-02-05T17:45:11Z,4014487233,347,,4014487239,233,9,4014487231,56,Right,,,,,,,,,,,,,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343955,12,1,1,1,4,ez46dadmx0virt38cgeq2n6pf,1,79.9,0,2023-02-05T12:02:21.337Z,2023-02-05T17:45:16Z,4014487485,213,0.6,4014487481,141,7.9,4014487475,107,,4014487477,56,Right,4014487483,212,12.3,4014487479,140,89.7,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504343963,13,1,1,1,8,ez46dadmx0virt38cgeq2n6pf,1,82.8,7.3,2023-02-05T12:02:25.139Z,2023-02-05T17:45:22Z,4014487523,212,13.6,4014487519,140,70.4,4014487517,56,Right,4014487521,141,13.2,4014487525,213,2.8,4015951211,178,,,,,,,,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344007,14,1,1,1,11,ez46dadmx0virt38cgeq2n6pf,0,77.3,13.8,2023-02-05T12:02:28.157Z,2023-02-05T17:45:26Z,4014487763,213,1.2,4014487753,155,,4015397165,224,,4015397167,20,,4015951377,178,,4014487751,2,,4014487759,141,74.5,4014487761,212,44.1,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,4014487765,1,4014487757,140,92.2,4014487755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344049,10,12,1,1,15,dvnjvad3p09dugr79gktlrtll,1,6.9,25.2,2023-02-05T12:02:31.747Z,2023-02-05T17:45:29Z,4014488025,213,5.1,4014488017,56,Back,4015951519,178,,4014488023,212,8.2,4014488019,140,9.8,4014488021,141,14.0,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344041,15,61,1,1,15,ez46dadmx0virt38cgeq2n6pf,1,89.4,82,2023-02-05T12:02:31.867Z,2023-02-05T17:45:35Z,4015951931,21,,4014487987,56,Left,4015951933,178,,,,,,,,,,,,,,,,,1tbuc25mv5qc48uawml7aqu3t,C. McLennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344131,11,5,1,1,17,dvnjvad3p09dugr79gktlrtll,1,15.2,-1.5,2023-02-05T12:02:34.037Z,2023-02-05T17:45:42Z,4014488437,56,Back,4014492489,233,16,4014488439,347,,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344069,16,5,1,1,17,ez46dadmx0virt38cgeq2n6pf,0,84.8,101.5,2023-02-05T12:02:34.037Z,2023-02-05T17:45:43Z,4014488123,56,Left,4014492493,233,11,4014488125,347,,,,,,,,,,,,,,,,,1tbuc25mv5qc48uawml7aqu3t,C. McLennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344133,12,1,1,1,28,dvnjvad3p09dugr79gktlrtll,1,20.3,0,2023-02-05T12:02:45.435Z,2023-02-05T17:45:51Z,4014488453,141,16.1,4014488447,107,,4014488455,212,16.3,4014488579,189,,4014488457,213,2.3,4014488449,56,Back,4014488451,140,10.0,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344141,13,1,1,1,30,dvnjvad3p09dugr79gktlrtll,1,10,16.1,2023-02-05T12:02:46.874Z,2023-02-05T17:45:55Z,4014488495,141,43.1,4014488593,189,,4014488497,212,19.6,4014488499,213,1.9,4014488491,56,Back,4014488493,140,3.5,4015953315,178,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344159,14,1,1,1,31,dvnjvad3p09dugr79gktlrtll,1,3.5,43.1,2023-02-05T12:02:48.574Z,2023-02-05T17:46:03Z,4014488563,141,74.2,4015953797,178,,4014488571,213,1.6,4014488559,56,Back,4014488561,140,3.6,4014488567,212,21.1,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344211,15,1,1,1,37,dvnjvad3p09dugr79gktlrtll,1,17.4,69.1,2023-02-05T12:02:54.400Z,2023-02-05T17:46:07Z,4014488867,56,Back,4014488869,140,22.1,4014488873,212,26.0,4014488875,213,4.9,4014488871,141,31.6,4015953951,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344239,16,1,1,1,41,dvnjvad3p09dugr79gktlrtll,1,34,27.1,2023-02-05T12:02:58.223Z,2023-02-05T17:46:13Z,4014489037,140,45.9,4015954163,178,,4014489035,56,Back,4014489039,141,5.2,4014489041,212,19.4,4014489043,213,5.4,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344281,17,1,1,1,45,dvnjvad3p09dugr79gktlrtll,1,41,4.4,2023-02-05T12:03:01.915Z,2023-02-05T17:46:18Z,4014489155,56,Back,4014489157,140,31.2,4015954503,178,,4014489161,212,15.6,4014489159,141,21.6,4014489163,213,2.3,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344331,18,1,1,1,47,dvnjvad3p09dugr79gktlrtll,1,30.1,25.6,2023-02-05T12:03:04.245Z,2023-02-05T17:46:27Z,4014489417,212,25.7,4015954933,178,,4014489415,141,63.3,4014489411,56,Back,4014489419,213,1.6,4014489413,140,28.6,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344359,19,1,1,1,50,dvnjvad3p09dugr79gktlrtll,1,34.7,68.4,2023-02-05T12:03:07.531Z,2023-02-05T17:46:35Z,4014489533,56,Back,4014489539,212,18.2,4014489541,213,0.9,4014489537,141,89.9,4014489535,140,45.0,4015955447,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344399,20,1,1,1,54,dvnjvad3p09dugr79gktlrtll,1,45,89.7,2023-02-05T12:03:10.776Z,2023-02-05T17:46:39Z,4014489697,213,4.1,4014489695,212,17.4,4014489691,140,35.4,4015955675,178,,4014489689,56,Back,4014489693,141,68.8,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344463,21,1,1,1,57,dvnjvad3p09dugr79gktlrtll,1,46.9,63.4,2023-02-05T12:03:14.352Z,2023-02-05T17:46:46Z,4014490027,56,Back,4014490029,140,45.4,4015956121,178,,4014490033,212,22.8,4014490035,213,4.6,4014490031,141,30.0,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344543,22,1,1,2,5,dvnjvad3p09dugr79gktlrtll,1,51,38.9,2023-02-05T12:03:22.160Z,2023-02-05T17:46:49Z,4014490413,212,17.4,4014490407,56,Back,4015956297,178,,4014490409,140,40.6,4014490411,141,58.8,4014490415,213,2.2,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344623,23,1,1,2,11,dvnjvad3p09dugr79gktlrtll,1,55.2,67.2,2023-02-05T12:03:28.519Z,2023-02-05T17:46:56Z,4014490711,56,Left,4014490719,213,1.3,4014490717,212,17.5,4014490715,141,91.7,4014490713,140,60.2,4015956655,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344659,24,1,1,2,16,dvnjvad3p09dugr79gktlrtll,1,62.3,92.3,2023-02-05T12:03:32.652Z,2023-02-05T17:46:59Z,4014490853,213,0.2,4015956887,178,,4014490849,141,94.7,4014490851,212,8.2,4014490847,140,70.0,4014490845,56,Left,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344703,25,1,1,2,17,dvnjvad3p09dugr79gktlrtll,1,70,94.7,2023-02-05T12:03:34.418Z,2023-02-05T17:47:04Z,4014491059,213,3.1,4014491051,56,Left,4014491055,141,94.7,4014491057,212,15.1,4014491053,140,55.6,4015957175,178,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344723,26,1,1,2,20,dvnjvad3p09dugr79gktlrtll,1,55.5,94.2,2023-02-05T12:03:37.121Z,2023-02-05T17:47:08Z,4014491165,212,18.3,4014491167,213,4.0,4014491159,56,Back,4014491161,140,44.2,4015957453,178,,4014491163,141,73.8,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344747,27,1,1,2,22,dvnjvad3p09dugr79gktlrtll,1,44.2,73.8,2023-02-05T12:03:39.548Z,2023-02-05T17:47:12Z,4014491263,140,44.8,4014491261,56,Back,4014491269,213,4.7,4015957709,178,,4014491267,212,19.9,4014491265,141,44.6,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344781,28,1,1,2,26,dvnjvad3p09dugr79gktlrtll,1,42.1,36.3,2023-02-05T12:03:42.818Z,2023-02-05T17:47:15Z,4014491441,212,19.3,4014491439,141,50.3,4014491435,56,Back,4015957891,178,,4014491437,140,26.1,4014491443,213,2.6,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344845,29,1,1,2,29,dvnjvad3p09dugr79gktlrtll,1,26.9,47.3,2023-02-05T12:03:46.440Z,2023-02-05T17:47:22Z,4014491753,56,Back,4014491761,213,5.5,4014491759,212,13.0,4014491755,140,35.4,4014491757,141,33.4,4015958211,178,,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344873,30,1,1,2,35,dvnjvad3p09dugr79gktlrtll,1,42.9,32.7,2023-02-05T12:03:51.714Z,2023-02-05T17:47:25Z,4014491877,140,40.0,4014491875,56,Back,4014491879,141,64.5,4014491883,213,1.7,4014491881,212,21.8,4015958351,178,,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344907,31,1,1,2,38,dvnjvad3p09dugr79gktlrtll,0,42.6,68.1,2023-02-05T12:03:54.786Z,2023-02-05T17:47:28Z,4014492015,56,Left,4015958525,178,,4014492017,140,61.4,4014492019,141,91.2,4014492025,213,0.7,4014492021,212,25.2,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344911,17,49,1,2,40,ez46dadmx0virt38cgeq2n6pf,1,43.9,8.9,2023-02-05T12:03:56.906Z,2023-02-05T17:47:34Z,,,,,,,,,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344953,18,1,1,2,41,ez46dadmx0virt38cgeq2n6pf,1,45.9,8.5,2023-02-05T12:03:57.618Z,2023-02-05T17:47:40Z,4014492095,141,14.3,4014492097,212,4.5,4015959051,178,,4014492091,56,Back,4014492099,213,2.1,4014492093,140,43.8,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344989,19,1,1,2,42,ez46dadmx0virt38cgeq2n6pf,1,43.8,17.9,2023-02-05T12:03:58.646Z,2023-02-05T17:47:46Z,4014492293,141,17.6,4015959345,178,,4014492289,56,Back,4014492291,140,27.9,4014492297,213,3.2,4014492295,212,16.7,,,,,,,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504344997,20,1,1,2,45,ez46dadmx0virt38cgeq2n6pf,0,25.7,11,2023-02-05T12:04:02.373Z,2023-02-05T17:48:01Z,4014492433,236,,4014492343,56,Back,4015959553,178,,4014492341,155,,4014492349,212,7.5,4014492351,213,6.2,4014492439,286,,4014492347,141,10.4,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,4014492435,233,4014492345,140,32.8,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
2504345011,32,74,1,2,45,dvnjvad3p09dugr79gktlrtll,1,63.7,94.1,2023-02-05T12:04:02.474Z,2023-02-05T17:48:11Z,4014492417,285,,4014492415,56,Left,4014492441,233,20,4015960851,388,,,,,,,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504345251,21,5,1,2,48,ez46dadmx0virt38cgeq2n6pf,1,35.4,-1.4,2023-02-05T12:04:04.840Z,2023-02-05T17:48:06Z,4014493517,56,Back,4014493561,233,33,4014493519,347,,,,,,,,,,,,,,,,,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
