id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value
2472778065,4,1,1,0,11,cnnku8uihko7u4th0fms4pvg6,0,29.9,53.8,2022-10-16T11:00:47.638Z,2022-10-17T06:01:51Z,3848273741,141,64.9,3848273739,140,35.8,3851677817,178,,3848273743,212,9.8,3848273735,3,,3848273737,56,Back,3848273745,213,0.9,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778105,8,1,1,0,12,759fhii7hsnldanli06j5jmf6,1,62.5,40.1,2022-10-16T11:00:48.879Z,2022-10-17T06:01:54Z,3848273927,213,5.4,3848273919,140,74.7,3848273925,212,19.9,3848273923,141,17.7,3851677877,178,,3848273915,56,Right,3848273913,155,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778123,9,1,1,0,14,759fhii7hsnldanli06j5jmf6,0,74.7,17.7,2022-10-16T11:00:50.923Z,2022-10-17T06:01:58Z,3851677917,388,,3848274021,168,,3848274029,212,9.4,3848274023,56,Right,3848274027,141,6.2,3848274019,3,,3848274025,140,79.7,3848274031,213,5.3,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473426099,1396,67,1,0,16,cnnku8uihko7u4th0fms4pvg6,1,20,94.8,2022-10-16T11:00:52.946Z,2022-10-17T06:51:47Z,3851704171,233,1062,,,,,,,,,,,,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473426097,1062,67,1,0,16,759fhii7hsnldanli06j5jmf6,0,80,5.2,2022-10-16T11:00:52.947Z,2022-10-17T06:28:28Z,3851704183,233,1396,,,,,,,,,,,,,,,,,,,,,,eghu03zhii5vbr655sub8xmmt,J. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778127,5,61,1,0,16,cnnku8uihko7u4th0fms4pvg6,0,27.8,86.9,2022-10-16T11:00:52.980Z,2022-10-17T06:51:47Z,3848274041,56,Back,3851677981,178,,,,,,,,,,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778135,6,5,1,0,17,cnnku8uihko7u4th0fms4pvg6,0,25.3,101.4,2022-10-16T11:00:53.954Z,2022-10-17T06:02:08Z,3848274091,347,,3848274543,233,10,3848274089,56,Back,,,,,,,,,,,,,,,,alzo6b4olqf8djtphk32e0f3e,L. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778207,10,5,1,0,17,759fhii7hsnldanli06j5jmf6,1,74.7,-1.4,2022-10-16T11:00:53.954Z,2022-10-17T06:02:07Z,3848274515,233,6,3848274465,347,,3848274463,56,Right,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778237,11,1,1,0,25,759fhii7hsnldanli06j5jmf6,1,77.5,0,2022-10-16T11:01:02.503Z,2022-10-17T06:02:11Z,3848274661,107,,3848274669,212,21.1,3848274663,56,Right,3848274665,140,57.7,3848274667,141,4.1,3848274673,213,3.0,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778279,12,1,1,0,28,759fhii7hsnldanli06j5jmf6,1,57.7,4.1,2022-10-16T11:01:04.757Z,2022-10-17T06:02:15Z,3848274891,212,17.4,3848274889,141,8.8,3851678147,178,,3848274885,56,Back,3848274887,140,41.4,3848274893,213,3.0,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473426125,1063,43,1,0,29,759fhii7hsnldanli06j5jmf6,1,0,0,2022-10-16T11:01:05.865Z,2022-10-17T06:28:45Z,3851704367,144,82,3851704327,178,0,,,,,,,,,,,,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778283,13,61,1,0,29,759fhii7hsnldanli06j5jmf6,0,40,10.3,2022-10-16T11:01:05.882Z,2022-10-17T06:02:21Z,3851678235,178,,3848274915,56,Back,,,,,,,,,,,,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778275,7,3,1,0,29,cnnku8uihko7u4th0fms4pvg6,0,58.1,90.1,2022-10-16T11:01:06.583Z,2022-10-17T06:02:28Z,3849520927,465,,3848276255,233,14,3848276053,286,,3848274867,56,Left,3851678327,178,,,,,,,,,,,12vo1l1xngzwi7kndbnyzfbv9,A. Čolak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778285,14,7,1,0,30,759fhii7hsnldanli06j5jmf6,0,41.9,9.9,2022-10-16T11:01:06.646Z,2022-10-17T06:02:32Z,3851678389,389,,3848274921,56,Back,3848276199,233,7,3848274923,285,,3849521337,384,,,,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778311,8,4,1,0,32,cnnku8uihko7u4th0fms4pvg6,1,56.2,82.8,2022-10-16T11:01:08.820Z,2022-10-17T06:02:37Z,3848275043,152,,3848275045,265,,3848275047,286,,3848275041,56,Left,3848275039,13,,3848275149,233,15,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778335,15,4,1,0,32,759fhii7hsnldanli06j5jmf6,0,43.8,17.2,2022-10-16T11:01:08.821Z,2022-10-17T06:02:36Z,3848275129,13,,3851678453,178,,3848275133,152,,3848275137,285,,3848275135,265,,3848275131,56,Back,3848275185,233,8,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778529,9,1,1,0,49,cnnku8uihko7u4th0fms4pvg6,1,54.2,89.9,2022-10-16T11:01:26.086Z,2022-10-17T06:02:42Z,3848276309,140,44.3,3848276311,141,49.6,3848276313,212,29.3,3851678527,178,,3848276315,213,4.3,3848276303,5,,3848276307,56,Back,3848276305,152,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778557,10,1,1,0,52,cnnku8uihko7u4th0fms4pvg6,1,41.3,41.5,2022-10-16T11:01:29.170Z,2022-10-17T06:02:44Z,3848276473,140,47.2,3848276475,141,9.1,3848276477,212,22.9,3851678583,178,,3848276471,56,Back,3848276479,213,5.0,,,,,,,alzo6b4olqf8djtphk32e0f3e,L. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778563,11,3,1,0,54,cnnku8uihko7u4th0fms4pvg6,0,45.6,8.7,2022-10-16T11:01:31.142Z,2022-10-17T06:02:49Z,3848276565,233,16,3848276501,56,Back,3851678667,178,,3848276503,286,,3849524239,464,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778569,16,7,1,0,54,759fhii7hsnldanli06j5jmf6,1,54.4,91.3,2022-10-16T11:01:31.298Z,2022-10-17T06:02:53Z,3849524829,385,,3848276527,56,Left,3848276525,167,,3851678727,178,,3848276555,233,11,3848276529,285,,,,,,,,4vnpdi15nazck2sywdgkve2cq,S. McKinstry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778645,12,5,1,0,56,cnnku8uihko7u4th0fms4pvg6,1,43.6,-1.8,2022-10-16T11:01:32.788Z,2022-10-17T06:02:56Z,3848276971,56,Back,3848276997,233,17,3848276973,347,,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778575,17,5,1,0,56,759fhii7hsnldanli06j5jmf6,0,56.4,101.8,2022-10-16T11:01:32.788Z,2022-10-17T06:02:56Z,3848276567,56,Left,3848277031,233,12,3848276569,347,,,,,,,,,,,,,,,,,4vnpdi15nazck2sywdgkve2cq,S. McKinstry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778661,13,1,1,1,4,cnnku8uihko7u4th0fms4pvg6,1,44.1,0,2022-10-16T11:01:40.672Z,2022-10-17T06:02:59Z,3848277067,107,,3848277077,212,17.2,3848277075,141,7.4,3848277073,140,59.5,3848277079,213,0.3,3848277071,56,Right,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778671,14,1,1,1,6,cnnku8uihko7u4th0fms4pvg6,0,59,7,2022-10-16T11:01:42.657Z,2022-10-17T06:03:03Z,3848277121,140,66.5,3851678887,178,,3848277125,212,8.0,3848277127,213,6.1,3848277119,56,Right,3848277123,141,4.9,,,,,,,12vo1l1xngzwi7kndbnyzfbv9,A. Čolak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778685,18,49,1,1,6,759fhii7hsnldanli06j5jmf6,1,38.1,91.5,2022-10-16T11:01:43.457Z,2022-10-17T06:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,egfrwjjbl6fom2rwi5jpzzfmx,M. Penney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778725,19,1,1,1,8,759fhii7hsnldanli06j5jmf6,1,40.9,94.2,2022-10-16T11:01:45.459Z,2022-10-17T06:03:12Z,3848277441,212,37.1,3848277439,141,87.1,3851678993,178,,3848277437,140,75.9,3848277443,213,6.2,3848277435,56,Left,3848277433,155,,3848277445,1,,egfrwjjbl6fom2rwi5jpzzfmx,M. Penney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778751,20,1,1,1,13,759fhii7hsnldanli06j5jmf6,1,73.5,85.9,2022-10-16T11:01:50.524Z,2022-10-17T06:03:16Z,3848277605,141,73.2,3848277607,212,12.1,3848277603,140,65.4,3848277609,213,3.9,3851679053,178,,3848277601,56,Center,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778763,21,1,1,1,16,759fhii7hsnldanli06j5jmf6,1,70.9,78.4,2022-10-16T11:01:53.041Z,2022-10-17T06:03:20Z,3851679129,178,,3848277685,213,1.0,3848277683,212,10.6,3848277677,56,Left,3848277681,141,91.7,3848277679,140,76.2,,,,,,,4vnpdi15nazck2sywdgkve2cq,S. McKinstry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778769,22,50,1,1,17,759fhii7hsnldanli06j5jmf6,1,75.8,88.1,2022-10-16T11:01:54.080Z,2022-10-17T06:03:25Z,3848277709,286,,3848277707,56,Left,3848277745,233,15,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778775,15,7,1,1,17,cnnku8uihko7u4th0fms4pvg6,1,24.2,11.9,2022-10-16T11:01:54.210Z,2022-10-17T06:03:28Z,3851679233,178,,3848277731,56,Back,3849529171,383,,3848277739,233,22,3848277733,285,,,,,,,,,,,7d5vo5ppoev5q1uf39x0afkrt,R. Matondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778777,16,49,1,1,18,cnnku8uihko7u4th0fms4pvg6,1,14.1,11.1,2022-10-16T11:01:55.520Z,2022-10-17T06:03:32Z,,,,,,,,,,,,,,,,,,,,,,,,,7d5vo5ppoev5q1uf39x0afkrt,R. Matondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778785,17,1,1,1,20,cnnku8uihko7u4th0fms4pvg6,1,11.8,10.7,2022-10-16T11:01:56.607Z,2022-10-17T06:03:39Z,3848277779,140,12.8,3848277781,141,15.8,3848277785,213,1.3,3851679361,178,,3848277777,56,Back,3848277783,212,3.6,,,,,,,7d5vo5ppoev5q1uf39x0afkrt,R. Matondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778811,18,1,1,1,21,cnnku8uihko7u4th0fms4pvg6,1,9.8,17.3,2022-10-16T11:01:57.939Z,2022-10-17T06:03:42Z,3851679413,178,,3848277921,141,7.6,3848277917,56,Back,3848277923,212,6.8,3848277925,213,4.5,3848277919,140,8.4,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778857,19,1,1,1,23,cnnku8uihko7u4th0fms4pvg6,0,7.2,4.4,2022-10-16T11:01:59.660Z,2022-10-17T06:03:45Z,3848278149,157,,3848278159,213,0.2,3848278151,56,Center,3848278157,212,63.9,3848278155,141,25.2,3848278161,1,,3848278153,140,66.5,3851679457,178,,7d5vo5ppoev5q1uf39x0afkrt,R. Matondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778855,23,49,1,1,28,759fhii7hsnldanli06j5jmf6,1,42,75.7,2022-10-16T11:02:05.296Z,2022-10-17T06:03:50Z,,,,,,,,,,,,,,,,,,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778903,24,1,1,1,28,759fhii7hsnldanli06j5jmf6,1,41,73.5,2022-10-16T11:02:05.315Z,2022-10-17T06:03:53Z,3848278449,56,Back,3851679577,178,,3848278451,140,20.5,3848278457,213,3.9,3848278455,212,30.8,3848278453,141,41.2,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778987,25,1,1,1,33,759fhii7hsnldanli06j5jmf6,0,24.3,32.1,2022-10-16T11:02:10.092Z,2022-10-17T06:03:55Z,3848278883,1,,3848278875,140,72.0,3848278877,141,100.0,3848278873,56,Left,3848278879,212,69.0,3848278881,213,0.8,3851679635,178,,3848278871,157,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779141,20,5,1,1,39,cnnku8uihko7u4th0fms4pvg6,1,30.2,-2,2022-10-16T11:02:16.172Z,2022-10-17T06:03:59Z,3848279605,233,26,3848279581,347,,3848279579,56,Back,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472778991,26,5,1,1,39,759fhii7hsnldanli06j5jmf6,0,69.8,102,2022-10-16T11:02:16.172Z,2022-10-17T06:04:00Z,3848278893,56,Left,3848278895,347,,3848279639,233,20,,,,,,,,,,,,,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779177,21,1,1,1,52,cnnku8uihko7u4th0fms4pvg6,1,31.1,0,2022-10-16T11:02:29.069Z,2022-10-17T06:04:03Z,3848279789,56,Back,3848279791,140,42.3,3848279795,212,12.9,3848279797,213,0.4,3848279793,141,6.2,3848279787,107,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779183,22,1,1,1,54,cnnku8uihko7u4th0fms4pvg6,0,42.3,6.2,2022-10-16T11:02:30.624Z,2022-10-17T06:04:07Z,3848279835,56,Right,3848279843,213,0.1,3848279837,140,55.4,3851679845,388,,3848279833,168,,3848279841,212,13.8,3848279839,141,7.7,3848279831,3,,12vo1l1xngzwi7kndbnyzfbv9,A. Čolak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779211,27,1,1,1,55,759fhii7hsnldanli06j5jmf6,1,45.7,85.3,2022-10-16T11:02:31.757Z,2022-10-17T06:04:13Z,3848279991,212,11.7,3848279989,141,72.0,3848279987,140,38.7,3848279985,56,Back,3848279983,3,,3851679977,178,,3848279993,213,4.0,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779219,28,49,1,1,57,759fhii7hsnldanli06j5jmf6,1,38.7,72,2022-10-16T11:02:33.725Z,2022-10-17T06:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779285,29,1,1,1,57,759fhii7hsnldanli06j5jmf6,1,38.6,72.3,2022-10-16T11:02:34.410Z,2022-10-17T06:04:22Z,3848280283,56,Back,3848280285,140,18.2,3848280287,141,55.5,3848280295,213,3.6,3848280291,212,24.3,3851680127,178,,,,,,,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779327,30,1,1,2,2,759fhii7hsnldanli06j5jmf6,0,15.8,46,2022-10-16T11:02:39.318Z,2022-10-17T06:04:27Z,3848280539,141,71.7,3851680205,178,,3848280541,212,52.9,3848280535,56,Center,3848280543,213,0.3,3848280537,140,63.4,3848280545,1,,3848280533,155,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472779347,23,1,1,2,7,cnnku8uihko7u4th0fms4pvg6,0,40,27.7,2022-10-16T11:02:43.761Z,2022-10-17T06:04:31Z,3848280651,141,16.1,3848280649,140,41.7,3848280643,3,,3851680249,388,,3848280647,56,Back,3848280653,212,8.1,3848280655,213,4.9,,,,alzo6b4olqf8djtphk32e0f3e,L. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
