id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2537006675,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-22T12:59:41.477Z,2023-04-22T12:59:41Z,4208196809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208196789,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208196793,130,10,4208196805,197,2005,4208196797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208196801,194,dgrjf6wf81uuk32qxqunfoded,4208196791,59,"1, 23, 3, 18, 4, 22, 17, 13, 10, 9, 6, 5, 8, 11, 15, 16, 21, 25, 27, 31",4208196787,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, ewlrnu90xe2127a1erxlz29qt, dgrjf6wf81uuk32qxqunfoded, elt8lu5do3h4jcl9ujgaqlm1h, 6lwrvaxo8k9t72aibrsf6cdex, 9d2p89e7bftxqhk80hy9ldeqd, 29zpgzbse1373d9bhj3l2ee39, 7yq6f41dcfzqz40hblj3j9905, 3g3cjokfq1lnmycnv4t2gjaol, tj1jt0o03ionrc0h7279x2zu, 9stfaq0p7jw8269ms8ijc4a8l, ctqn305re0qsih8mh5nufg89h, 2wjbivuxiej3wt69ntrpn7end, 5d5ed49lj51ognhobfni5ngx6, 4g4zufvyime7qp4ks4badls0k, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p, 9n6jx9s4eip7mgken67i9oyc5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537009603,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-04-22T13:04:34.933Z,2023-04-22T13:59:31Z,4208212019,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208212013,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208212005,30,"91m838lynz6db94q8ufcqk91x, 9z0xcc7yot7royqle0nn6fdn9, 8q0nnrx7ru205zepoqv7lm579, bt4n55baiq4m30oyc0v833omi, 2c89yb9spduwcxl7lrhckru1h, 9coe01drgpmlz3ee9qfond815, 2spu2yn887lywqw2vrg3evhlh, 2707xag1w0czgk17kz84632ms, 71xg650qcs8yibhrumgvdejth, dzs6o86mv89839vlz2qswhuj9, 5h9myriisqh4v99oka6gwey8l, 1fkrvnzbrb9s0qojjhc8edpm1, aqt5c6bvjkbaw56lq7t69kjjd, dggymph6p6xe8s3h2hae5p5g5, 6ta1shg2pfj5cchdod1xdtvbp, br8drjrzg7caqavtr5l7twpka, 9hnkwvq81pd0bkovc17lqhf4l, atf7aycphllb4i8h9jnld4bmd, 3svpmpx5tb4ekuewkh79l2up5, 2ytdtlvxm0ba22gsmk6vu4vhm",4208212007,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208212015,194,2spu2yn887lywqw2vrg3evhlh,4208212009,59,"20, 11, 7, 24, 5, 2, 4, 34, 26, 23, 22, 1, 3, 8, 10, 14, 16, 17, 21, 25",4208212011,130,12,4208212017,197,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056485,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-04-22T14:01:17.472Z,2023-04-22T14:01:17Z,4208452007,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056499,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-22T14:01:17.472Z,2023-04-23T05:00:48Z,4208452083,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056591,3,1,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,49.9,49.7,2023-04-22T14:01:17.562Z,2023-04-23T06:28:54Z,4212260245,178,,4208452485,140,31.5,4208452487,141,56.3,4208452491,213,2.9,4208452483,56,Back,4208452489,212,19.8,4208452493,279,S,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056675,4,1,1,0,2,enzoyc121va61wtmjf4cm7p3d,0,31.4,56.6,2023-04-22T14:01:20.369Z,2023-04-23T06:28:59Z,4208452945,140,73.8,4208452941,155,,4208452951,213,5.8,4208452947,141,21.0,4208452949,212,50.7,4212260433,178,,4208452943,56,Right,4208452953,1,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056657,3,44,1,0,6,muo4d1nfi1vgyvz5n07tjmoo,1,26.7,72.4,2023-04-22T14:01:23.611Z,2023-04-23T12:05:48Z,4208453091,233,5,4208452847,56,Back,4208452849,285,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056693,5,44,1,0,6,enzoyc121va61wtmjf4cm7p3d,0,73.3,27.6,2023-04-22T14:01:23.612Z,2023-04-23T06:29:04Z,4208453013,56,Center,4208453015,286,,4208453099,233,3,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056685,4,1,1,0,6,muo4d1nfi1vgyvz5n07tjmoo,0,27.2,65.8,2023-04-22T14:01:23.622Z,2023-04-23T12:05:48Z,4208452971,3,,4208452975,140,36.5,4208452981,213,1.1,4208452977,141,95.4,4208452973,56,Back,4212260681,388,,4208452979,212,22.4,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056735,6,1,1,0,7,enzoyc121va61wtmjf4cm7p3d,0,61.3,24.9,2023-04-22T14:01:25.225Z,2023-04-23T06:30:04Z,4212262603,178,,4208453259,213,6.0,4208453253,141,23.1,4208453243,155,,4208453247,56,Center,4208453251,140,65.5,4208453257,212,4.6,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057871,11,61,1,0,8,muo4d1nfi1vgyvz5n07tjmoo,1,31.4,74.4,2023-04-22T14:01:25.501Z,2023-04-23T06:30:09Z,4212262749,178,,4212262747,15,,4208458615,56,Back,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056815,7,1,1,0,9,enzoyc121va61wtmjf4cm7p3d,0,89.1,28.5,2023-04-22T14:01:27.368Z,2023-04-23T06:30:14Z,4208453681,212,6.0,4208453677,140,84.0,4212262911,388,,4208453675,56,Center,4208453683,213,2.7,4208453673,3,,4208453679,141,32.4,,,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057089,5,12,1,0,11,muo4d1nfi1vgyvz5n07tjmoo,1,13.9,70.5,2023-04-22T14:01:28.774Z,2023-04-23T06:30:17Z,4208454903,141,28.9,4208454901,140,35.1,4208454905,212,36.0,4208454907,213,5.4,4208454899,56,Back,4212263025,178,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057069,8,1,1,0,17,enzoyc121va61wtmjf4cm7p3d,1,67.6,78.2,2023-04-22T14:01:34.944Z,2023-04-23T06:30:37Z,4208454837,213,5.7,4208454829,56,Center,4208456129,154,,4208454835,212,24.2,4208454831,140,86.7,4212263485,178,,4208456127,210,15,4208454833,141,58.4,bt4n55baiq4m30oyc0v833omi,L. Chambers,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057079,9,15,1,0,18,enzoyc121va61wtmjf4cm7p3d,1,86.7,58.4,2023-04-22T14:01:36.132Z,2023-04-23T06:30:37Z,4208456183,102,53.9,4208454871,56,Center,4208456185,103,6.3,4208454867,17,,4208456189,146,98.8,4208455459,233,6,4209946751,76,,4208456177,154,,2707xag1w0czgk17kz84632ms,D. Watson,,4208456179,55,8,4208456187,328,4208454865,22,4208456173,29,4208455439,20,4212263783,178,4208456191,147,52.5,,,,,,,,,,,,,,,,,,,,,
2537057095,6,10,1,0,19,muo4d1nfi1vgyvz5n07tjmoo,1,1.4,46.2,2023-04-22T14:01:37.309Z,2023-04-23T06:30:43Z,4208455337,180,,4208455335,177,,4208454941,56,Back,4208454939,182,,4209947181,376,,4208455467,233,9,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057109,7,52,1,0,22,muo4d1nfi1vgyvz5n07tjmoo,1,2,48.4,2023-04-22T14:01:39.745Z,2023-04-23T06:31:01Z,4209948245,376,,4212264577,178,,,,,,,,,,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057553,8,1,1,0,32,muo4d1nfi1vgyvz5n07tjmoo,1,13.5,48.2,2023-04-22T14:01:50.237Z,2023-04-23T06:31:09Z,4208457051,140,69.4,4208457047,199,,4208457057,212,65.9,4209031225,189,,4208457053,141,92.3,4208457065,1,,4208457049,56,Left,4208457061,213,0.5,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057587,9,1,1,0,37,muo4d1nfi1vgyvz5n07tjmoo,0,79.8,91.2,2023-04-22T14:01:54.939Z,2023-04-23T06:31:14Z,4208457239,140,94.6,4209949589,224,,4209949593,72,,4208457233,2,,4208457245,213,5.3,4208457241,141,53.9,4208457243,212,29.7,4212264969,178,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,4208457235,155,,4208457237,56,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,
2537057639,10,12,1,0,38,enzoyc121va61wtmjf4cm7p3d,1,4.5,45.1,2023-04-22T14:01:56.175Z,2023-04-23T06:31:26Z,4208457489,140,0.0,4208457493,212,10.6,4208457591,167,,4212265307,178,,4208457491,141,32.8,4208457495,213,4.1,4208457487,56,Back,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537166963,372,43,1,0,39,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-04-22T14:01:56.472Z,2023-04-22T17:16:59Z,4209032841,56,Center,4209953897,144,60,,,,,,,,,,,,,,,,,,,7yq6f41dcfzqz40hblj3j9905,T. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057647,10,6,1,0,40,muo4d1nfi1vgyvz5n07tjmoo,1,100,71,2023-04-22T14:01:58.349Z,2023-04-23T06:31:28Z,4208457513,73,,4208457511,56,Center,4208457623,233,11,,,,,,,,,,,,,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057651,11,6,1,0,40,enzoyc121va61wtmjf4cm7p3d,0,0,29,2023-04-22T14:01:58.349Z,2023-04-23T06:31:28Z,4208457529,56,Back,4208457657,233,10,4208457533,73,,,,,,,,,,,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058543,12,1,1,1,5,muo4d1nfi1vgyvz5n07tjmoo,0,99.9,99.2,2023-04-22T14:02:23.225Z,2023-04-23T06:31:33Z,4208461667,212,27.2,4208461643,2,,4208461665,141,59.4,4208461647,155,,4208461655,140,97.0,4208461651,56,Center,4208461645,6,,4208461649,223,,3jyid2g273zr668fxeeplegnp,R. Strain,,4209955059,20,,4212265553,178,4208461669,213,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,
2537065595,38,12,1,1,7,enzoyc121va61wtmjf4cm7p3d,1,4.1,41.3,2023-04-22T14:02:24.479Z,2023-04-23T06:31:41Z,4208496905,212,2.2,4208496901,140,6.0,4212265875,178,,4208496907,213,5.9,4208496903,141,40.0,4208496899,56,Back,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537343171,807,61,1,1,7,muo4d1nfi1vgyvz5n07tjmoo,1,94,63.1,2023-04-22T14:02:24.571Z,2023-04-23T06:32:21Z,4209963341,56,Center,4212267247,178,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537065811,40,61,1,1,7,enzoyc121va61wtmjf4cm7p3d,1,5.9,36.3,2023-04-22T14:02:24.730Z,2023-04-23T06:32:27Z,4212267451,178,,4208498023,56,Back,,,,,,,,,,,,,,,,,,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058559,12,49,1,1,7,enzoyc121va61wtmjf4cm7p3d,1,4.7,42.2,2023-04-22T14:02:24.794Z,2023-04-23T06:32:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2707xag1w0czgk17kz84632ms,D. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
