id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/13/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/18/value
2468824073,9,1,1,0,14,cnnku8uihko7u4th0fms4pvg6,1,47.2,90.8,2022-10-08T14:00:43.127Z,2022-10-08T20:03:08Z,3827144905,213,3.8,3827144899,140,36.7,3827144901,141,79.4,3827144903,212,13.5,3829391381,178,,3827144897,56,Back,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824117,10,1,1,0,18,cnnku8uihko7u4th0fms4pvg6,1,38,68.8,2022-10-08T14:00:46.703Z,2022-10-08T20:03:12Z,3829391537,178,,3827145087,56,Back,3827145095,213,4.5,3827145091,141,40.6,3827145093,212,19.7,3827145089,140,33.5,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824179,11,1,1,0,20,cnnku8uihko7u4th0fms4pvg6,1,33.5,40.6,2022-10-08T14:00:48.855Z,2022-10-08T20:03:27Z,3827145385,56,Back,3827145387,140,42.5,3829392279,178,,3827145395,213,5.2,3827145391,212,19.0,3827145389,141,16.4,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824241,12,1,1,0,23,cnnku8uihko7u4th0fms4pvg6,1,59.2,15,2022-10-08T14:00:52.303Z,2022-10-08T20:03:31Z,3827145663,56,Center,3827145665,140,72.2,3827145671,213,0.6,3827145669,212,16.2,3827145667,141,27.9,3829392469,178,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824327,13,1,1,0,25,cnnku8uihko7u4th0fms4pvg6,1,72.2,27.9,2022-10-08T14:00:53.457Z,2022-10-08T20:03:42Z,3827146059,212,24.2,3827146053,56,Right,3827146061,213,5.8,3827146055,140,92.5,3827146057,141,11.1,3829393075,178,,,,,,,,12vo1l1xngzwi7kndbnyzfbv9,A. Čolak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469437739,1238,67,1,0,28,cnnku8uihko7u4th0fms4pvg6,1,91.2,13.1,2022-10-08T14:00:56.393Z,2022-10-09T07:34:06Z,3830515391,233,741,,,,,,,,,,,,,,,,,,,,,,5p8y1fedi7alsnrdwg7lmw99l,F. Sakala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469437735,741,67,1,0,28,muo4d1nfi1vgyvz5n07tjmoo,0,8.8,86.9,2022-10-08T14:00:56.394Z,2022-10-09T05:54:29Z,3830515399,233,1238,,,,,,,,,,,,,,,,,,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824345,14,1,1,0,28,cnnku8uihko7u4th0fms4pvg6,0,92.9,11.4,2022-10-08T14:00:56.407Z,2022-10-09T07:34:07Z,3827146175,2,,3829393639,178,,3827146197,213,1.4,3827146189,140,94.9,3827146193,141,28.9,3827146195,212,12.1,3828528661,224,,3827146185,56,Center,5p8y1fedi7alsnrdwg7lmw99l,F. Sakala,3828528663,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824367,3,12,1,0,28,muo4d1nfi1vgyvz5n07tjmoo,1,8.1,67.5,2022-10-08T14:00:57.005Z,2022-10-08T20:04:05Z,3827146283,140,0.0,3829394171,178,,3827146287,141,77.6,3827146317,167,,3827146279,56,Back,3827146289,212,12.1,3827146291,213,2.5,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824371,4,6,1,0,29,muo4d1nfi1vgyvz5n07tjmoo,0,3.4,77.7,2022-10-08T14:00:57.793Z,2022-10-08T20:04:11Z,3827146483,233,15,3827146305,73,,3827146303,56,Back,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824395,15,6,1,0,29,cnnku8uihko7u4th0fms4pvg6,1,96.6,22.3,2022-10-08T14:00:57.793Z,2022-10-08T20:04:11Z,3827146423,75,,3827146421,56,Center,3827146461,233,4,,,,,,,,,,,,,,,,5p8y1fedi7alsnrdwg7lmw99l,F. Sakala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825091,16,1,1,0,57,cnnku8uihko7u4th0fms4pvg6,1,99.5,0.5,2022-10-08T14:01:26Z,2022-10-08T20:04:20Z,3827149767,141,5.6,3827149765,140,92.7,3827149761,6,,3827149763,56,Right,3827149769,212,7.9,3827149771,213,2.7,3829394925,178,,,,,7d5vo5ppoev5q1uf39x0afkrt,R. Matondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825161,17,1,1,0,59,cnnku8uihko7u4th0fms4pvg6,1,93.2,6.2,2022-10-08T14:01:27.790Z,2022-10-08T20:04:38Z,3827150109,212,22.3,3829395943,178,,3827150103,56,Center,3827150105,140,74.6,3827150111,213,2.6,3827150107,141,22.1,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825311,18,1,1,1,2,cnnku8uihko7u4th0fms4pvg6,0,74.6,22.1,2022-10-08T14:01:30.919Z,2022-10-08T20:04:41Z,3828530073,20,,3827150851,155,,3827150861,141,59.6,3828530069,224,,3827150863,212,35.0,3827150853,56,Center,3827150865,213,0.8,3827150909,233,5,8vom1gwu040ty00c6ps3r2sph,R. Jack,3829396133,178,3827150867,1,3827150857,140,97.4,3827150849,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825301,5,11,1,1,5,muo4d1nfi1vgyvz5n07tjmoo,1,1.2,41.3,2022-10-08T14:01:33.379Z,2022-10-08T20:04:49Z,3829396455,388,,3827150939,233,18,3828530219,378,,3827150803,56,Back,3827150805,88,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826099,6,1,1,1,22,muo4d1nfi1vgyvz5n07tjmoo,1,15.7,45.1,2022-10-08T14:01:50.810Z,2022-10-08T20:04:53Z,3827154527,141,31.0,3827154525,140,69.9,3827154523,56,Center,3827154531,213,6.1,3827154533,1,,3827154521,199,,3827154529,212,57.7,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826129,7,44,1,1,26,muo4d1nfi1vgyvz5n07tjmoo,1,69.1,26.2,2022-10-08T14:01:54.818Z,2022-10-09T07:34:07Z,3827154647,286,,3827154733,233,19,3827154643,56,Center,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826109,19,44,1,1,26,cnnku8uihko7u4th0fms4pvg6,0,30.9,73.8,2022-10-08T14:01:54.819Z,2022-10-08T20:04:58Z,3827154565,285,,3827154563,56,Back,3827154775,233,7,,,,,,,,,,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826185,8,1,1,1,26,muo4d1nfi1vgyvz5n07tjmoo,0,69.9,31,2022-10-08T14:01:54.841Z,2022-10-09T07:34:08Z,3827154941,141,40.6,3829397201,388,,3827154939,140,88.1,3827154943,212,20.2,3827154933,3,,3827154945,213,0.3,3827154935,168,,3827154937,56,Center,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826223,20,52,1,1,29,cnnku8uihko7u4th0fms4pvg6,1,13.2,66.1,2022-10-08T14:01:57.649Z,2022-10-08T20:05:03Z,3829397359,178,,3828531825,376,,,,,,,,,,,,,,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826345,21,80,1,1,30,cnnku8uihko7u4th0fms4pvg6,0,12.8,64.2,2022-10-08T14:01:58.859Z,2022-10-08T20:05:12Z,3829397741,178,,,,,,,,,,,,,,,,,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826515,22,1,1,1,30,cnnku8uihko7u4th0fms4pvg6,1,12.8,64.2,2022-10-08T14:01:58.899Z,2022-10-08T20:05:23Z,3827156529,140,32.3,3829398315,178,,3827156537,1,,3827156527,56,Back,3827156533,212,35.0,3827156531,141,22.4,3827156535,213,5.3,3827156525,123,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826551,23,1,1,1,35,cnnku8uihko7u4th0fms4pvg6,0,36.8,23.4,2022-10-08T14:02:03.665Z,2022-10-08T20:05:36Z,3827156727,155,,3827156737,213,0.8,3827156731,140,72.1,3827156733,141,77.6,3829398987,178,,3827156735,212,52.3,3827156739,1,,3827156729,56,Center,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826631,9,61,1,1,37,muo4d1nfi1vgyvz5n07tjmoo,0,31.2,33,2022-10-08T14:02:05.531Z,2022-10-08T20:05:45Z,3827157151,56,Back,3829399559,178,,,,,,,,,,,,,,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469438073,746,67,1,1,38,muo4d1nfi1vgyvz5n07tjmoo,1,33.8,37.3,2022-10-08T14:02:06.756Z,2022-10-09T07:34:08Z,3830516619,233,1246,,,,,,,,,,,,,,,,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469438069,1246,67,1,1,38,cnnku8uihko7u4th0fms4pvg6,0,66.2,62.7,2022-10-08T14:02:06.757Z,2022-10-09T05:55:28Z,3830516625,233,746,,,,,,,,,,,,,,,,,,,,,,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826679,10,1,1,1,38,muo4d1nfi1vgyvz5n07tjmoo,0,33.4,29.7,2022-10-08T14:02:06.770Z,2022-10-09T07:34:08Z,3827157379,141,28.2,3829401667,178,,3827157371,56,Back,3827157413,233,24,3827157383,213,6.1,3827157419,286,,3827157375,140,38.1,3827157381,212,5.0,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,3827157411,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826671,24,74,1,1,38,cnnku8uihko7u4th0fms4pvg6,1,70.6,85.7,2022-10-08T14:02:06.825Z,2022-10-08T20:06:26Z,3829401913,178,,3827157493,233,10,3827157337,285,,3827157333,56,Left,,,,,,,,,,,,,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469084839,1037,61,1,1,38,cnnku8uihko7u4th0fms4pvg6,1,68.1,79,2022-10-08T14:02:06.933Z,2022-10-08T20:06:31Z,3829402283,389,,3828533875,56,Left,,,,,,,,,,,,,,,,,,,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469459805,1853,67,1,1,41,cnnku8uihko7u4th0fms4pvg6,1,64.3,83.5,2022-10-08T14:02:09.396Z,2022-10-09T07:34:09Z,3830605381,233,931,,,,,,,,,,,,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469459801,931,67,1,1,41,muo4d1nfi1vgyvz5n07tjmoo,0,35.7,16.5,2022-10-08T14:02:09.397Z,2022-10-09T06:56:00Z,3830605401,233,1853,,,,,,,,,,,,,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826795,25,3,1,1,41,cnnku8uihko7u4th0fms4pvg6,0,63.4,91.6,2022-10-08T14:02:09.451Z,2022-10-08T20:06:55Z,3829403777,178,,3828534969,465,,3827158125,233,11,3827157971,56,Left,3827157973,286,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826763,11,7,1,1,41,muo4d1nfi1vgyvz5n07tjmoo,1,36.6,8.4,2022-10-08T14:02:09.522Z,2022-10-08T20:07:01Z,3828535223,383,,3829404161,389,,3827157833,285,,3827157831,56,Back,3827158063,233,25,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826781,12,49,1,1,42,muo4d1nfi1vgyvz5n07tjmoo,1,38.2,7.9,2022-10-08T14:02:10.872Z,2022-10-08T20:07:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826931,13,1,1,1,45,muo4d1nfi1vgyvz5n07tjmoo,1,62.8,15.5,2022-10-08T14:02:13.755Z,2022-10-08T20:07:11Z,3827158709,141,40.6,3827158713,213,1.4,3827158707,140,66.1,3827158711,212,17.4,3829405045,178,,3827158703,56,Center,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826999,14,1,1,1,46,muo4d1nfi1vgyvz5n07tjmoo,1,66.1,40.6,2022-10-08T14:02:15.272Z,2022-10-08T20:07:16Z,3827159041,213,3.8,3827159033,140,58.7,3827159031,56,Center,3829405363,178,,3827159035,141,31.2,3827159037,212,10.1,,,,,,,4g4zufvyime7qp4ks4badls0k,A. Greive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827085,15,1,1,1,48,muo4d1nfi1vgyvz5n07tjmoo,1,58.7,31.2,2022-10-08T14:02:16.589Z,2022-10-08T20:07:21Z,3827159435,141,53.7,3827159431,56,Center,3827159433,140,60.9,3827159437,212,15.5,3829405631,178,,3827159439,213,1.4,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827235,16,1,1,1,49,muo4d1nfi1vgyvz5n07tjmoo,1,60.1,53.9,2022-10-08T14:02:18.207Z,2022-10-08T20:07:27Z,3829406013,178,,3827160125,141,70.3,3827160121,56,Back,3827160123,140,42.6,3827160131,213,2.6,3827160127,212,21.5,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827411,17,1,1,1,52,muo4d1nfi1vgyvz5n07tjmoo,1,47.4,70.2,2022-10-08T14:02:21.250Z,2022-10-08T20:07:35Z,3827161005,196,,3829406501,178,,3827161003,155,,3827161017,1,,3827161015,213,5.2,3827161013,212,52.9,3827161007,56,Right,3827161011,141,2.9,ewlrnu90xe2127a1erxlz29qt,C. Dunne,3827161009,140,,,,,,,,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827535,18,1,1,1,57,muo4d1nfi1vgyvz5n07tjmoo,1,82,6.7,2022-10-08T14:02:25.656Z,2022-10-08T20:07:39Z,3827161617,141,18.5,3827161621,213,2.6,3827161613,56,Right,3827161615,140,70.0,3827161619,212,14.9,3829406713,178,,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827583,19,1,1,1,59,muo4d1nfi1vgyvz5n07tjmoo,0,77.4,10.9,2022-10-08T14:02:27.645Z,2022-10-08T20:07:45Z,3827161875,213,1.2,3827161873,212,28.6,3827161871,141,50.3,3827161869,140,86.9,3828536385,20,,3828536383,224,,3827161863,2,,3827161865,155,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,3827161867,56,3829407043,178,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827653,26,12,1,2,0,cnnku8uihko7u4th0fms4pvg6,1,11.7,53.1,2022-10-08T14:02:29.096Z,2022-10-08T20:07:58Z,3827162285,15,,3827162227,213,0.7,3827162225,212,20.5,3827162221,140,26.7,3827162223,141,72.4,3829407813,388,,3827162219,56,Back,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827893,21,4,1,2,3,muo4d1nfi1vgyvz5n07tjmoo,1,71.9,30.4,2022-10-08T14:02:32.029Z,2022-10-08T20:08:08Z,3827163317,56,Center,3827163321,265,,3827163403,233,27,3827163323,286,,3827163315,13,,3827163319,152,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468827853,27,4,1,2,3,cnnku8uihko7u4th0fms4pvg6,0,28.1,69.6,2022-10-08T14:02:32.030Z,2022-10-08T20:08:08Z,3827163171,152,,3827163173,265,,3827163177,285,,3829408411,178,,3827163163,13,,3827163167,56,Back,3827163495,233,21,,,,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
