id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2517315253,7,61,1,0,13,besu5lkqmra07drq1czpr0tk4,0,60.1,95.9,2023-03-08T19:48:20.135Z,2023-03-09T04:55:05Z,4083424177,178,,4082926343,56,Left,,,,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315257,5,1,1,0,15,4qdzzur2cuuridyb0jso8mksi,1,36.9,13.1,2023-03-08T19:48:21.561Z,2023-03-09T04:55:27Z,4082926367,56,Back,4082926373,212,4.2,4082926371,141,9.1,4083424467,388,,4082926365,3,,4082926369,140,39.9,4082926375,213,5.6,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315263,6,1,1,0,16,4qdzzur2cuuridyb0jso8mksi,0,39.1,9.4,2023-03-08T19:48:22.516Z,2023-03-09T04:55:56Z,4082926407,56,Right,4082926417,1,,4082926415,213,6.2,4082926413,212,28.6,4082926409,140,66.3,4082926405,157,,4083424793,178,,4082926411,141,7.9,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315271,8,1,1,0,18,besu5lkqmra07drq1czpr0tk4,1,39.5,93.8,2023-03-08T19:48:24.986Z,2023-03-09T04:56:00Z,4082926465,212,12.4,4082926459,56,Left,4082926461,140,51.3,4082926463,141,95.3,4082926457,3,,4083424873,388,,4082926467,213,0.1,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315273,9,61,1,0,20,besu5lkqmra07drq1czpr0tk4,0,51.1,95.1,2023-03-08T19:48:26.354Z,2023-03-09T04:56:07Z,4082926471,56,Left,4083424959,178,,4083424957,21,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315269,7,49,1,0,21,4qdzzur2cuuridyb0jso8mksi,1,51.1,12.3,2023-03-08T19:48:27.287Z,2023-03-09T04:56:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315277,8,1,1,0,21,4qdzzur2cuuridyb0jso8mksi,0,51.1,12.3,2023-03-08T19:48:27.320Z,2023-03-09T04:56:16Z,4082926497,140,60.2,4082926499,141,24.4,4082926501,212,12.6,4082926495,56,Center,4082926503,213,0.7,4083425021,178,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517411559,963,67,1,0,21,besu5lkqmra07drq1czpr0tk4,1,41.4,72.3,2023-03-08T19:48:27.912Z,2023-03-09T07:24:49Z,4083450095,233,770,,,,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517411557,770,67,1,0,21,4qdzzur2cuuridyb0jso8mksi,0,58.6,27.7,2023-03-08T19:48:27.913Z,2023-03-09T05:40:30Z,4083450101,233,963,,,,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517331529,496,8,1,0,21,besu5lkqmra07drq1czpr0tk4,1,48.8,71.5,2023-03-08T19:48:27.935Z,2023-03-09T07:24:49Z,4083127673,385,,4083425073,178,,4083016143,56,Back,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315321,9,1,1,0,22,4qdzzur2cuuridyb0jso8mksi,0,44.6,20,2023-03-08T19:48:28.824Z,2023-03-09T04:56:22Z,4083016657,155,,4082926773,56,Right,4083425145,178,,4082926783,1,,4082926781,213,6.1,4082926779,212,45.2,4082926775,140,87.2,4082926777,141,10.7,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315289,10,49,1,0,26,besu5lkqmra07drq1czpr0tk4,1,14.8,91.5,2023-03-08T19:48:33.018Z,2023-03-09T04:56:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315299,11,4,1,0,27,besu5lkqmra07drq1czpr0tk4,1,12.8,90.4,2023-03-08T19:48:33.438Z,2023-03-09T04:56:37Z,4082926637,294,,4082926825,233,10,4082926641,152,,4082926643,285,,4082926639,56,Back,4082926635,13,,,,,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315329,10,4,1,0,27,4qdzzur2cuuridyb0jso8mksi,0,87.2,9.6,2023-03-08T19:48:33.439Z,2023-03-09T04:56:36Z,4082926829,233,11,4082926815,286,,4082926811,56,Right,4082926809,294,,4082926813,152,,4082926807,13,,4083425311,178,,,,,c99yg0ykkr6o17ykicw27e68k,S. Anaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315381,12,1,1,0,49,besu5lkqmra07drq1czpr0tk4,0,13.9,89.7,2023-03-08T19:48:55.266Z,2023-03-09T04:56:41Z,4082927171,213,6.0,4082927165,140,57.0,4082927173,1,,4083425359,178,,4082927167,141,69.9,4082927157,5,,4082927163,56,Center,4082927159,157,,cgu73urupkapqq9bnl17s8tt5,S. George,4082927161,152,4082927169,212,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315387,11,44,1,0,52,4qdzzur2cuuridyb0jso8mksi,1,41.8,29.6,2023-03-08T19:48:58.663Z,2023-03-09T07:24:49Z,4082927195,56,Back,4082927215,233,13,4082927197,285,,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315383,13,44,1,0,52,besu5lkqmra07drq1czpr0tk4,0,58.2,70.4,2023-03-08T19:48:58.664Z,2023-03-09T04:56:46Z,4082927177,56,Center,4082927179,286,,4082927221,233,11,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315391,12,12,1,0,52,4qdzzur2cuuridyb0jso8mksi,1,40.9,29.4,2023-03-08T19:48:58.724Z,2023-03-09T07:24:50Z,4082927253,213,5.4,4082927251,212,27.7,4082927247,140,58.4,4082927267,167,,4082927249,141,0.0,4083425419,388,,4082927311,15,,4082927245,56,Right,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315393,13,5,1,0,55,4qdzzur2cuuridyb0jso8mksi,0,55.9,-1.5,2023-03-08T19:49:01.265Z,2023-03-09T04:56:52Z,4082927261,347,,4082927259,56,Right,4082927359,233,14,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315409,14,5,1,0,55,besu5lkqmra07drq1czpr0tk4,1,44.1,101.5,2023-03-08T19:49:01.265Z,2023-03-09T04:56:52Z,4082927331,56,Back,4082927333,347,,4082927355,233,13,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315441,15,1,1,1,2,besu5lkqmra07drq1czpr0tk4,1,46.6,100,2023-03-08T19:49:09.119Z,2023-03-09T04:56:56Z,4082927515,141,92.7,4082927519,213,6.0,4082927511,140,68.9,4082927521,1,,4082927509,56,Left,4082927507,107,,4082927517,212,24.3,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315481,19,44,1,1,4,besu5lkqmra07drq1czpr0tk4,1,67,96,2023-03-08T19:49:10.532Z,2023-03-09T07:24:50Z,4082927733,286,,4082930265,233,27,4082927731,56,Left,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315857,27,44,1,1,4,4qdzzur2cuuridyb0jso8mksi,0,33,4,2023-03-08T19:49:10.533Z,2023-03-09T04:56:59Z,4082930057,285,,4082930269,233,19,4082930055,56,Back,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315445,16,1,1,1,4,besu5lkqmra07drq1czpr0tk4,1,68.9,92.7,2023-03-08T19:49:10.664Z,2023-03-09T07:24:50Z,4082927547,212,4.5,4082927549,213,5.1,4082927545,141,86.5,4082927539,3,,4082927543,140,70.4,4083425555,388,,4082927541,56,Left,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315447,17,61,1,1,5,besu5lkqmra07drq1czpr0tk4,0,71.4,85.7,2023-03-08T19:49:11.569Z,2023-03-09T04:57:08Z,4083425613,388,,4082927553,56,Left,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315457,14,49,1,1,7,4qdzzur2cuuridyb0jso8mksi,1,32.1,10.6,2023-03-08T19:49:13.435Z,2023-03-09T04:57:17Z,,,,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315465,15,12,1,1,8,4qdzzur2cuuridyb0jso8mksi,1,25.1,13.1,2023-03-08T19:49:14.233Z,2023-03-09T04:57:20Z,4082927617,56,Back,4082927619,140,30.2,4083425717,178,,4082927625,213,5.2,4082927623,212,11.3,4082927621,141,0.0,4082927631,167,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315467,16,5,1,1,8,4qdzzur2cuuridyb0jso8mksi,0,26.2,-1.5,2023-03-08T19:49:14.931Z,2023-03-09T04:57:25Z,4082927627,56,Back,4082927693,233,18,4082927629,347,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315469,18,5,1,1,8,besu5lkqmra07drq1czpr0tk4,1,73.8,101.5,2023-03-08T19:49:14.931Z,2023-03-09T04:57:24Z,4082927651,233,16,4082927633,56,Left,4082927635,347,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315587,20,1,1,1,33,besu5lkqmra07drq1czpr0tk4,1,70.8,100,2023-03-08T19:49:39.381Z,2023-03-09T04:57:30Z,4082928365,213,4.7,4082928355,107,,4082928359,140,70.9,4082928361,141,90.6,4082928363,212,7.5,4082928357,56,Left,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315589,21,1,1,1,34,besu5lkqmra07drq1czpr0tk4,1,70.9,90.6,2023-03-08T19:49:40.180Z,2023-03-09T04:57:35Z,4082928377,213,1.0,4082928373,141,96.2,4082928369,56,Left,4082928371,140,73.1,4082928375,212,4.5,4083425885,178,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315591,22,1,1,1,34,besu5lkqmra07drq1czpr0tk4,0,73.1,96,2023-03-08T19:49:41.037Z,2023-03-09T04:57:43Z,4082928381,56,Left,4082928383,140,76.1,4082928385,141,91.1,4082928389,213,5.5,4082928387,212,4.6,4083425951,178,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315593,17,61,1,1,35,4qdzzur2cuuridyb0jso8mksi,1,31.5,4.1,2023-03-08T19:49:41.168Z,2023-03-09T04:58:00Z,4083426103,178,,4082928391,56,Back,,,,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315599,18,49,1,1,36,4qdzzur2cuuridyb0jso8mksi,1,36.8,13.4,2023-03-08T19:49:42.388Z,2023-03-09T04:58:05Z,,,,,,,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315605,19,1,1,1,36,4qdzzur2cuuridyb0jso8mksi,1,36.8,13.4,2023-03-08T19:49:42.465Z,2023-03-09T04:58:18Z,4082928439,213,6.0,4082928429,155,,4082928435,141,9.8,4082928433,140,45.6,4082928431,56,Back,4083426275,178,,4082928437,212,9.6,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315611,20,1,1,1,37,4qdzzur2cuuridyb0jso8mksi,1,45.6,9.8,2023-03-08T19:49:43.325Z,2023-03-09T04:58:31Z,4083426361,388,,4082928477,212,9.5,4082928475,141,23.7,4082928479,213,1.7,4082928471,56,Back,4082928469,3,,4082928473,140,44.7,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315615,21,61,1,1,40,4qdzzur2cuuridyb0jso8mksi,0,44.2,28.8,2023-03-08T19:49:46.285Z,2023-03-09T04:58:41Z,4082928487,56,Back,4083426453,178,,,,,,,,,,,,,,,,,,,,c99yg0ykkr6o17ykicw27e68k,S. Anaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315625,23,49,1,1,41,besu5lkqmra07drq1czpr0tk4,1,58.9,70.5,2023-03-08T19:49:47.352Z,2023-03-09T04:58:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7jn2vr9iq2cg2ui6oaww1i6i2,L. de Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517411735,774,83,1,1,42,4qdzzur2cuuridyb0jso8mksi,1,37.7,33.1,2023-03-08T19:49:48.905Z,2023-03-09T05:43:17Z,4083451723,399,500157,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315631,24,61,1,1,42,besu5lkqmra07drq1czpr0tk4,1,61,67.6,2023-03-08T19:49:48.910Z,2023-03-09T04:59:26Z,4083426591,178,,4082928575,56,Center,,,,,,,,,,,,,,,,,,,7jn2vr9iq2cg2ui6oaww1i6i2,L. de Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315641,25,4,1,1,45,besu5lkqmra07drq1czpr0tk4,1,66.2,72.5,2023-03-08T19:49:51.969Z,2023-03-09T04:59:29Z,4082928627,56,Center,4082928631,265,,4082928705,233,22,4082928633,286,,4082928625,13,,4082928629,152,,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315653,22,4,1,1,45,4qdzzur2cuuridyb0jso8mksi,0,33.8,27.5,2023-03-08T19:49:51.970Z,2023-03-09T04:59:28Z,4083426877,178,,4082928689,56,Back,4082928691,152,,4082928687,13,,4082928693,265,,4082928713,233,25,4082928695,285,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315745,26,1,1,2,17,besu5lkqmra07drq1czpr0tk4,1,64.3,76.6,2023-03-08T19:50:24.098Z,2023-03-09T04:59:32Z,4082929377,155,,4083129129,72,,4082929393,213,5.5,4082929391,212,37.0,4083129127,224,,4082929373,5,,4082929385,56,Center,4082929395,1,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,4083129071,2,4083426915,178,,4082929387,140,89.1,4082929389,141,38.0,4082929381,152,,,,,,,,,,,,,,,,,,,,,,,,,
2517315751,27,1,1,2,20,besu5lkqmra07drq1czpr0tk4,1,89.1,38,2023-03-08T19:50:26.828Z,2023-03-09T04:59:43Z,4083426987,388,,4082929427,56,Center,4082933249,210,13,4082929435,213,1.9,4082929425,3,,4082929429,140,85.3,4082933251,154,,4082929433,212,11.2,7jn2vr9iq2cg2ui6oaww1i6i2,L. de Lucas,4082929431,141,,,,,,,,,,,,1,53.4,,,,,,,,,,,,,,,,,,,,,,,
2517315753,28,13,1,2,22,besu5lkqmra07drq1czpr0tk4,1,90,41.5,2023-03-08T19:50:28.469Z,2023-03-09T04:59:43Z,4082933129,72,,4082933277,231,47.1,4082933265,102,71.6,4082933139,233,23,4082933257,29,,4082933267,103,12.5,4083111233,73,,4082929445,56,Center,db1hineo65ck1zyg8kjtl5iad,C. Montaño,4082933275,230,4083111235,153,,4082933271,146,92.7,4082933273,147,50.5,4082929443,17,,97.6,4082933127,24,4082933269,328,4083427015,178,4082933261,55,27,4082933259,154,,,,,,,,,,,,
2517315757,23,61,1,2,22,4qdzzur2cuuridyb0jso8mksi,1,7.1,50.9,2023-03-08T19:50:28.874Z,2023-03-09T04:59:54Z,4083427059,178,,4082929475,56,Back,,,,,,,,,,,,,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517315769,24,49,1,2,23,4qdzzur2cuuridyb0jso8mksi,1,6,38.5,2023-03-08T19:50:29.487Z,2023-03-09T05:00:01Z,,,,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
