id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2451476677,3,3,1,0,17,87coxipr6ls77tnlba3eselx0,0,56.8,10,2022-08-27T14:02:39.059Z,2022-08-28T05:08:41Z,3735336563,233,530,3738226895,178,,3736139895,464,,3734808949,56,Right,3734808951,286,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451576649,530,7,1,0,18,cnnku8uihko7u4th0fms4pvg6,0,43.2,90,2022-08-27T14:02:39.211Z,2022-08-28T05:08:53Z,3735336521,56,Back,3735336523,285,,3738227513,178,,3736140141,383,,3735336545,233,3,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476745,4,49,1,0,19,87coxipr6ls77tnlba3eselx0,1,52.1,9.7,2022-08-27T14:02:40.319Z,2022-08-28T01:03:48Z,,,,,,,,,,,,,,,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476917,5,1,1,0,19,87coxipr6ls77tnlba3eselx0,1,52.3,7.1,2022-08-27T14:02:40.333Z,2022-08-28T01:03:38Z,3734810095,141,3.8,3734810099,213,6.0,3738225679,178,,3734810097,212,6.9,3734810093,140,58.5,3734810091,56,Right,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452211177,604,43,1,0,20,87coxipr6ls77tnlba3eselx0,1,0,0,2022-08-27T14:02:41.831Z,2022-08-28T05:10:32Z,3738821421,144,82,3738820639,178,0,,,,,,,,,,,,,,,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476941,6,50,1,0,21,87coxipr6ls77tnlba3eselx0,1,63.1,4,2022-08-27T14:02:42.294Z,2022-08-28T01:04:55Z,3734810185,56,Right,3734810187,286,,3735339029,233,9,,,,,,,,,,,,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476971,9,7,1,0,21,cnnku8uihko7u4th0fms4pvg6,1,36.9,96,2022-08-27T14:02:42.651Z,2022-08-28T01:05:02Z,3734810369,285,,3734810367,56,Back,3738231423,178,,3734810409,233,6,3736142851,383,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476975,10,49,1,0,24,cnnku8uihko7u4th0fms4pvg6,1,20.2,96.5,2022-08-27T14:02:45.887Z,2022-08-28T01:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477063,11,1,1,0,24,cnnku8uihko7u4th0fms4pvg6,1,20.2,96.5,2022-08-27T14:02:45.919Z,2022-08-28T01:05:30Z,3734810805,56,Back,3734810809,140,5.3,3738232421,178,,3734810815,213,3.6,3734810813,212,17.1,3734810811,141,86.5,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477071,12,1,1,0,27,cnnku8uihko7u4th0fms4pvg6,0,5.6,87.7,2022-08-27T14:02:48.718Z,2022-08-28T01:05:44Z,3734810869,1,,3734811147,236,,3734810853,56,Back,3734810851,157,,3734810855,140,9.0,3734810859,141,88.0,3734810867,213,0.1,3734810863,212,3.6,7ush9a10cc79gudlog12crt9l,J. Sands,3734811153,286,3738233745,178,3734811149,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477101,7,74,1,0,27,87coxipr6ls77tnlba3eselx0,1,93.3,5.3,2022-08-27T14:02:48.786Z,2022-08-28T01:05:55Z,3734811015,285,,3738234255,21,,3738234257,178,,3734811185,233,12,3734811013,56,Right,,,,,,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477151,8,5,1,0,29,87coxipr6ls77tnlba3eselx0,0,91.9,-1.8,2022-08-27T14:02:51.136Z,2022-08-28T01:06:03Z,3734811289,347,,3734812579,233,13,3734811285,56,Right,,,,,,,,,,,,,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477401,13,5,1,0,29,cnnku8uihko7u4th0fms4pvg6,1,8.1,101.8,2022-08-27T14:02:51.136Z,2022-08-28T01:06:02Z,3734812521,56,Back,3734812523,347,,3734812555,233,8,,,,,,,,,,,,,,,,7ush9a10cc79gudlog12crt9l,J. Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477427,14,1,1,0,37,cnnku8uihko7u4th0fms4pvg6,1,10.7,100,2022-08-27T14:02:58.285Z,2022-08-28T01:06:11Z,3734812647,56,Back,3734812655,213,4.0,3734812645,107,,3734812649,140,6.3,3734812651,141,92.9,3734812653,212,7.5,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477467,15,1,1,0,38,cnnku8uihko7u4th0fms4pvg6,1,6.3,92.9,2022-08-27T14:02:59.306Z,2022-08-28T01:06:30Z,3738236273,178,,3734812851,212,4.0,3734812837,56,Back,3734812841,140,9.9,3734812855,213,0.3,3734812847,141,94.7,,,,,,,7ush9a10cc79gudlog12crt9l,J. Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477527,16,1,1,0,39,cnnku8uihko7u4th0fms4pvg6,1,9.9,94.7,2022-08-27T14:03:00.912Z,2022-08-28T01:06:37Z,3734813117,56,Back,3734813123,212,6.0,3734813121,141,94.7,3734813119,140,4.2,3738236713,178,,3734813125,213,3.1,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477587,17,1,1,0,40,cnnku8uihko7u4th0fms4pvg6,0,4.2,94.7,2022-08-27T14:03:01.814Z,2022-08-28T01:06:43Z,3738236991,178,,3734813371,157,,3734813373,56,Back,3734813377,141,72.0,3734813383,1,,3734813381,213,5.9,3734813375,140,37.1,3734813379,212,37.8,7ush9a10cc79gudlog12crt9l,J. Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477741,9,1,1,0,42,87coxipr6ls77tnlba3eselx0,1,62,17.4,2022-08-27T14:03:04.036Z,2022-08-28T01:06:57Z,3738237919,388,,3734814173,213,0.5,3734814159,56,Center,3734814167,212,11.8,3734814155,3,,3734814161,140,72.0,3734814163,141,25.2,,,,cgonvdrm0gwjzrsz5fho4cwr9,K. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452211573,609,43,1,0,45,87coxipr6ls77tnlba3eselx0,1,0,0,2022-08-27T14:03:06.401Z,2022-08-28T05:11:33Z,3738822715,144,82,3738822347,178,0,,,,,,,,,,,,,,,,,,,3jxifism5urj3049zcojb8us5,J. Hiwula-Mayifuila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477749,10,49,1,0,45,87coxipr6ls77tnlba3eselx0,1,72,25.2,2022-08-27T14:03:06.436Z,2022-08-28T01:07:26Z,,,,,,,,,,,,,,,,,,,,,,,,,3jxifism5urj3049zcojb8us5,J. Hiwula-Mayifuila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477787,11,1,1,0,45,87coxipr6ls77tnlba3eselx0,1,72,25.2,2022-08-27T14:03:06.456Z,2022-08-28T01:07:23Z,3734814377,141,29.1,3734814373,56,Center,3734814375,140,68.7,3734814381,213,2.5,3738239717,178,,3734814379,212,4.4,,,,,,,3jxifism5urj3049zcojb8us5,J. Hiwula-Mayifuila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477927,13,3,1,0,46,87coxipr6ls77tnlba3eselx0,1,71.7,28.1,2022-08-27T14:03:07.526Z,2022-08-28T01:07:39Z,3736147729,465,,3734815093,56,Center,3738241021,178,,3734815095,286,,3734815171,233,18,,,,,,,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477771,18,45,1,0,46,cnnku8uihko7u4th0fms4pvg6,0,28.3,71.9,2022-08-27T14:03:07.526Z,2022-08-28T01:07:40Z,3734814303,285,,3734814301,56,Back,3734815217,233,13,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477809,12,3,1,0,46,87coxipr6ls77tnlba3eselx0,0,73.8,26.9,2022-08-27T14:03:07.531Z,2022-08-28T01:07:54Z,3734814847,233,19,3734814499,56,Center,3736149105,465,,3738242127,178,,3734814501,286,,,,,,,,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477855,19,7,1,0,47,cnnku8uihko7u4th0fms4pvg6,1,26.2,73.1,2022-08-27T14:03:08.345Z,2022-08-28T01:08:03Z,3734814721,285,,3736149339,385,,3734814815,233,12,3734814719,56,Back,3738242711,178,,,,,,,,,,,7ush9a10cc79gudlog12crt9l,J. Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451730569,999,61,1,0,47,cnnku8uihko7u4th0fms4pvg6,1,25.3,59.4,2022-08-27T14:03:08.806Z,2022-08-28T01:08:13Z,3736151011,56,Back,3738243399,178,,,,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477867,20,49,1,0,48,cnnku8uihko7u4th0fms4pvg6,1,29.3,67,2022-08-27T14:03:09.787Z,2022-08-28T01:08:17Z,,,,,,,,,,,,,,,,,,,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477901,21,1,1,0,48,cnnku8uihko7u4th0fms4pvg6,1,29.3,67,2022-08-27T14:03:09.852Z,2022-08-28T01:08:37Z,3734814957,212,8.6,3734814951,56,Back,3734814953,140,27.2,3734814955,141,54.8,3734814959,213,4.5,3738244159,178,,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452211979,1089,43,1,0,50,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-08-27T14:03:11.396Z,2022-08-28T05:12:46Z,3738824427,144,67,3738824243,233,611,,,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452211975,611,43,1,0,50,87coxipr6ls77tnlba3eselx0,1,0,0,2022-08-27T14:03:11.397Z,2022-08-28T05:12:46Z,3738824263,233,1089,3738824415,144,67,,,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452212059,612,83,1,0,50,87coxipr6ls77tnlba3eselx0,1,71.6,45.9,2022-08-27T14:03:11.397Z,2022-08-28T05:12:54Z,3738824631,399,466006,,,,,,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477955,22,1,1,0,50,cnnku8uihko7u4th0fms4pvg6,1,27.2,54.8,2022-08-27T14:03:11.471Z,2022-08-28T01:08:43Z,3734815241,213,4.9,3734815239,212,28.1,3734815235,140,32.0,3734815233,56,Back,3734815237,141,14.1,3738245507,178,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478173,23,1,1,0,52,cnnku8uihko7u4th0fms4pvg6,1,32,14.1,2022-08-27T14:03:13.615Z,2022-08-28T01:08:50Z,3734816359,213,0.7,3738245919,178,,3734816355,141,46.3,3734816361,1,,3734816357,212,33.0,3734816353,140,55.5,3734816351,56,Center,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478277,24,1,1,0,58,cnnku8uihko7u4th0fms4pvg6,1,60.7,42.4,2022-08-27T14:03:19.851Z,2022-08-28T01:09:00Z,3734816877,140,67.2,3734816885,213,1.1,3738246573,178,,3734816883,212,15.6,3734816881,141,63.0,3734816875,56,Center,,,,,,,9weodc9tdqcm2dg6cg6wyx785,S. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478437,25,1,1,1,2,cnnku8uihko7u4th0fms4pvg6,1,69.5,51.6,2022-08-27T14:03:23.782Z,2022-08-28T01:09:06Z,3734817585,141,30.4,3734817581,56,Center,3734817583,140,67.3,3734817591,213,4.6,3734817587,212,14.6,3738247009,178,,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478577,26,1,1,1,6,cnnku8uihko7u4th0fms4pvg6,1,68,23.1,2022-08-27T14:03:27.242Z,2022-08-28T01:09:12Z,3734818267,140,69.7,3734818269,141,9.4,3738247481,178,,3734818271,212,9.5,3734818273,213,4.9,3734818265,56,Right,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478589,27,50,1,1,9,cnnku8uihko7u4th0fms4pvg6,1,68.2,17,2022-08-27T14:03:30.545Z,2022-08-28T01:09:25Z,3734818965,233,14,3734818353,286,,3734818351,56,Right,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478665,14,7,1,1,9,87coxipr6ls77tnlba3eselx0,1,31.8,83,2022-08-27T14:03:30.777Z,2022-08-28T01:09:31Z,3738248673,178,,3734818871,233,27,3734818757,56,Back,3736157109,383,,3734818759,285,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478715,15,61,1,1,11,87coxipr6ls77tnlba3eselx0,1,30.4,85,2022-08-27T14:03:32.472Z,2022-08-28T01:09:39Z,3734819005,56,Back,3738249193,178,,,,,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451732239,589,61,1,1,13,87coxipr6ls77tnlba3eselx0,1,26.7,75.8,2022-08-27T14:03:34.305Z,2022-08-28T01:10:26Z,3736159791,56,Back,3738249891,178,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478749,16,45,1,1,13,87coxipr6ls77tnlba3eselx0,0,32.2,90.4,2022-08-27T14:03:34.311Z,2022-08-28T01:10:38Z,3734820053,233,28,3734819231,285,,3734819229,56,Back,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478871,28,3,1,1,13,cnnku8uihko7u4th0fms4pvg6,1,67.8,9.6,2022-08-27T14:03:34.311Z,2022-08-28T01:10:38Z,3734819877,56,Right,3738250853,178,,3734819879,286,,3734819971,233,16,3736160543,464,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478953,29,1,1,1,17,cnnku8uihko7u4th0fms4pvg6,1,70.9,27,2022-08-27T14:03:38.815Z,2022-08-28T01:10:48Z,3734820341,213,1.7,3734820329,140,67.9,3734820333,141,54.0,3734820325,56,Center,3738254071,178,,3734820337,212,18.6,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478979,30,1,1,1,20,cnnku8uihko7u4th0fms4pvg6,1,68.1,44.6,2022-08-27T14:03:41.657Z,2022-08-28T01:10:54Z,3734820457,56,Center,3734820465,212,7.7,3738254639,178,,3734820467,213,5.5,3734820463,141,36.6,3734820461,140,73.3,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452212597,1148,43,1,1,21,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-08-27T14:03:42.460Z,2022-08-28T05:15:00Z,3738827299,178,0,3738827403,144,82,,,,,,,,,,,,,,,,,,,9weodc9tdqcm2dg6cg6wyx785,S. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479087,31,1,1,1,21,cnnku8uihko7u4th0fms4pvg6,1,73.3,36.6,2022-08-27T14:03:42.491Z,2022-08-28T01:11:02Z,3734821007,213,3.4,3738255451,178,,3734820999,56,Center,3734821001,140,68.7,3734821003,141,34.6,3734821005,212,5.0,,,,,,,9weodc9tdqcm2dg6cg6wyx785,S. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479129,32,1,1,1,23,cnnku8uihko7u4th0fms4pvg6,1,69.8,26.4,2022-08-27T14:03:45.036Z,2022-08-28T01:11:09Z,3734821191,140,73.4,3734821193,141,7.4,3738255965,178,,3734821197,213,5.0,3734821189,56,Right,3734821195,212,13.5,,,,,,,643b413dyyhat62izfe0s6jmd,T. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451479281,33,1,1,1,25,cnnku8uihko7u4th0fms4pvg6,1,73.4,7.4,2022-08-27T14:03:47.122Z,2022-08-28T01:11:14Z,3738256275,178,,3734821935,141,8.0,3734821939,212,20.0,3734821927,56,Right,3734821941,213,0.0,3734821931,140,92.4,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
