id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/9/value,qualifier/8/value,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2497213667,5,1,1,0,8,besu5lkqmra07drq1czpr0tk4,0,26.7,93.8,2023-01-14T15:01:53.680Z,2023-01-15T08:02:50Z,3977039539,212,16.4,3977039543,1,,3977039537,141,100.0,3977039531,157,,3977039535,140,41.6,3977039541,213,0.3,3977039533,56,Back,3979074419,178,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213681,6,5,1,0,11,besu5lkqmra07drq1czpr0tk4,0,46.4,101.4,2023-01-14T15:01:56.200Z,2023-01-15T08:02:54Z,3977039579,56,Back,3977039581,347,,3977039917,233,6,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213719,6,5,1,0,11,ez46dadmx0virt38cgeq2n6pf,1,53.6,-1.4,2023-01-14T15:01:56.200Z,2023-01-15T08:02:54Z,3977039891,233,6,3977039817,56,Right,3977039821,347,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213829,7,1,1,0,14,ez46dadmx0virt38cgeq2n6pf,0,65.5,0,2023-01-14T15:01:59.699Z,2023-01-15T08:03:03Z,3977040337,140,94.7,3977040343,213,0.3,3977040339,141,12.0,3978153265,189,,3977040335,56,Right,3977040341,212,31.9,3977040333,107,,3977040345,1,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213899,7,12,1,0,17,besu5lkqmra07drq1czpr0tk4,1,3.3,86.6,2023-01-14T15:02:02.332Z,2023-01-15T08:03:12Z,3979074621,178,,3977040649,56,Back,3977040655,212,5.4,3977040651,140,0.0,3977040657,213,3.3,3977040743,167,,3977040653,141,85.3,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213913,8,6,1,0,19,besu5lkqmra07drq1czpr0tk4,0,1.9,85.9,2023-01-14T15:02:04.209Z,2023-01-15T08:03:13Z,3977040755,233,8,3977040711,73,,3977040709,56,Back,,,,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213907,8,6,1,0,19,ez46dadmx0virt38cgeq2n6pf,1,98.1,14.1,2023-01-14T15:02:04.209Z,2023-01-15T08:03:13Z,3977040689,56,Right,3977040749,233,8,3977040691,75,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214559,9,1,1,0,40,ez46dadmx0virt38cgeq2n6pf,1,99.5,0.5,2023-01-14T15:02:25.214Z,2023-01-15T09:09:17Z,3979074673,178,,3977043761,224,,3977043765,56,Center,3977043777,213,1.8,3978154793,20,,3977043769,141,53.3,3977043767,140,92.7,3977043773,212,36.6,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,1,3977043751,2,3977043755,155,3977058733,210,15,3977043781,1,3977058735,154,3977043753,6,,,,,,,,,,,,,,,,,,,,,,,,
2497420819,863,44,1,0,42,ez46dadmx0virt38cgeq2n6pf,1,92.4,45.5,2023-01-14T15:02:26.988Z,2023-01-15T09:09:16Z,3978445075,233,782,3978155813,286,,3978155811,56,Center,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497420825,782,44,1,0,42,besu5lkqmra07drq1czpr0tk4,0,7.6,54.5,2023-01-14T15:02:26.989Z,2023-01-15T08:03:25Z,3978155843,285,,3978155841,56,Back,3978445083,233,863,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214571,10,15,1,0,42,ez46dadmx0virt38cgeq2n6pf,1,94,49.7,2023-01-14T15:02:27.151Z,2023-01-15T09:09:17Z,3978156369,80,,3977058763,154,,3977058211,233,9,3977058161,25,,3979074841,178,,3977058767,55,9,3977058781,146,98.2,3977058777,103,8.2,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,3977058761,29,3977058163,21,3977058783,147,49.8,3977058773,102,3977043845,56,3977043841,17,47.1,Center,,,,,,,,,,,,,,,,,,,,,,
2497214625,9,10,1,0,42,besu5lkqmra07drq1czpr0tk4,1,1.2,50.9,2023-01-14T15:02:27.882Z,2023-01-15T08:03:38Z,3977044067,182,,3977058257,233,10,3977044567,179,,3978156489,377,,3977044565,177,,3977044071,56,Back,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214661,10,52,1,0,44,besu5lkqmra07drq1czpr0tk4,1,1.2,50.9,2023-01-14T15:02:29.740Z,2023-01-15T08:03:39Z,3979074901,178,,3978156639,377,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215045,11,1,1,0,56,besu5lkqmra07drq1czpr0tk4,1,11.9,50.9,2023-01-14T15:02:41.352Z,2023-01-15T08:04:14Z,3977046119,199,,3977046273,189,,3977046123,56,Center,3977046135,212,49.2,3977046139,1,,3977046127,140,56.4,3977046137,213,6.0,3977046131,141,28.2,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215227,12,1,1,0,59,besu5lkqmra07drq1czpr0tk4,1,45.4,30.6,2023-01-14T15:02:44.868Z,2023-01-15T08:04:18Z,3977047079,56,Back,3979075251,178,,3977047083,141,64.8,3977047085,212,24.9,3977047087,213,1.9,3977047081,140,36.8,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215289,13,1,1,1,4,besu5lkqmra07drq1czpr0tk4,1,38.2,66.7,2023-01-14T15:02:49.029Z,2023-01-15T08:04:23Z,3977047409,213,0,3977047407,212,31.8,3977047401,56,Center,3977047405,141,66.7,3977047399,155,,3979075287,178,,3977047403,140,68.5,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215307,14,1,1,1,7,besu5lkqmra07drq1czpr0tk4,0,68.4,63,2023-01-14T15:02:52.139Z,2023-01-15T08:04:34Z,3977047501,56,Center,3977047509,213,2.6,3977047507,212,3.4,3977047505,141,65.5,3977047503,140,65.6,3979075345,389,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215319,11,49,1,1,7,ez46dadmx0virt38cgeq2n6pf,1,32.1,33.3,2023-01-14T15:02:52.352Z,2023-01-15T08:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215515,12,1,1,1,10,ez46dadmx0virt38cgeq2n6pf,1,38.2,58.5,2023-01-14T15:02:55.815Z,2023-01-15T08:04:42Z,3977048781,212,14.5,3979075401,178,,3977048783,213,1.7,3977048775,56,Back,3977048779,141,79.7,3977048777,140,36.5,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215577,13,1,1,1,15,ez46dadmx0virt38cgeq2n6pf,0,45.5,92.4,2023-01-14T15:03:00.427Z,2023-01-15T08:04:46Z,3979075459,178,,3977049107,140,84.9,3977049129,1,,3977049109,141,81.2,3977049113,212,42.1,3977049105,56,Left,3977049125,213,6.1,3977049103,155,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215625,15,49,1,1,18,besu5lkqmra07drq1czpr0tk4,1,17.5,15,2023-01-14T15:03:03.023Z,2023-01-15T08:04:51Z,,,,,,,,,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215697,16,1,1,1,18,besu5lkqmra07drq1czpr0tk4,1,17.5,15,2023-01-14T15:03:03.091Z,2023-01-15T08:04:58Z,3979075539,178,,3977049709,213,5.7,3977049701,141,5.6,3977049705,212,11.3,3977049697,56,Back,3977049699,140,26.4,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215871,17,1,1,1,21,besu5lkqmra07drq1czpr0tk4,1,26.9,4.9,2023-01-14T15:03:06.414Z,2023-01-15T08:05:02Z,3977050603,155,,3977050615,1,,3977050611,212,36.1,3979075577,178,,3977050607,140,61.2,3977050609,141,8.3,3977050613,213,0.1,3977050605,56,Right,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215927,18,1,1,1,25,besu5lkqmra07drq1czpr0tk4,0,63.8,6.5,2023-01-14T15:03:10.166Z,2023-01-15T08:05:10Z,3977050861,140,78.2,3977050863,141,31.8,3977050859,56,Center,3977050867,213,0.8,3979075631,178,,3977050865,212,22.9,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215937,14,49,1,1,28,ez46dadmx0virt38cgeq2n6pf,1,18.4,67,2023-01-14T15:03:13.403Z,2023-01-15T08:05:15Z,,,,,,,,,,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216003,15,1,1,1,28,ez46dadmx0virt38cgeq2n6pf,1,18.7,66.1,2023-01-14T15:03:13.465Z,2023-01-15T08:05:18Z,3977051291,212,16.8,3979075711,178,,3977051293,213,4.0,3977051285,56,Back,3977051287,140,8.1,3977051289,141,47.5,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216081,16,1,1,1,30,ez46dadmx0virt38cgeq2n6pf,0,8,47.3,2023-01-14T15:03:15.009Z,2023-01-15T08:05:21Z,3977051705,213,0.4,3977051699,140,45.5,3977051697,56,Back,3977051707,1,,3977051701,141,70.8,3977051695,155,,3979075739,178,,3977051703,212,42.5,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216111,19,49,1,1,33,besu5lkqmra07drq1czpr0tk4,1,54.2,19.5,2023-01-14T15:03:18.334Z,2023-01-15T08:05:25Z,,,,,,,,,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216263,20,3,1,1,34,besu5lkqmra07drq1czpr0tk4,0,54.7,18.5,2023-01-14T15:03:19.249Z,2023-01-15T08:05:31Z,3978160839,465,,3977052657,56,Right,3979075805,178,,3977052659,286,,3977052687,211,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216285,17,3,1,1,36,ez46dadmx0virt38cgeq2n6pf,0,39.6,86.1,2023-01-14T15:03:21.604Z,2023-01-15T08:05:36Z,3978161149,464,,3979075843,178,,3977052747,56,Back,3977052749,286,,3977052877,233,21,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216295,21,7,1,1,36,besu5lkqmra07drq1czpr0tk4,0,60.4,13.9,2023-01-14T15:03:21.722Z,2023-01-15T08:05:42Z,3978161263,384,,3979075901,389,,3977052825,233,17,3977052791,285,,3977052789,56,Right,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216335,18,49,1,1,38,ez46dadmx0virt38cgeq2n6pf,1,32.4,63.6,2023-01-14T15:03:23.786Z,2023-01-15T08:05:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216391,19,1,1,1,38,ez46dadmx0virt38cgeq2n6pf,1,32.4,63.6,2023-01-14T15:03:23.817Z,2023-01-15T08:06:01Z,3977053271,212,22.5,3979075987,178,,3977053265,56,Center,3977053273,213,6.0,3977053269,141,55.5,3977053267,140,53.2,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216409,20,3,1,1,40,ez46dadmx0virt38cgeq2n6pf,0,53.8,58.1,2023-01-14T15:03:25.417Z,2023-01-15T08:06:09Z,3978162233,465,,3977053355,56,Center,3979076039,178,,3977505955,233,22,3977053363,286,,,,,,,,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216419,22,7,1,1,40,besu5lkqmra07drq1czpr0tk4,0,46.2,41.9,2023-01-14T15:03:25.810Z,2023-01-15T08:06:12Z,3977053403,56,Back,3977053405,285,,3977053491,233,20,3979076069,178,,3978162347,384,,,,,,,,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216675,21,1,1,1,42,ez46dadmx0virt38cgeq2n6pf,1,45.9,47,2023-01-14T15:03:27.117Z,2023-01-15T08:06:15Z,3977054725,212,52.3,3977054727,213,0.6,3977054729,1,,3977054721,140,87.4,3977054717,155,,3977054719,56,Left,3979076113,178,,3977054723,141,89.4,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216759,22,1,1,1,50,ez46dadmx0virt38cgeq2n6pf,1,88.2,92,2023-01-14T15:03:35.806Z,2023-01-15T08:06:19Z,3977055219,213,3.4,3977055217,212,13.4,3979076139,178,,3977055213,141,86.3,3977055207,56,Left,3977055209,140,76.0,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216813,23,1,1,1,53,ez46dadmx0virt38cgeq2n6pf,1,76.7,86.3,2023-01-14T15:03:38.590Z,2023-01-15T08:06:25Z,3977055489,141,76.1,3977055481,56,Center,3979076187,178,,3977055495,212,7.1,3977055483,140,75.1,3977055497,213,4.5,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216913,24,1,1,1,54,ez46dadmx0virt38cgeq2n6pf,1,75.1,76,2023-01-14T15:03:39.878Z,2023-01-15T08:06:34Z,3977065449,154,,3977065447,210,13,3978164455,72,,3977056073,212,17.4,3977056067,56,Center,3977056069,140,87.0,3977056075,213,5.5,3978164453,224,,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,1,3979076201,178,3977056071,141,3977056063,2,,,,,,,,,,58.1,,,,,,,,,,,,,,,,,,,,,
2497216921,25,13,1,1,55,ez46dadmx0virt38cgeq2n6pf,1,87,58.1,2023-01-14T15:03:40.838Z,2023-01-15T08:06:35Z,3977061413,231,50.5,3977061407,230,98.4,3979076251,178,,3977061383,102,54.5,3977056115,22,,3977061385,103,54.2,3977065477,154,,3977061381,85,,2ezi9zjj3pmt475woji11gi51,D. Wright,,3977060661,20,3977056119,17,3977065481,55,24,3977056123,56,3977065471,29,3978165283,328,Center,,,,,,,,,,,,,,,,,,,,,,,
2497216893,23,5,1,1,57,besu5lkqmra07drq1czpr0tk4,1,-1,44.7,2023-01-14T15:03:42.406Z,2023-01-15T08:06:36Z,3977056305,233,26,3977055945,56,Back,3977055947,346,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216943,26,5,1,1,57,ez46dadmx0virt38cgeq2n6pf,0,101,55.3,2023-01-14T15:03:42.406Z,2023-01-15T08:06:36Z,3977056213,56,Center,3977056335,233,23,3977056215,346,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217901,24,1,1,2,29,besu5lkqmra07drq1czpr0tk4,0,4.2,42.7,2023-01-14T15:04:14.257Z,2023-01-15T08:06:42Z,3977061517,140,44.0,3977061519,141,20.4,3977061511,124,,3977061523,213,5.9,3977061699,189,,3977061525,1,,3977061513,56,Back,3977061527,74,,cgu73urupkapqq9bnl17s8tt5,S. George,,3977061521,212,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,
2497300303,383,1,1,2,30,ez46dadmx0virt38cgeq2n6pf,1,48.3,66.6,2023-01-14T15:04:14.904Z,2023-01-15T08:06:47Z,3977508009,189,,3977508021,212,11.6,3979076323,388,,3977508013,3,,3977508015,56,Center,3977508023,213,0.4,3977508017,140,58.4,3977508019,141,73.5,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217965,27,49,1,2,30,ez46dadmx0virt38cgeq2n6pf,1,66.5,68.7,2023-01-14T15:04:15.310Z,2023-01-15T08:06:52Z,,,,,,,,,,,,,,,,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
