id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/10/value,assist,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2483666385,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-11-09T18:52:54.425Z,2022-11-09T19:10:54Z,3905603029,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905603031,194,9o2dyl3cbm2ni3874doydh49h,3905603025,59,"1, 22, 16, 6, 12, 2, 10, 19, 9, 18, 15, 3, 7, 8, 13, 14, 17, 20, 23, 32",3905603027,130,17,3905603021,30,"btdn91fhcdkiq2u93gqw32n6d, 1q4eo8ovtzffi9nz1kms98161, 319dgvwkm8di2r8oovefbxck5, 6n8gmwjc9frk90mzpnf9xlkyy, 9o2dyl3cbm2ni3874doydh49h, a5fpw5f7bvu01i8drfir8ugut, epwyjoowg7wfojxxldoum9yhh, 2t4k430xmiekwb5khdwtg14h5, 4sskvw16m8gh8al8vy0ephuc5, 1cfh2cg8i2f4cqd7fraos96fp, en7kanawhbmhl0736htwdnt9l, 629dgygro5n41ce8ulov5wwl, 7qd78ivuyspmb0fno5vdetat, 8vjnf1tezikfb9dfnv4waxuxh, day3njm5hkudffvdvccpopbyt, aqgrddi0lgqphjeksr0rkd0ph, eqx6gmp1f5ocxeosc97rcqqui, c99yg0ykkr6o17ykicw27e68k, 7v2udgcj3xk2douxfmge6lp7t, 7yq6f41dcfzqz40hblj3j9905",3905603035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905603023,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905603033,197,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483669163,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-11-09T18:58:58.049Z,2022-11-09T20:12:53Z,3905615797,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905615791,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905615787,59,"1, 2, 21, 22, 5, 19, 25, 8, 26, 11, 10, 3, 4, 7, 9, 15, 20, 27, 29, 31",3905615785,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905615795,197,1978,3905615793,194,2c89yb9spduwcxl7lrhckru1h,3905615783,30,"1fkrvnzbrb9s0qojjhc8edpm1, 9coe01drgpmlz3ee9qfond815, 3svpmpx5tb4ekuewkh79l2up5, 5h9myriisqh4v99oka6gwey8l, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, 2ytdtlvxm0ba22gsmk6vu4vhm, dggymph6p6xe8s3h2hae5p5g5, 71xg650qcs8yibhrumgvdejth, 9z0xcc7yot7royqle0nn6fdn9, 6ta1shg2pfj5cchdod1xdtvbp, aqt5c6bvjkbaw56lq7t69kjjd, 2spu2yn887lywqw2vrg3evhlh, 8q0nnrx7ru205zepoqv7lm579, n4ml5xifvll22bpq68ld4auh, 6uvj9qt3kex5sx729zbe1rlyh, 91m838lynz6db94q8ufcqk91x, b3s3d69kycsfhgk4fslp7s1d5, 8p1pe1wpwy9o3p2n9imr2k5ck, ek2ub5dvlisn73a45n3gwj2s5",3905615789,130,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696245,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-11-09T19:46:43.862Z,2022-11-09T19:46:44Z,3905746497,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696275,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-11-09T19:46:43.862Z,2022-11-10T01:04:29Z,3905746627,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696313,3,1,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,50.2,50,2022-11-09T19:46:43.878Z,2022-11-10T05:09:10Z,3905746797,212,15.9,3905746787,56,Back,3906584051,178,,3905746801,279,S,3905746799,213,3.1,3905746789,140,35.1,3905746793,141,51.9,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696329,4,1,1,0,2,enzoyc121va61wtmjf4cm7p3d,0,35.2,52.1,2022-11-09T19:46:46.103Z,2022-11-10T05:09:14Z,3905746861,157,,3906584093,178,,3905746867,141,89.7,3905746869,212,49.5,3905746873,1,,3905746865,140,75.6,3905746871,213,0.5,3905746863,56,Left,dggymph6p6xe8s3h2hae5p5g5,B. Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696363,3,1,1,0,5,4qdzzur2cuuridyb0jso8mksi,0,19.6,11.4,2022-11-09T19:46:49.709Z,2022-11-10T05:09:20Z,3906584193,178,,3905747087,213,6.1,3905747081,140,40.2,3905747085,212,21.9,3905747079,56,Back,3905747077,3,,3905747083,141,6.4,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696401,5,1,1,0,7,enzoyc121va61wtmjf4cm7p3d,0,54.5,89,2022-11-09T19:46:51.649Z,2022-11-10T05:09:24Z,3905747263,140,70.8,3905747259,3,,3905747269,213,5.5,3906584267,388,,3905747265,141,62.3,3905747267,212,25.0,3905747261,56,Center,,,,3svpmpx5tb4ekuewkh79l2up5,K. McInroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696417,4,49,1,0,11,4qdzzur2cuuridyb0jso8mksi,1,18.5,27.7,2022-11-09T19:46:55.087Z,2022-11-10T05:09:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696477,5,1,1,0,11,4qdzzur2cuuridyb0jso8mksi,0,21.8,27.4,2022-11-09T19:46:55.130Z,2022-11-10T05:09:33Z,3905747563,56,Right,3905747571,213,6.0,3905747569,212,43.1,3905747565,140,61.6,3905747573,1,,3905747567,141,11.7,3905747561,157,,3906584475,178,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696525,6,1,1,0,14,enzoyc121va61wtmjf4cm7p3d,0,31.5,74.8,2022-11-09T19:46:57.978Z,2022-11-10T05:09:39Z,3905747829,212,29.4,3905747831,213,0.4,3905747825,140,57.2,3905747827,141,91.8,3905747821,3,,3906584595,178,,3905747823,56,Left,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696537,6,61,1,0,16,4qdzzur2cuuridyb0jso8mksi,1,42.9,6.4,2022-11-09T19:47:00.249Z,2022-11-10T05:09:48Z,3906584783,15,,3906584785,178,,3905747861,56,Back,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696591,7,1,1,0,17,4qdzzur2cuuridyb0jso8mksi,0,38.8,5.6,2022-11-09T19:47:01.823Z,2022-11-10T05:09:52Z,3905748103,157,,3905748113,213,0.1,3905748105,56,Right,3905748111,212,32.5,3905748109,141,10.6,3906584875,178,,3905748115,1,,3905748107,140,69.6,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696599,7,49,1,0,21,enzoyc121va61wtmjf4cm7p3d,1,17.4,88.9,2022-11-09T19:47:05.652Z,2022-11-10T05:09:59Z,,,,,,,,,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696655,8,1,1,0,21,enzoyc121va61wtmjf4cm7p3d,1,20.5,83.2,2022-11-09T19:47:05.682Z,2022-11-10T05:10:04Z,3905748437,140,4.2,3905748441,212,25.5,3905748439,141,55.4,3905748445,213,4.0,3905748435,56,Back,3906584973,178,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696699,9,1,1,0,25,enzoyc121va61wtmjf4cm7p3d,0,5.7,47.3,2022-11-09T19:47:09.183Z,2022-11-10T05:10:11Z,3905748647,212,58.6,3905748641,56,Right,3906585043,178,,3905748651,1,,3905748649,213,5.9,3905748639,155,,3905748645,141,12.0,3905748643,140,56.6,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
