id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,assist,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2481356349,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-11-04T18:50:35.046Z,2022-11-04T20:05:56Z,3893541855,30,"1fkrvnzbrb9s0qojjhc8edpm1, 2ytdtlvxm0ba22gsmk6vu4vhm, 1pt1yc4fl9oxxsaoeq1cm3xzp, 5h9myriisqh4v99oka6gwey8l, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, 8q0nnrx7ru205zepoqv7lm579, 2spu2yn887lywqw2vrg3evhlh, b3s3d69kycsfhgk4fslp7s1d5, 9z0xcc7yot7royqle0nn6fdn9, 6ta1shg2pfj5cchdod1xdtvbp, aqt5c6bvjkbaw56lq7t69kjjd, 71xg650qcs8yibhrumgvdejth, 9coe01drgpmlz3ee9qfond815, dggymph6p6xe8s3h2hae5p5g5, n4ml5xifvll22bpq68ld4auh, 6uvj9qt3kex5sx729zbe1rlyh, 91m838lynz6db94q8ufcqk91x, 3svpmpx5tb4ekuewkh79l2up5, ek2ub5dvlisn73a45n3gwj2s5",3893541859,59,"1, 25, 6, 22, 5, 19, 7, 4, 27, 11, 10, 3, 26, 2, 8, 9, 15, 20, 21, 31",3893541857,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3893541865,194,2spu2yn887lywqw2vrg3evhlh,3893541869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893541861,130,8,3893541863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893541867,197,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481358119,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-11-04T18:55:11.185Z,2022-11-04T18:55:11Z,3893551067,197,1999,3893551063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3893551061,130,23,3893551069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893551065,194,z1apq9hkjp8l8jhpegacpwid,3893551057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3893551059,59,"1, 2, 3, 8, 6, 5, 24, 7, 9, 19, 17, 10, 11, 18, 22, 31, 32, 33",3893551055,30,"cgu73urupkapqq9bnl17s8tt5, z1apq9hkjp8l8jhpegacpwid, 7hzc2m8h1ufacyazzxp1ove1h, 960mhrs3usnisl5jv0xzok3x1, 9ykuo0c905u48vd44wxgb6jth, dm0ktjgadvf89t9zsqybufnxl, ddnwckj55fg870otjg9w9xyad, 8gh8ocvon1ht6yxxdxaisfa39, b0fuw7r17cq41awaoydw9bjl5, 48hhfwdy6qw1cjd1el8n9t591, 1mbcl4xzln2fyj0o3aapdhdrd, e3wuwgyb0acsca2fw0l7fq7rp, db1hineo65ck1zyg8kjtl5iad, cwdqe0rv5dcshhfhke86j9z2t, 91z7xt6xuwgzt0jyg5owh6yfp, 6xxz0du2vvp6farrdvs02e8k5, ejo44v1xeqrf9wsc1q3td4ul1, 73grc910ff9auyze63pgtoet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395181,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-11-04T19:47:20.157Z,2022-11-05T01:09:02Z,3893748051,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395187,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-11-04T19:47:20.157Z,2022-11-04T19:47:21Z,3893748091,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395223,3,1,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,49.8,50.1,2022-11-04T19:47:20.246Z,2022-11-05T05:52:25Z,3894361919,178,,3893748237,140,37.0,3893748233,56,Back,3893748247,279,S,3893748243,212,13.6,3893748241,141,46.7,3893748245,213,3.3,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395315,4,1,1,0,1,enzoyc121va61wtmjf4cm7p3d,1,37.2,46.7,2022-11-04T19:47:22.139Z,2022-11-05T05:52:30Z,3893748671,56,Left,3893748679,213,0.8,3893748675,141,94.8,3893748673,140,68.1,3893748677,212,46.1,3894361983,178,,3893748681,1,,3893748669,155,,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395321,5,1,1,0,5,enzoyc121va61wtmjf4cm7p3d,0,68.1,94.8,2022-11-04T19:47:25.539Z,2022-11-05T05:52:47Z,3893748713,3,,3893748717,140,72.1,3894362253,388,,3893748715,56,Left,3893748719,141,100.0,3893748721,212,6.5,3893748725,213,0.9,,,,b3s3d69kycsfhgk4fslp7s1d5,I. Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395367,3,5,1,0,6,besu5lkqmra07drq1czpr0tk4,1,27.6,-2,2022-11-04T19:47:26.817Z,2022-11-05T05:52:52Z,3893749011,56,Back,3893749017,233,6,3893749013,347,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395323,6,5,1,0,6,enzoyc121va61wtmjf4cm7p3d,0,72.4,102,2022-11-04T19:47:26.817Z,2022-11-05T05:52:52Z,3893749053,233,3,3893748733,347,,3893748731,56,Left,,,,,,,,,,,,,,,,b3s3d69kycsfhgk4fslp7s1d5,I. Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481395389,4,1,1,0,18,besu5lkqmra07drq1czpr0tk4,0,27.3,0,2022-11-04T19:47:38.589Z,2022-11-05T05:52:55Z,3893749127,141,3.2,3893749123,56,Back,3893749131,213,0.2,3893749125,140,47.0,3893749121,107,,3893749129,212,21.0,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
