id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2502887055,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-02-01T18:50:43.278Z,2023-02-01T19:45:59Z,4006840035,197,9221,4006840021,30,"2dnrfdd702umzunv6rukg0jx1, 9ea8t509bssf2bhp1n5xxvrl6, 9fk3a8f7bhmecbubtfuqs9jvt, a6gle2qqy7154nh3pqso7upqt, 699t2ytlqawiya0n1ytwk0f6x, emglo360rdevds650u33d2odl, 1v62lh9e2cpqsaww3ggw5togk, en7rrg1epwhzy47dd1zcp9wb9, 4ixfdbtira0k9hyhaj4fov651, 53ipmesg7cuaty2uzqm1a2xn9, 5jnu1yubvgdh6k9v9x277kjx1, 111qxn4nmcj81nfg5grdp165m, 6a7br2t45mam4765clafr0lp1, dldx0lpfwxc7eb0bc092m48a1, 9voc3iwmlxkuuln6h03j0fqzu, 7kyujdy1mcqzlevv3f0l0oul1, bbgkxdtxxoinxftd09k5lth3p, ucsmsk8k5wn69tdpz70ytyad, bgzc9ozb1qel3aw808tip6bu2, 3qubvfkqat6f5eqqfbj97hslw",4006840027,130,12,4006840039,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006840025,59,"28, 72, 19, 3, 15, 21, 61, 18, 30, 9, 77, 88, 7, 8, 12, 13, 16, 17, 20, 51",4006840023,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006840031,194,53ipmesg7cuaty2uzqm1a2xn9,4006840029,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889209,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-02-01T18:57:58.779Z,2023-02-01T18:57:59Z,4006851461,130,8,4006851467,197,1995,4006851459,59,"1, 2, 31, 18, 6, 26, 71, 4, 20, 30, 14, 8, 9, 13, 19, 23, 33, 38, 44, 51",4006851455,30,"54u4k9lzcugph99091xt282j9, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, 90ibgoec1k1npb1odsqwpfx1, dy1z4i2jsbeswei0ha2n39c5x, 8iwme9n9fhlu50yqm3pvtrd91, 25vb30mtetefhp3ix26nlhx0q, 90qai3k7otbuwrry224ki1f4l, 4lb16ginbppvud84mgwirvfth, 5p8y1fedi7alsnrdwg7lmw99l, 95pgrmkq8cn94eo5y26hp4s7p, 8vom1gwu040ty00c6ps3r2sph, 12vo1l1xngzwi7kndbnyzfbv9, bzvr1umoce37zyxq8hvwu1lgp, 7ush9a10cc79gudlog12crt9l, 9weodc9tdqcm2dg6cg6wyx785, 60ahvhvx30iw7abq1hxrzd0wl, alzo6b4olqf8djtphk32e0f3e, 4bu8zoar377u6mvwfqf46rt62, a8orjr2go2szwgi7ej0sfbvca",4006851457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006851469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006851463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006851465,194,4kpf2eyjqmax3f676dmhh9e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909517,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-02-01T19:46:46.810Z,2023-02-01T19:46:48Z,4006967089,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909521,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-02-01T19:46:46.810Z,2023-02-02T06:05:34Z,4006967121,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909533,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,50.1,49.4,2023-02-01T19:46:46.835Z,2023-02-02T06:32:38Z,4006967177,279,S,4006967171,141,51.5,4006967169,140,29.2,4007605013,178,,4006967167,56,Back,4006967175,213,3.1,4006967173,212,22.0,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909585,4,1,1,0,2,cnnku8uihko7u4th0fms4pvg6,0,31.4,52.8,2023-02-01T19:46:49.527Z,2023-02-02T06:32:42Z,4006967475,212,55.6,4006967473,141,0.0,4006967479,1,,4006967467,155,,4007605061,178,,4006967477,213,5.5,4006967471,140,70.7,4006967469,56,Right,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909647,3,5,1,0,6,1hcbcuu846pa3iw6qskiws1cu,1,29.8,102,2023-02-01T19:46:53.059Z,2023-02-02T06:32:44Z,4006967877,347,,4006967891,233,5,4006967875,56,Back,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909587,5,5,1,0,6,cnnku8uihko7u4th0fms4pvg6,0,70.2,-2,2023-02-01T19:46:53.059Z,2023-02-02T06:32:44Z,4006967483,347,,4006967481,56,Right,4006967913,233,3,,,,,,,,,,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909655,4,1,1,0,14,1hcbcuu846pa3iw6qskiws1cu,1,30.8,100,2023-02-01T19:47:01.203Z,2023-02-02T06:32:46Z,4006967933,107,,4006967935,56,Back,4006967941,212,8.9,4006967937,140,36.9,4006967943,213,5.5,4006967939,141,92.3,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909665,5,1,1,0,15,1hcbcuu846pa3iw6qskiws1cu,1,36.9,92.3,2023-02-01T19:47:01.989Z,2023-02-02T06:32:50Z,4006968007,140,34.4,4006968013,213,2.4,4007605143,178,,4006968011,212,3.5,4006968009,141,95.7,4006968005,56,Back,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909687,6,1,1,0,16,1hcbcuu846pa3iw6qskiws1cu,1,34.4,95.7,2023-02-01T19:47:03.369Z,2023-02-02T06:32:55Z,4006968141,141,84.4,4007605191,178,,4006968137,56,Back,4006968139,140,12.7,4006968143,212,24.0,4006968145,213,3.5,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909701,7,1,1,0,18,1hcbcuu846pa3iw6qskiws1cu,0,12.7,85.1,2023-02-01T19:47:05.091Z,2023-02-02T06:32:57Z,4006968219,141,93.5,4006968221,212,26.4,4006968213,155,,4006968215,56,Back,4006968217,140,37.2,4006968223,213,0.2,4007605227,178,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909709,6,8,1,0,20,cnnku8uihko7u4th0fms4pvg6,1,58.2,9.7,2023-02-01T19:47:07.402Z,2023-02-02T06:33:19Z,4007605473,388,,4007407715,385,,4006968243,56,Right,4007407709,15,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909729,8,61,1,0,21,1hcbcuu846pa3iw6qskiws1cu,0,38.3,90.5,2023-02-01T19:47:08.178Z,2023-02-02T06:33:24Z,4006968337,56,Back,4007605509,178,,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909757,7,1,1,0,22,cnnku8uihko7u4th0fms4pvg6,0,59.5,16.1,2023-02-01T19:47:09.152Z,2023-02-02T06:33:31Z,4006968525,213,2.4,4006968523,212,1.0,4006968517,56,Right,4006968521,141,17.1,4006968519,140,58.8,4007605605,178,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503034495,877,67,1,0,22,1hcbcuu846pa3iw6qskiws1cu,1,39.5,90.8,2023-02-01T19:47:09.252Z,2023-02-02T09:44:08Z,4007623135,233,899,,,,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503034493,899,67,1,0,22,cnnku8uihko7u4th0fms4pvg6,0,60.5,9.2,2023-02-01T19:47:09.253Z,2023-02-02T07:02:35Z,4007623141,233,877,,,,,,,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909763,9,61,1,0,22,1hcbcuu846pa3iw6qskiws1cu,1,38.3,90.5,2023-02-01T19:47:09.270Z,2023-02-02T09:44:08Z,4006968553,56,Back,4007605687,178,,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909767,8,49,1,0,23,cnnku8uihko7u4th0fms4pvg6,1,58.8,17.1,2023-02-01T19:47:10.201Z,2023-02-02T06:33:41Z,,,,,,,,,,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909773,9,1,1,0,23,cnnku8uihko7u4th0fms4pvg6,1,58.8,17.1,2023-02-01T19:47:10.575Z,2023-02-02T06:33:47Z,4006968591,212,14.2,4006968587,140,72.3,4006968593,213,0.1,4006968585,56,Right,4007605839,178,,4006968589,141,18.9,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909785,10,1,1,0,25,cnnku8uihko7u4th0fms4pvg6,1,72.3,18.9,2023-02-01T19:47:12.012Z,2023-02-02T06:33:51Z,4006968659,212,7.2,4006968661,213,3.1,4006968655,140,65.4,4006968653,56,Right,4007605899,178,,4006968657,141,18.9,,,,,,,5p8y1fedi7alsnrdwg7lmw99l,F. Sakala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909795,11,1,1,0,27,cnnku8uihko7u4th0fms4pvg6,0,65.4,18.9,2023-02-01T19:47:13.922Z,2023-02-02T06:34:00Z,4006968697,213,6.0,4006968691,140,70.5,4006968693,141,16.7,4006968685,56,Right,4006968695,212,5.6,4007606027,178,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909811,10,61,1,0,27,1hcbcuu846pa3iw6qskiws1cu,1,21.9,85.3,2023-02-01T19:47:14.138Z,2023-02-02T06:34:03Z,4006968777,56,Back,4007606065,178,,,,,,,,,,,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909805,12,61,1,0,27,cnnku8uihko7u4th0fms4pvg6,1,65.2,15.3,2023-02-01T19:47:14.486Z,2023-02-02T06:34:07Z,4006968745,56,Right,4007606131,178,,,,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909849,13,1,1,0,29,cnnku8uihko7u4th0fms4pvg6,1,63.6,4.7,2023-02-01T19:47:16.171Z,2023-02-02T06:34:09Z,4006968907,56,Center,4007606163,178,,4006968913,212,35.0,4006968915,213,0.9,4006968911,141,45.2,4006968909,140,84.1,4006968917,1,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909897,14,1,1,0,31,cnnku8uihko7u4th0fms4pvg6,1,84.1,45.2,2023-02-01T19:47:18.531Z,2023-02-02T06:34:12Z,4006969163,56,Center,4006969165,140,80.9,4007606205,178,,4006969169,212,5.3,4006969171,213,2.3,4006969167,141,51.2,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909863,11,43,1,0,33,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-02-01T19:47:19.901Z,2023-02-01T20:38:40Z,4007148951,144,61,4006969003,56,Back,,,,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909921,15,1,1,0,34,cnnku8uihko7u4th0fms4pvg6,1,86,71.2,2023-02-01T19:47:21.483Z,2023-02-02T06:34:18Z,4006969277,56,Left,4007606287,178,,4006969281,141,83.8,4006969285,213,1.8,4006969279,140,84.0,4006969283,212,8.8,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909933,16,1,1,0,36,cnnku8uihko7u4th0fms4pvg6,0,84,83.8,2023-02-01T19:47:23.481Z,2023-02-02T06:34:23Z,4007606337,178,,4006969341,56,Center,4006969347,212,24.3,4006969337,2,,4007407897,224,,4006969349,213,5.0,4006969345,141,49.9,4007407899,72,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,4006969339,155,4006969343,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909923,12,44,1,0,37,1hcbcuu846pa3iw6qskiws1cu,1,9.2,54.6,2023-02-01T19:47:24.738Z,2023-02-02T09:44:09Z,4006969407,233,17,4006969297,285,,4006969295,56,Back,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909937,17,44,1,0,37,cnnku8uihko7u4th0fms4pvg6,0,90.8,45.4,2023-02-01T19:47:24.739Z,2023-02-02T06:34:27Z,4006969411,233,12,4006969375,286,,4006969373,56,Center,,,,,,,,,,,,,,,,5p8y1fedi7alsnrdwg7lmw99l,F. Sakala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909947,13,12,1,0,37,1hcbcuu846pa3iw6qskiws1cu,1,9.6,59,2023-02-01T19:47:24.746Z,2023-02-02T09:44:09Z,4006969421,141,100.0,4007606425,388,,4006969437,167,,4006969423,212,29.7,4006969467,15,,4006969425,213,1.8,4006969419,140,3.3,4006969417,56,Back,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909949,14,5,1,0,41,1hcbcuu846pa3iw6qskiws1cu,0,4.8,101,2023-02-01T19:47:28.411Z,2023-02-02T06:34:33Z,4006970415,233,18,4006969429,347,,4006969427,56,Back,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910099,18,5,1,0,41,cnnku8uihko7u4th0fms4pvg6,1,95.2,-1,2023-02-01T19:47:28.411Z,2023-02-02T06:34:33Z,4006970303,56,Right,4006970343,233,14,4006970305,347,,,,,,,,,,,,,,,,,5p8y1fedi7alsnrdwg7lmw99l,F. Sakala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910123,19,1,1,0,56,cnnku8uihko7u4th0fms4pvg6,1,92.6,0,2023-02-01T19:47:43.481Z,2023-02-02T06:34:36Z,4006970441,140,85.8,4006970447,213,2.3,4006970437,107,,4006970439,56,Right,4006970443,141,9.7,4006970445,212,10.3,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910135,20,1,1,0,57,cnnku8uihko7u4th0fms4pvg6,1,85.8,9.7,2023-02-01T19:47:44.535Z,2023-02-02T06:34:40Z,4006970503,141,5.2,4006970499,56,Right,4007606545,178,,4006970505,212,3.5,4006970507,213,5.2,4006970501,140,87.4,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910147,21,1,1,0,58,cnnku8uihko7u4th0fms4pvg6,0,87.4,5.2,2023-02-01T19:47:45.031Z,2023-02-02T06:34:43Z,4007606593,178,,4006970585,141,11.0,4006970579,155,,4006970583,140,87.3,4006970589,213,1.6,4006970581,56,Right,4006970587,212,3.9,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910163,22,61,1,0,59,cnnku8uihko7u4th0fms4pvg6,1,87,13.7,2023-02-01T19:47:46.413Z,2023-02-02T06:34:55Z,4007606717,178,,4006970661,56,Right,4007606715,21,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910167,15,49,1,1,0,1hcbcuu846pa3iw6qskiws1cu,1,10.4,89.9,2023-02-01T19:47:47.515Z,2023-02-02T06:35:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910207,16,1,1,1,0,1hcbcuu846pa3iw6qskiws1cu,1,10.4,89.9,2023-02-01T19:47:47.593Z,2023-02-02T06:35:05Z,4006970899,141,84.5,4006970893,157,,4006970901,212,11.6,4006970895,56,Back,4006970897,140,20.9,4006970903,213,6.0,4006970905,1,,4007606833,178,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503034597,878,67,1,1,3,1hcbcuu846pa3iw6qskiws1cu,1,20.2,84.8,2023-02-01T19:47:50.412Z,2023-02-02T09:44:09Z,4007623933,233,907,,,,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503034595,907,67,1,1,3,cnnku8uihko7u4th0fms4pvg6,0,79.8,15.2,2023-02-01T19:47:50.413Z,2023-02-02T07:03:53Z,4007623939,233,878,,,,,,,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910223,17,1,1,1,5,1hcbcuu846pa3iw6qskiws1cu,0,21.6,80.6,2023-02-01T19:47:52.003Z,2023-02-02T06:35:09Z,4007606871,178,,4006970975,212,9.0,4006970973,141,77.3,4006970977,213,6.0,4006970971,140,29.9,4006970969,56,Back,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910235,23,49,1,1,5,cnnku8uihko7u4th0fms4pvg6,1,63.3,16.1,2023-02-01T19:47:52.369Z,2023-02-02T06:35:15Z,,,,,,,,,,,,,,,,,,,,,,,,,90ibgoec1k1npb1odsqwpfx1,G. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910305,24,1,1,1,9,cnnku8uihko7u4th0fms4pvg6,1,67.5,18.2,2023-02-01T19:47:56.443Z,2023-02-02T06:35:25Z,4006971527,141,27.7,4006971529,212,9.9,4006971531,213,0.7,4007607075,178,,4006971525,140,74.6,4006971523,56,Center,,,,,,,90ibgoec1k1npb1odsqwpfx1,G. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
