id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2451448879,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-08-27T13:16:18.996Z,2022-08-27T14:59:46Z,3734675579,194,5j7ekg9k304y36twun3me2w2d,3734675571,59,"1, 16, 2, 27, 15, 4, 8, 18, 29, 9, 7, 13, 24, 5, 6, 11, 22, 23, 26, 38",3734675591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734675585,197,1982,3734675575,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734675569,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734675567,30,"4gxuw581mvfnr6qr3aobbjyt, blmo7wrka5yrcckuu9owlwx5h, 5j7ekg9k304y36twun3me2w2d, 5z0g3l4s56p11t3wgrpjhko9h, 201zg5m6q6zjj43w8jlf5cgrt, 8qv2da4sxpuw4h44jm4dz2j85, cl8lua6yep85vpl25pdi0wfzd, kmyde3h3kx3tyx5b4m2oglt6, dkk86y8pa3svtz43c0m55qn6x, aiacgvdwjvt1te2ndnbk95lg5, 6axbj3uylrbf0l29vj3vdmd3p, 6yr5rwfdnz02psz22acr43z6d, egfrwjjbl6fom2rwi5jpzzfmx, 4y27uf869xrujogawxtl9q0a1, 1vgtiwnof0l89l62t6e1thgx5, cb01n06n2ihlil5hf6q7u04tm, a7p8w57m9ehh3wryxgd1oldzo, eghu03zhii5vbr655sub8xmmt, 3sk52j2sm7jvmytofzefc5boq, 9785y6kolfs8e6yxbl7o4xzis",3734675573,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451448905,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-08-27T13:16:21.941Z,2022-08-27T14:59:45Z,3734675681,130,2,3734675693,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734675677,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734675679,59,"20, 25, 33, 31, 5, 2, 11, 4, 9, 28, 21, 23, 6, 7, 15, 17, 19, 22, 27, 50",3734675689,197,1978,3734675673,30,"91m838lynz6db94q8ufcqk91x, 2ytdtlvxm0ba22gsmk6vu4vhm, 1wmfn9bky6owvj3jc4iftsxnu, ek2ub5dvlisn73a45n3gwj2s5, 2c89yb9spduwcxl7lrhckru1h, 9coe01drgpmlz3ee9qfond815, 9z0xcc7yot7royqle0nn6fdn9, 2spu2yn887lywqw2vrg3evhlh, n4ml5xifvll22bpq68ld4auh, bl8p4bg9mwh2ugsxgg4x0pzo5, 3svpmpx5tb4ekuewkh79l2up5, 3yv3k3tmmzrizek5a8f54jjoq, 1pt1yc4fl9oxxsaoeq1cm3xzp, 8q0nnrx7ru205zepoqv7lm579, 6uvj9qt3kex5sx729zbe1rlyh, atf7aycphllb4i8h9jnld4bmd, 4rsnyz3019rgfjdil1zs024t1, 5h9myriisqh4v99oka6gwey8l, b3s3d69kycsfhgk4fslp7s1d5, 8hiqkrsoskyhhoc0n0wp7lql1",3734675683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734675685,194,2spu2yn887lywqw2vrg3evhlh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477581,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-08-27T14:03:04.106Z,2022-08-27T14:03:06Z,3734813351,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477571,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-08-27T14:03:04.106Z,2022-08-27T22:56:32Z,3734813325,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477631,3,1,1,0,0,759fhii7hsnldanli06j5jmf6,1,49.9,49.3,2022-08-27T14:03:04.163Z,2022-08-28T02:51:56Z,3734813605,56,Back,3734813615,141,43.5,3734813623,213,3.6,3738570691,178,,3734813625,279,S,3734813619,212,9.9,3734813611,140,41.3,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477781,4,1,1,0,2,759fhii7hsnldanli06j5jmf6,0,37.8,49.3,2022-08-27T14:03:06.317Z,2022-08-28T02:52:00Z,3734814387,233,3,3734814349,56,Back,3734814347,155,,3734814357,213,5.6,3734814353,141,42.4,3738570829,178,,3734814351,140,43.0,3734814385,236,,201zg5m6q6zjj43w8jlf5cgrt,S. Johansen,3734814355,212,7.2,3734814393,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477735,3,74,1,0,2,enzoyc121va61wtmjf4cm7p3d,1,62.3,51,2022-08-27T14:03:06.443Z,2022-08-28T02:52:09Z,3738571171,388,,3734814421,233,4,3734814143,285,,3738571167,21,,3734814141,56,Center,,,,,,,,,,3svpmpx5tb4ekuewkh79l2up5,K. McInroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477865,5,1,1,0,5,759fhii7hsnldanli06j5jmf6,0,51,77.6,2022-08-27T14:03:09.666Z,2022-08-28T02:52:14Z,3734814777,213,5.6,3734814775,212,7.5,3734814767,3,,3734814769,56,Center,3734814773,141,70.3,3738571325,388,,3734814771,140,56.4,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451477875,4,49,1,0,6,enzoyc121va61wtmjf4cm7p3d,1,38,30.1,2022-08-27T14:03:11.074Z,2022-08-28T02:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451478067,5,1,1,0,7,enzoyc121va61wtmjf4cm7p3d,0,38,30.1,2022-08-27T14:03:11.710Z,2022-08-28T02:52:55Z,3734815833,155,,3734815835,56,Right,3734815843,213,6.1,3734815837,140,100.0,3734815845,1,,3734815839,141,13.1,3734815841,212,67.3,3738572921,178,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
