id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/16/value
2530267857,161,8,1,21,20,87coxipr6ls77tnlba3eselx0,1,30.8,39.4,2023-04-08T14:22:26.600Z,2023-04-08T22:01:48Z,4172393771,56,Back,4174223191,384,,,,,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530267891,162,49,1,21,21,87coxipr6ls77tnlba3eselx0,1,34,42.2,2023-04-08T14:22:27.672Z,2023-04-08T22:01:52Z,,,,,,,,,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530267937,163,1,1,21,22,87coxipr6ls77tnlba3eselx0,1,34,42.2,2023-04-08T14:22:28.991Z,2023-04-08T22:01:53Z,4172394167,56,Back,4172394173,212,7.6,4172394171,141,52.8,4172394175,213,1.9,4172394169,140,31.6,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530267953,164,61,1,21,24,87coxipr6ls77tnlba3eselx0,0,30.9,54,2023-04-08T14:22:30.432Z,2023-04-08T22:01:58Z,4172394219,56,Back,,,,,,,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530267943,169,49,1,21,25,ez46dadmx0virt38cgeq2n6pf,1,66.2,40.4,2023-04-08T14:22:31.501Z,2023-04-08T22:01:59Z,,,,,,,,,,,,,,,,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268025,170,1,1,21,26,ez46dadmx0virt38cgeq2n6pf,1,66.3,31.5,2023-04-08T14:22:32.396Z,2023-04-08T14:22:36Z,4172394579,141,29.2,4172394581,212,11.9,4172394577,140,55.1,4172394575,56,Center,4172394583,213,3.3,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268059,171,1,1,21,29,ez46dadmx0virt38cgeq2n6pf,1,64.3,51,2023-04-08T14:22:35.893Z,2023-04-08T14:22:37Z,4172394751,140,71.9,4172394757,213,5.7,4172394755,212,9.4,4172394749,56,Center,4172394753,141,43.6,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268089,172,1,1,21,31,ez46dadmx0virt38cgeq2n6pf,0,70.5,41.6,2023-04-08T14:22:37.764Z,2023-04-08T14:22:39Z,4172394903,140,88.0,4172394909,213,6.2,4172394905,141,39.2,4172394901,56,Center,4172394907,212,18.4,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268233,165,12,1,21,32,87coxipr6ls77tnlba3eselx0,1,14.9,64.6,2023-04-08T14:22:38.720Z,2023-04-08T22:02:06Z,4172395783,141,41.6,4172395785,212,29.2,4172395781,140,38.4,4172395779,56,Back,4172395787,213,5.7,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268239,166,4,1,21,40,87coxipr6ls77tnlba3eselx0,1,37.6,38.3,2023-04-08T14:22:46.295Z,2023-04-08T14:24:44Z,4172395801,295,,4172406733,233,173,4172395807,286,,4172395803,56,Back,4172395805,152,,4172395799,13,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268451,173,4,1,21,40,ez46dadmx0virt38cgeq2n6pf,0,62.4,61.7,2023-04-08T14:22:46.296Z,2023-04-08T14:24:45Z,4172397049,13,,4172397053,56,Center,4172397055,152,,4172406741,233,166,4172397057,285,,4172397051,295,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268583,167,1,1,21,58,87coxipr6ls77tnlba3eselx0,1,35.9,41.9,2023-04-08T14:23:04.416Z,2023-04-08T22:02:54Z,4172397869,141,60.8,4172397861,155,,4172398461,189,,4172397873,213,0.3,4172397859,5,,4172397867,140,76.2,4172397865,56,Center,4172397871,212,44.2,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,4172397863,152,4172397877,1,,,,,,,,,,,,,,,,,,,,,,,,
2530268603,168,44,1,22,0,87coxipr6ls77tnlba3eselx0,1,75.8,60.4,2023-04-08T14:23:07.160Z,2023-04-08T22:02:59Z,4172397993,56,Center,4172398037,233,174,4172397995,286,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268593,174,44,1,22,0,ez46dadmx0virt38cgeq2n6pf,0,24.2,39.6,2023-04-08T14:23:07.161Z,2023-04-08T22:03:00Z,4172398067,233,168,4172397923,285,,4172397917,56,Back,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268621,169,1,1,22,1,87coxipr6ls77tnlba3eselx0,0,76.2,60.8,2023-04-08T14:23:07.672Z,2023-04-08T22:03:01Z,4172398121,141,38.8,4172398115,3,,4172398125,213,5.3,4172398117,56,Center,4172398123,212,17.6,4172398119,140,85.1,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268637,175,49,1,22,3,ez46dadmx0virt38cgeq2n6pf,1,12.9,69.3,2023-04-08T14:23:09.604Z,2023-04-08T22:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268715,176,1,1,22,4,ez46dadmx0virt38cgeq2n6pf,0,9.3,68.1,2023-04-08T14:23:10.692Z,2023-04-08T22:03:09Z,4172398599,140,35.9,4172398601,141,100.0,4172398607,1,,4172398597,56,Back,4172398603,212,36.0,4172398605,213,0.7,4172398595,157,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268999,170,5,1,22,7,87coxipr6ls77tnlba3eselx0,1,64.1,-1.8,2023-04-08T14:23:13.823Z,2023-04-08T14:24:52Z,4172400039,56,Right,4172400041,347,,4172400069,233,177,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530268719,177,5,1,22,7,ez46dadmx0virt38cgeq2n6pf,0,35.9,101.8,2023-04-08T14:23:13.823Z,2023-04-08T14:23:31Z,4172398617,56,Back,4172400087,233,170,4172398619,347,,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269053,171,1,1,22,24,87coxipr6ls77tnlba3eselx0,1,66.8,0,2023-04-08T14:23:30.424Z,2023-04-08T14:23:35Z,4172400371,141,5.5,4172400365,107,,4172400375,213,2.5,4172400369,140,60.7,4172400373,212,8.2,4172400367,56,Right,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269085,172,1,1,22,28,87coxipr6ls77tnlba3eselx0,1,58.9,6.4,2023-04-08T14:23:34.920Z,2023-04-08T14:23:38Z,4172400587,141,17.1,4172400581,56,Right,4172400589,212,27.6,4172400579,157,,4172400591,213,0.3,4172400585,140,84.3,4172400595,1,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269123,173,1,1,22,31,87coxipr6ls77tnlba3eselx0,1,85,19.7,2023-04-08T14:23:37.352Z,2023-04-08T22:03:25Z,4172400789,141,6.1,4172400791,212,10.3,4172400787,140,80.7,4172400785,56,Right,4172400793,213,4.3,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269159,174,1,1,22,34,87coxipr6ls77tnlba3eselx0,0,83.7,5.6,2023-04-08T14:23:40.696Z,2023-04-08T22:03:28Z,4172400999,155,,4174225127,20,,4172401001,56,Center,4172401009,213,1.3,4172400997,2,,4172401007,212,35.5,4172401011,1,,4172401003,140,93.9,djn7515ev4uzfcvizndtrvzkl,J. Sims,,4172401005,141,4174225125,224,,,,,55.4,,,,,,,,,,,,,,,,,,,
2530615297,776,44,1,22,35,ez46dadmx0virt38cgeq2n6pf,1,12.7,42.4,2023-04-08T14:23:41.217Z,2023-04-08T23:02:36Z,4174225977,285,,4174299327,233,741,4174225975,56,Back,,,,,,,,,,,,,,,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530615299,741,44,1,22,35,87coxipr6ls77tnlba3eselx0,0,87.3,57.6,2023-04-08T14:23:41.218Z,2023-04-08T23:02:36Z,4174299335,233,776,4174225979,56,Center,4174225981,286,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269219,178,12,1,22,36,ez46dadmx0virt38cgeq2n6pf,1,7.8,43.4,2023-04-08T14:23:43.068Z,2023-04-08T22:04:13Z,4172401319,141,13.4,4172401315,56,Back,4172401317,140,23.1,4172401321,212,26.0,4172401323,213,5.4,,,,,,,,,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269257,175,1,1,22,40,87coxipr6ls77tnlba3eselx0,1,77.5,94.5,2023-04-08T14:23:46.472Z,2023-04-08T14:23:49Z,4172401553,212,15.4,4172401549,140,68.5,4172401555,213,4.0,4172401551,141,76.7,4172401547,56,Center,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269267,176,1,1,22,43,87coxipr6ls77tnlba3eselx0,0,67.2,74.5,2023-04-08T14:23:49.528Z,2023-04-08T14:24:06Z,4172401609,212,5.3,4172403237,236,,4172401601,155,,4172403243,286,,4172403239,233,179,4172401607,141,68.1,4172401611,213,5.3,4172401603,56,Center,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,4172401605,140,,,,,,,70.0,,,,,,,,,,,,,,,,,,,
2530269303,179,74,1,22,43,ez46dadmx0virt38cgeq2n6pf,1,30.6,27.6,2023-04-08T14:23:49.529Z,2023-04-08T14:24:45Z,4172403161,285,,4172403251,233,176,4172401905,56,Back,,,,,,,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269679,177,5,1,22,47,87coxipr6ls77tnlba3eselx0,1,62.1,101.7,2023-04-08T14:23:53.489Z,2023-04-08T14:24:14Z,4172404033,233,180,4172404021,56,Left,4172404023,347,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269335,180,5,1,22,47,ez46dadmx0virt38cgeq2n6pf,0,37.9,-1.7,2023-04-08T14:23:53.489Z,2023-04-08T14:24:52Z,4172404085,233,177,4172402097,347,,4172402095,56,Back,,,,,,,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269703,178,1,1,23,7,87coxipr6ls77tnlba3eselx0,0,57.7,100,2023-04-08T14:24:14.088Z,2023-04-08T14:24:16Z,4172404203,140,75.2,4172404205,141,93.6,4172404207,212,19.2,4172404199,107,,4172404201,56,Left,4172404209,213,6.0,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269759,181,1,1,23,10,ez46dadmx0virt38cgeq2n6pf,0,22.3,10.1,2023-04-08T14:24:17.165Z,2023-04-08T14:24:18Z,4172404455,3,,4172404465,213,0.3,4172404463,212,14.1,4172404459,140,35.1,4172404457,56,Back,4172404461,141,16.2,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269757,179,61,1,23,11,87coxipr6ls77tnlba3eselx0,1,69.4,91.2,2023-04-08T14:24:17.464Z,2023-04-08T22:04:30Z,4172404449,56,Left,,,,,,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269821,180,1,1,23,14,87coxipr6ls77tnlba3eselx0,1,62.6,93.2,2023-04-08T14:24:21.041Z,2023-04-08T14:24:22Z,4172404755,212,8.1,4172404753,141,86.8,4172404749,140,69.1,4172404757,213,5.7,4172404745,56,Left,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269843,181,1,1,23,15,87coxipr6ls77tnlba3eselx0,1,69.1,86.8,2023-04-08T14:24:21.272Z,2023-04-08T22:05:01Z,4172404893,140,62.4,4172404895,141,93.2,4172404899,213,2.6,4172404891,56,Left,4172404897,212,8.3,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269891,182,1,1,23,16,87coxipr6ls77tnlba3eselx0,1,62,93.3,2023-04-08T14:24:22.680Z,2023-04-08T22:05:01Z,4172405171,141,93.2,4172405165,155,,4172405173,212,15.0,4172405175,213,6.3,4172405169,140,76.3,4172405167,56,Left,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269897,183,44,1,23,17,87coxipr6ls77tnlba3eselx0,1,73.4,90,2023-04-08T14:24:23.372Z,2023-04-08T22:05:04Z,4172405243,233,182,4172405209,56,Left,4172405211,286,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269877,182,44,1,23,17,ez46dadmx0virt38cgeq2n6pf,0,26.6,10,2023-04-08T14:24:23.373Z,2023-04-08T22:05:06Z,4172405111,285,,4172405255,233,183,4172405109,56,Back,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269917,184,1,1,23,18,87coxipr6ls77tnlba3eselx0,0,77.1,89.2,2023-04-08T14:24:24.336Z,2023-04-08T22:05:14Z,4172405311,212,1.1,4172405307,141,88.2,4172405313,213,5.6,4172405301,3,,4172405305,140,77.9,4172405303,56,Left,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530615431,777,61,1,23,19,ez46dadmx0virt38cgeq2n6pf,1,24.5,19.9,2023-04-08T14:24:25.257Z,2023-04-08T22:05:09Z,4174226881,56,Back,,,,,,,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269937,183,1,1,23,20,ez46dadmx0virt38cgeq2n6pf,0,27.2,18.2,2023-04-08T14:24:27.037Z,2023-04-08T22:05:24Z,4172405431,1,,4172405421,56,Center,4172405429,213,0.2,4172405427,212,31.7,4172405423,140,56.7,4172405425,141,28.2,4172405419,157,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269973,185,1,1,23,23,87coxipr6ls77tnlba3eselx0,1,46.6,82.6,2023-04-08T14:24:29.744Z,2023-04-08T14:24:31Z,4172405619,140,59.8,4172405625,213,0.1,4172405617,56,Left,4172405623,212,13.9,4172405615,3,,4172405621,141,84.4,,,,,,,atzpueujhh1u79b8ijhufob9w,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269983,186,43,1,23,24,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-08T14:24:31.016Z,2023-04-08T22:05:53Z,4174227971,144,49,,,,,,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270025,187,61,1,23,27,87coxipr6ls77tnlba3eselx0,0,64.1,91.7,2023-04-08T14:24:33.721Z,2023-04-08T14:24:33Z,4172405861,56,Left,,,,,,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270063,184,5,1,23,28,ez46dadmx0virt38cgeq2n6pf,1,36,-1.2,2023-04-08T14:24:34.840Z,2023-04-08T14:24:52Z,4172406073,56,Back,4172406099,233,188,4172406075,347,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270041,188,5,1,23,28,87coxipr6ls77tnlba3eselx0,0,64,101.2,2023-04-08T14:24:34.840Z,2023-04-08T14:24:37Z,4172406131,233,184,4172405929,56,Left,4172405931,347,,,,,,,,,,,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270551,185,1,1,23,59,ez46dadmx0virt38cgeq2n6pf,0,42.3,0,2023-04-08T14:25:05.485Z,2023-04-08T14:25:07Z,4172408827,141,8.0,4172408839,1,,4172408829,212,34.7,4172408821,107,,4172408823,56,Right,4172408833,213,0.2,4172408825,140,74.8,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270577,189,1,1,24,0,87coxipr6ls77tnlba3eselx0,1,33.8,92,2023-04-08T14:25:06.464Z,2023-04-08T22:06:11Z,4172408957,213,5.4,4172408951,140,39.9,4172408947,3,,4172408953,141,79.4,4172408949,56,Back,4172408955,212,10.7,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270585,190,1,1,24,1,87coxipr6ls77tnlba3eselx0,0,39.8,79.3,2023-04-08T14:25:07.432Z,2023-04-08T22:06:12Z,4172408999,140,42.4,4172409003,212,5.8,4172409001,141,71.7,4172409005,213,5.2,4172408997,56,Back,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270643,186,1,1,24,4,ez46dadmx0virt38cgeq2n6pf,1,59.5,35.8,2023-04-08T14:25:10.349Z,2023-04-08T14:25:12Z,4172409375,212,5.2,4172409367,140,64.3,4172409365,56,Center,4172409371,141,37.6,4172409377,213,0.2,,,,,,,,,,d0ped35vke09xx92otkq63pm2,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270649,187,50,1,24,5,ez46dadmx0virt38cgeq2n6pf,1,32.4,68.6,2023-04-08T14:25:11.367Z,2023-04-08T22:06:25Z,4172409409,56,Back,4172414429,285,,4172414421,233,196,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271319,196,7,1,24,5,87coxipr6ls77tnlba3eselx0,1,67.6,31.4,2023-04-08T14:25:11.368Z,2023-04-08T22:06:27Z,4172414369,233,187,4172413003,56,Center,4172413005,286,,4174228753,383,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270681,191,49,1,24,6,87coxipr6ls77tnlba3eselx0,1,34.4,57,2023-04-08T14:25:13.168Z,2023-04-08T22:06:29Z,,,,,,,,,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270697,192,61,1,24,7,87coxipr6ls77tnlba3eselx0,1,37.4,51.3,2023-04-08T14:25:13.273Z,2023-04-08T22:06:38Z,4172409691,56,Back,,,,,,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270785,193,1,1,24,9,87coxipr6ls77tnlba3eselx0,1,45.9,54.2,2023-04-08T14:25:15.520Z,2023-04-08T22:06:42Z,4172410143,56,Right,4172410151,213,5.4,4172410145,140,67.5,4172410147,141,11.4,4172410149,212,36.9,4172410153,1,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270811,194,1,1,24,15,87coxipr6ls77tnlba3eselx0,0,82.2,8.6,2023-04-08T14:25:21.729Z,2023-04-08T22:06:51Z,4172410319,213,1.1,4174229337,224,,4172410307,2,,4172410311,56,Right,4174229339,20,,4172410317,212,7.0,4172410309,155,,4172410313,140,85.4,f48c8vds4wpfu9wl7is4y3sgl,S. Murray,,4172410315,141,,,,,,,17.7,,,,,,,,,,,,,,,,,,,
2530270851,188,61,1,24,16,ez46dadmx0virt38cgeq2n6pf,1,12.6,74.1,2023-04-08T14:25:23.180Z,2023-04-08T22:07:01Z,4172410529,56,Back,,,,,,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270875,189,6,1,24,20,ez46dadmx0virt38cgeq2n6pf,0,6.6,82.9,2023-04-08T14:25:26.328Z,2023-04-08T22:07:10Z,4172410669,73,,4172410641,56,Back,4172410737,233,195,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530270865,195,6,1,24,20,87coxipr6ls77tnlba3eselx0,1,93.4,17.1,2023-04-08T14:25:26.328Z,2023-04-08T14:26:10Z,4172410715,233,189,4172410593,56,Right,4172410595,75,,,,,,,,,,,,,,,,,f48c8vds4wpfu9wl7is4y3sgl,S. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271325,197,1,1,24,46,87coxipr6ls77tnlba3eselx0,0,99.9,0.7,2023-04-08T14:25:52.408Z,2023-04-08T22:07:05Z,4172415565,212,27.6,4172415563,141,39.2,4172415555,155,,4172415561,140,91.6,4172429461,223,,4172415567,213,1.9,4172415551,2,,4172415559,56,Center,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,4172415685,6,4174229703,72,,,,,,,,,,,,,,,,,,,,,,,,
2530271377,190,12,1,24,47,ez46dadmx0virt38cgeq2n6pf,1,8.4,48.8,2023-04-08T14:25:53.653Z,2023-04-08T22:07:15Z,4172413285,213,0.7,4172413283,212,2.8,4172413313,15,,4172413281,141,51.3,4172413279,140,10.5,4172413277,56,Back,,,,,,,744enw7o0c1i9a1b0qjihgjqh,Z. Rudden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271387,198,1,1,24,48,87coxipr6ls77tnlba3eselx0,0,85.4,45.4,2023-04-08T14:25:54.392Z,2023-04-08T22:07:20Z,4172413319,3,,4172413323,140,92.0,4172413325,141,41.5,4172413327,212,7.4,4172413329,213,5.9,4172413321,56,Center,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271411,191,8,1,24,49,ez46dadmx0virt38cgeq2n6pf,1,11.2,56.6,2023-04-08T14:25:56.076Z,2023-04-08T22:07:24Z,4174230095,385,,4172413445,56,Back,,,,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530308807,348,1,1,24,50,ez46dadmx0virt38cgeq2n6pf,1,21.7,59,2023-04-08T14:25:56.209Z,2023-04-08T22:07:41Z,4172605597,3,,4172605607,213,4.7,4172605601,140,21.4,4172605599,56,Back,4172605603,141,38.0,4172605605,212,14.3,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271447,192,49,1,24,51,ez46dadmx0virt38cgeq2n6pf,1,21.2,40.6,2023-04-08T14:25:57.501Z,2023-04-08T22:07:42Z,,,,,,,,,,,,,,,,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271511,193,1,1,24,52,ez46dadmx0virt38cgeq2n6pf,0,21.2,40.6,2023-04-08T14:25:59.005Z,2023-04-08T22:07:47Z,4172413929,196,,4172413921,155,,4172413945,212,48.0,4172413939,140,44.2,4172413943,141,100.0,4172413947,213,1.0,4172413949,1,,4172413935,56,Back,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271515,194,5,1,24,56,ez46dadmx0virt38cgeq2n6pf,0,45.4,101.6,2023-04-08T14:26:02.984Z,2023-04-08T14:29:14Z,4172413951,56,Back,4172413953,347,,4172414511,233,199,,,,,,,,,,,,,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271575,199,5,1,24,56,87coxipr6ls77tnlba3eselx0,1,54.6,-1.6,2023-04-08T14:26:02.984Z,2023-04-08T14:26:07Z,4172414323,347,,4172414465,233,194,4172414321,56,Right,,,,,,,,,,,,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271979,200,1,1,25,18,87coxipr6ls77tnlba3eselx0,1,56.3,0,2023-04-08T14:26:25.081Z,2023-04-08T14:26:29Z,4172416589,213,0.4,4172416581,56,Right,4172416579,107,,4172416591,1,,4172416587,212,22.2,4172416585,141,11.1,4172416583,140,75.7,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271983,201,50,1,25,22,87coxipr6ls77tnlba3eselx0,1,73.4,14.8,2023-04-08T14:26:28.976Z,2023-04-08T14:26:44Z,4172416617,56,Right,4172416619,286,,4172416835,233,195,,,,,,,,,,,,,,,,f48c8vds4wpfu9wl7is4y3sgl,S. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
