id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/17/value,qualifier/12/value,qualifier/18/value
2521362599,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-03-18T11:30:00.563Z,2023-03-18T13:34:14Z,4104370615,194,4kpf2eyjqmax3f676dmhh9e51,4104370607,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4104370605,30,"54u4k9lzcugph99091xt282j9, 4kpf2eyjqmax3f676dmhh9e51, 1o7uvhqqueh716napx4qpq99m, 90qai3k7otbuwrry224ki1f4l, dy1z4i2jsbeswei0ha2n39c5x, 8iwme9n9fhlu50yqm3pvtrd91, bzvr1umoce37zyxq8hvwu1lgp, 95pgrmkq8cn94eo5y26hp4s7p, 12vo1l1xngzwi7kndbnyzfbv9, 5p8y1fedi7alsnrdwg7lmw99l, 8vom1gwu040ty00c6ps3r2sph, 84qg8f7lr34fps859v324v4k5, 4omwvnw9p46nfg7by0amh2hh, 90ibgoec1k1npb1odsqwpfx1, 4lb16ginbppvud84mgwirvfth, 9weodc9tdqcm2dg6cg6wyx785, 60ahvhvx30iw7abq1hxrzd0wl, 4f2bppk56sa7dqgw652x0fzdh, 4bu8zoar377u6mvwfqf46rt62, 25vb30mtetefhp3ix26nlhx0q",4104370611,130,23,4104370613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104370609,59,"1, 2, 3, 4, 6, 26, 13, 14, 9, 30, 8, 7, 16, 18, 20, 23, 33, 37, 44, 71",4104370619,197,1995,4104370621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521362641,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-03-18T11:30:09.406Z,2023-03-18T12:36:42Z,4104370835,130,10,4104370837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104370833,59,"1, 22, 24, 52, 66, 16, 8, 27, 7, 9, 18, 2, 4, 5, 13, 17, 20, 21, 26, 38",4104370831,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4104370841,197,1981,4104370829,30,"4gxuw581mvfnr6qr3aobbjyt, a7p8w57m9ehh3wryxgd1oldzo, e7dz8u1uz579dl68v1p40fq7e, e4qmdsl4c7q79p01pggtwfpw5, bk1tvg8t79kbsmnf2i39or6c5, blmo7wrka5yrcckuu9owlwx5h, cl8lua6yep85vpl25pdi0wfzd, 5z0g3l4s56p11t3wgrpjhko9h, 6axbj3uylrbf0l29vj3vdmd3p, aiacgvdwjvt1te2ndnbk95lg5, kmyde3h3kx3tyx5b4m2oglt6, 5j7ekg9k304y36twun3me2w2d, 8qv2da4sxpuw4h44jm4dz2j85, 4y27uf869xrujogawxtl9q0a1, 6yr5rwfdnz02psz22acr43z6d, 4vnpdi15nazck2sywdgkve2cq, bmyfnz8nkem6q0oa2q0h3ioa2, 6fu85g3j2uvd7hxdoxk0p7ys5, 3sk52j2sm7jvmytofzefc5boq, 9785y6kolfs8e6yxbl7o4xzis",4104370843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104370839,194,4gxuw581mvfnr6qr3aobbjyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521405825,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-03-18T12:32:04.776Z,2023-03-18T17:47:12Z,4104583619,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521405817,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-03-18T12:32:04.776Z,2023-03-18T12:32:04Z,4104583591,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521405853,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,50,50,2023-03-18T12:32:04.839Z,2023-03-18T18:11:00Z,4104583737,56,Back,4104583747,279,S,4104583745,213,3.9,4104583741,141,38.8,4104583739,140,41.9,4104583743,212,11.4,4106863615,178,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521405899,4,1,1,0,3,cnnku8uihko7u4th0fms4pvg6,1,53.2,30,2023-03-18T12:32:08.039Z,2023-03-18T18:11:09Z,4104584003,56,Right,4106864465,178,,4104584011,213,4.7,4104584007,141,9.7,4104584009,212,13.8,4104584005,140,53.1,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521405955,5,1,1,0,7,cnnku8uihko7u4th0fms4pvg6,1,55,11.3,2023-03-18T12:32:11.937Z,2023-03-18T18:11:13Z,4104584191,56,Back,4104584201,141,27.4,4104584203,212,17.2,4104584197,140,42.4,4104584205,213,2.5,4106864941,178,,,,,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406011,6,1,1,0,10,cnnku8uihko7u4th0fms4pvg6,1,44.4,31.8,2023-03-18T12:32:15.593Z,2023-03-18T18:11:16Z,4104584537,56,Right,4106865241,178,,4104584545,213,5.2,4104584541,141,6.7,4104584543,212,19.7,4104584539,140,53.8,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406067,7,1,1,0,15,cnnku8uihko7u4th0fms4pvg6,1,56.4,7.6,2023-03-18T12:32:20.292Z,2023-03-18T18:11:43Z,4104584799,213,1.6,4104584801,1,,4104584791,56,Center,4104584793,140,56.4,4104584789,196,,4104584797,212,43.0,4104584795,141,70.8,4106867951,178,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406091,8,1,1,0,19,cnnku8uihko7u4th0fms4pvg6,1,56.5,76.7,2023-03-18T12:32:23.789Z,2023-03-18T18:11:46Z,4104584921,141,92.9,4106868191,178,,4104584929,213,0.9,4104584917,140,64.8,4104584915,56,Left,4104584925,212,14.0,,,,,,,8vom1gwu040ty00c6ps3r2sph,R. Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406181,9,1,1,0,20,cnnku8uihko7u4th0fms4pvg6,1,65.2,93.3,2023-03-18T12:32:25.393Z,2023-03-18T18:11:50Z,4104585325,141,92.1,4104585327,212,13.2,4106868513,178,,4104585329,213,3.2,4104585323,140,52.7,4104585321,56,Left,,,,,,,1o7uvhqqueh716napx4qpq99m,R. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406285,10,1,1,0,23,cnnku8uihko7u4th0fms4pvg6,1,46,91.5,2023-03-18T12:32:28.513Z,2023-03-18T18:11:57Z,4104585769,212,39.9,4104585757,56,Back,4104585761,140,37.6,4104585765,141,34.3,4104585771,213,4.5,4106869235,178,,4104585773,1,,,,,8vom1gwu040ty00c6ps3r2sph,R. Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406329,11,1,1,0,31,cnnku8uihko7u4th0fms4pvg6,1,44.3,35.5,2023-03-18T12:32:35.950Z,2023-03-18T18:12:02Z,4104586035,141,64.9,4104586037,212,20.0,4104586039,213,1.5,4106869737,178,,4104586031,56,Back,4104586033,140,45.4,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406361,12,1,1,0,34,cnnku8uihko7u4th0fms4pvg6,0,52.8,69.9,2023-03-18T12:32:39.697Z,2023-03-18T18:12:05Z,4104586187,155,,4104586195,212,50.2,4104586197,213,0.0,4104586189,56,Center,4104586193,141,70.6,4104586191,140,100.0,4106870035,178,,4104586199,1,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406367,3,5,1,0,38,759fhii7hsnldanli06j5jmf6,1,-1.1,28.5,2023-03-18T12:32:43.299Z,2023-03-18T18:12:08Z,4104586225,233,13,4104586207,56,Back,4104586209,346,,,,,,,,,,,,,,,,,kmyde3h3kx3tyx5b4m2oglt6,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406365,13,5,1,0,38,cnnku8uihko7u4th0fms4pvg6,0,101.1,71.5,2023-03-18T12:32:43.299Z,2023-03-18T18:12:09Z,4104586203,56,Center,4104586251,233,3,4104586205,346,,,,,,,,,,,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406881,4,1,1,1,10,759fhii7hsnldanli06j5jmf6,0,4.6,53.6,2023-03-18T12:33:14.908Z,2023-03-18T18:12:12Z,4104588907,140,54.6,4104588905,56,Right,4104588917,1,,4104588925,74,,4104588909,141,13.5,4104588903,124,,4104588913,213,5.8,4104588911,212,59.2,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406903,14,44,1,1,13,cnnku8uihko7u4th0fms4pvg6,1,44.8,81,2023-03-18T12:33:18.609Z,2023-03-18T19:24:14Z,4104589023,56,Back,4104589025,285,,4104589027,233,5,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406891,5,44,1,1,13,759fhii7hsnldanli06j5jmf6,0,55.2,19,2023-03-18T12:33:18.610Z,2023-03-18T18:12:17Z,4104588955,56,Right,4104588957,286,,4104589047,233,14,,,,,,,,,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406913,15,1,1,1,13,cnnku8uihko7u4th0fms4pvg6,0,44.3,75.6,2023-03-18T12:33:18.669Z,2023-03-18T19:24:15Z,4104589063,3,,4104589069,141,58.7,4106871331,388,,4104589071,212,12.1,4104589073,213,5.0,4104589067,140,47.9,4104589065,56,Back,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406949,6,1,1,1,15,759fhii7hsnldanli06j5jmf6,0,51.8,35.5,2023-03-18T12:33:20.204Z,2023-03-18T18:12:25Z,4104589257,212,29.7,4104589255,141,34.0,4104589259,213,6.2,4106871659,178,,4104589253,140,80.1,4104589249,155,,4104589251,56,Center,,,,kmyde3h3kx3tyx5b4m2oglt6,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521406965,16,59,1,1,19,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-03-18T12:33:24.386Z,2023-03-18T18:12:32Z,4104589327,56,Back,,,,,,,,,,,,,,,,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521863645,1093,67,1,1,19,cnnku8uihko7u4th0fms4pvg6,1,16.9,71.4,2023-03-18T12:33:24.431Z,2023-03-18T19:24:15Z,4106992763,233,543,,,,,,,,,,,,,,,,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521863641,543,67,1,1,19,759fhii7hsnldanli06j5jmf6,0,83.1,28.6,2023-03-18T12:33:24.432Z,2023-03-18T18:34:44Z,4106992819,233,1093,,,,,,,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521407043,17,12,1,1,19,cnnku8uihko7u4th0fms4pvg6,1,19.1,69.4,2023-03-18T12:33:24.480Z,2023-03-18T19:24:15Z,4104589695,140,62.2,4104589697,141,72.6,4104589701,213,0.0,4104589699,212,45.3,4106872569,178,,4104589693,56,Center,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521407039,7,1,1,1,23,759fhii7hsnldanli06j5jmf6,0,38.4,26.5,2023-03-18T12:33:27.866Z,2023-03-18T18:13:18Z,4104589647,3,,4104589655,212,16.9,4104589657,213,6.2,4106876847,388,,4104589651,140,54.5,4104589649,56,Center,4104589653,141,24.7,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
