id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value
2495543217,6,1,1,0,15,dvnjvad3p09dugr79gktlrtll,0,19.2,95.4,2023-01-07T15:02:35.562Z,2023-01-07T23:59:41Z,3968266737,213,5.3,3968266727,56,Back,3969397471,178,,3968266731,141,70.3,3968266735,212,20.2,3968266729,140,29.5,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543239,6,49,1,0,16,enzoyc121va61wtmjf4cm7p3d,1,71.5,32,2023-01-07T15:02:37.305Z,2023-01-07T23:59:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543323,7,1,1,0,16,enzoyc121va61wtmjf4cm7p3d,1,71.4,31.7,2023-01-07T15:02:37.342Z,2023-01-07T23:59:41Z,3968267175,213,6.1,3969397829,178,,3968267167,56,Center,3968267171,141,28.6,3968267169,140,84.3,3968267173,212,13.7,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543333,8,61,1,0,19,enzoyc121va61wtmjf4cm7p3d,0,83.4,38.8,2023-01-07T15:02:40.447Z,2023-01-07T23:59:40Z,3968267215,56,Center,3969399475,178,,,,,,,,,,,,,,,,,,,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543367,7,61,1,0,21,dvnjvad3p09dugr79gktlrtll,0,15.9,53.2,2023-01-07T15:02:41.875Z,2023-01-07T23:59:39Z,3968267375,56,Back,3969400381,178,,,,,,,,,,,,,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543355,9,61,1,0,21,enzoyc121va61wtmjf4cm7p3d,1,82.6,49.5,2023-01-07T15:02:42.162Z,2023-01-07T23:59:39Z,3969400629,178,,3968267317,56,Center,,,,,,,,,,,,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543415,8,1,1,0,23,dvnjvad3p09dugr79gktlrtll,0,20.1,54.6,2023-01-07T15:02:44.321Z,2023-01-07T23:59:38Z,3969400741,388,,3968267585,141,51.5,3968267589,213,5.1,3968267579,3,,3968267587,212,2.3,3968267581,56,Back,3968267583,140,20.9,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543453,10,1,1,0,25,enzoyc121va61wtmjf4cm7p3d,1,76.2,46.4,2023-01-07T15:02:45.657Z,2023-01-07T23:59:37Z,3968267773,212,6.2,3968267771,141,38.8,3968267769,140,72.9,3968267767,56,Center,3968267775,213,4.1,3969400951,178,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543487,11,1,1,0,26,enzoyc121va61wtmjf4cm7p3d,1,69.9,41.8,2023-01-07T15:02:47.364Z,2023-01-07T23:59:37Z,3969401159,178,,3968267949,56,Right,3968267955,212,24.3,3968267953,141,9.8,3968267951,140,59.6,3968267957,213,4.3,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543513,12,1,1,0,29,enzoyc121va61wtmjf4cm7p3d,0,58.8,7.9,2023-01-07T15:02:50.325Z,2023-01-07T23:59:36Z,3968268007,140,62.7,3968268011,212,4.1,3968268127,286,,3968268013,213,0.1,3968268121,236,,3968268123,233,9,3969401467,178,,3968268009,141,8.3,4rsnyz3019rgfjdil1zs024t1,J. Wright,3968268005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543533,9,74,1,0,30,dvnjvad3p09dugr79gktlrtll,1,39.7,94.9,2023-01-07T15:02:50.584Z,2023-01-07T23:59:36Z,3968268097,56,Back,3968268157,233,12,3968268099,285,,3969401931,389,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543543,10,5,1,0,30,dvnjvad3p09dugr79gktlrtll,0,38.4,102,2023-01-07T15:02:51.321Z,2023-01-07T20:06:57Z,3968271891,233,13,3968268173,347,,3968268171,56,Back,,,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544283,13,5,1,0,30,enzoyc121va61wtmjf4cm7p3d,1,61.6,-2,2023-01-07T15:02:51.321Z,2023-01-07T20:06:57Z,3968271831,347,,3968271851,233,10,3968271829,56,Right,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544307,14,1,1,1,7,enzoyc121va61wtmjf4cm7p3d,1,69.3,0,2023-01-07T15:03:28.440Z,2023-01-07T23:59:36Z,3968272003,140,69.9,3968272001,56,Right,3968271999,107,,3968272013,213,1.5,3968272009,212,8.2,3968272005,141,10.0,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544327,15,1,1,1,8,enzoyc121va61wtmjf4cm7p3d,1,71.3,13.9,2023-01-07T15:03:29.410Z,2023-01-07T23:59:35Z,3968272127,56,Right,3968272133,212,7.9,3968272131,141,2.6,3969402413,178,,3968272129,140,69.7,3968272135,213,4.5,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544401,16,1,1,1,9,enzoyc121va61wtmjf4cm7p3d,1,72,3.1,2023-01-07T15:03:30.466Z,2023-01-07T23:59:35Z,3968272581,212,30.9,3968272583,213,0.4,3968272579,141,21.8,3968272575,56,Center,3968272577,140,98.8,3969402579,178,,3968272573,155,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544459,17,61,1,1,13,enzoyc121va61wtmjf4cm7p3d,1,96.2,21.5,2023-01-07T15:03:33.825Z,2023-01-07T23:59:34Z,3969402831,178,,3968272867,56,Center,,,,,,,,,,,,,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544501,11,5,1,1,14,dvnjvad3p09dugr79gktlrtll,1,7.4,101.9,2023-01-07T15:03:35.261Z,2023-01-07T20:07:25Z,3968273103,347,,3968273137,233,18,3968273101,56,Back,,,,,,,,,,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544487,18,5,1,1,14,enzoyc121va61wtmjf4cm7p3d,0,92.6,-1.9,2023-01-07T15:03:35.261Z,2023-01-07T20:07:26Z,3968273001,347,,3968272999,56,Right,3968273143,233,11,,,,,,,,,,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544675,12,1,1,1,25,dvnjvad3p09dugr79gktlrtll,1,12,100,2023-01-07T15:03:46.059Z,2023-01-07T23:59:34Z,3968273991,56,Back,3968273993,140,12.1,3968273997,212,4.6,3968273995,141,95.0,3968273999,213,4.7,3968273989,107,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544699,13,1,1,1,26,dvnjvad3p09dugr79gktlrtll,1,14.8,91.8,2023-01-07T15:03:46.963Z,2023-01-07T23:59:33Z,3968274113,212,6.3,3968274107,56,Back,3968274111,141,98.0,3969403617,178,,3968274109,140,10.3,3968274115,213,2.4,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544721,14,1,1,1,28,dvnjvad3p09dugr79gktlrtll,1,10.6,96.1,2023-01-07T15:03:49.006Z,2023-01-07T23:59:32Z,3969403955,178,,3968274225,213,0.0,3968274219,140,15.5,3968274217,56,Back,3968274221,141,96.2,3968274223,212,5.1,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544747,15,1,1,1,29,dvnjvad3p09dugr79gktlrtll,1,15.7,98.2,2023-01-07T15:03:49.705Z,2023-01-07T23:59:32Z,3968274375,213,4.3,3968274367,56,Back,3968274373,212,5.8,3968274371,141,90.5,3969404159,178,,3968274369,140,13.3,3969404163,21,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544757,16,61,1,1,29,dvnjvad3p09dugr79gktlrtll,0,13.9,93.3,2023-01-07T15:03:50.401Z,2023-01-07T23:59:31Z,3969404603,178,,3968274411,56,Back,,,,,,,,,,,,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544765,19,49,1,1,31,enzoyc121va61wtmjf4cm7p3d,1,71.5,18.2,2023-01-07T15:03:51.979Z,2023-01-07T23:59:31Z,,,,,,,,,,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544789,20,1,1,1,32,enzoyc121va61wtmjf4cm7p3d,1,70.9,16.5,2023-01-07T15:03:52.854Z,2023-01-07T23:59:30Z,3968274551,140,61.9,3968274553,141,6.7,3968274557,213,3.8,3969405141,178,,3968274549,56,Right,3968274555,212,11.6,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544837,21,1,1,1,34,enzoyc121va61wtmjf4cm7p3d,0,66,2.8,2023-01-07T15:03:54.556Z,2023-01-07T23:59:29Z,3968274817,140,70.6,3969405345,178,,3968274821,212,5.7,3968274823,213,5.7,3968274819,141,0.0,3968274815,56,Right,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544935,17,5,1,1,34,dvnjvad3p09dugr79gktlrtll,1,28.5,101.6,2023-01-07T15:03:55.362Z,2023-01-07T20:08:28Z,3968275429,233,22,3968275331,347,,3968275329,56,Back,,,,,,,,,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495544839,22,5,1,1,34,enzoyc121va61wtmjf4cm7p3d,0,71.5,-1.6,2023-01-07T15:03:55.362Z,2023-01-07T20:08:29Z,3968275451,233,17,3968274833,347,,3968274831,56,Right,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545213,18,1,1,1,48,dvnjvad3p09dugr79gktlrtll,1,28.4,100,2023-01-07T15:04:08.941Z,2023-01-07T23:59:29Z,3968276775,212,5.9,3968276767,107,,3968276771,140,31.6,3968276769,56,Back,3968276773,141,94.4,3968276777,213,5.3,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545449,19,1,1,1,51,dvnjvad3p09dugr79gktlrtll,1,26.7,92.6,2023-01-07T15:04:11.962Z,2023-01-07T23:59:28Z,3968278017,213,3.4,3968278011,140,11.5,3968278013,141,87.1,3969406065,178,,3968278005,56,Back,3968278015,212,16.4,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545553,20,1,1,2,1,dvnjvad3p09dugr79gktlrtll,1,40.4,75.5,2023-01-07T15:04:21.796Z,2023-01-07T23:59:24Z,3968278627,212,7.4,3969406197,178,,3968278623,140,41.0,3968278621,56,Back,3968278629,213,1.5,3968278625,141,86.3,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545597,21,1,1,2,8,dvnjvad3p09dugr79gktlrtll,0,41.9,76.2,2023-01-07T15:04:28.675Z,2023-01-07T23:59:21Z,3969656993,1,,3968278835,141,90.0,3968278829,155,,3968278839,213,0.3,3969406373,178,,3968278837,212,33.3,3968278831,56,Left,3968278833,140,72.3,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545599,23,8,1,2,9,enzoyc121va61wtmjf4cm7p3d,1,32.7,14.3,2023-01-07T15:04:30.093Z,2023-01-07T23:59:20Z,3969126971,383,,3968278887,15,,3969406889,388,,3968278851,56,Back,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545703,24,49,1,2,13,enzoyc121va61wtmjf4cm7p3d,1,22.5,5.3,2023-01-07T15:04:34.044Z,2023-01-07T23:59:20Z,,,,,,,,,,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545781,25,1,1,2,14,enzoyc121va61wtmjf4cm7p3d,0,22,4.9,2023-01-07T15:04:34.953Z,2023-01-07T23:59:19Z,3968279817,141,20.9,3968279803,157,,3968279833,1,,3968279811,140,44.8,3968279823,212,26.3,3968279805,56,Back,3969407349,178,,3968279829,213,0.4,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545787,22,44,1,2,17,dvnjvad3p09dugr79gktlrtll,1,61.9,76.3,2023-01-07T15:04:37.669Z,2023-01-07T23:59:19Z,3968279853,56,Center,3968279927,233,26,3968279855,286,,,,,,,,,,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545797,26,44,1,2,17,enzoyc121va61wtmjf4cm7p3d,0,38.1,23.7,2023-01-07T15:04:37.670Z,2023-01-07T23:59:18Z,3968279917,56,Back,3968280009,233,22,3968279919,285,,,,,,,,,,,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545801,23,1,1,2,17,dvnjvad3p09dugr79gktlrtll,1,60.8,77.1,2023-01-07T15:04:37.719Z,2023-01-07T23:59:18Z,3968279937,56,Left,3969407751,388,,3968279947,212,6.3,3968279939,140,65.2,3968279943,141,83.3,3968279951,213,0.7,3968279935,3,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545865,25,49,1,2,19,dvnjvad3p09dugr79gktlrtll,1,67.8,87.4,2023-01-07T15:04:40.111Z,2023-01-07T23:59:17Z,,,,,,,,,,,,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545933,26,1,1,2,19,dvnjvad3p09dugr79gktlrtll,1,67.8,87.4,2023-01-07T15:04:40.138Z,2023-01-07T23:59:17Z,3968280679,140,70.8,3969408513,178,,3968280683,212,8.8,3968280681,141,75.3,3968280677,56,Center,3968280685,213,5.1,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545949,27,1,1,2,20,dvnjvad3p09dugr79gktlrtll,0,67.1,79,2023-01-07T15:04:41.033Z,2023-01-07T23:59:16Z,3969408825,178,,3968280775,213,2.2,3968280769,212,18.8,3968280765,141,100.0,3968280761,140,57.1,3968280755,56,Left,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545855,24,43,1,2,20,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-01-07T15:04:41.153Z,2023-01-07T16:02:36Z,3968280271,213,1.0,3968280269,212,8.6,3968280257,3,0,3968595179,144,1,3968280261,56,Left,3968280263,140,71.1,3968280267,141,88.9,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546335,27,5,1,2,24,enzoyc121va61wtmjf4cm7p3d,1,44.8,-1.7,2023-01-07T15:04:45.028Z,2023-01-07T20:10:40Z,3968282795,233,28,3968282761,347,,3968282759,56,Back,,,,,,,,,,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495545955,28,5,1,2,24,dvnjvad3p09dugr79gktlrtll,0,55.2,101.7,2023-01-07T15:04:45.028Z,2023-01-07T20:10:41Z,3968280785,347,,3968282823,233,27,3968280783,56,Left,,,,,,,,,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546393,28,1,1,2,47,enzoyc121va61wtmjf4cm7p3d,1,49.7,0,2023-01-07T15:05:07.577Z,2023-01-07T23:59:16Z,3968283061,212,20.0,3968283055,56,Right,3968283063,213,0.3,3968283059,141,6.1,3968283053,107,,3968283057,140,68.0,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546403,29,44,1,2,48,enzoyc121va61wtmjf4cm7p3d,1,69.6,2.7,2023-01-07T15:05:09.291Z,2023-01-07T23:59:15Z,3968283167,233,29,3968283115,286,,3968283113,56,Right,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495546407,29,44,1,2,48,dvnjvad3p09dugr79gktlrtll,0,30.4,97.3,2023-01-07T15:05:09.292Z,2023-01-07T23:59:15Z,3968283121,56,Back,3968283205,233,29,3968283123,285,,,,,,,,,,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
