id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2461038211,5,44,1,0,10,87coxipr6ls77tnlba3eselx0,0,70,80.9,2022-09-17T14:02:38.309Z,2022-09-17T20:36:45Z,3785736985,56,Left,3785737203,233,6,3785736987,286,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461038285,7,1,1,0,10,ez46dadmx0virt38cgeq2n6pf,1,30.4,24.1,2022-09-17T14:02:38.341Z,2022-09-18T06:57:14Z,3785737315,213,5.3,3785737303,3,,3785737311,212,10.3,3785737305,56,Back,3785737307,140,35.9,3785737309,141,11.6,3788102229,388,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461038355,8,1,1,0,12,ez46dadmx0virt38cgeq2n6pf,0,35.9,11.6,2022-09-17T14:02:40.114Z,2022-09-17T20:37:20Z,3788103733,178,,3785737651,212,5.5,3785737653,213,0.4,3785737645,56,Back,3785741467,157,,3785737649,141,14.7,3785741475,1,,3785737647,140,40.7,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461038385,6,1,1,0,14,87coxipr6ls77tnlba3eselx0,0,57.1,83,2022-09-17T14:02:41.858Z,2022-09-17T20:37:25Z,3785737821,212,26.7,3785737823,213,0.2,3785737813,155,,3785737815,56,Left,3788103961,178,,3785737817,140,82.2,3785737819,141,89.4,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461038461,9,12,1,0,17,ez46dadmx0virt38cgeq2n6pf,1,21.1,11.1,2022-09-17T14:02:44.809Z,2022-09-17T20:37:35Z,3785738325,167,,3788104453,388,,3785738201,213,5.0,3785738193,56,Back,3785738199,212,9.2,3785738249,15,,3785738197,141,0.0,3785738195,140,23.2,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461038527,7,5,1,0,18,87coxipr6ls77tnlba3eselx0,1,77.6,101.7,2022-09-17T14:02:45.750Z,2022-09-17T20:37:46Z,3785738607,233,10,3785738551,56,Left,3785738553,347,,,,,,,,,,,,,,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461038475,10,5,1,0,18,ez46dadmx0virt38cgeq2n6pf,0,22.4,-1.7,2022-09-17T14:02:45.750Z,2022-09-17T20:37:46Z,3785738665,233,7,3785738303,56,Back,3785738305,347,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039381,8,1,1,0,45,87coxipr6ls77tnlba3eselx0,0,81.5,100,2022-09-17T14:03:13.170Z,2022-09-17T20:37:53Z,3785742775,212,30.4,3785742769,56,Center,3785742777,213,4.9,3785742767,107,,3785742779,1,,3785742773,141,57.5,3785742771,140,86.1,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039519,11,12,1,0,48,ez46dadmx0virt38cgeq2n6pf,1,9.5,40.4,2022-09-17T14:03:15.529Z,2022-09-17T20:38:08Z,3788106621,388,,3785743473,140,28.1,3785743471,56,Back,3785743479,213,0.6,3785743477,212,23.0,3785756385,15,,3785743475,141,58.4,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040285,12,12,1,0,49,ez46dadmx0virt38cgeq2n6pf,1,28,58.4,2022-09-17T14:03:16.516Z,2022-09-17T20:38:19Z,3785747167,56,Center,3785747169,140,65.6,3785747175,213,6.1,3788107193,178,,3785747173,212,39.9,3785747171,141,50.0,,,,,,,cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040139,9,1,1,0,53,87coxipr6ls77tnlba3eselx0,1,41.6,51.8,2022-09-17T14:03:21.050Z,2022-09-17T20:38:26Z,3785746401,141,46.9,3785746403,212,25.6,3788107519,178,,3785746399,140,17.4,3785746397,56,Back,3785746405,213,3.3,,,,,,,a0d1koufzrtx0jcsw09ibtbyt,J. Tillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040273,10,1,1,1,6,87coxipr6ls77tnlba3eselx0,0,22.3,38.5,2022-09-17T14:03:34.251Z,2022-09-17T20:38:31Z,3785747093,1,,3785747081,140,66.6,3785747077,56,Center,3785747085,141,77.9,3788107727,178,,3785747073,155,,3785747087,212,53.7,3785747089,213,0.5,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040481,13,1,1,1,9,ez46dadmx0virt38cgeq2n6pf,0,38.3,17.1,2022-09-17T14:03:36.991Z,2022-09-17T20:38:41Z,3785748127,140,43.2,3785748125,56,Back,3785748133,212,11.1,3785748131,141,31.5,3788108379,388,,3785748137,213,1.1,3785748121,3,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040545,11,1,1,1,14,87coxipr6ls77tnlba3eselx0,1,55.1,96.2,2022-09-17T14:03:41.471Z,2022-09-17T20:38:51Z,3785748505,213,6.2,3785748503,212,13.5,3785748501,141,94.1,3788108975,178,,3785748497,56,Left,3785748499,140,67.9,,,,,,,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040573,12,1,1,1,15,87coxipr6ls77tnlba3eselx0,0,67.9,94.1,2022-09-17T14:03:43.327Z,2022-09-17T20:50:38Z,3785748643,212,5.1,3785748633,56,Left,3785748645,213,4.0,3785748639,141,88.3,3788142441,178,,3785748635,140,64.8,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040581,14,61,1,1,16,ez46dadmx0virt38cgeq2n6pf,1,36.1,10.1,2022-09-17T14:03:43.598Z,2022-09-17T20:50:52Z,3788143025,178,,3785748663,56,Back,,,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040753,13,1,1,1,17,87coxipr6ls77tnlba3eselx0,1,63.9,88.7,2022-09-17T14:03:44.964Z,2022-09-17T20:51:00Z,3785749395,56,Left,3785749397,140,64.0,3785749399,141,80.2,3785749403,213,4.7,3785749401,212,5.8,3788143389,178,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040873,14,1,1,1,18,87coxipr6ls77tnlba3eselx0,1,64,80.2,2022-09-17T14:03:46.374Z,2022-09-17T20:51:07Z,3785749991,141,69.9,3785749993,212,13.2,3788143719,178,,3785749995,213,5.7,3785749989,140,74.6,3785749987,56,Center,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040881,15,4,1,1,20,87coxipr6ls77tnlba3eselx0,1,73.4,67.9,2022-09-17T14:03:47.621Z,2022-09-17T20:51:15Z,3785750017,265,,3785750019,286,,3785750015,152,,3785750013,56,Center,3785750463,233,15,3785750011,13,,,,,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040941,15,4,1,1,20,ez46dadmx0virt38cgeq2n6pf,0,26.6,32.1,2022-09-17T14:03:47.622Z,2022-09-17T20:51:15Z,3785750555,233,15,3785750353,13,,3785750357,152,,3785750359,265,,3785750361,285,,3785750355,56,Back,3788144213,178,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043379,16,15,1,2,28,87coxipr6ls77tnlba3eselx0,1,74.9,68.4,2022-09-17T14:04:55.537Z,2022-09-17T20:51:24Z,3785764921,233,16,3785763131,18,,3785765799,147,63,3785764869,82,,3785765789,102,49.7,3785763135,56,Center,3785763129,26,,3785765791,103,19,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,3785765805,231,51.4,3785765793,458,3785764861,20,3785765787,78,3788144801,178,3785765803,230,98.5,3785765795,146,82.1,,,,,,,,,,,,,,
2461043391,16,10,1,2,28,ez46dadmx0virt38cgeq2n6pf,1,13.9,33.6,2022-09-17T14:04:55.888Z,2022-09-17T20:51:31Z,3785764973,233,16,3788145165,15,,3785763179,56,Back,3785763341,239,,3788145163,388,,3785763173,94,,,,,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044095,17,5,1,2,34,ez46dadmx0virt38cgeq2n6pf,0,19.1,101.2,2022-09-17T14:05:02.214Z,2022-09-17T20:51:39Z,3785766711,56,Back,3785766713,347,,3785780105,233,17,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043717,17,5,1,2,34,87coxipr6ls77tnlba3eselx0,1,80.9,-1.2,2022-09-17T14:05:02.214Z,2022-09-17T20:51:39Z,3785780043,233,17,3785764827,56,Right,3785764829,347,,,,,,,,,,,,,,,,,eue5o5hcml60dtt61qku5jcut,B. Purrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044611,18,1,1,2,55,87coxipr6ls77tnlba3eselx0,0,83.7,0,2022-09-17T14:05:23.001Z,2022-09-17T20:51:50Z,3785769245,140,89.7,3785769247,141,39.1,3785769249,212,28.4,3785769243,56,Center,3785769241,107,,3785769253,1,,3785769251,213,1.3,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461046889,23,44,1,2,57,ez46dadmx0virt38cgeq2n6pf,1,10.6,58,2022-09-17T14:05:25.157Z,2022-09-18T06:57:14Z,3785780903,56,Back,3785782545,233,19,3785780905,285,,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044689,19,44,1,2,57,87coxipr6ls77tnlba3eselx0,0,89.4,42,2022-09-17T14:05:25.158Z,2022-09-17T20:51:57Z,3785769625,56,Center,3785781833,286,,3785782567,233,23,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044665,18,12,1,2,57,ez46dadmx0virt38cgeq2n6pf,1,9.9,49.4,2022-09-17T14:05:25.202Z,2022-09-18T06:57:14Z,3785769481,56,Back,3785769483,140,13.6,3788146679,388,,3785769485,141,32.5,3785769489,213,5.0,3785769567,15,,3785769487,212,12.1,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044919,20,1,1,3,1,87coxipr6ls77tnlba3eselx0,1,88.1,86.2,2022-09-17T14:05:29.284Z,2022-09-17T20:52:12Z,3785770785,56,Left,3785770789,141,85.9,3785770787,140,81.5,3788146989,178,,3785770791,212,6.9,3785770793,213,3.2,,,,,,,7q6h161f7gcqnpy07x80hbpck,W. Akio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044937,21,3,1,3,3,87coxipr6ls77tnlba3eselx0,0,89.8,83.4,2022-09-17T14:05:31.289Z,2022-09-17T20:52:40Z,3785770889,56,Left,3788148461,178,,3787295415,465,,3785773117,233,19,3785770893,286,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044955,19,7,1,3,5,ez46dadmx0virt38cgeq2n6pf,1,10.2,16.6,2022-09-17T14:05:33.127Z,2022-09-17T20:52:47Z,3785770997,56,Back,3788148817,389,,3785770999,285,,3785773069,233,21,3785770995,167,,3787295163,385,,,,,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044959,20,6,1,3,7,ez46dadmx0virt38cgeq2n6pf,0,0,7.4,2022-09-17T14:05:34.626Z,2022-09-17T20:52:56Z,3785771105,73,,3785771009,56,Back,3785771457,233,22,,,,,,,,,,,,,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045013,22,6,1,3,7,87coxipr6ls77tnlba3eselx0,1,100,92.6,2022-09-17T14:05:34.626Z,2022-09-17T20:52:56Z,3785771299,73,,3785771399,233,20,3785771297,56,Left,,,,,,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045541,23,1,1,3,19,87coxipr6ls77tnlba3eselx0,0,99.5,99.5,2022-09-17T14:05:46.463Z,2022-09-17T20:53:02Z,3785774085,140,96.1,3785774089,212,27.1,3785774087,141,60.0,3785774081,6,,3785774083,56,Center,3785774091,213,4.6,3788149571,178,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461046053,21,12,1,3,20,ez46dadmx0virt38cgeq2n6pf,1,4.7,33.6,2022-09-17T14:05:47.961Z,2022-09-17T20:53:09Z,3785776611,213,5.8,3785776605,140,7.8,3785776607,141,31.3,3785776599,56,Back,3785776609,212,3.6,3788149817,178,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045615,24,61,1,3,20,87coxipr6ls77tnlba3eselx0,1,94,71.2,2022-09-17T14:05:48.151Z,2022-09-17T20:53:17Z,3788150243,388,,3788150241,21,,3785774425,56,Center,,,,,,,,,,,,,,,,eue5o5hcml60dtt61qku5jcut,B. Purrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045759,25,1,1,3,24,87coxipr6ls77tnlba3eselx0,1,91.4,87.1,2022-09-17T14:05:51.582Z,2022-09-17T20:53:28Z,3788150601,178,,3785775175,213,5.0,3785775167,56,Center,3785775169,140,94.9,3785775173,212,14.0,3785775171,141,67.2,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461686243,1333,83,1,3,26,ez46dadmx0virt38cgeq2n6pf,1,6.9,29.7,2022-09-17T14:05:53.611Z,2022-09-18T05:45:04Z,3789238993,399,165604,,,,,,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045983,26,1,1,3,27,87coxipr6ls77tnlba3eselx0,1,93.9,77.6,2022-09-17T14:05:54.762Z,2022-09-17T20:53:33Z,3785776269,56,Left,3785776277,141,93.3,3785776283,213,1.7,3785776281,212,10.8,3788151053,178,,3785776273,140,92.3,,,,,,,eue5o5hcml60dtt61qku5jcut,B. Purrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461665215,1128,43,1,3,29,87coxipr6ls77tnlba3eselx0,1,0,0,2022-09-17T14:05:57.201Z,2022-09-18T04:38:30Z,3789161273,144,82,3789161197,178,0,,,,,,,,,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461046151,27,61,1,3,31,87coxipr6ls77tnlba3eselx0,0,97.5,86.6,2022-09-17T14:05:58.697Z,2022-09-17T20:53:46Z,3788151561,178,,3785777057,56,Left,,,,,,,,,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461046059,22,5,1,3,31,ez46dadmx0virt38cgeq2n6pf,1,-0.6,16.2,2022-09-17T14:05:58.764Z,2022-09-17T20:54:00Z,3785777399,233,28,3785776647,346,,3785776645,56,Back,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461046187,28,5,1,3,31,87coxipr6ls77tnlba3eselx0,0,100.6,83.8,2022-09-17T14:05:58.764Z,2022-09-17T20:54:00Z,3785777435,233,22,3785777247,346,,3785777245,56,Left,,,,,,,,,,,,,,,,d2dqd11a9koizwjaq93n4npt6,K. Olaigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461047341,24,1,1,4,0,ez46dadmx0virt38cgeq2n6pf,0,2.8,41.8,2022-09-17T14:06:27.703Z,2022-09-17T20:54:03Z,3785783011,74,,3785783005,213,0.0,3785783007,1,,3785782995,124,,3785783001,141,44.6,3785783003,212,50.2,3785782999,140,50.6,3785782997,56,Center,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461047365,29,44,1,4,2,87coxipr6ls77tnlba3eselx0,1,45.8,52,2022-09-17T14:06:30.344Z,2022-09-18T06:57:15Z,3785783229,233,25,3785783165,285,,3785783163,56,Back,,,,,,,,,,,,,,,,a0d1koufzrtx0jcsw09ibtbyt,J. Tillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461047353,25,44,1,4,2,ez46dadmx0virt38cgeq2n6pf,0,54.2,48,2022-09-17T14:06:30.345Z,2022-09-17T20:54:12Z,3785783103,286,,3785783101,56,Center,3785783377,233,29,,,,,,,,,,,,,,,,cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461047387,30,1,1,4,2,87coxipr6ls77tnlba3eselx0,1,42.2,48.9,2022-09-17T14:06:30.390Z,2022-09-18T06:57:15Z,3788152757,388,,3785783309,141,47.6,3785783303,3,,3785783307,140,52.8,3785783305,56,Center,3785783313,213,6.2,3785783311,212,11.2,,,,a0d1koufzrtx0jcsw09ibtbyt,J. Tillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461047457,31,61,1,4,3,87coxipr6ls77tnlba3eselx0,1,51.2,44.6,2022-09-17T14:06:31.158Z,2022-09-17T20:54:32Z,3785783595,56,Center,3788153169,178,,,,,,,,,,,,,,,,,,,,7q6h161f7gcqnpy07x80hbpck,W. Akio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
