id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/17/value
2493067619,7,1,1,0,19,c9ky1957qli8v2lylfga7io8b,0,96.7,13.4,2022-12-24T14:02:06.273Z,2022-12-24T18:52:44Z,3955181269,2,,3955181281,213,1.9,3955181275,140,96.5,3955343891,224,,3955181271,155,,3955181431,233,5,3955429753,178,,3955181429,236,,89df7o58mynvgjs0xlq4zh71l,K. Magennis,3955181435,286,3955343893,20,3955181277,141,14.3,3955181273,56,Right,3955181279,212,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067639,5,12,1,0,19,besu5lkqmra07drq1czpr0tk4,1,10.4,86.9,2022-12-24T14:02:06.451Z,2022-12-24T18:52:53Z,3955181387,185,,3955181389,56,Back,3955429801,178,,3955181441,233,7,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493114771,1000,67,1,0,22,c9ky1957qli8v2lylfga7io8b,1,97.2,15.4,2022-12-24T14:02:08.671Z,2022-12-24T23:45:41Z,3955437817,233,597,,,,,,,,,,,,,,,,,,,,,,89df7o58mynvgjs0xlq4zh71l,K. Magennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493114769,597,67,1,0,22,besu5lkqmra07drq1czpr0tk4,0,2.8,84.6,2022-12-24T14:02:08.672Z,2022-12-24T19:36:42Z,3955437821,233,1000,,,,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067657,8,1,1,0,22,c9ky1957qli8v2lylfga7io8b,1,97.6,15.9,2022-12-24T14:02:08.714Z,2022-12-24T23:45:42Z,3955181505,212,3.6,3955181501,140,94.3,3955429821,178,,3955181507,213,3.4,3955181499,56,Right,3955181503,141,14.4,,,,,,,89df7o58mynvgjs0xlq4zh71l,K. Magennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067673,9,1,1,0,23,c9ky1957qli8v2lylfga7io8b,1,93.7,13.1,2022-12-24T14:02:10.259Z,2022-12-24T18:53:01Z,3955181633,141,5.6,3955181637,213,3.7,3955429849,178,,3955181631,140,86.5,3955181629,56,Right,3955181635,212,9.1,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067691,10,1,1,0,27,c9ky1957qli8v2lylfga7io8b,1,84.4,5,2022-12-24T14:02:13.967Z,2022-12-24T18:53:09Z,3955181735,213,5.9,3955181729,140,87.0,3955181731,141,3.4,3955429873,178,,3955181727,56,Right,3955181733,212,2.9,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067699,11,1,1,0,29,c9ky1957qli8v2lylfga7io8b,0,86.8,3.8,2022-12-24T14:02:15.672Z,2022-12-24T18:53:12Z,3955181797,141,7.5,3955429883,178,,3955181801,213,1.2,3955181799,212,2.7,3955181791,56,Right,3955181795,140,87.8,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067703,6,61,1,0,29,besu5lkqmra07drq1czpr0tk4,1,13.6,90.6,2022-12-24T14:02:15.713Z,2022-12-24T18:53:35Z,3955181813,56,Back,3955429959,178,,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067709,7,52,1,0,31,besu5lkqmra07drq1czpr0tk4,1,9.5,68.7,2022-12-24T14:02:17.958Z,2022-12-24T18:53:40Z,3955429985,389,,3955344443,376,,,,,,,,,,,,,,,,,,,,6xxz0du2vvp6farrdvs02e8k5,I. Konovalov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067839,8,1,1,0,49,besu5lkqmra07drq1czpr0tk4,1,12.8,51.3,2022-12-24T14:02:35.520Z,2022-12-24T18:53:44Z,3955182573,212,20.2,3955183567,189,,3955182569,140,25.2,3955429999,178,,3955182571,141,74.0,3955183435,123,,3955182567,56,Back,3955182575,213,0.9,6xxz0du2vvp6farrdvs02e8k5,I. Konovalov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067869,11,1,1,0,53,besu5lkqmra07drq1czpr0tk4,1,18.7,74.2,2022-12-24T14:02:40.422Z,2022-12-24T18:53:45Z,3955182787,56,Back,3955430015,178,,3955184989,189,,3955182793,212,24.0,3955182789,140,36.5,3955182795,213,0.7,3955182791,141,96.4,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067847,9,1,1,0,55,besu5lkqmra07drq1czpr0tk4,1,43.2,96.6,2022-12-24T14:02:41.952Z,2022-12-24T18:53:48Z,3955182621,140,28.0,3955182625,212,18.5,3955182627,213,3.7,3955182619,56,Back,3955182623,141,82.9,3955430031,178,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067865,10,1,1,0,58,besu5lkqmra07drq1czpr0tk4,1,27.9,80.9,2022-12-24T14:02:44.804Z,2022-12-24T18:54:07Z,3955182741,140,39.7,3955182745,212,15.3,3955182743,141,94.1,3955430113,178,,3955182747,213,0.6,3955182739,56,Back,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067881,12,1,1,1,2,besu5lkqmra07drq1czpr0tk4,1,9,64.6,2022-12-24T14:02:49.244Z,2022-12-24T18:54:10Z,3955182889,213,1.2,3955182881,56,Back,3955182885,141,88.6,3955182887,212,17.5,3955430129,178,,3955182883,140,15.0,,,,,,,6xxz0du2vvp6farrdvs02e8k5,I. Konovalov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067899,13,1,1,1,5,besu5lkqmra07drq1czpr0tk4,0,15.2,90.5,2022-12-24T14:02:52.053Z,2022-12-24T18:54:14Z,3955182973,56,Back,3955182981,213,0.0,3955182977,141,91.7,3955430135,178,,3955182971,155,,3955182979,212,29.8,3955182975,140,43.6,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067917,12,1,1,1,7,c9ky1957qli8v2lylfga7io8b,0,52.1,9.2,2022-12-24T14:02:54.346Z,2022-12-24T18:54:39Z,3955430355,388,,3955183063,212,10.1,3955183061,141,13.5,3955183055,3,,3955183059,140,61.3,3955183057,56,Right,3955183065,213,0.3,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067971,14,1,1,1,9,besu5lkqmra07drq1czpr0tk4,0,36.5,83.5,2022-12-24T14:02:55.908Z,2022-12-24T18:54:43Z,3955183335,141,78.8,3955183331,56,Center,3955183329,155,,3955183339,213,6.2,3955183333,140,65.7,3955430395,178,,3955183337,212,30.8,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067981,14,49,1,1,13,c9ky1957qli8v2lylfga7io8b,1,28.3,11.9,2022-12-24T14:02:59.801Z,2022-12-24T18:54:54Z,,,,,,,,,,,,,,,,,,,,,,,,,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067955,13,4,1,1,14,c9ky1957qli8v2lylfga7io8b,1,31.3,16.6,2022-12-24T14:03:01.192Z,2022-12-24T18:55:14Z,3955183241,285,,3955183357,233,15,3955183233,13,,3955183237,152,,3955183235,56,Back,3955183507,294,,,,,,,,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493067973,15,4,1,1,14,besu5lkqmra07drq1czpr0tk4,0,68.7,83.4,2022-12-24T14:03:01.193Z,2022-12-24T18:55:13Z,3955183373,233,13,3955183351,56,Left,3955183377,286,,3955183349,294,,3955430539,178,,3955183353,152,,3955183347,13,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068037,15,1,1,1,26,c9ky1957qli8v2lylfga7io8b,1,28.3,11.9,2022-12-24T14:03:12.893Z,2022-12-24T18:55:23Z,3955183687,152,,3955183683,155,,3955183721,189,,3955183689,56,Back,3955183695,212,50.2,3955183691,140,37.3,3955183697,213,1.4,3955183693,141,84.4,cx021j1n37kzienjdgd9qndka,R. Bushiri,3955430601,178,3955183681,5,3955183699,1,,3955183685,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068073,16,1,1,1,32,c9ky1957qli8v2lylfga7io8b,1,36.9,88.9,2022-12-24T14:03:19.055Z,2022-12-24T18:55:29Z,3955183869,212,8.8,3955430619,178,,3955183865,140,34.7,3955183867,141,76.4,3955183863,56,Back,3955183871,213,4.4,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068095,17,1,1,1,33,c9ky1957qli8v2lylfga7io8b,1,34.7,76.4,2022-12-24T14:03:20.372Z,2022-12-24T18:55:32Z,3955430655,178,,3955183957,213,2.8,3955183953,141,80.2,3955183955,212,8.1,3955183949,56,Back,3955183951,140,27.4,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068109,18,1,1,1,39,c9ky1957qli8v2lylfga7io8b,1,33.4,83.6,2022-12-24T14:03:26.114Z,2022-12-24T18:55:36Z,3955184029,56,Center,3955184039,213,5.7,3955430681,178,,3955184035,141,59.4,3955184025,155,,3955184037,212,29.5,3955184033,140,56.7,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068111,19,1,1,1,41,c9ky1957qli8v2lylfga7io8b,1,56.7,59.4,2022-12-24T14:03:27.929Z,2022-12-24T18:55:46Z,3955184043,56,Center,3955184047,141,67.5,3955430745,388,,3955430747,21,,3955184049,212,6.3,3955184045,140,53.8,3955184051,213,2.1,,,,4w3ipvncxgip8rxi2sf0l971l,K. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068131,20,1,1,1,42,c9ky1957qli8v2lylfga7io8b,1,53.8,67.5,2022-12-24T14:03:29.190Z,2022-12-24T18:55:55Z,3955430783,178,,3955184157,141,7.4,3955184153,56,Right,3955184163,1,,3955184159,212,51.5,3955184151,196,,3955184155,140,83.7,3955184161,213,5.4,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068135,21,3,1,1,48,c9ky1957qli8v2lylfga7io8b,0,86.4,10.9,2022-12-24T14:03:35.202Z,2022-12-24T18:56:03Z,3955184171,56,Right,3955184187,211,,3955345641,464,,3955184173,286,,3955430849,178,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068139,16,49,1,1,50,besu5lkqmra07drq1czpr0tk4,1,20.4,86.3,2022-12-24T14:03:36.798Z,2022-12-24T18:56:25Z,,,,,,,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068153,17,1,1,1,51,besu5lkqmra07drq1czpr0tk4,1,22.7,84.2,2022-12-24T14:03:38.214Z,2022-12-24T18:56:30Z,3955184281,141,90.2,3955184277,56,Back,3955184285,213,2.8,3955430997,178,,3955184283,212,13.5,3955184279,140,10.4,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068161,18,1,1,1,54,besu5lkqmra07drq1czpr0tk4,0,10.6,87.7,2022-12-24T14:03:40.766Z,2022-12-24T18:57:04Z,3955184341,212,38.8,3955184337,140,45.9,3955184345,1,,3955431243,178,,3955184333,155,,3955184343,213,6.0,3955184335,56,Back,3955184339,141,70.8,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068181,22,1,1,1,56,c9ky1957qli8v2lylfga7io8b,0,58.3,29.2,2022-12-24T14:03:42.483Z,2022-12-24T18:57:18Z,3955184439,56,Center,3955184443,141,25.8,3955184447,213,6.0,3955184445,212,9.1,3955184437,3,,3955431311,178,,3955184441,140,66.7,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068173,19,8,1,1,57,besu5lkqmra07drq1czpr0tk4,1,36.4,79.1,2022-12-24T14:03:43.932Z,2022-12-24T18:57:22Z,3955431359,388,,3955184403,56,Back,3955346065,384,,3955184435,15,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068189,20,49,1,1,59,besu5lkqmra07drq1czpr0tk4,1,35.3,52.4,2022-12-24T14:03:45.730Z,2022-12-24T18:57:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068209,21,3,1,2,4,besu5lkqmra07drq1czpr0tk4,0,55.5,31.7,2022-12-24T14:03:50.571Z,2022-12-24T18:57:35Z,3955184579,286,,3955346229,465,,3955184577,56,Center,3955431447,178,,3955184747,233,23,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068243,23,7,1,2,4,c9ky1957qli8v2lylfga7io8b,1,44.5,68.3,2022-12-24T14:03:50.609Z,2022-12-24T18:57:40Z,3955184719,56,Back,3955431495,178,,3955184723,285,,3955346445,384,,3955184743,233,21,,,,,,,,,,atx6lc3lltktph9wnqv5oihg5,L. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068245,24,49,1,2,5,c9ky1957qli8v2lylfga7io8b,1,44.6,86,2022-12-24T14:03:51.886Z,2022-12-24T18:57:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068301,25,1,1,2,5,c9ky1957qli8v2lylfga7io8b,1,43.7,88.4,2022-12-24T14:03:52.223Z,2022-12-24T18:57:52Z,3955185027,212,21.9,3955185023,140,23.2,3955185029,213,3.0,3955431549,178,,3955185021,56,Back,3955185025,141,94.1,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068325,26,1,1,2,14,c9ky1957qli8v2lylfga7io8b,1,22.3,85.9,2022-12-24T14:04:00.885Z,2022-12-24T18:57:56Z,3955185147,140,8.2,3955431557,178,,3955185153,213,4.1,3955185149,141,51.8,3955185145,56,Back,3955185151,212,27.5,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068351,27,1,1,2,17,c9ky1957qli8v2lylfga7io8b,1,9.1,49.1,2022-12-24T14:04:04.258Z,2022-12-24T18:58:02Z,3955185311,56,Back,3955185319,213,5.3,3955185315,141,10.4,3955431579,178,,3955185313,140,26.1,3955185317,212,31.8,,,,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068371,28,1,1,2,24,c9ky1957qli8v2lylfga7io8b,1,40.1,10.7,2022-12-24T14:04:11.068Z,2022-12-24T18:58:05Z,3955185405,141,25.9,3955185401,56,Center,3955431593,178,,3955185409,213,0.6,3955185403,140,54.4,3955185407,212,18.2,,,,,,,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068373,29,61,1,2,25,c9ky1957qli8v2lylfga7io8b,0,54.5,25.9,2022-12-24T14:04:11.713Z,2022-12-24T18:58:09Z,3955185413,56,Center,3955431659,178,,,,,,,,,,,,,,,,,,,,89df7o58mynvgjs0xlq4zh71l,K. Magennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068375,22,49,1,2,26,besu5lkqmra07drq1czpr0tk4,1,60,71.4,2022-12-24T14:04:12.786Z,2022-12-24T18:58:13Z,,,,,,,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493068399,23,1,1,2,29,besu5lkqmra07drq1czpr0tk4,1,54.9,76.4,2022-12-24T14:04:16.348Z,2022-12-24T18:58:21Z,3955185547,140,59.6,3955185553,213,1.0,3955431717,178,,3955185549,141,87.2,3955185545,56,Left,3955185551,212,8.8,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
