id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/15/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2515071491,6,5,1,0,19,759fhii7hsnldanli06j5jmf6,1,-1.4,17.3,2023-03-04T15:01:33.708Z,2023-03-05T06:40:46Z,4071019037,233,8,4071018983,56,Back,4071018985,346,,,,,,,,,,,,,,,,,a7p8w57m9ehh3wryxgd1oldzo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071463,8,5,1,0,19,87coxipr6ls77tnlba3eselx0,0,101.4,82.7,2023-03-04T15:01:33.708Z,2023-03-05T06:40:47Z,4071018833,346,,4071019095,233,6,4071018831,56,Left,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073103,7,1,1,0,59,759fhii7hsnldanli06j5jmf6,0,4.8,52.2,2023-03-04T15:02:14.042Z,2023-03-05T06:40:50Z,4071026291,141,79.7,4071026295,213,0.3,4071026289,140,58.4,4071026297,1,,4071026299,74,,4071026287,56,Left,4071026285,124,,4071026293,212,59.3,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073163,9,1,1,1,3,87coxipr6ls77tnlba3eselx0,1,35.8,15.3,2023-03-04T15:02:17.972Z,2023-03-05T06:40:55Z,4071026565,3,,4071026573,141,19.4,4071026575,212,20.8,4071026569,56,Right,4074462095,388,,4071026571,140,55.4,4071026577,213,0.1,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073217,10,1,1,1,4,87coxipr6ls77tnlba3eselx0,1,57.8,19.4,2023-03-04T15:02:19.421Z,2023-03-05T06:41:01Z,4071026861,213,6.0,4071026847,3,,4074462153,388,,4071026857,212,23.7,4071026849,56,Right,4071026851,140,79.5,4071026855,141,9.7,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073231,11,49,1,1,7,87coxipr6ls77tnlba3eselx0,1,84.3,7.6,2023-03-04T15:02:22.241Z,2023-03-05T06:41:03Z,,,,,,,,,,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515739845,755,83,1,1,9,759fhii7hsnldanli06j5jmf6,1,15.8,96,2023-03-04T15:02:24.267Z,2023-03-05T08:48:51Z,4074582817,399,159036,,,,,,,,,,,,,,,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073389,12,3,1,1,10,87coxipr6ls77tnlba3eselx0,0,85.4,3.3,2023-03-04T15:02:24.713Z,2023-03-05T06:41:16Z,4071027763,56,Right,4071027887,233,8,4073572955,465,,4071027765,286,,4074462365,178,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073395,8,7,1,1,10,759fhii7hsnldanli06j5jmf6,1,14.6,96.7,2023-03-04T15:02:25.241Z,2023-03-05T06:41:19Z,4071027835,233,12,4071027797,56,Back,4073572861,385,,4071027795,167,,4074462407,178,,4071027799,285,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073401,9,5,1,1,10,759fhii7hsnldanli06j5jmf6,0,14.8,101.8,2023-03-04T15:02:25.342Z,2023-03-05T06:41:22Z,4071027825,347,,4071032683,233,13,4071027823,56,Back,,,,,,,,,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074345,13,5,1,1,10,87coxipr6ls77tnlba3eselx0,1,85.2,-1.8,2023-03-04T15:02:25.342Z,2023-03-05T06:41:22Z,4071032531,56,Right,4071032647,233,9,4071032533,347,,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074433,14,1,1,1,38,87coxipr6ls77tnlba3eselx0,0,87.5,0,2023-03-04T15:02:52.744Z,2023-03-05T06:41:26Z,4071032955,1,,4071032951,212,24.3,4071032949,141,33.0,4071032943,107,,4071032945,56,Center,4071032953,213,1.4,4071032947,140,92.2,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074821,12,44,1,1,40,759fhii7hsnldanli06j5jmf6,1,6.6,63.5,2023-03-04T15:02:55.194Z,2023-03-05T15:20:01Z,4071034943,285,,4071038237,233,19,4071034941,56,Back,,,,,,,,,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075367,19,44,1,1,40,87coxipr6ls77tnlba3eselx0,0,93.4,36.5,2023-03-04T15:02:55.195Z,2023-03-05T06:41:30Z,4071037683,286,,4071037681,56,Center,4071038261,233,12,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074499,10,12,1,1,40,759fhii7hsnldanli06j5jmf6,1,6.7,66.4,2023-03-04T15:02:55.315Z,2023-03-05T15:20:02Z,4071033315,140,11.9,4071033317,141,54.0,4071033321,213,5.3,4071033367,15,,4071033319,212,10.0,4071033313,56,Back,4074462675,388,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515183927,384,61,1,1,40,759fhii7hsnldanli06j5jmf6,1,8.7,63,2023-03-04T15:02:55.433Z,2023-03-05T06:41:45Z,4071610283,56,Back,4074462827,388,,4074462825,21,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074521,15,15,1,1,41,87coxipr6ls77tnlba3eselx0,1,89.7,42.5,2023-03-04T15:02:56.035Z,2023-03-05T06:41:54Z,4071046641,103,19,4071033421,56,Center,4071046651,147,44.6,4071033419,17,,4071046649,146,93.7,4071046635,80,,4073578637,160,,4071040189,233,11,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,4071040065,20,,4071046653,230,98.8,4071046643,108,4071046645,328,4071046647,458,4071046639,102,47.9,4074462939,388,4071040073,82,4071046655,231,48.4,,,,,,,,,,,,
2515074575,11,10,1,1,41,759fhii7hsnldanli06j5jmf6,1,6.4,49.9,2023-03-04T15:02:56.275Z,2023-03-05T06:42:01Z,4074463015,21,,4071033713,56,Back,4071040269,233,15,4071033711,94,,4074463013,388,,,,,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515184597,385,12,1,1,43,759fhii7hsnldanli06j5jmf6,1,11,64.2,2023-03-04T15:02:57.465Z,2023-03-05T06:42:07Z,4071613447,56,Back,4074463077,178,,4071613453,212,8.8,4071613451,141,61.5,4071613449,140,19.2,4071613455,213,6.1,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074683,16,1,1,1,45,87coxipr6ls77tnlba3eselx0,0,79.2,39.1,2023-03-04T15:02:59.444Z,2023-03-05T06:42:12Z,4074463183,178,,4071034227,56,Center,4071034233,212,5.4,4071034235,213,4.4,4071034231,141,31.6,4071034229,140,77.5,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074791,17,81,1,1,45,87coxipr6ls77tnlba3eselx0,0,77.5,30.9,2023-03-04T15:02:59.925Z,2023-03-05T06:42:19Z,4071034809,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079593,31,1,1,1,48,87coxipr6ls77tnlba3eselx0,0,80.5,6.5,2023-03-04T15:03:03.044Z,2023-03-05T06:42:23Z,4071059507,213,1.2,4071059505,212,5.3,4073581333,224,,4074463331,178,,4071059499,56,Right,4073581335,20,,4071059501,140,82.4,4071059503,141,13.7,43mi8uliaor1b9mejf33if1sl,J. Baldwin,4071059495,2,,4071059497,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074873,13,61,1,1,48,759fhii7hsnldanli06j5jmf6,1,19.1,86.6,2023-03-04T15:03:03.415Z,2023-03-05T06:42:27Z,4071035211,56,Back,4074463427,21,,4074463429,388,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075811,16,1,1,1,50,759fhii7hsnldanli06j5jmf6,0,18.1,54.4,2023-03-04T15:03:04.895Z,2023-03-05T06:42:36Z,4073583441,3,,4073583445,141,50.9,4074463551,388,,4071039949,56,Back,4073583447,212,3.4,4073583449,213,5.5,4073583443,140,20.4,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074943,18,15,1,1,52,87coxipr6ls77tnlba3eselx0,1,79.3,45.4,2023-03-04T15:03:06.606Z,2023-03-05T06:42:41Z,4071066759,147,50.4,4071062919,20,,4071035501,18,,4071062993,233,14,4071066747,103,22.2,4071035499,22,,4071066755,458,,4071035503,56,Center,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,4071066735,77,,4071066757,146,100,4074463649,178,4071066753,108,4071066751,215,4071066743,102,53.3,,,,,,,,,,,,,,,,,,,
2515074977,14,10,1,1,52,759fhii7hsnldanli06j5jmf6,1,3.1,50,2023-03-04T15:03:07.285Z,2023-03-05T06:42:48Z,4071063033,233,18,4071036607,179,,4073584111,377,,4071036605,176,,4071035695,182,,4071035697,56,Back,,,,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074983,15,52,1,1,53,759fhii7hsnldanli06j5jmf6,1,3.1,50,2023-03-04T15:03:07.746Z,2023-03-05T06:42:54Z,4073584241,377,,4074463855,389,,,,,,,,,,,,,,,,,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076085,17,1,1,2,14,759fhii7hsnldanli06j5jmf6,1,9.1,42.1,2023-03-04T15:03:28.884Z,2023-03-05T06:42:57Z,4071041261,212,62.3,4071041265,1,,4071041253,199,,4071041259,141,16.7,4073585073,189,,4071041257,140,66.1,4071041255,56,Right,4071041263,213,6.0,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076117,18,1,1,2,16,759fhii7hsnldanli06j5jmf6,1,66.1,16.5,2023-03-04T15:03:31.022Z,2023-03-05T06:42:59Z,4071041409,141,30.7,4071041413,213,2.5,4074463897,178,,4071041405,56,Center,4073585319,189,,4071041407,140,53.6,4071041411,212,16.3,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076179,19,1,1,2,20,759fhii7hsnldanli06j5jmf6,1,53.6,30.1,2023-03-04T15:03:35.197Z,2023-03-05T06:43:07Z,4074463983,178,,4071041669,212,12.0,4071041675,213,5.7,4071041659,56,Right,4071041661,140,63.0,4071041665,141,20.1,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076219,20,1,1,2,24,759fhii7hsnldanli06j5jmf6,1,65.2,17.9,2023-03-04T15:03:38.878Z,2023-03-05T06:43:09Z,4071041865,140,76.3,4071041867,141,34.8,4074464027,178,,4071041869,212,16.4,4071041871,213,0.8,4071041863,56,Center,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076287,21,2,1,2,25,759fhii7hsnldanli06j5jmf6,1,76.3,34.8,2023-03-04T15:03:39.858Z,2023-03-05T06:43:19Z,4071044191,7,aiacgvdwjvt1te2ndnbk95lg5,4071042217,141,23.4,4071042215,140,93.2,4074464177,178,,4071042213,56,Center,,,,,,,,,,3b3odntkdxlv2x7n9le3qbxlh,J. Obika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076335,20,55,1,2,25,87coxipr6ls77tnlba3eselx0,1,3.7,74.2,2023-03-04T15:03:39.859Z,2023-03-05T06:43:19Z,,,,,,,,,,,,,,,,,,,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076313,22,43,1,2,29,759fhii7hsnldanli06j5jmf6,1,0,0,2023-03-04T15:03:44.411Z,2023-03-04T15:03:52Z,4071042351,56,Center,4071042359,213,2.2,4071042355,141,31.9,4071043929,144,1,4071042357,212,4.7,4071042353,140,94.3,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076395,21,43,1,2,32,87coxipr6ls77tnlba3eselx0,1,0,0,2023-03-04T15:03:47.233Z,2023-03-04T15:03:53Z,4071044069,144,49,,,,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077991,22,1,1,3,10,87coxipr6ls77tnlba3eselx0,0,11.7,72.9,2023-03-04T15:04:25.302Z,2023-03-05T06:43:23Z,4071051129,141,67.8,4071051119,5,,4071051131,212,68.0,4074464213,178,,4071051133,213,6.2,4071051125,56,Center,4071051127,140,76.4,4071051135,1,,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,4071051123,241,,4071051121,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078003,23,49,1,3,16,759fhii7hsnldanli06j5jmf6,1,23.3,39.7,2023-03-04T15:04:30.602Z,2023-03-05T06:43:30Z,,,,,,,,,,,,,,,,,,,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078051,24,1,1,3,16,759fhii7hsnldanli06j5jmf6,0,24.4,38.9,2023-03-04T15:04:30.742Z,2023-03-05T06:43:36Z,4071051411,141,36.7,4074464351,178,,4071051407,56,Back,4071051415,213,6.2,4071051405,155,,4071051413,212,15.7,4071051409,140,39.3,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078147,23,1,1,3,17,87coxipr6ls77tnlba3eselx0,0,56.4,74.1,2023-03-04T15:04:32.053Z,2023-03-05T06:43:51Z,4071051963,140,84.8,4071051969,213,6.1,4071051959,155,,4071051967,212,30.2,4071051961,56,Center,4074464615,178,,4071051965,141,66.9,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078267,25,52,1,3,21,759fhii7hsnldanli06j5jmf6,1,11.8,37.7,2023-03-04T15:04:36.054Z,2023-03-05T06:44:03Z,4074464763,388,,4073586641,378,,,,,,,,,,,,,,,,,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078413,26,1,1,3,26,759fhii7hsnldanli06j5jmf6,1,12.2,39.7,2023-03-04T15:04:41.003Z,2023-03-05T06:44:06Z,4071053405,123,,4071053407,56,Back,4071053411,141,6.2,4071053427,287,,4071053415,213,5.3,4071053409,140,27.9,4071053413,212,28.1,4074464785,178,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078787,27,1,1,3,34,759fhii7hsnldanli06j5jmf6,1,56.8,8.5,2023-03-04T15:04:48.445Z,2023-03-05T06:44:10Z,4071055199,141,15.3,4071055207,213,0.2,4074464853,178,,4071055191,56,Right,4071055203,212,21.6,4071055195,140,76.9,4071055189,155,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078845,28,1,1,3,37,759fhii7hsnldanli06j5jmf6,1,75.5,14.4,2023-03-04T15:04:52.208Z,2023-03-05T06:44:15Z,4071055497,140,64.7,4071055503,213,2.5,4071055495,56,Center,4071055501,212,14.3,4071055499,141,27.3,4074464917,178,,,,,,,,3b3odntkdxlv2x7n9le3qbxlh,J. Obika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078867,29,1,1,3,38,759fhii7hsnldanli06j5jmf6,0,64.7,27.3,2023-03-04T15:04:53.005Z,2023-03-05T06:44:19Z,4071055619,140,87.6,4071055623,212,25.3,4074464955,178,,4071055621,141,15.5,4071055617,56,Right,4071055625,213,6.0,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078917,24,49,1,3,39,87coxipr6ls77tnlba3eselx0,1,13.2,82.7,2023-03-04T15:04:54.284Z,2023-03-05T06:44:22Z,,,,,,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
