id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,keyPass,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,assist
2465476735,1,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-10-01T12:50:05.769Z,2022-10-01T13:12:59Z,3809272101,194,cx59kxpqiabi3c5vl9mxvlyhh,3809272103,197,805,3809272099,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809272093,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809272091,30,"8grd4q334w1ud9vbb6vrli6z9, 9kxuwgequrilkom3ru6sdxall, 9fd3uggpu2opd1cuiwskjbhm1, cx59kxpqiabi3c5vl9mxvlyhh, 9z5mgvlru0x1bl4lhwe1irw15, bm5w5xsbbflm26pdhmejwgvs9, cm7l7qimy4iysm1khmpc7u961, ed81nbya8j93qvelqdk79ustm, 96vt6e4xjci5gll0ogsnlfg89, 4x7o9h6ea8ldt9sxgz87vwycp, a1q1se1i8ih65e94xswacghk9, 8ydeghsg8bdyovqjnr56hz8x5, czazwj4nt23bydpdi67i0wga2, axicg3mdtrur97rjz423pl8t1, 9hoygyx51dhic09hlnhlsjend, 75fze9pkbgv3baqwnyqnzxbe, kc4qkj63uqu3wnkydxtvmwh5, 52lu5mlc9xdqjzgh1ne86wtsl, 26olsdd9erf8rahc8xfqz01xx, cwmej1d313luxo30tav8ws3jd",3809272095,59,"1, 88, 3, 42, 57, 6, 33, 41, 8, 38, 17, 9, 11, 13, 14, 25, 28, 31, 49, 56",3809272097,130,4,3809272105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465491557,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-10-01T13:14:17.154Z,2022-10-01T14:05:40Z,3809351349,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809351327,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809351343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809351345,194,4gxuw581mvfnr6qr3aobbjyt,3809351347,197,1981,3809351339,130,8,3809351323,30,"4gxuw581mvfnr6qr3aobbjyt, blmo7wrka5yrcckuu9owlwx5h, egfrwjjbl6fom2rwi5jpzzfmx, 5z0g3l4s56p11t3wgrpjhko9h, 201zg5m6q6zjj43w8jlf5cgrt, 8qv2da4sxpuw4h44jm4dz2j85, dkk86y8pa3svtz43c0m55qn6x, 1vgtiwnof0l89l62t6e1thgx5, aiacgvdwjvt1te2ndnbk95lg5, kmyde3h3kx3tyx5b4m2oglt6, 6axbj3uylrbf0l29vj3vdmd3p, 360az753k9ihh8el5ysdjoe6t, 5j7ekg9k304y36twun3me2w2d, 4y27uf869xrujogawxtl9q0a1, 6yr5rwfdnz02psz22acr43z6d, 4vnpdi15nazck2sywdgkve2cq, eghu03zhii5vbr655sub8xmmt, 3sk52j2sm7jvmytofzefc5boq, 9785y6kolfs8e6yxbl7o4xzis, d2b02lofzdrlxuxfi66cn9h5g",3809351333,59,"1, 16, 24, 27, 15, 4, 29, 6, 9, 18, 7, 21, 2, 5, 13, 17, 23, 26, 38, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535521,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-10-01T14:00:52.227Z,2022-10-01T14:00:54Z,3809574147,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535509,2,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-10-01T14:00:52.227Z,2022-10-01T19:19:14Z,3809574095,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535573,3,1,1,0,0,759fhii7hsnldanli06j5jmf6,1,50.1,50.3,2022-10-01T14:00:52.237Z,2022-10-01T18:36:53Z,3809574369,141,49.1,3809574371,212,17.3,3809574373,213,3.2,3809574365,56,Back,3809574375,279,S,3809574367,140,33.6,3811677117,178,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535685,4,1,1,0,2,759fhii7hsnldanli06j5jmf6,0,33.1,51,2022-10-01T14:00:54.348Z,2022-10-01T21:50:53Z,3811677843,178,,3809574949,213,5.9,3809574951,1,,3809574943,140,68.3,3809574941,56,Center,3809574945,141,29.2,3809574939,155,,3809574947,212,39.8,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535623,3,44,1,0,4,dvnjvad3p09dugr79gktlrtll,1,34.2,75.1,2022-10-01T14:00:56.378Z,2022-10-01T21:50:53Z,3809574643,285,,3809574641,56,Back,3809575117,233,5,,,,,,,,,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535693,5,44,1,0,4,759fhii7hsnldanli06j5jmf6,0,65.8,24.9,2022-10-01T14:00:56.379Z,2022-10-01T21:50:52Z,3809575133,233,3,3809574987,286,,3809574985,56,Center,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535681,4,1,1,0,4,dvnjvad3p09dugr79gktlrtll,0,34.7,72.9,2022-10-01T14:00:56.515Z,2022-10-01T21:50:52Z,3809574929,212,14.2,3811679509,388,,3809574931,213,2.1,3809574921,3,,3809574923,56,Back,3809574925,140,27.5,3809574927,141,90.5,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465535753,6,1,1,0,6,759fhii7hsnldanli06j5jmf6,1,67.1,7.5,2022-10-01T14:00:58.662Z,2022-10-01T21:50:52Z,3809575257,141,12.3,3809575255,140,57.6,3809575253,56,Right,3809575261,213,2.8,3809575259,212,10.5,3811680897,178,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
