id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,keyPass,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/14/value
2445978541,833,83,1,0,15,c9ky1957qli8v2lylfga7io8b,1,17.2,98.1,2022-08-13T14:00:47.974Z,2022-08-14T07:46:28Z,3705688755,399,97610,,,,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274331,8,1,1,0,15,besu5lkqmra07drq1czpr0tk4,0,85.4,2,2022-08-13T14:00:47.975Z,2022-08-14T06:14:16Z,3701903741,56,Right,3701903747,212,2.0,3701903743,140,86.8,3705558611,178,,3701903749,213,0.7,3701903745,141,4.0,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274283,4,61,1,0,15,c9ky1957qli8v2lylfga7io8b,1,13.6,98.6,2022-08-13T14:00:48.246Z,2022-08-14T06:14:23Z,3701903509,56,Back,3705558845,178,,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274349,5,5,1,0,15,c9ky1957qli8v2lylfga7io8b,0,13.8,101.5,2022-08-13T14:00:48.634Z,2022-08-14T06:14:30Z,3701903837,347,,3701903835,56,Back,3701904107,233,9,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274399,9,5,1,0,15,besu5lkqmra07drq1czpr0tk4,1,86.2,-1.5,2022-08-13T14:00:48.634Z,2022-08-14T06:14:29Z,3701904085,233,5,3701904033,56,Right,3701904035,347,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274971,10,1,1,0,41,besu5lkqmra07drq1czpr0tk4,0,83.3,0,2022-08-13T14:01:14.117Z,2022-08-14T06:14:33Z,3701906535,213,1.1,3701906525,107,,3701906529,140,96.3,3701906539,1,,3701906533,212,31.5,3701906527,56,Center,3701906531,141,39.7,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275009,6,12,1,0,43,c9ky1957qli8v2lylfga7io8b,1,3.7,62.6,2022-08-13T14:01:16.101Z,2022-08-14T06:14:41Z,3701906679,140,27.8,3701906681,141,84.4,3701906743,15,,3701906685,212,29.3,3701906677,56,Back,3705559291,388,,3701906689,213,0.5,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275211,11,44,1,0,45,besu5lkqmra07drq1czpr0tk4,1,78.6,19,2022-08-13T14:01:18.208Z,2022-08-14T10:10:08Z,3701907683,286,,3701907771,233,7,3701907681,56,Right,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275065,7,44,1,0,45,c9ky1957qli8v2lylfga7io8b,0,21.4,81,2022-08-13T14:01:18.209Z,2022-08-14T06:14:45Z,3701907805,233,11,3701906947,285,,3701906945,56,Back,,,,,,,,,,,,,,,,9eglkkpww5oem5vdrmf8q2bu2,Jair Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275245,12,1,1,0,47,besu5lkqmra07drq1czpr0tk4,0,78.6,19.5,2022-08-13T14:01:20.084Z,2022-08-14T06:16:39Z,3701907885,56,Center,3705562489,178,,3701907891,141,21.2,3701907883,3,,3701907897,213,0.4,3701907887,140,81.3,3701907893,212,3.1,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445524311,775,61,1,0,47,c9ky1957qli8v2lylfga7io8b,1,17.9,75.2,2022-08-13T14:01:20.218Z,2022-08-14T06:16:46Z,3703215893,56,Back,3705562655,178,,3705562653,21,,,,,,,,,,,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445525009,776,1,1,0,48,c9ky1957qli8v2lylfga7io8b,1,18.9,70.6,2022-08-13T14:01:21.764Z,2022-08-14T06:16:54Z,3703219477,56,Back,3703219485,213,1.3,3705562869,178,,3703219483,212,3.2,3703219475,3,,3703219481,141,75.2,3703219479,140,19.7,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275521,8,4,1,0,50,c9ky1957qli8v2lylfga7io8b,1,23.2,85.6,2022-08-13T14:01:23.830Z,2022-08-14T06:17:06Z,3701909213,56,Back,3701909271,233,13,3703219719,295,,3701909211,13,,3701909215,152,,3701909219,285,,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275437,13,4,1,0,50,besu5lkqmra07drq1czpr0tk4,0,76.8,14.4,2022-08-13T14:01:23.831Z,2022-08-14T06:17:05Z,3701908795,152,,3703219493,295,,3701909299,233,8,3701908805,286,,3701908787,13,,3701908791,56,Right,3705563217,178,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275741,9,1,1,1,6,c9ky1957qli8v2lylfga7io8b,1,21.2,86.6,2022-08-13T14:01:39.198Z,2022-08-14T06:17:54Z,3701910191,140,43.0,3701910201,213,0.2,3701910193,141,94.8,3701910189,56,Back,3701910185,5,,3703220655,189,,3701910187,152,,3701910197,212,23.6,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,3705563507,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445978967,834,43,1,1,8,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-08-13T14:01:41.187Z,2022-08-14T07:49:11Z,3705691679,144,82,3705690911,178,0,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275759,10,1,1,1,9,c9ky1957qli8v2lylfga7io8b,0,41.3,91.2,2022-08-13T14:01:42.219Z,2022-08-14T07:48:45Z,3701910297,56,Back,3701910305,213,4.7,3701910303,212,14.7,3701910299,140,41.2,3701910301,141,69.6,3705565213,178,,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275771,14,8,1,1,10,besu5lkqmra07drq1czpr0tk4,1,60.3,37,2022-08-13T14:01:43.492Z,2022-08-14T07:48:57Z,3703222427,383,,3701910345,56,Center,3705565637,178,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445275905,11,1,1,1,11,c9ky1957qli8v2lylfga7io8b,1,41.9,76.1,2022-08-13T14:01:44.517Z,2022-08-14T06:18:40Z,3705566049,178,,3701910961,212,22.8,3701910957,140,23.7,3701910963,213,2.6,3701910955,56,Back,3701910959,141,94.5,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276037,12,1,1,1,16,c9ky1957qli8v2lylfga7io8b,1,24.5,92.9,2022-08-13T14:01:49.107Z,2022-08-14T06:18:44Z,3701911585,213,4.5,3701911583,212,14.2,3701911577,56,Back,3705566173,178,,3701911581,141,72.4,3701911579,140,21.9,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276157,13,1,1,1,19,c9ky1957qli8v2lylfga7io8b,1,21.9,70.6,2022-08-13T14:01:52.005Z,2022-08-14T06:18:47Z,3701912081,140,24.8,3701912079,56,Back,3701912085,212,29.9,3701912083,141,26.8,3705566307,178,,3701912087,213,4.8,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276235,14,1,1,1,22,c9ky1957qli8v2lylfga7io8b,1,23.2,22.8,2022-08-13T14:01:55.056Z,2022-08-14T06:18:50Z,3701912425,141,6.7,3701912429,213,5.5,3705566447,178,,3701912423,140,33.8,3701912427,212,15.6,3701912421,56,Back,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276331,15,1,1,1,25,c9ky1957qli8v2lylfga7io8b,1,36.6,6.4,2022-08-13T14:01:58.264Z,2022-08-14T06:18:54Z,3701912795,141,17.0,3701912799,213,2.6,3701912793,140,24.4,3701912797,212,14.7,3701912791,56,Back,3705566555,178,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276595,16,1,1,1,26,c9ky1957qli8v2lylfga7io8b,1,24.2,15,2022-08-13T14:01:59.725Z,2022-08-14T06:18:57Z,3701913947,141,17.7,3701913943,56,Right,3705566643,178,,3701913955,1,,3701913941,155,,3701913951,213,0.0,3701913945,140,96.8,3701913949,212,76.3,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276617,17,1,1,1,32,c9ky1957qli8v2lylfga7io8b,0,98,21.5,2022-08-13T14:02:05.621Z,2022-08-14T06:19:03Z,3701914051,141,49.9,3703227019,386,,3701914043,56,Center,3705566847,178,,3703227017,225,,3701914031,2,,3703227023,20,,3701914057,213,1.6,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,3701914047,140,97.1,3701914055,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445276591,15,52,1,1,34,besu5lkqmra07drq1czpr0tk4,1,1.4,50.1,2022-08-13T14:02:07.613Z,2022-08-14T07:50:28Z,3705693373,179,,3703227521,376,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277337,16,1,1,1,51,besu5lkqmra07drq1czpr0tk4,1,10.1,58.8,2022-08-13T14:02:24.591Z,2022-08-14T06:19:18Z,3701918851,189,,3701917551,1,,3701917531,56,Center,3701917527,199,,3701917539,141,48.2,3701917547,213,6.2,3701917543,212,56.9,3701917535,140,63.9,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445531887,623,44,1,1,55,besu5lkqmra07drq1czpr0tk4,1,72.3,34.6,2022-08-13T14:02:28.626Z,2022-08-14T10:10:09Z,3704318689,233,777,3703257493,56,Center,3703257495,286,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445531893,777,44,1,1,55,c9ky1957qli8v2lylfga7io8b,0,27.7,65.4,2022-08-13T14:02:28.627Z,2022-08-14T06:19:28Z,3704318697,233,623,3703257527,285,,3703257525,56,Back,,,,,,,,,,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277409,17,1,1,1,55,besu5lkqmra07drq1czpr0tk4,0,63.9,48.2,2022-08-13T14:02:28.675Z,2022-08-14T10:10:09Z,3705568427,178,,3701917897,141,11.3,3701917887,3,,3701917891,56,Right,3701917895,140,58.5,3701917901,212,25.7,3701917903,213,4.5,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277477,18,8,1,1,58,c9ky1957qli8v2lylfga7io8b,1,39.4,97.5,2022-08-13T14:02:31.463Z,2022-08-14T06:24:12Z,3701918289,15,,3705576373,388,,3703258749,385,,3701918221,56,Back,,,,,,,,,,,,,9eglkkpww5oem5vdrmf8q2bu2,Jair Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277585,18,5,1,1,59,besu5lkqmra07drq1czpr0tk4,1,60,-1.4,2022-08-13T14:02:32.642Z,2022-08-14T06:24:19Z,3701918801,56,Right,3701918803,347,,3701918887,233,19,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277515,19,5,1,1,59,c9ky1957qli8v2lylfga7io8b,0,40,101.4,2022-08-13T14:02:32.642Z,2022-08-14T06:24:20Z,3701918945,233,18,3701918453,347,,3701918451,56,Back,,,,,,,,,,,,,,,,9eglkkpww5oem5vdrmf8q2bu2,Jair Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277723,19,1,1,2,3,besu5lkqmra07drq1czpr0tk4,0,58.9,0,2022-08-13T14:02:36.707Z,2022-08-14T06:24:29Z,3701919505,107,,3701919513,212,28.6,3701919517,1,,3701919511,141,4.6,3701919509,140,85.9,3701919515,213,0.1,3701919507,56,Right,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445277731,20,4,1,2,8,c9ky1957qli8v2lylfga7io8b,1,7.7,97.8,2022-08-13T14:02:41.232Z,2022-08-14T06:24:41Z,3701922345,265,,3701922347,285,,3702397579,233,20,3701922339,13,,3701922343,152,,3701922341,56,Back,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278281,20,4,1,2,8,besu5lkqmra07drq1czpr0tk4,0,92.3,2.2,2022-08-13T14:02:41.233Z,2022-08-14T06:24:41Z,3705577417,178,,3701922099,13,,3701922107,286,,3701922103,152,,3701922101,56,Right,3702397633,233,20,3701922105,265,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278311,21,43,1,2,9,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-08-13T14:02:42.019Z,2022-08-13T14:02:59Z,3701922233,212,34.0,3701922237,213,0.0,3701922221,56,Back,3701922547,144,1,3701922225,140,40.8,3701922217,157,0,3701922229,141,97.5,3701922239,1,0,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278507,22,1,1,2,25,c9ky1957qli8v2lylfga7io8b,1,12.3,95.7,2022-08-13T14:02:58.748Z,2022-08-14T06:24:50Z,3701923277,1,,3701923259,5,,3701923261,155,,3701923263,196,,3701923275,213,5.0,3701923269,140,31.0,3701923271,141,11.9,3705577751,178,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,3701923265,152,,3701923273,212,60.3,3701923267,56,Back,3703261495,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278567,23,1,1,2,28,c9ky1957qli8v2lylfga7io8b,1,31.9,9.8,2022-08-13T14:03:01.254Z,2022-08-14T06:24:53Z,3701923623,56,Back,3701923633,140,19.9,3705577911,178,,3701923651,213,2.7,3701923641,141,18.8,3701923647,212,14.0,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278625,24,1,1,2,30,c9ky1957qli8v2lylfga7io8b,1,20.5,19.4,2022-08-13T14:03:03.872Z,2022-08-14T06:24:55Z,3701923939,213,1.4,3705577985,178,,3701923935,141,65.5,3701923931,56,Back,3701923933,140,25.0,3701923937,212,31.7,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278811,25,1,1,2,34,c9ky1957qli8v2lylfga7io8b,1,26,68.8,2022-08-13T14:03:07.011Z,2022-08-14T06:24:58Z,3701924805,140,40.5,3705578099,178,,3701924811,213,0.9,3701924809,212,23.6,3701924807,141,95.3,3701924801,56,Back,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445278937,26,1,1,2,38,c9ky1957qli8v2lylfga7io8b,0,41.2,97.7,2022-08-13T14:03:11.176Z,2022-08-14T06:25:03Z,3701925475,56,Left,3701925483,212,20.2,3705578225,178,,3701925481,141,100.0,3701925479,140,60.3,3701925485,213,0.1,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
