id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2508061589,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-02-15T18:45:14.435Z,2023-02-15T19:51:49Z,4034020213,59,"1, 23, 3, 5, 31, 22, 17, 6, 9, 10, 13, 4, 8, 11, 16, 18, 24, 25, 27, 30",4034020215,130,12,4034020211,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4034020219,194,3g3cjokfq1lnmycnv4t2gjaol,4034020223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4034020221,197,16369,4034020217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4034020209,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, tj1jt0o03ionrc0h7279x2zu, 9n6jx9s4eip7mgken67i9oyc5, elt8lu5do3h4jcl9ujgaqlm1h, 6lwrvaxo8k9t72aibrsf6cdex, 3g3cjokfq1lnmycnv4t2gjaol, 7yq6f41dcfzqz40hblj3j9905, 29zpgzbse1373d9bhj3l2ee39, 9d2p89e7bftxqhk80hy9ldeqd, dgrjf6wf81uuk32qxqunfoded, 9stfaq0p7jw8269ms8ijc4a8l, ctqn305re0qsih8mh5nufg89h, 5d5ed49lj51ognhobfni5ngx6, ewlrnu90xe2127a1erxlz29qt, 2p1887g4xd36ac2trpyf42wru, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p, 6nm4j9c81rfkxyl9vfxvbscno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508062605,2,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-15T18:49:52.008Z,2023-02-15T19:51:29Z,4034026057,30,"4gxuw581mvfnr6qr3aobbjyt, a7p8w57m9ehh3wryxgd1oldzo, e7dz8u1uz579dl68v1p40fq7e, e4qmdsl4c7q79p01pggtwfpw5, bk1tvg8t79kbsmnf2i39or6c5, blmo7wrka5yrcckuu9owlwx5h, 5z0g3l4s56p11t3wgrpjhko9h, kmyde3h3kx3tyx5b4m2oglt6, 6axbj3uylrbf0l29vj3vdmd3p, aiacgvdwjvt1te2ndnbk95lg5, 3b3odntkdxlv2x7n9le3qbxlh, 5j7ekg9k304y36twun3me2w2d, cl8lua6yep85vpl25pdi0wfzd, eeh8lecxw27imfsy3954q04tm, 6yr5rwfdnz02psz22acr43z6d, czbwauhn3z2a0t8t6qreuq1yi, 878xi84rsiw5uj1doiy894lwp, 4vnpdi15nazck2sywdgkve2cq, 3sk52j2sm7jvmytofzefc5boq, 6h5u727te4pztk9scyybe7fv8",4034026069,197,1981,4034026065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4034026061,59,"1, 22, 24, 52, 66, 16, 27, 18, 7, 9, 99, 2, 8, 12, 13, 14, 15, 17, 26, 34",4034026063,130,18,4034026059,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4034026071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4034026067,194,4gxuw581mvfnr6qr3aobbjyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087607,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-02-15T19:47:34.021Z,2023-02-15T19:47:36Z,4034163609,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087603,3,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-15T19:47:34.021Z,2023-02-16T05:22:38Z,4034163591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087635,4,1,1,0,0,759fhii7hsnldanli06j5jmf6,1,50,50,2023-02-15T19:47:34.124Z,2023-02-16T05:28:14Z,4034163777,140,31.0,4035004445,178,,4034163779,141,57.9,4034163783,213,2.9,4034163775,56,Back,4034163781,212,20.7,4034163785,279,S,,,,kmyde3h3kx3tyx5b4m2oglt6,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087655,5,1,1,0,3,759fhii7hsnldanli06j5jmf6,0,31.8,52.4,2023-02-15T19:47:37.073Z,2023-02-16T05:28:16Z,4034163871,155,,4034163881,213,0.4,4034163875,140,67.2,4034163883,1,,4034163873,56,Center,4034163879,212,39.6,4034163877,141,72.4,4035004467,178,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087647,3,44,1,0,6,muo4d1nfi1vgyvz5n07tjmoo,1,33.6,27.6,2023-02-15T19:47:40.111Z,2023-02-16T06:24:57Z,4034163843,285,,4034163981,233,6,4034163841,56,Back,,,,,,,,,,,,,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087665,6,44,1,0,6,759fhii7hsnldanli06j5jmf6,0,66.4,72.4,2023-02-15T19:47:40.112Z,2023-02-16T05:28:22Z,4034163989,233,3,4034163933,56,Center,4034163935,286,,,,,,,,,,,,,,,,,3b3odntkdxlv2x7n9le3qbxlh,J. Obika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087659,4,1,1,0,6,muo4d1nfi1vgyvz5n07tjmoo,1,34.3,27.6,2023-02-15T19:47:40.134Z,2023-02-16T06:24:57Z,4035004515,388,,4034163901,213,0.0,4034163897,141,27.9,4034163899,212,7.7,4034163891,3,,4034163895,140,41.6,4034163893,56,Back,,,,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508087671,5,1,1,0,7,muo4d1nfi1vgyvz5n07tjmoo,0,39.9,27.6,2023-02-15T19:47:41.023Z,2023-02-16T05:28:28Z,4034163967,141,27.6,4034163959,3,,4034163971,213,0,4034163965,140,44.1,4034163961,168,,4034163963,56,Back,4034163969,212,4.4,4035004547,388,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
