id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/13/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2446156555,7,1,1,0,20,1hcbcuu846pa3iw6qskiws1cu,1,13.5,46.4,2022-08-14T14:00:13.555Z,2022-08-14T20:08:39Z,3706582281,56,Back,3706582283,140,29.8,3708000637,178,,3706582287,212,29.4,3706582289,213,5.3,3706582285,141,11.3,,,,,,,5t8x37anxancpz8fqxxauioyd,C. Halkett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446156601,8,1,1,0,21,1hcbcuu846pa3iw6qskiws1cu,1,30,10.7,2022-08-14T14:00:15.340Z,2022-08-14T20:08:51Z,3708001557,178,,3706582491,212,20.7,3706582485,56,Back,3706582489,141,37.9,3706582487,140,21.2,3706582493,213,2.0,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446156613,9,1,1,0,29,1hcbcuu846pa3iw6qskiws1cu,1,33.6,38.6,2022-08-14T14:00:22.590Z,2022-08-14T20:09:00Z,3706582561,212,23.5,3706582559,141,33.0,3708002279,178,,3706582557,140,55.7,3706582563,213,6.1,3706582555,56,Center,,,,,,,5t8x37anxancpz8fqxxauioyd,C. Halkett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446156635,10,1,1,0,30,1hcbcuu846pa3iw6qskiws1cu,1,55.7,33,2022-08-14T14:00:23.596Z,2022-08-14T20:09:10Z,3706582691,140,56.2,3706582695,212,16.5,3706582697,213,4.7,3706582689,56,Right,3706582693,141,8.8,3708003321,178,,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446156651,11,1,1,0,34,1hcbcuu846pa3iw6qskiws1cu,1,59.1,8.8,2022-08-14T14:00:28.206Z,2022-08-14T20:09:18Z,3706582761,140,75.6,3706582759,56,Right,3706582763,141,7.6,3708003995,178,,3706582767,213,6.2,3706582765,212,17.3,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446156663,12,1,1,0,36,1hcbcuu846pa3iw6qskiws1cu,1,79.6,6.8,2022-08-14T14:00:30.286Z,2022-08-14T20:09:31Z,3706582819,213,0.7,3706582817,212,18.4,3706582815,141,23.7,3708004867,178,,3706582813,140,93.3,3706582811,56,Center,,,,,,,5v4a80qx7x0s2d1dyl9n76y1h,L. Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446156677,13,1,1,0,39,1hcbcuu846pa3iw6qskiws1cu,1,95.2,27.6,2022-08-14T14:00:33.232Z,2022-08-14T20:10:02Z,3706582893,213,1.4,3706583901,22,,3706583897,210,16,3706582889,141,49.6,3706582891,212,15.1,3706582887,140,97.1,3706583899,154,,3706582885,56,Center,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,3708005149,178,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446156683,14,16,1,0,40,1hcbcuu846pa3iw6qskiws1cu,1,98.2,46.6,2022-08-14T14:00:33.828Z,2022-08-14T20:10:03Z,3706583951,230,99.7,3706582925,16,,3706582927,56,Center,3706583939,55,13,3707216361,395,0.9,3708006701,178,,3706582923,22,,3706583953,231,46.4,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,3707216363,396,53.2,,3706583935,29,3706583937,154,3706583933,80,3706583945,103,18.4,3706583947,214,3706583943,102,48.1,3706583295,20,3706583303,375,00:40.264,3706583949,328,3706583299,374,2022-08-14 15:00:33.686,,,,,,,,,,,,,,,
2446157019,5,1,1,1,33,4qdzzur2cuuridyb0jso8mksi,1,49.8,50,2022-08-14T14:01:27.031Z,2022-08-14T20:10:08Z,3706584671,56,Back,3706586721,189,,3708007505,178,,3706584681,279,G,3706584673,140,35.1,3706584677,212,17.1,3706584679,213,2.7,3706584675,141,60.8,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157045,6,1,1,1,34,4qdzzur2cuuridyb0jso8mksi,1,35.4,60.9,2022-08-14T14:01:27.770Z,2022-08-14T20:10:11Z,3706584805,155,,3706584809,56,Left,3706584813,140,96.3,3706584815,141,96.8,3706584817,212,68.4,3706584819,213,0.4,3706586877,189,,3706584821,1,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,3708007721,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446448621,1226,43,1,1,38,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-08-14T14:01:32.294Z,2022-08-14T21:30:43Z,3708278385,144,83,3708203741,399,107694,,,,,,,,,,,,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157055,7,1,1,1,40,4qdzzur2cuuridyb0jso8mksi,0,95.2,95.6,2022-08-14T14:01:33.870Z,2022-08-14T20:10:23Z,3706584879,286,,3706584831,141,95.9,3706584875,233,15,3706584873,236,,3708008775,389,,3706584833,212,2.4,3706584827,56,Left,3706584829,140,92.9,7yq6f41dcfzqz40hblj3j9905,T. Watt,3706584835,213,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157059,15,74,1,1,40,1hcbcuu846pa3iw6qskiws1cu,1,8.1,10.6,2022-08-14T14:01:34.269Z,2022-08-14T20:10:29Z,3706584885,233,7,3708009229,178,,3706584839,285,,3706584837,56,Back,,,,,,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157067,16,49,1,1,41,1hcbcuu846pa3iw6qskiws1cu,1,8.1,12.2,2022-08-14T14:01:34.991Z,2022-08-14T20:10:39Z,,,,,,,,,,,,,,,,,,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157073,17,1,1,1,41,1hcbcuu846pa3iw6qskiws1cu,1,8.1,12.2,2022-08-14T14:01:35.408Z,2022-08-14T20:10:46Z,3706584901,213,0.6,3706584893,56,Back,3706584895,140,12.0,3706584897,141,16.5,3706584899,212,5.0,3708010763,178,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157087,18,1,1,1,43,1hcbcuu846pa3iw6qskiws1cu,1,12,16.5,2022-08-14T14:01:36.612Z,2022-08-14T20:10:51Z,3706584975,56,Back,3706584983,213,3.0,3706584977,140,5.2,3706584979,141,17.6,3708011211,178,,3706584981,212,7.2,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157115,19,1,1,1,44,1hcbcuu846pa3iw6qskiws1cu,1,5.2,17.6,2022-08-14T14:01:38.209Z,2022-08-14T20:10:56Z,3706585113,155,,3706585117,140,24.1,3706585119,141,14.6,3708011653,178,,3706585123,213,6.2,3706585115,56,Back,3706585121,212,19.9,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446448969,1090,83,1,1,48,4qdzzur2cuuridyb0jso8mksi,1,79.4,77.8,2022-08-14T14:01:41.620Z,2022-08-14T21:01:30Z,3708205909,399,73915,,,,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157121,20,1,1,1,48,1hcbcuu846pa3iw6qskiws1cu,1,21.9,23.1,2022-08-14T14:01:42.281Z,2022-08-14T20:11:06Z,3706585167,213,4.7,3706585165,212,6.8,3706585159,56,Back,3706585163,141,13.1,3708012303,178,,3706585161,140,21.5,,,,,,,5v4a80qx7x0s2d1dyl9n76y1h,L. Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446449231,1098,83,1,1,50,4qdzzur2cuuridyb0jso8mksi,1,76.5,88.5,2022-08-14T14:01:43.730Z,2022-08-14T21:02:26Z,3708207721,399,440485,,,,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157133,21,1,1,1,50,1hcbcuu846pa3iw6qskiws1cu,1,21.9,12.9,2022-08-14T14:01:43.752Z,2022-08-14T20:11:19Z,3706585241,140,36.1,3706585233,155,,3708013653,178,,3706585237,56,Back,3706585245,141,11.6,3706585253,213,6.2,3706585249,212,14.9,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446449745,1262,43,1,1,50,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-08-14T14:01:44.383Z,2022-08-14T21:31:03Z,3708278989,144,67,3708210549,233,1102,,,,,,,,,,,,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446449741,1102,43,1,1,50,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-08-14T14:01:44.384Z,2022-08-14T21:31:03Z,3708210559,233,1262,3708279003,144,67,,,,,,,,,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157135,22,61,1,1,50,1hcbcuu846pa3iw6qskiws1cu,1,36.1,11.6,2022-08-14T14:01:44.385Z,2022-08-14T20:11:33Z,3708014803,178,,3706585259,56,Back,,,,,,,,,,,,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157169,23,1,1,1,53,1hcbcuu846pa3iw6qskiws1cu,1,14.5,14.6,2022-08-14T14:01:46.833Z,2022-08-14T20:11:56Z,3708015417,178,,3706585385,213,0.0,3706585383,212,15.8,3706585377,56,Back,3706585379,140,29.5,3706585381,141,15.0,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157187,24,1,1,1,55,1hcbcuu846pa3iw6qskiws1cu,1,29.4,15.2,2022-08-14T14:01:49.015Z,2022-08-14T20:12:06Z,3706585493,212,12.8,3706585489,140,41.6,3706585487,56,Back,3706585495,213,6.3,3708017035,178,,3706585491,141,14.9,,,,,,,5v4a80qx7x0s2d1dyl9n76y1h,L. Boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446449963,1266,67,1,1,56,1hcbcuu846pa3iw6qskiws1cu,1,40.9,15.2,2022-08-14T14:01:49.622Z,2022-08-14T21:52:59Z,3708211807,233,1104,,,,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446449959,1104,67,1,1,56,4qdzzur2cuuridyb0jso8mksi,0,59.1,84.8,2022-08-14T14:01:49.623Z,2022-08-14T21:04:08Z,3708211817,233,1266,,,,,,,,,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157195,25,1,1,1,56,1hcbcuu846pa3iw6qskiws1cu,1,41.6,14.9,2022-08-14T14:01:49.710Z,2022-08-14T21:53:00Z,3706585539,56,Back,3708017691,178,,3706585545,212,7.1,3706585547,213,3.8,3707223643,156,,3706585543,141,8.5,3706585541,140,36.3,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157205,26,1,1,1,58,1hcbcuu846pa3iw6qskiws1cu,0,36.3,8.5,2022-08-14T14:01:52.249Z,2022-08-14T20:12:21Z,3706585561,56,Back,3708018419,178,,3706585559,155,,3706585563,140,41.4,3706585565,141,12.8,3706585569,213,0.5,3706585567,212,6.1,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157231,8,8,1,1,59,4qdzzur2cuuridyb0jso8mksi,1,54.3,84.4,2022-08-14T14:01:52.757Z,2022-08-14T20:12:33Z,3707224873,385,,3706585677,56,Left,3708019391,178,,3706585743,15,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446450073,1270,43,1,1,59,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-08-14T14:01:53.348Z,2022-08-14T21:04:30Z,3708212681,144,82,3708212423,178,0,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157303,27,1,1,2,1,1hcbcuu846pa3iw6qskiws1cu,1,40.2,17.4,2022-08-14T14:01:54.436Z,2022-08-14T20:12:45Z,3706586051,140,89.4,3706586055,212,52.0,3708020439,178,,3706586057,213,6.2,3706586059,1,,3706586049,56,Right,3706586053,141,9.1,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446450327,1283,43,1,2,8,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-08-14T14:02:01.838Z,2022-08-14T21:05:00Z,3708213839,144,82,3708213683,178,0,,,,,,,,,,,,,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157327,28,1,1,2,9,1hcbcuu846pa3iw6qskiws1cu,1,90.5,10.7,2022-08-14T14:02:03.113Z,2022-08-14T20:13:00Z,3708021637,178,,3706586221,56,Right,3706586229,213,2.3,3706586227,212,7.2,3706586225,141,18.3,3706586223,140,85.7,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157335,29,50,1,2,10,1hcbcuu846pa3iw6qskiws1cu,1,85.6,17.4,2022-08-14T14:02:04.284Z,2022-08-14T20:13:18Z,3708023379,286,,3706586251,56,Right,3706586265,233,9,,,,,,,,,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157329,9,7,1,2,11,4qdzzur2cuuridyb0jso8mksi,0,14.4,82.6,2022-08-14T14:02:04.535Z,2022-08-14T20:13:21Z,3706591747,285,,3706586233,56,Back,3706586255,233,29,3708023607,178,,3707227447,385,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157365,30,1,1,2,12,1hcbcuu846pa3iw6qskiws1cu,1,85.7,18.3,2022-08-14T14:02:05.834Z,2022-08-14T20:13:31Z,3706586431,140,81.7,3706586435,212,7.3,3706586429,56,Right,3706586437,213,4.1,3708024331,178,,3706586433,141,9.5,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157391,31,1,1,2,16,1hcbcuu846pa3iw6qskiws1cu,1,78.8,14.3,2022-08-14T14:02:09.834Z,2022-08-14T20:13:37Z,3706586563,213,0.7,3706586557,140,94.5,3706586559,141,33.3,3706586555,56,Center,3706586553,155,,3706586561,212,20.9,3708024751,178,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157393,32,61,1,2,18,1hcbcuu846pa3iw6qskiws1cu,0,95.2,33.1,2022-08-14T14:02:11.634Z,2022-08-14T20:13:47Z,3706586567,56,Center,3708025521,178,,,,,,,,,,,,,,,,,,,,6a7br2t45mam4765clafr0lp1,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157389,10,5,1,2,20,4qdzzur2cuuridyb0jso8mksi,1,-1.4,65.2,2022-08-14T14:02:13.456Z,2022-08-14T20:13:55Z,3706586549,56,Back,3706586551,346,,3706588997,233,33,,,,,,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157399,33,5,1,2,20,1hcbcuu846pa3iw6qskiws1cu,0,101.4,34.8,2022-08-14T14:02:13.456Z,2022-08-14T20:13:55Z,3706586585,56,Center,3706586587,346,,3706589017,233,10,,,,,,,,,,,,,,,,6a7br2t45mam4765clafr0lp1,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446157745,11,1,1,2,49,4qdzzur2cuuridyb0jso8mksi,0,3.8,50.7,2022-08-14T14:02:43.317Z,2022-08-14T20:14:04Z,3706588391,56,Center,3706589323,124,,3706588395,141,57.2,3706588397,212,58.4,3706588401,1,,3706588399,213,0.1,3706588393,140,59.3,3706589325,237,,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
