id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/18/value
2483349079,7,5,1,0,12,841zp0njrq63yv4fvw6lgf60q,1,79.4,-1.2,2022-11-08T19:46:20.237Z,2022-11-09T05:38:08Z,3903975309,233,4,3903975277,347,,3903975275,56,Right,,,,,,,,,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349125,8,1,1,0,20,841zp0njrq63yv4fvw6lgf60q,1,78.1,0,2022-11-08T19:46:28.530Z,2022-11-09T05:38:18Z,3903975453,107,,3903975461,212,9.9,3903975457,140,73.5,3903975463,213,2.1,3903975455,56,Right,3903975459,141,11.7,,,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349133,9,1,1,0,23,841zp0njrq63yv4fvw6lgf60q,1,73.8,7.1,2022-11-08T19:46:31.201Z,2022-11-09T05:38:29Z,3903975491,56,Right,3903975495,141,4.3,3903975499,213,4.1,3904777079,178,,3903975493,140,72.6,3903975497,212,2.3,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349139,10,61,1,0,23,841zp0njrq63yv4fvw6lgf60q,0,72.5,4.3,2022-11-08T19:46:31.396Z,2022-11-09T05:38:33Z,3904777151,178,,3903975525,56,Right,,,,,,,,,,,,,,,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349169,5,1,1,0,23,besu5lkqmra07drq1czpr0tk4,1,26.1,89.1,2022-11-08T19:46:31.821Z,2022-11-09T05:38:40Z,3903975699,213,5.9,3903975695,141,84.1,3903975691,56,Back,3904777227,178,,3903975697,212,10.3,3903975693,140,35.4,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349175,6,49,1,0,23,besu5lkqmra07drq1czpr0tk4,1,35.4,84.1,2022-11-08T19:46:31.914Z,2022-11-09T05:38:45Z,,,,,,,,,,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349191,7,1,1,0,26,besu5lkqmra07drq1czpr0tk4,1,35.4,84.1,2022-11-08T19:46:34.129Z,2022-11-09T05:38:50Z,3903975799,140,26.8,3903975803,212,10.7,3903975805,213,3.7,3904777367,178,,3903975797,56,Back,3903975801,141,75.6,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349223,8,1,1,0,27,besu5lkqmra07drq1czpr0tk4,1,28.6,74.1,2022-11-08T19:46:35.829Z,2022-11-09T05:38:53Z,3903975963,212,7.4,3903975959,141,72.9,3904777417,178,,3903975967,213,3.3,3903975953,56,Back,3903975957,140,21.6,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349255,9,1,1,0,28,besu5lkqmra07drq1czpr0tk4,0,21.6,72.9,2022-11-08T19:46:36.777Z,2022-11-09T05:38:57Z,3903976113,140,71.2,3903976109,157,,3903976117,212,55.8,3904777463,178,,3903976111,56,Center,3903976121,1,,3903976115,141,43.3,3903976119,213,5.9,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349249,11,49,1,0,32,841zp0njrq63yv4fvw6lgf60q,1,33.7,44.5,2022-11-08T19:46:40.761Z,2022-11-09T05:39:03Z,,,,,,,,,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349329,12,1,1,0,32,841zp0njrq63yv4fvw6lgf60q,1,33.7,44.5,2022-11-08T19:46:40.812Z,2022-11-09T05:39:07Z,3903976503,212,28.2,3903976495,56,Back,3903976499,140,9.4,3903976505,213,2.7,3903976501,141,62.0,3904777605,178,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349359,13,1,1,0,37,841zp0njrq63yv4fvw6lgf60q,1,10.2,66,2022-11-08T19:46:45.610Z,2022-11-09T05:39:12Z,3903976655,140,20.8,3903976659,212,19.0,3904777673,178,,3903976653,56,Back,3903976661,213,0.9,3903976657,141,88.7,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349431,14,1,1,0,40,841zp0njrq63yv4fvw6lgf60q,1,19.2,86.2,2022-11-08T19:46:48.469Z,2022-11-09T05:39:15Z,3903977015,56,Back,3903977019,141,60.8,3903977021,212,21.4,3903977023,213,4.1,3903977017,140,7.1,3904777721,178,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349469,15,1,1,0,44,841zp0njrq63yv4fvw6lgf60q,1,12.1,54.8,2022-11-08T19:46:52.777Z,2022-11-09T05:39:26Z,3903977203,212,18.5,3903977199,140,20.1,3903977201,141,30.6,3904777881,178,,3903977197,56,Back,3903977205,213,5.2,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349515,16,1,1,0,47,841zp0njrq63yv4fvw6lgf60q,1,19.1,29.4,2022-11-08T19:46:55.586Z,2022-11-09T05:39:30Z,3904777933,178,,3903977437,56,Back,3903977443,212,13.5,3903977445,213,5.0,3903977439,140,22.7,3903977441,141,10.4,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349561,17,1,1,0,49,841zp0njrq63yv4fvw6lgf60q,1,23.1,9.1,2022-11-08T19:46:57.771Z,2022-11-09T05:39:32Z,3904777961,178,,3903977699,213,0.1,3903977693,141,10.7,3903977685,56,Back,3903977689,140,30.3,3903977697,212,7.6,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349579,18,1,1,0,52,841zp0njrq63yv4fvw6lgf60q,0,29.6,11.7,2022-11-08T19:47:00.035Z,2022-11-09T05:39:37Z,3903977807,56,Back,3903977811,141,16.5,3903977815,213,2.8,3904778043,178,,3903977809,140,21.9,3903977813,212,8.7,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349591,10,49,1,0,53,besu5lkqmra07drq1czpr0tk4,1,72.2,80.8,2022-11-08T19:47:01.608Z,2022-11-09T05:39:40Z,,,,,,,,,,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349679,11,1,1,0,56,besu5lkqmra07drq1czpr0tk4,1,74,79.1,2022-11-08T19:47:04.342Z,2022-11-09T05:39:48Z,3903978237,212,16.5,3903978233,140,74.1,3904778187,178,,3903978235,141,54.8,3903978239,213,4.7,3903978231,56,Center,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349713,12,1,1,0,58,besu5lkqmra07drq1czpr0tk4,1,74.1,54.8,2022-11-08T19:47:06.281Z,2022-11-09T05:39:53Z,3903978435,212,6.3,3903978431,140,77.8,3903978437,213,0.9,3903978429,56,Center,3903978433,141,62.1,3904778253,178,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349759,13,1,1,0,58,besu5lkqmra07drq1czpr0tk4,1,77.8,62.1,2022-11-08T19:47:06.836Z,2022-11-09T05:40:59Z,3903979617,210,13,3904778623,178,,3903978639,140,75.5,3903978645,213,4.5,3903978641,141,44.3,3903978637,56,Center,3903978643,212,12.3,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349763,14,13,1,1,0,besu5lkqmra07drq1czpr0tk4,1,75.5,44.3,2022-11-08T19:47:08.895Z,2022-11-09T05:40:59Z,3903979645,102,41.8,3903979639,29,,3903979653,231,49.3,3903978661,22,,3903978965,20,,3903979647,103,84.7,3904779099,178,,3903979649,215,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,3903979641,55,13,3903978665,56,Center,3903978663,18,3903979637,81,3903979651,230,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349781,15,5,1,1,2,besu5lkqmra07drq1czpr0tk4,0,100.6,45.8,2022-11-08T19:47:10.089Z,2022-11-09T05:41:01Z,3903978769,56,Center,3903978773,346,,3903978795,233,19,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349741,19,5,1,1,2,841zp0njrq63yv4fvw6lgf60q,1,-0.6,54.2,2022-11-08T19:47:10.089Z,2022-11-09T05:41:02Z,3903978553,346,,3903978781,233,15,3903978551,56,Back,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350067,21,1,1,1,20,841zp0njrq63yv4fvw6lgf60q,1,3.6,46.3,2022-11-08T19:47:28.894Z,2022-11-09T05:41:06Z,3903980357,141,17.6,3903980349,124,,3903980361,213,5.8,3903980353,56,Back,3903980355,140,40.1,3903980359,212,43.0,3903980367,74,,3903980351,155,,26hokry025pgjx5bn7ljlkatx,K. Roos,,3903980363,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350083,22,1,1,1,23,841zp0njrq63yv4fvw6lgf60q,1,40.1,17.6,2022-11-08T19:47:31.780Z,2022-11-09T05:41:11Z,3904779233,178,,3903980447,140,24.5,3903980451,212,16.4,3903980449,141,18.3,3903980445,56,Back,3903980453,213,3.1,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350119,23,1,1,1,26,841zp0njrq63yv4fvw6lgf60q,1,28.7,24.4,2022-11-08T19:47:34.080Z,2022-11-09T05:41:15Z,3903980635,213,2.6,3903980627,56,Back,3903980631,141,33.9,3903980633,212,11.6,3903980629,140,19.5,3904779307,178,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350147,24,1,1,1,27,841zp0njrq63yv4fvw6lgf60q,1,21.9,35.7,2022-11-08T19:47:35.756Z,2022-11-09T05:41:20Z,3903980777,141,44.5,3903980773,56,Back,3904779377,178,,3903980779,212,13.1,3903980775,140,10.8,3903980781,213,2.7,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350183,25,1,1,1,29,841zp0njrq63yv4fvw6lgf60q,1,10.5,52.5,2022-11-08T19:47:37.102Z,2022-11-09T05:41:24Z,3904779437,178,,3903980961,56,Back,3903980969,213,1.0,3903980965,141,73.2,3903980963,140,18.4,3903980967,212,16.3,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350213,26,1,1,1,31,841zp0njrq63yv4fvw6lgf60q,1,18.4,73.2,2022-11-08T19:47:39.633Z,2022-11-09T05:41:27Z,3904779471,178,,3903981125,141,91.4,3903981129,213,1.0,3903981121,56,Back,3903981127,212,15.0,3903981123,140,26.5,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350297,27,1,1,1,34,841zp0njrq63yv4fvw6lgf60q,1,27.3,91.2,2022-11-08T19:47:42.666Z,2022-11-09T05:41:33Z,3903981515,140,79.7,3903981519,212,55.2,3903981521,213,6.2,3903981511,155,,3904779565,178,,3903981517,141,85.3,3903981523,1,,3903981513,56,Left,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350313,28,1,1,1,39,841zp0njrq63yv4fvw6lgf60q,0,84.7,86.6,2022-11-08T19:47:47.257Z,2022-11-09T05:41:37Z,3903981603,213,4.9,3903981591,2,,3904522977,72,,3903981595,56,Center,3903981599,141,60.8,3903981601,212,18.0,3904779629,178,,3904522975,224,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,3903981597,140,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350319,16,12,1,1,40,besu5lkqmra07drq1czpr0tk4,1,10.1,43.9,2022-11-08T19:47:48.685Z,2022-11-09T05:41:43Z,3903981653,141,0.0,3903981657,213,4.8,3903981649,140,13.2,3903981645,56,Back,3904779703,178,,3903981655,212,31.2,3903981695,167,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350321,17,5,1,1,42,besu5lkqmra07drq1czpr0tk4,0,15.1,-1.4,2022-11-08T19:47:50.396Z,2022-11-09T05:41:46Z,3903981973,233,29,3903981663,56,Back,3903981665,347,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350369,29,5,1,1,42,841zp0njrq63yv4fvw6lgf60q,1,84.9,101.4,2022-11-08T19:47:50.396Z,2022-11-09T05:41:45Z,3903981925,347,,3903981923,56,Left,3903981941,233,17,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350753,30,1,1,2,4,841zp0njrq63yv4fvw6lgf60q,1,83.1,100,2022-11-08T19:48:12.428Z,2022-11-09T05:41:53Z,3903983861,56,Left,3903983865,141,88.4,3903983869,213,5.4,3903983863,140,90.4,3903983859,107,,3903983867,212,11.5,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350785,31,1,1,2,6,841zp0njrq63yv4fvw6lgf60q,1,87.5,91.5,2022-11-08T19:48:14.829Z,2022-11-09T05:41:58Z,3904779929,178,,3903984049,213,3.2,3903984045,212,3.6,3903984041,141,91.4,3903984037,140,84.1,3903984033,56,Left,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512033,873,83,1,2,8,besu5lkqmra07drq1czpr0tk4,1,15.1,8.1,2022-11-08T19:48:16.779Z,2022-11-09T06:40:52Z,3904824223,399,433191,,,,,,,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350813,32,1,1,2,8,841zp0njrq63yv4fvw6lgf60q,1,84.1,91.4,2022-11-08T19:48:16.859Z,2022-11-09T05:42:09Z,3903984157,140,83.6,3903984161,212,4.2,3904780067,178,,3903984159,141,97.5,3903984155,56,Left,3903984163,213,1.7,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350847,33,1,1,2,9,841zp0njrq63yv4fvw6lgf60q,1,83.4,97.5,2022-11-08T19:48:17.206Z,2022-11-09T05:42:16Z,3903984343,213,3.4,3904780159,178,,3903984339,141,94.2,3903984335,140,74.3,3903984331,56,Left,3903984341,212,9.8,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350915,34,1,1,2,10,841zp0njrq63yv4fvw6lgf60q,1,74.3,94.2,2022-11-08T19:48:18.861Z,2022-11-09T05:42:20Z,3904780223,178,,3904523299,72,,3903984691,213,5.0,3903984685,140,85.6,3903984689,212,38.5,3903984681,155,,3903984687,141,40.3,3903984677,2,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,3903984683,56,Center,3903984693,1,,3904523297,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350919,35,61,1,2,13,841zp0njrq63yv4fvw6lgf60q,1,85.6,40.3,2022-11-08T19:48:21.631Z,2022-11-09T05:42:44Z,3904780557,178,,3903984713,56,Center,3904780555,15,,,,,,,,,,,,,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483350931,18,61,1,2,13,besu5lkqmra07drq1czpr0tk4,1,11,65.7,2022-11-08T19:48:21.677Z,2022-11-09T05:42:55Z,3904780679,178,,3903984757,56,Back,3904780677,21,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
