id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2494644257,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-01-02T14:04:22.438Z,2023-01-02T15:14:43Z,3963532475,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3963532473,30,"91m838lynz6db94q8ufcqk91x, 9z0xcc7yot7royqle0nn6fdn9, 1wmfn9bky6owvj3jc4iftsxnu, 9coe01drgpmlz3ee9qfond815, 2c89yb9spduwcxl7lrhckru1h, 4rsnyz3019rgfjdil1zs024t1, ek2ub5dvlisn73a45n3gwj2s5, dggymph6p6xe8s3h2hae5p5g5, 8q0nnrx7ru205zepoqv7lm579, 71xg650qcs8yibhrumgvdejth, 9hnkwvq81pd0bkovc17lqhf4l, 1fkrvnzbrb9s0qojjhc8edpm1, 1pt1yc4fl9oxxsaoeq1cm3xzp, n4ml5xifvll22bpq68ld4auh, 6ta1shg2pfj5cchdod1xdtvbp, 6uvj9qt3kex5sx729zbe1rlyh, atf7aycphllb4i8h9jnld4bmd, 2kxzjuns50x1fb85ndoad0set, 3svpmpx5tb4ekuewkh79l2up5, 8p1pe1wpwy9o3p2n9imr2k5ck",3963532487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963532481,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963532477,59,"20, 11, 33, 2, 5, 19, 31, 8, 7, 26, 16, 1, 6, 9, 10, 15, 17, 18, 21, 29",3963532479,130,18,3963532483,194,2c89yb9spduwcxl7lrhckru1h,3963532485,197,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494645149,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-01-02T14:07:50.183Z,2023-01-02T14:59:47Z,3963536949,130,10,3963536947,59,"1, 23, 3, 18, 31, 22, 17, 16, 9, 10, 11, 5, 4, 8, 13, 15, 20, 21, 27, 30",3963536951,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963536957,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963536945,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3963536955,197,16369,3963536943,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, ewlrnu90xe2127a1erxlz29qt, 9n6jx9s4eip7mgken67i9oyc5, elt8lu5do3h4jcl9ujgaqlm1h, 6lwrvaxo8k9t72aibrsf6cdex, cz9jf3ozld7o0hns2xmn54b56, 2r9hayi0ybenx2bj3hrhzbb9x, 29zpgzbse1373d9bhj3l2ee39, ctqn305re0qsih8mh5nufg89h, tj1jt0o03ionrc0h7279x2zu, dgrjf6wf81uuk32qxqunfoded, 9stfaq0p7jw8269ms8ijc4a8l, 9d2p89e7bftxqhk80hy9ldeqd, buzr2irzyzx8zdt1rasijxrtg, eosd8dmfqtaol3dnkypyswn3d, 4g4zufvyime7qp4ks4badls0k, dtxvjsp1yrr3njbg7b3l5fo4p, 6nm4j9c81rfkxyl9vfxvbscno",3963536953,194,elt8lu5do3h4jcl9ujgaqlm1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655359,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-01-02T15:02:35.573Z,2023-03-03T14:35:56Z,3963586281,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655355,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-01-02T15:02:35.573Z,2023-01-02T15:02:35Z,3963586265,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655369,3,1,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,50.1,49.9,2023-01-02T15:02:35.583Z,2023-01-03T03:30:23Z,3963586327,279,S,3963586321,141,59.7,3963586317,56,Back,3963586319,140,39.6,3963586323,212,12.9,3964243371,178,,3963586325,213,2.6,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655433,4,1,1,0,2,enzoyc121va61wtmjf4cm7p3d,0,39.6,59.7,2023-01-02T15:02:37.582Z,2023-01-03T03:30:28Z,3963586539,155,,3963586545,140,91.6,3963586553,1,,3963586543,56,Right,3964243379,178,,3963586551,213,5.6,3963586547,141,0.0,3963586549,212,68.4,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,3963586541,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655637,3,5,1,0,7,muo4d1nfi1vgyvz5n07tjmoo,1,7.2,101.2,2023-01-02T15:02:43.059Z,2023-01-03T03:30:39Z,3963587677,233,5,3963587655,347,,3963587653,56,Back,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655439,5,5,1,0,7,enzoyc121va61wtmjf4cm7p3d,0,92.8,-1.2,2023-01-02T15:02:43.059Z,2023-01-03T03:30:39Z,3963586593,347,,3963587727,233,3,3963586591,56,Right,,,,,,,,,,,,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655675,4,1,1,0,26,muo4d1nfi1vgyvz5n07tjmoo,0,14.9,100,2023-01-02T15:03:02.002Z,2023-01-03T03:30:44Z,3963587889,1,,3963587887,213,6.1,3963587881,140,37.7,3963587883,141,94.8,3963587879,56,Back,3963587877,107,,3963587885,212,24.4,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655695,6,1,1,0,28,enzoyc121va61wtmjf4cm7p3d,0,61.1,12.3,2023-01-02T15:03:04.153Z,2023-01-03T03:30:48Z,3963588001,56,Right,3963588007,212,7.5,3963588005,141,15.5,3964243445,388,,3963588011,213,0.3,3963587999,3,,3963588003,140,67.9,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
