id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2469646959,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-10-09T13:08:56.760Z,2022-10-09T14:05:05Z,3831559333,59,"1, 12, 16, 77, 3, 19, 29, 8, 9, 17, 18, 28, 5, 7, 11, 13, 20, 21, 22, 27",3831559337,130,8,3831559353,197,9339,3831559355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831559349,194,9edzwm5tgsaud77tbc16our4l,3831559343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831559329,30,"9edzwm5tgsaud77tbc16our4l, 9voc3iwmlxkuuln6h03j0fqzu, bbgkxdtxxoinxftd09k5lth3p, 5jnu1yubvgdh6k9v9x277kjx1, a6gle2qqy7154nh3pqso7upqt, 9fk3a8f7bhmecbubtfuqs9jvt, 578r1t1b7ork624lq5q4k55ux, dldx0lpfwxc7eb0bc092m48a1, 53ipmesg7cuaty2uzqm1a2xn9, ucsmsk8k5wn69tdpz70ytyad, en7rrg1epwhzy47dd1zcp9wb9, 2dnrfdd702umzunv6rukg0jx1, awaksdyk1jcvvmlq85x7gcout, 6a7br2t45mam4765clafr0lp1, m3s6nw66qyk5wt6tflfpkd79, 7kyujdy1mcqzlevv3f0l0oul1, bgzc9ozb1qel3aw808tip6bu2, emglo360rdevds650u33d2odl, bodxakk6i1a3zl5c0tsxw7mcp, a4sdovrrwe7o6j29uisbqrzhm",3831559331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469656337,1,34,16,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-10-09T13:15:32.449Z,2022-10-09T13:29:56Z,3831607345,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831607343,30,"1fkrvnzbrb9s0qojjhc8edpm1, 9z0xcc7yot7royqle0nn6fdn9, 1wmfn9bky6owvj3jc4iftsxnu, 1pt1yc4fl9oxxsaoeq1cm3xzp, 2c89yb9spduwcxl7lrhckru1h, 9coe01drgpmlz3ee9qfond815, dggymph6p6xe8s3h2hae5p5g5, 6ta1shg2pfj5cchdod1xdtvbp, bl8p4bg9mwh2ugsxgg4x0pzo5, 8q0nnrx7ru205zepoqv7lm579, 2spu2yn887lywqw2vrg3evhlh, 71xg650qcs8yibhrumgvdejth, n4ml5xifvll22bpq68ld4auh, atf7aycphllb4i8h9jnld4bmd, 4rsnyz3019rgfjdil1zs024t1, 91m838lynz6db94q8ufcqk91x, 3svpmpx5tb4ekuewkh79l2up5, 2ytdtlvxm0ba22gsmk6vu4vhm, b3s3d69kycsfhgk4fslp7s1d5, ek2ub5dvlisn73a45n3gwj2s5",3831607347,59,"1, 11, 33, 6, 5, 2, 8, 10, 28, 7, 4, 26, 9, 17, 19, 20, 21, 25, 27, 31",3831607353,194,2spu2yn887lywqw2vrg3evhlh,3831607357,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831607351,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831607349,130,16,3831607355,197,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702583,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-10-09T14:01:54.227Z,2022-10-09T14:01:54Z,3831853867,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702591,2,32,1,0,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-10-09T14:01:54.227Z,2022-10-09T19:08:53Z,3831853903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702637,3,1,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,50.2,49.9,2022-10-09T14:01:54.308Z,2022-10-09T19:18:32Z,3831854169,213,2.9,3831854163,140,31.6,3831854167,212,20.0,3831854165,141,56.0,3833281747,178,,3831854171,279,S,3831854161,56,Back,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702649,4,1,1,0,2,1hcbcuu846pa3iw6qskiws1cu,0,34.3,54.6,2022-10-09T14:01:56.893Z,2022-10-09T19:18:39Z,3831854225,141,0.0,3831854221,56,Right,3833282255,178,,3831854227,212,53.8,3831854223,140,70.1,3831854229,213,5.5,3831854231,1,,3831854219,157,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702827,3,5,1,0,5,enzoyc121va61wtmjf4cm7p3d,1,34.3,102,2022-10-09T14:01:59.735Z,2022-10-09T19:18:44Z,3831855155,347,,3831855167,233,5,3831855153,56,Back,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702655,5,5,1,0,5,1hcbcuu846pa3iw6qskiws1cu,0,65.7,-2,2022-10-09T14:01:59.735Z,2022-10-09T19:18:43Z,3831854263,347,,3831854261,56,Right,3831855187,233,3,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702847,4,1,1,0,20,enzoyc121va61wtmjf4cm7p3d,1,38.8,100,2022-10-09T14:02:14.489Z,2022-10-09T19:18:47Z,3831855285,141,94.1,3831855279,107,,3831855281,56,Left,3831855289,213,6.0,3831855287,212,18.4,3831855283,140,55.6,,,,,,,1pt1yc4fl9oxxsaoeq1cm3xzp,C. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469702853,5,1,1,0,22,enzoyc121va61wtmjf4cm7p3d,0,55.6,94.1,2022-10-09T14:02:16.490Z,2022-10-09T19:46:03Z,3831855309,3,,3831855319,140,56.1,3831855313,56,Left,3831855327,213,4.8,3831855323,141,86.6,3833417517,178,,3831855325,212,5.1,,,,bl8p4bg9mwh2ugsxgg4x0pzo5,K. Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
