id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2465423023,6,5,1,0,8,1hcbcuu846pa3iw6qskiws1cu,1,78.6,-1.2,2022-10-01T11:30:41.519Z,2022-10-01T17:44:42Z,3808994245,347,,3808994243,56,Right,3808994253,233,5,,,,,,,,,,,,,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423057,7,1,1,0,18,1hcbcuu846pa3iw6qskiws1cu,1,78.4,0,2022-10-01T11:30:52.185Z,2022-10-01T17:44:47Z,3808994463,141,8.5,3808994467,212,13.7,3808994469,213,0.5,3808994461,140,89.7,3808994459,56,Right,3808994457,107,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423061,8,61,1,0,21,1hcbcuu846pa3iw6qskiws1cu,0,94.1,7.4,2022-10-01T11:30:54.733Z,2022-10-01T17:45:04Z,3811422339,178,,3808994483,56,Right,,,,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423081,6,5,1,0,22,cnnku8uihko7u4th0fms4pvg6,1,-0.8,93.6,2022-10-01T11:30:55.563Z,2022-10-01T17:45:10Z,3808994559,346,,3808994561,233,9,3808994557,56,Back,,,,,,,,,,,,,,,,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423075,9,5,1,0,22,1hcbcuu846pa3iw6qskiws1cu,0,100.8,6.4,2022-10-01T11:30:55.563Z,2022-10-01T17:45:11Z,3808994537,56,Right,3808994577,233,6,3808994539,346,,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423145,7,1,1,0,34,cnnku8uihko7u4th0fms4pvg6,1,4.1,54.6,2022-10-01T11:31:07.709Z,2022-10-01T17:45:25Z,3808994951,141,27.9,3808994959,237,,3808994949,140,6.9,3808994953,212,18.4,3808994947,56,Back,3808994981,189,,3808994945,124,,3808994955,213,4.9,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423157,8,1,1,0,34,cnnku8uihko7u4th0fms4pvg6,1,6.9,27.9,2022-10-01T11:31:08.365Z,2022-10-01T17:45:22Z,3808995005,141,50.4,3808995007,212,15.8,3808995003,140,3.1,3811424251,178,,3808995001,56,Back,3808995009,213,1.8,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423163,9,1,1,0,37,cnnku8uihko7u4th0fms4pvg6,1,3.1,50.4,2022-10-01T11:31:10.961Z,2022-10-01T17:45:33Z,3808995037,213,1.4,3808995033,141,75.4,3808995031,140,6.0,3808995035,212,17.3,3808995029,56,Back,3811425559,178,,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423205,10,1,1,0,39,cnnku8uihko7u4th0fms4pvg6,1,5.7,76,2022-10-01T11:31:12.748Z,2022-10-01T17:45:40Z,3808995185,140,9.1,3811426279,178,,3808995187,141,96.3,3808995183,56,Back,3808995191,213,1.3,3808995189,212,14.3,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423239,11,1,1,0,41,cnnku8uihko7u4th0fms4pvg6,0,9.2,96.5,2022-10-01T11:31:15.019Z,2022-10-01T17:46:48Z,3811432657,178,,3808995359,140,47.4,3808995365,213,6.2,3808995357,56,Back,3808995367,1,,3808995363,212,40.1,3808995361,141,93.9,3808995355,155,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423279,10,1,1,0,44,1hcbcuu846pa3iw6qskiws1cu,1,55.5,10.3,2022-10-01T11:31:17.830Z,2022-10-01T17:46:55Z,3811433457,178,,3808995523,56,Right,3808995527,141,20.4,3808995529,212,10.4,3808995525,140,62.9,3808995531,213,0.7,,,,,,,bgzc9ozb1qel3aw808tip6bu2,L. Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423281,11,49,1,0,45,1hcbcuu846pa3iw6qskiws1cu,1,62.9,20.4,2022-10-01T11:31:19.171Z,2022-10-01T17:47:13Z,,,,,,,,,,,,,,,,,,,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423301,12,1,1,0,46,1hcbcuu846pa3iw6qskiws1cu,1,62.9,21.8,2022-10-01T11:31:20.094Z,2022-10-01T17:47:20Z,3811435549,178,,3808995623,213,1.1,3808995615,56,Center,3808995621,212,9.3,3808995619,141,34.3,3808995617,140,66.6,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423329,13,1,1,0,49,1hcbcuu846pa3iw6qskiws1cu,0,67.1,38.9,2022-10-01T11:31:22.485Z,2022-10-01T17:47:35Z,3811436727,178,,3808995775,141,68.2,3808995779,213,0.9,3808995771,56,Center,3808995773,140,83.1,3808995777,212,26.1,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466176819,976,43,1,0,51,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-10-01T11:31:24.830Z,2022-10-02T06:39:24Z,3813084147,178,0,3813493073,144,82,,,,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466262039,1734,43,1,0,51,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-10-01T11:31:24.871Z,2022-10-02T06:39:23Z,3813493059,144,82,3813493023,178,0,,,,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423323,12,49,1,0,51,cnnku8uihko7u4th0fms4pvg6,1,19.8,30.1,2022-10-01T11:31:25.340Z,2022-10-01T17:48:00Z,,,,,,,,,,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423347,13,61,1,0,51,cnnku8uihko7u4th0fms4pvg6,0,17.3,10.3,2022-10-01T11:31:25.357Z,2022-10-01T17:48:05Z,3811439423,178,,3808995857,56,Back,,,,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423471,14,5,1,0,53,1hcbcuu846pa3iw6qskiws1cu,1,80,101.6,2022-10-01T11:31:27.167Z,2022-10-01T17:48:10Z,3808996405,233,14,3808996399,56,Left,3808996401,347,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423359,14,5,1,0,53,cnnku8uihko7u4th0fms4pvg6,0,20,-1.6,2022-10-01T11:31:27.167Z,2022-10-01T17:48:11Z,3808996421,233,14,3808995921,347,,3808995919,56,Back,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423489,15,1,1,1,5,1hcbcuu846pa3iw6qskiws1cu,1,79.9,100,2022-10-01T11:31:38.955Z,2022-10-01T17:50:53Z,3808996495,212,19.9,3808996489,56,Center,3808996491,140,89.6,3808996493,141,76.1,3808996487,107,,3808996497,213,5.2,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423491,16,61,1,1,6,1hcbcuu846pa3iw6qskiws1cu,0,89.4,75.3,2022-10-01T11:31:40.234Z,2022-10-01T17:51:02Z,3808996501,56,Center,3811452499,178,,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423493,15,49,1,1,7,cnnku8uihko7u4th0fms4pvg6,1,6,32.1,2022-10-01T11:31:40.496Z,2022-10-01T17:51:17Z,,,,,,,,,,,,,,,,,,,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423533,16,1,1,1,8,cnnku8uihko7u4th0fms4pvg6,0,6,32.1,2022-10-01T11:31:41.512Z,2022-10-01T17:51:23Z,3811453867,178,,3808996703,157,,3808996707,140,47.4,3808996711,212,43.5,3808996713,213,6.3,3808996709,141,31.8,3808996705,56,Back,3808996715,1,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423535,17,49,1,1,11,1hcbcuu846pa3iw6qskiws1cu,1,51.4,65.2,2022-10-01T11:31:45.327Z,2022-10-01T17:51:29Z,,,,,,,,,,,,,,,,,,,,,,,,,bgzc9ozb1qel3aw808tip6bu2,L. Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423585,18,1,1,1,15,1hcbcuu846pa3iw6qskiws1cu,1,51.1,61.5,2022-10-01T11:31:48.495Z,2022-10-01T17:51:37Z,3808997005,141,18.8,3811454563,178,,3808997003,140,80.4,3808996999,155,,3808997007,212,42.3,3808997011,1,,3808997001,56,Right,3808997009,213,5.5,bgzc9ozb1qel3aw808tip6bu2,L. Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423587,19,44,1,1,18,1hcbcuu846pa3iw6qskiws1cu,1,81.8,12.6,2022-10-01T11:31:51.534Z,2022-10-02T02:39:48Z,3808997017,286,,3808997023,233,17,3808997015,56,Right,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423583,17,44,1,1,18,cnnku8uihko7u4th0fms4pvg6,0,18.2,87.4,2022-10-01T11:31:51.535Z,2022-10-01T17:51:45Z,3808996991,56,Back,3808997029,233,19,3808996995,285,,,,,,,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423637,20,1,1,1,18,1hcbcuu846pa3iw6qskiws1cu,1,80.8,18.2,2022-10-01T11:31:51.540Z,2022-10-02T02:39:48Z,3808997241,141,25.0,3808997245,213,0.5,3808997235,3,,3808997239,140,88.8,3808997243,212,9.6,3811455233,388,,3808997237,56,Center,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423641,21,1,1,1,23,1hcbcuu846pa3iw6qskiws1cu,0,89.2,4.4,2022-10-01T11:31:57.321Z,2022-10-01T17:52:04Z,3808997259,212,3.1,3808997253,56,Right,3808997257,141,4.4,3808997263,236,,3808997269,286,,3808997265,233,18,3808997255,140,86.2,3808997261,213,3.1,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,3811456201,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423639,18,74,1,1,24,cnnku8uihko7u4th0fms4pvg6,1,8,92.1,2022-10-01T11:31:57.508Z,2022-10-01T17:52:10Z,3811456505,178,,3808997249,56,Back,3808997251,285,,3808997271,233,21,,,,,,,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423663,22,1,1,1,24,1hcbcuu846pa3iw6qskiws1cu,1,87,3.4,2022-10-01T11:31:58.106Z,2022-10-01T17:52:25Z,3811457451,178,,3808997337,140,81.9,3808997341,212,5.5,3808997339,141,5.2,3808997343,213,2.9,3808997335,56,Right,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466177243,696,43,1,1,24,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-10-01T11:31:58.108Z,2022-10-02T02:17:12Z,3813086881,144,82,3813086745,178,0,,,,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423689,24,1,1,1,26,1hcbcuu846pa3iw6qskiws1cu,1,81,6.1,2022-10-01T11:32:00.476Z,2022-10-01T17:52:43Z,3808997459,213,3.3,3808997451,56,Right,3808997457,212,5.7,3808997453,140,75.7,3811457943,178,,3808997455,141,4.4,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423679,23,43,1,1,27,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-10-01T11:32:01.163Z,2022-10-01T11:34:12Z,3808997429,141,5.2,3808997427,140,81.8,3808997433,213,3.1,3808997431,212,0.1,3809004101,144,12,3808997425,56,Right,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423715,25,1,1,1,28,1hcbcuu846pa3iw6qskiws1cu,1,75.3,4.9,2022-10-01T11:32:02.336Z,2022-10-01T17:52:53Z,3808997569,212,9.0,3808997567,141,16.8,3811459499,178,,3808997563,56,Right,3808997565,140,71.6,3808997571,213,2.0,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423733,26,1,1,1,30,1hcbcuu846pa3iw6qskiws1cu,1,71.6,16.7,2022-10-01T11:32:03.675Z,2022-10-01T17:52:59Z,3808997719,212,13.8,3808997717,141,4.6,3808997713,56,Right,3811459805,178,,3808997721,213,5.6,3808997715,140,82.1,,,,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423777,27,1,1,1,32,1hcbcuu846pa3iw6qskiws1cu,1,83.3,4.9,2022-10-01T11:32:06.323Z,2022-10-01T17:53:46Z,3808999349,154,,3808999343,210,15,3809873561,20,,3808997981,212,22.8,3808997977,140,85.8,3808997979,141,38.2,3808997975,56,Center,3808997983,213,1.5,ey5m0gz111sobrykgcrpt45at,M. Smith,3809873557,224,1,3811461853,178,3808997971,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423781,28,15,1,1,35,1hcbcuu846pa3iw6qskiws1cu,1,86,38,2022-10-01T11:32:08.895Z,2022-10-01T17:53:46Z,3808999409,231,46.6,3808999393,154,,3808997991,17,,3808999401,103,19,3808999091,82,,3808997989,22,,3808999405,147,41.9,3808999097,233,19,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,3808999087,20,,3811462947,178,3808999399,102,51.0,3808999407,230,99.1,3808999389,78,3808999403,146,90.2,3808999391,29,3808999395,55,27,3808997993,56,Center,,,,,,,,,,,,
2465423785,19,10,1,1,35,cnnku8uihko7u4th0fms4pvg6,1,11.4,65.2,2022-10-01T11:32:08.931Z,2022-10-01T17:54:00Z,3808998013,94,,3811463799,178,,3808998015,56,Back,3808999125,233,28,,,,,,,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423801,20,61,1,1,35,cnnku8uihko7u4th0fms4pvg6,1,11.7,64.8,2022-10-01T11:32:09.275Z,2022-10-01T17:54:29Z,3808998103,56,Back,3811466135,178,,,,,,,,,,,,,,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423835,21,12,1,1,36,cnnku8uihko7u4th0fms4pvg6,1,11.9,62.7,2022-10-01T11:32:10.385Z,2022-10-01T17:54:37Z,3811466779,178,,3808998295,141,66.6,3808998299,213,0.1,3808998291,56,Back,3808998297,212,27.0,3808998293,140,37.5,,,,,,,dy1z4i2jsbeswei0ha2n39c5x,C. Goldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423837,22,49,1,1,38,cnnku8uihko7u4th0fms4pvg6,1,37.8,66.7,2022-10-01T11:32:12.248Z,2022-10-01T17:54:51Z,,,,,,,,,,,,,,,,,,,,,,,,,12vo1l1xngzwi7kndbnyzfbv9,A. Čolak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423851,23,1,1,1,38,cnnku8uihko7u4th0fms4pvg6,1,37.8,66.7,2022-10-01T11:32:12.295Z,2022-10-01T17:55:02Z,3808998371,212,9.0,3808998365,56,Back,3811468427,178,,3808998373,213,2.1,3808998367,140,33.6,3808998369,141,78.2,,,,,,,12vo1l1xngzwi7kndbnyzfbv9,A. Čolak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423857,24,1,1,1,40,cnnku8uihko7u4th0fms4pvg6,0,33.6,78.2,2022-10-01T11:32:14.157Z,2022-10-01T17:55:10Z,3808998405,213,0.4,3808998401,141,93.6,3811468993,178,,3808998397,56,Left,3808998399,140,60.0,3808998403,212,29.6,,,,,,,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423875,29,49,1,1,44,1hcbcuu846pa3iw6qskiws1cu,1,38.4,7.4,2022-10-01T11:32:17.683Z,2022-10-01T17:55:23Z,,,,,,,,,,,,,,,,,,,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465423899,30,1,1,1,44,1hcbcuu846pa3iw6qskiws1cu,1,38.4,7.4,2022-10-01T11:32:17.722Z,2022-10-01T17:55:44Z,3808998553,213,2.5,3811470985,178,,3808998547,140,10.5,3808998551,212,36.2,3808998549,141,38.6,3808998555,1,,3808998545,56,Back,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
