id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2501385703,141,1,1,17,17,enzoyc121va61wtmjf4cm7p3d,1,32.7,29.1,2023-01-28T15:18:31.808Z,2023-01-29T04:57:27Z,3998935113,212,29.9,3998935109,140,58.1,4001328695,178,,3998935107,56,Right,3998935115,213,5.8,3998935111,141,9.2,,,,,,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501385809,142,1,1,17,21,enzoyc121va61wtmjf4cm7p3d,0,58.5,9.1,2023-01-28T15:18:35.320Z,2023-01-29T04:57:37Z,3998935675,140,100.0,3998935671,155,,3998935681,213,0.3,4001328871,178,,3998935673,56,Center,3998935677,141,26.8,3998935679,212,46.4,3998935683,1,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501385815,143,5,1,17,24,enzoyc121va61wtmjf4cm7p3d,0,100.9,27.6,2023-01-28T15:18:38.468Z,2023-01-29T04:57:44Z,3998935705,346,,3998935701,56,Center,3998935955,233,146,,,,,,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501385845,146,5,1,17,24,87coxipr6ls77tnlba3eselx0,1,-0.9,72.4,2023-01-28T15:18:38.468Z,2023-01-29T04:57:43Z,3998935877,56,Back,3998935881,346,,3998935915,233,143,,,,,,,,,,,,,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501386651,147,1,1,17,49,87coxipr6ls77tnlba3eselx0,0,4.8,40.4,2023-01-28T15:19:03.095Z,2023-01-29T04:57:49Z,3998940197,124,,3998940213,1,,3998940205,140,68.0,3998940207,141,54.6,3998940203,56,Center,3998940215,74,,3998940209,212,67.1,3998940211,213,0.1,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501386693,145,1,1,17,52,enzoyc121va61wtmjf4cm7p3d,0,38,41.5,2023-01-28T15:19:06.479Z,2023-01-29T04:57:56Z,3998940419,140,29.9,3998940417,56,Back,3998940427,213,3.3,3998940425,212,8.6,3998940415,3,,3998940421,141,40.0,4001329165,388,,,,,9coe01drgpmlz3ee9qfond815,L. Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501386715,148,1,1,17,53,87coxipr6ls77tnlba3eselx0,1,74.1,53.4,2023-01-28T15:19:07.369Z,2023-01-29T04:59:52Z,3998944093,140,69.5,3998944097,212,6.1,3998944099,213,2.5,4001331073,178,,3998944095,141,58.8,3998940539,56,Center,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501386809,149,1,1,17,54,87coxipr6ls77tnlba3eselx0,1,69.2,57.9,2023-01-28T15:19:08.584Z,2023-01-29T05:00:05Z,3998941045,56,Center,4001331211,178,,3998942559,210,13,3998941057,213,0.8,3998941053,212,11.6,3998941047,140,77.3,3998941049,141,69.6,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501386815,150,13,1,17,57,87coxipr6ls77tnlba3eselx0,1,81.3,70.3,2023-01-28T15:19:11.343Z,2023-01-29T05:00:07Z,3998941087,56,Center,3998941085,18,,3998942593,215,,3998942573,55,149,3998942601,231,52.9,3998942571,29,,3998942581,102,54.8,3998941739,72,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,3998941083,22,3998942569,74,,,3998942587,103,83.3,,3998942599,230,97.2,4001331303,178,,,,,,,,,,,,,,,,,,,,,,,
2501386817,146,5,1,17,58,enzoyc121va61wtmjf4cm7p3d,1,-1,44.9,2023-01-28T15:19:12.152Z,2023-01-29T05:00:37Z,3998941313,233,151,3998941101,56,Back,3998941103,346,,,,,,,,,,,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501386849,151,5,1,17,58,87coxipr6ls77tnlba3eselx0,0,101,55.1,2023-01-28T15:19:12.152Z,2023-01-29T05:00:35Z,3998941235,56,Center,3998941391,233,146,3998941237,346,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501387745,147,1,1,18,25,enzoyc121va61wtmjf4cm7p3d,1,3.9,40.6,2023-01-28T15:19:39.026Z,2023-01-29T05:00:41Z,3998946169,141,20.4,3998946173,212,62.0,3998946177,213,6.1,3998946163,56,Right,3998946159,155,,3998946179,1,,3998946183,74,,3998946155,124,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,3998946165,140,,,,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501387837,148,1,1,18,28,enzoyc121va61wtmjf4cm7p3d,1,61.5,20.4,2023-01-28T15:19:42.530Z,2023-01-29T05:00:48Z,3998946695,212,8.8,3998946685,3,,3998946691,140,69.8,4001331931,388,,3998946693,141,18.9,3998946697,213,6.2,3998946689,56,Right,3998946687,168,,dzs6o86mv89839vlz2qswhuj9,K. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501387867,149,43,1,18,32,enzoyc121va61wtmjf4cm7p3d,1,0,0,2023-01-28T15:19:46.448Z,2023-01-28T15:20:53Z,3998946871,140,72.9,3998957595,144,1,3998946875,212,6.2,3998946879,213,5.3,3998946873,141,11.1,3998946869,56,Right,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501387995,150,4,1,18,32,enzoyc121va61wtmjf4cm7p3d,1,67.7,14.4,2023-01-28T15:19:46.696Z,2023-01-29T05:01:26Z,3998947535,56,Right,4000940011,294,,3998947547,286,,3998947533,13,,3998947537,152,,3998947911,233,154,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501388043,154,4,1,18,32,87coxipr6ls77tnlba3eselx0,0,32.3,85.6,2023-01-28T15:19:46.697Z,2023-01-29T05:01:25Z,3998947853,152,,4000940089,294,,3998947847,13,,3998947979,233,150,3998947851,56,Back,4001332513,178,,3998947855,285,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501387847,152,43,1,18,32,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-28T15:19:46.842Z,2023-01-28T15:20:52Z,3998946755,56,Back,3998957471,144,61,,,,,,,,,,,,,,,,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501388041,153,43,1,18,35,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-28T15:19:49.175Z,2023-01-28T15:19:56Z,3998947835,212,18.1,3998947831,140,40.9,3998948163,144,1,3998947827,157,0,3998947839,1,0,3998947829,56,Back,3998947833,141,90.2,3998947837,213,0.6,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501388993,151,1,1,19,8,enzoyc121va61wtmjf4cm7p3d,0,67,20,2023-01-28T15:20:22.770Z,2023-01-29T05:01:58Z,3998953345,212,47.2,3998953341,140,100.0,3998953349,1,,3998953347,213,0.7,3998953333,5,,4001333105,178,,4000940607,225,,3998953335,155,,2kxzjuns50x1fb85ndoad0set,C. Waters,4000940609,386,4000940611,72,,,3998953331,2,,,3998953339,56,Center,3998953343,141,3998953337,152,,,,,,,,,,,,,,,,64.9,,,,,
2501389001,152,5,1,19,11,enzoyc121va61wtmjf4cm7p3d,0,101.1,64.8,2023-01-28T15:20:25.599Z,2023-01-29T05:02:07Z,3998953821,233,155,3998953373,346,,3998953371,56,Center,,,,,,,,,,,,,,,,6ta1shg2pfj5cchdod1xdtvbp,Jordan Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501389073,155,5,1,19,11,87coxipr6ls77tnlba3eselx0,1,-1.1,35.2,2023-01-28T15:20:25.599Z,2023-01-29T05:02:06Z,3998953755,233,152,3998953719,346,,3998953717,56,Back,,,,,,,,,,,,,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501389913,156,1,1,19,39,87coxipr6ls77tnlba3eselx0,0,4.3,40.9,2023-01-28T15:20:53.639Z,2023-01-29T05:02:10Z,3998958163,1,,3998958159,212,66.6,3998958157,141,36.4,3998958153,56,Center,3998958161,213,6.2,3998958151,124,,3998958165,74,,3998958155,140,67.7,4lp29rlldfr9f8jx6e6qqfgt1,R. Laidlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501389927,153,61,1,19,42,enzoyc121va61wtmjf4cm7p3d,0,34,64.8,2023-01-28T15:20:56.134Z,2023-01-29T05:02:19Z,3998958213,56,Back,4001333617,178,,,,,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390041,157,1,1,19,44,87coxipr6ls77tnlba3eselx0,0,51.8,13.8,2023-01-28T15:20:58.055Z,2023-01-29T05:02:25Z,3998958803,141,9.4,3998958807,213,6.2,4001333757,178,,3998958799,56,Right,3998958797,155,,3998958801,140,80.8,3998958805,212,30.6,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390063,154,1,1,19,46,enzoyc121va61wtmjf4cm7p3d,0,24.4,81.7,2023-01-28T15:20:59.969Z,2023-01-29T05:05:06Z,3998958971,140,35.2,3998958975,212,17.7,3998958973,141,100.0,3998958977,213,0.9,3998958969,56,Back,3998958967,3,,4001336649,178,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390073,155,5,1,19,47,enzoyc121va61wtmjf4cm7p3d,0,30.4,101.4,2023-01-28T15:21:01.281Z,2023-01-29T05:05:13Z,3998959015,56,Back,3998961521,233,158,3998959019,347,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390545,158,5,1,19,47,87coxipr6ls77tnlba3eselx0,1,69.6,-1.4,2023-01-28T15:21:01.281Z,2023-01-29T05:05:11Z,3998961415,56,Right,3998961417,347,,3998961487,233,155,,,,,,,,,,,,,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390577,159,1,1,20,5,87coxipr6ls77tnlba3eselx0,1,73.7,0,2023-01-28T15:21:19.500Z,2023-01-29T05:05:15Z,3998961615,107,,3998961621,141,13.2,3998961625,213,2.0,3998961623,212,10.9,3998961619,140,69.6,3998961617,56,Right,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390657,160,1,1,20,6,87coxipr6ls77tnlba3eselx0,1,69.5,13.4,2023-01-28T15:21:20.435Z,2023-01-29T05:05:19Z,3998962055,56,Right,3998962065,141,6.5,4001336843,178,,3998962071,212,5.6,3998962061,140,72.4,3998962077,213,5.3,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390785,161,1,1,20,9,87coxipr6ls77tnlba3eselx0,1,70.4,5.9,2023-01-28T15:21:23.673Z,2023-01-29T05:05:24Z,3998962721,212,33.0,3998962715,56,Center,3998962725,1,,4001336911,178,,3998962723,213,2.2,3998962717,140,51.3,3998962719,141,44.5,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390879,162,1,1,20,12,87coxipr6ls77tnlba3eselx0,1,51.3,44.5,2023-01-28T15:21:26.909Z,2023-01-29T05:05:28Z,4001336979,178,,3998963205,212,15.3,3998963201,140,53.0,3998963195,56,Center,3998963203,141,66.9,3998963207,213,1.5,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390981,163,1,1,20,16,87coxipr6ls77tnlba3eselx0,1,58,74.5,2023-01-28T15:21:30.286Z,2023-01-29T05:05:31Z,3998963701,213,5.6,3998963691,155,,3998963695,140,88.2,3998963705,1,,4001337045,178,,3998963699,212,41.9,3998963693,56,Center,3998963697,141,34.3,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390995,164,44,1,20,18,87coxipr6ls77tnlba3eselx0,1,87.8,36.1,2023-01-28T15:21:32.754Z,2023-01-29T09:05:55Z,3998963833,233,156,3998963765,286,,3998963761,56,Center,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501390977,156,44,1,20,18,enzoyc121va61wtmjf4cm7p3d,0,12.2,63.9,2023-01-28T15:21:32.755Z,2023-01-29T05:05:38Z,3998963869,233,164,3998963675,56,Back,3998963677,285,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391063,165,1,1,20,18,87coxipr6ls77tnlba3eselx0,1,88,34.3,2023-01-28T15:21:32.814Z,2023-01-29T09:05:55Z,3998964149,3,,3998964153,140,84.5,3998964157,212,12.8,3998964159,213,1.9,4001337267,388,,3998964155,141,52.4,3998964151,56,Center,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501761661,686,3,1,20,20,87coxipr6ls77tnlba3eselx0,1,83.8,46.2,2023-01-28T15:21:34.134Z,2023-01-29T05:05:54Z,4001212253,233,739,4001337439,178,,4000943541,464,,4000943491,286,,4000943489,56,Center,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501761663,739,45,1,20,20,enzoyc121va61wtmjf4cm7p3d,0,16.2,53.8,2023-01-28T15:21:34.134Z,2023-01-29T05:05:55Z,4001212257,233,686,4000943493,56,Back,4000943495,285,,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391079,157,45,1,20,21,enzoyc121va61wtmjf4cm7p3d,0,17.9,45.8,2023-01-28T15:21:35.816Z,2023-01-29T05:06:16Z,3998964265,285,,3998964341,233,166,3998964263,56,Back,,,,,,,,,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391087,166,3,1,20,21,87coxipr6ls77tnlba3eselx0,1,82.1,54.2,2023-01-28T15:21:35.816Z,2023-01-29T05:06:15Z,3998964289,56,Center,4000942881,464,,4001337757,178,,3998964295,286,,3998964333,233,157,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391115,167,1,1,20,23,87coxipr6ls77tnlba3eselx0,1,78.6,53.6,2023-01-28T15:21:37.373Z,2023-01-29T05:06:20Z,3998964437,213,1.1,3998964433,141,70.9,3998964429,56,Center,3998964435,212,13.2,3998964431,140,84.4,4001337933,178,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391157,168,1,1,20,24,87coxipr6ls77tnlba3eselx0,0,84.4,70.9,2023-01-28T15:21:38.281Z,2023-01-29T05:06:26Z,3998964627,212,15.4,3998964619,140,86.7,4001338065,178,,3998964631,213,4.9,3998964621,141,48.5,3998964615,56,Center,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391259,158,12,1,20,25,enzoyc121va61wtmjf4cm7p3d,1,12.6,57.8,2023-01-28T15:21:39.706Z,2023-01-29T05:06:31Z,3998965029,141,56.4,3998965033,213,6.2,3998965027,140,36.0,3998965025,56,Back,3998965031,212,24.6,4001338139,178,,,,,,,,2kxzjuns50x1fb85ndoad0set,C. Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391311,159,1,1,20,28,enzoyc121va61wtmjf4cm7p3d,1,36,56.4,2023-01-28T15:21:42.460Z,2023-01-29T05:06:53Z,3998965289,213,2.7,3998965287,212,10.6,3998965283,140,27.1,3998965281,56,Back,4001338703,178,,3998965285,141,63.7,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391317,160,49,1,20,29,enzoyc121va61wtmjf4cm7p3d,1,27.1,63.7,2023-01-28T15:21:43.542Z,2023-01-29T05:06:54Z,,,,,,,,,,,,,,,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391419,161,1,1,20,32,enzoyc121va61wtmjf4cm7p3d,1,33.2,72.4,2023-01-28T15:21:46.149Z,2023-01-29T05:06:54Z,4001338713,178,,3998965809,213,2.4,3998965807,212,13.0,3998965803,140,23.7,3998965805,141,84.7,3998965801,56,Back,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501892657,918,83,1,20,34,87coxipr6ls77tnlba3eselx0,1,78.4,7.9,2023-01-28T15:21:48.588Z,2023-01-29T10:57:22Z,4001622059,399,166791,,,,,,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391499,162,1,1,20,34,enzoyc121va61wtmjf4cm7p3d,0,22.7,93,2023-01-28T15:21:48.615Z,2023-01-29T05:07:00Z,3998966249,212,26.6,3998966243,56,Back,3998966247,141,100.0,4001338855,178,,3998966251,213,0.2,3998966245,140,47.4,,,,,,,2kxzjuns50x1fb85ndoad0set,C. Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501391503,163,5,1,20,35,enzoyc121va61wtmjf4cm7p3d,0,46.8,101.5,2023-01-28T15:21:49.473Z,2023-01-29T05:07:08Z,3998966255,347,,3998966253,56,Back,3998971645,233,169,,,,,,,,,,,,,,,,2kxzjuns50x1fb85ndoad0set,C. Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392483,169,5,1,20,35,87coxipr6ls77tnlba3eselx0,1,53.2,-1.5,2023-01-28T15:21:49.473Z,2023-01-29T05:07:08Z,3998971575,56,Right,3998971577,347,,3998971609,233,163,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392527,170,1,1,21,11,87coxipr6ls77tnlba3eselx0,0,59.9,0,2023-01-28T15:22:25.097Z,2023-01-29T05:07:13Z,3998971839,213,0.6,3998971833,140,74.5,3998971837,212,18.6,3998971829,107,,3998971835,141,13.8,3998971831,56,Right,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392529,164,8,1,21,12,enzoyc121va61wtmjf4cm7p3d,1,32.2,80.9,2023-01-28T15:22:26.515Z,2023-01-29T05:07:34Z,4001339657,388,,4000944893,385,,3998971845,56,Back,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392599,171,61,1,21,14,87coxipr6ls77tnlba3eselx0,0,73.1,10.4,2023-01-28T15:22:28.384Z,2023-01-29T05:07:44Z,3998972219,56,Right,4001339897,178,,,,,,,,,,,,,,,,,,,,2r9hayi0ybenx2bj3hrhzbb9x,E. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392621,165,49,1,21,16,enzoyc121va61wtmjf4cm7p3d,1,34.6,86.3,2023-01-28T15:22:30.259Z,2023-01-29T05:08:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392657,166,3,1,21,16,enzoyc121va61wtmjf4cm7p3d,0,33.7,78.8,2023-01-28T15:22:30.323Z,2023-01-29T05:08:37Z,3998972531,286,,4000945275,464,,3998972741,233,172,3998972529,56,Back,4001341055,178,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392673,172,7,1,21,17,87coxipr6ls77tnlba3eselx0,0,66.3,21.2,2023-01-28T15:22:31.213Z,2023-01-29T05:08:44Z,4000945323,385,,3998972593,56,Center,3998972667,233,166,3998972595,285,,4001341165,178,,,,,,,,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392697,167,61,1,21,17,enzoyc121va61wtmjf4cm7p3d,1,33.5,81.1,2023-01-28T15:22:31.288Z,2023-01-29T05:08:52Z,3998972745,56,Back,4001341347,178,,,,,,,,,,,,,,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392711,173,49,1,21,18,87coxipr6ls77tnlba3eselx0,1,62,31,2023-01-28T15:22:32.772Z,2023-01-29T05:08:59Z,,,,,,,,,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392737,174,1,1,21,18,87coxipr6ls77tnlba3eselx0,0,62,31,2023-01-28T15:22:32.815Z,2023-01-29T05:09:04Z,3998972985,212,14.3,3998972981,140,73.3,4001341577,389,,3998972979,56,Center,3998972987,213,0.6,3998972983,141,42.7,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392775,168,49,1,21,20,enzoyc121va61wtmjf4cm7p3d,1,27.1,56.4,2023-01-28T15:22:34.038Z,2023-01-29T05:09:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392815,169,1,1,21,21,enzoyc121va61wtmjf4cm7p3d,0,27.1,56.4,2023-01-28T15:22:35.045Z,2023-01-29T05:09:17Z,3998973393,56,Back,3998973397,140,34.0,3998973405,212,20.1,3998973401,141,28.9,4001341855,178,,3998973411,213,5.1,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392827,175,8,1,21,22,87coxipr6ls77tnlba3eselx0,1,65.2,75.9,2023-01-28T15:22:36.590Z,2023-01-29T05:09:22Z,4001341921,178,,3998973505,56,Center,4000945693,383,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392843,176,49,1,21,23,87coxipr6ls77tnlba3eselx0,1,69.1,73.8,2023-01-28T15:22:36.973Z,2023-01-29T05:11:07Z,,,,,,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501392931,177,15,1,21,25,87coxipr6ls77tnlba3eselx0,1,82.2,68.2,2023-01-28T15:22:39.351Z,2023-01-29T05:11:11Z,3998974983,233,171,3998974929,146,95.5,3998974103,56,Center,3998974927,458,,3998974925,215,,3998974473,72,,3998974931,147,54.3,3998974921,102,47.7,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,4000945893,80,4001344037,178,,,3998974099,22,,,3998974923,103,2.5,3998974101,18,,,,,,,,,,,,,,,,,,,,,,,
2501393025,171,10,1,21,26,enzoyc121va61wtmjf4cm7p3d,1,4.3,49.4,2023-01-28T15:22:40.225Z,2023-01-29T05:11:18Z,3998974599,182,,3998974601,56,Back,3998974597,179,,3998974593,177,,3998974749,233,177,4000945929,376,,,,,,,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501393019,170,52,1,21,27,enzoyc121va61wtmjf4cm7p3d,1,4.3,49.4,2023-01-28T15:22:41.090Z,2023-01-29T05:11:30Z,4000945961,376,,4001344331,179,,,,,,,,,,,,,,,,,,,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501393355,172,1,1,21,40,enzoyc121va61wtmjf4cm7p3d,1,14.8,46.1,2023-01-28T15:22:54.112Z,2023-01-29T05:12:54Z,3998977565,189,,3998976407,213,5.5,3998976403,141,7.9,3998976409,1,,4001345839,178,,3998976399,56,Back,3998976405,212,35.9,3998976397,123,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,3998976401,140,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
