id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2484602303,3,5,1,0,11,besu5lkqmra07drq1czpr0tk4,1,63.4,101.8,2022-11-12T15:03:58.855Z,2022-11-12T19:19:13Z,3910465851,56,Left,3910465853,347,,3910466001,233,9,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601929,9,5,1,0,11,1hcbcuu846pa3iw6qskiws1cu,0,36.6,-1.8,2022-11-12T15:03:58.855Z,2022-11-12T19:19:14Z,3910466125,233,3,3910464081,347,,3910464079,56,Back,,,,,,,,,,,,,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602437,4,1,1,0,20,besu5lkqmra07drq1czpr0tk4,1,60.9,100,2022-11-12T15:04:08.387Z,2022-11-12T19:19:19Z,3910466539,212,12.8,3910466521,56,Left,3910466527,140,71.5,3910466533,141,92.7,3910466517,107,,3910466543,213,5.8,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602447,5,61,1,0,22,besu5lkqmra07drq1czpr0tk4,1,71.5,92.7,2022-11-12T15:04:09.689Z,2022-11-12T19:20:19Z,3912236285,21,,3910466573,56,Left,3912236287,178,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485105867,1004,83,1,0,23,1hcbcuu846pa3iw6qskiws1cu,1,28.7,22.5,2022-11-12T15:04:11.489Z,2022-11-13T06:48:04Z,3913168901,399,230073,,,,,,,,,,,,,,,,,,,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602533,6,61,1,0,24,besu5lkqmra07drq1czpr0tk4,0,69.1,74.2,2022-11-12T15:04:11.508Z,2022-11-12T19:21:10Z,3910467053,56,Center,3912240457,178,,,,,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602551,10,49,1,0,25,1hcbcuu846pa3iw6qskiws1cu,1,24.5,24.3,2022-11-12T15:04:13.491Z,2022-11-12T19:21:14Z,,,,,,,,,,,,,,,,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602609,11,1,1,0,26,1hcbcuu846pa3iw6qskiws1cu,1,24.5,24.3,2022-11-12T15:04:13.523Z,2022-11-12T19:21:18Z,3910467363,212,12.0,3912241091,178,,3910467361,141,31.3,3910467357,56,Back,3910467365,213,2.7,3910467359,140,14.0,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602641,12,1,1,0,26,1hcbcuu846pa3iw6qskiws1cu,0,14,31.3,2022-11-12T15:04:14.357Z,2022-11-12T19:21:21Z,3911783807,155,,3910467517,140,18.4,3910467525,213,5.6,3910467521,141,25.6,3912241399,178,,3910467523,212,6.0,3910467515,56,Back,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602619,7,61,1,0,27,besu5lkqmra07drq1czpr0tk4,1,78.1,69.9,2022-11-12T15:04:14.562Z,2022-11-12T19:21:51Z,3912243709,15,,3910467397,56,Center,3912243711,178,,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602769,8,5,1,0,29,besu5lkqmra07drq1czpr0tk4,0,86.4,102,2022-11-12T15:04:17.180Z,2022-11-12T19:21:58Z,3910468115,56,Left,3910471443,233,13,3910468119,347,,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603389,13,5,1,0,29,1hcbcuu846pa3iw6qskiws1cu,1,13.6,-2,2022-11-12T15:04:17.180Z,2022-11-12T19:21:58Z,3910471287,56,Back,3910471289,347,,3910471385,233,8,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603541,14,1,1,0,43,1hcbcuu846pa3iw6qskiws1cu,1,19.1,0,2022-11-12T15:04:31.375Z,2022-11-12T19:22:00Z,3910472071,141,15.5,3910472069,140,32.4,3910472073,212,18.3,3910472067,56,Back,3910472063,107,,3910476427,189,,3910472075,213,0.7,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603547,15,61,1,0,44,1hcbcuu846pa3iw6qskiws1cu,0,32.5,15.6,2022-11-12T15:04:32.403Z,2022-11-12T19:23:10Z,3912249763,178,,3910472107,56,Back,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603665,9,4,1,0,46,besu5lkqmra07drq1czpr0tk4,1,67,82.2,2022-11-12T15:04:33.638Z,2022-11-12T19:23:16Z,3910472763,286,,3910472755,13,,3910474159,265,,3910472809,233,16,3910472761,152,,3910472759,56,Left,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603649,16,4,1,0,46,1hcbcuu846pa3iw6qskiws1cu,0,33,17.8,2022-11-12T15:04:33.639Z,2022-11-12T19:23:15Z,3910472649,13,,3910472837,233,9,3910472661,285,,3910472657,152,,3910472653,56,Back,3912250045,178,,3910472659,265,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484605051,10,1,1,1,22,besu5lkqmra07drq1czpr0tk4,1,69.8,75.1,2022-11-12T15:05:09.670Z,2022-11-12T19:23:19Z,3910479595,56,Center,3911785655,224,,3910479589,5,,3910479601,212,39.9,3911785661,72,,3910479605,1,,3910479599,141,31.6,3910479591,155,,ddnwckj55fg870otjg9w9xyad,S. Kelly,3910479587,2,3910479603,213,5.4,3910479593,152,3910479597,140,95.3,3912250305,178,,,,,,,,,,,,,,,,,,,,,,,,,,
2484605131,11,1,1,1,24,besu5lkqmra07drq1czpr0tk4,1,95.3,31.6,2022-11-12T15:05:12.187Z,2022-11-13T10:13:56Z,3912250841,178,,3910480091,56,Center,3910510481,210,15,3910480099,212,11.8,3910480101,213,2.0,3910510483,154,,3910480093,140,90.3,3910480089,155,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,3910480095,141,,,,,,,,,,,1,47.2,,,,,,,,,,,,,,,,,,,,,,,,
2484605315,12,44,1,1,26,besu5lkqmra07drq1czpr0tk4,1,90.6,52,2022-11-12T15:05:13.955Z,2022-11-13T10:13:56Z,3910481703,233,17,3910481077,56,Center,3910481081,286,,,,,,,,,,,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484605121,17,44,1,1,26,1hcbcuu846pa3iw6qskiws1cu,0,9.4,48,2022-11-12T15:05:13.956Z,2022-11-12T19:23:31Z,3910480021,56,Back,3910481589,233,12,3910480023,285,,,,,,,,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609969,32,15,1,1,26,besu5lkqmra07drq1czpr0tk4,1,89.9,49.1,2022-11-12T15:05:14.004Z,2022-11-13T10:13:56Z,3910509303,233,18,3910509201,328,,3910505499,56,Center,3910510541,102,49.1,3910505497,17,,3910510533,154,,3910510537,55,11,3910510543,103,19,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,3910510547,147,3910509197,15,,3910509195,24,3910510549,230,98.6,3910510525,78,,49.1,3910510529,29,3912251623,388,3910510545,146,91.1,3910510551,231,50.5,3910509203,82,,,,,,,,,,,,
2484605145,18,10,1,1,26,1hcbcuu846pa3iw6qskiws1cu,1,9.2,43.1,2022-11-12T15:05:14.033Z,2022-11-12T19:23:51Z,3912252515,15,,3910509345,233,32,3912252511,388,,3910506147,94,,3910480153,56,Back,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484605299,19,12,1,1,27,1hcbcuu846pa3iw6qskiws1cu,1,11.7,37.6,2022-11-12T15:05:15.228Z,2022-11-12T19:24:07Z,3910480989,141,30.1,3912253651,388,,3910480987,140,14.5,3910480991,212,5.9,3910480985,56,Back,3910482577,15,,3910480993,213,5.2,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484605333,13,15,1,1,28,besu5lkqmra07drq1czpr0tk4,1,88.5,57.5,2022-11-12T15:05:16.432Z,2022-11-12T19:24:11Z,3910484841,76,,3910484855,147,51.4,3910484849,458,,3910484845,103,4.4,3912253961,178,,3910483135,24,,3910484851,146,98.5,3910481173,56,Center,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,3910481167,17,3910484847,328,,3910484843,102,3910483141,72,,3910483181,233,,,,,,,,,,,,,,,54.4,20,,,,,,,,,,
2484605321,20,10,1,1,29,1hcbcuu846pa3iw6qskiws1cu,1,2,47.5,2022-11-12T15:05:17.489Z,2022-11-12T19:24:23Z,3910482287,180,,3911788333,376,,3910483291,233,13,3910481111,56,Back,3910481109,182,,3910482285,177,,,,,,,,9edzwm5tgsaud77tbc16our4l,C. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484605353,21,52,1,1,31,1hcbcuu846pa3iw6qskiws1cu,1,2,47.5,2022-11-12T15:05:18.533Z,2022-11-12T19:25:03Z,3911788403,376,,3912257697,178,,,,,,,,,,,,,,,,,,,,9edzwm5tgsaud77tbc16our4l,C. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606135,22,1,1,1,48,1hcbcuu846pa3iw6qskiws1cu,1,13.4,47,2022-11-12T15:05:35.768Z,2022-11-12T19:25:13Z,3911797017,189,,3910485559,141,5.9,3910485557,140,49.5,3910485565,1,,3910485553,199,,3910485561,212,47.1,3910485563,213,5.6,3910485555,56,Back,9edzwm5tgsaud77tbc16our4l,C. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606205,23,1,1,1,50,1hcbcuu846pa3iw6qskiws1cu,1,49.6,5.9,2022-11-12T15:05:38.204Z,2022-11-12T19:26:15Z,3910485905,56,Back,3910485911,212,25.0,3912262727,178,,3910485907,140,26.0,3910485909,141,10.7,3910485913,213,3.0,,,,,,,4ixfdbtira0k9hyhaj4fov651,J. Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606319,24,1,1,1,53,1hcbcuu846pa3iw6qskiws1cu,1,30.8,14.7,2022-11-12T15:05:40.637Z,2022-11-12T19:26:20Z,3910486499,213,1.8,3910486491,56,Back,3910486493,140,23.1,3910486497,212,36.3,3912263095,178,,3910486501,1,,3910486495,141,66.7,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606429,25,1,1,1,55,1hcbcuu846pa3iw6qskiws1cu,1,23.1,66.9,2022-11-12T15:05:43.419Z,2022-11-12T19:26:27Z,3910487063,212,14.0,3912263521,178,,3910487061,141,79.9,3910487065,213,0.7,3910487057,140,33.5,3910487053,56,Back,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606485,26,1,1,1,58,1hcbcuu846pa3iw6qskiws1cu,0,39.9,88.1,2022-11-12T15:05:46.331Z,2022-11-12T19:26:38Z,3910487371,141,84.7,3910487369,140,63.4,3910487373,212,24.8,3910487367,56,Left,3912264281,178,,3910487365,155,,3910487375,213,6.2,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606497,15,49,1,2,0,besu5lkqmra07drq1czpr0tk4,1,32.1,20.4,2022-11-12T15:05:47.901Z,2022-11-12T19:26:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606463,14,43,1,2,1,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-11-12T15:05:48.832Z,2022-11-12T17:27:13Z,3910487261,56,Back,3911791245,144,8,,,,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606731,16,1,1,2,2,besu5lkqmra07drq1czpr0tk4,1,36,21.5,2022-11-12T15:05:49.946Z,2022-11-12T19:26:52Z,3910488605,212,7.8,3910488599,56,Back,3912265579,178,,3910488607,213,1.2,3910488603,141,32.2,3910488601,140,38.8,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606751,17,61,1,2,5,besu5lkqmra07drq1czpr0tk4,0,52.5,23.6,2022-11-12T15:05:53.367Z,2022-11-12T19:27:05Z,3910488665,56,Center,3912266269,178,,,,,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606839,28,1,1,2,6,1hcbcuu846pa3iw6qskiws1cu,0,43.6,77,2022-11-12T15:05:54.300Z,2022-11-12T19:27:08Z,3910489161,56,Left,3910489171,1,,3910489169,213,0.4,3912266459,178,,3910489163,140,85.6,3910489167,212,47.0,3910489159,157,,3910489165,141,100.0,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606743,27,43,1,2,8,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-11-12T15:05:55.879Z,2022-11-12T17:27:31Z,3911791979,144,49,,,,,,,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607529,18,5,1,2,9,besu5lkqmra07drq1czpr0tk4,1,14.4,-1,2022-11-12T15:05:57.155Z,2022-11-12T19:27:12Z,3910492763,56,Back,3910492769,347,,3910492845,233,29,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606847,29,5,1,2,9,1hcbcuu846pa3iw6qskiws1cu,0,85.6,101,2022-11-12T15:05:57.155Z,2022-11-12T19:27:13Z,3910492883,233,18,3910489203,347,,3910489201,56,Left,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607607,19,1,1,2,29,besu5lkqmra07drq1czpr0tk4,0,21.3,0,2022-11-12T15:06:16.652Z,2022-11-12T19:27:16Z,3910493159,140,39.3,3910493165,213,0.3,3910493157,56,Back,3910493161,141,5.8,3910493163,212,19.5,3910493155,107,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607675,30,1,1,2,31,1hcbcuu846pa3iw6qskiws1cu,0,61.8,94.2,2022-11-12T15:06:18.636Z,2022-11-12T19:27:26Z,3910493551,213,5.2,3910493545,140,67.0,3912267787,388,,3910493547,141,79.6,3910493543,56,Left,3910493549,212,11.3,3910493541,3,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607747,20,1,1,2,32,besu5lkqmra07drq1czpr0tk4,1,30.9,12.3,2022-11-12T15:06:20.218Z,2022-11-12T19:27:42Z,3910493825,140,24.5,3912268837,388,,3910493827,141,27.1,3910493823,56,Back,3910493821,3,,3910493831,213,2.2,3910493829,212,12.1,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607865,22,1,1,2,34,besu5lkqmra07drq1czpr0tk4,0,24.5,27.1,2022-11-12T15:06:21.943Z,2022-11-12T19:27:47Z,3910494443,157,,3910494447,140,64.8,3910494449,141,21.3,3910494455,1,,3912269191,178,,3910494451,212,42.5,3910494445,56,Center,3910494453,213,6.2,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607761,21,43,1,2,35,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-11-12T15:06:23.006Z,2022-11-12T15:06:28Z,3910494851,144,49,,,,,,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607861,31,49,1,2,38,1hcbcuu846pa3iw6qskiws1cu,1,24,84.7,2022-11-12T15:06:26.268Z,2022-11-12T19:27:51Z,,,,,,,,,,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608063,32,1,1,2,38,1hcbcuu846pa3iw6qskiws1cu,1,24,84.7,2022-11-12T15:06:26.355Z,2022-11-12T19:27:56Z,3910495475,140,9.6,3910495479,212,26.6,3910495473,56,Back,3912269765,178,,3910495477,141,52.5,3910495481,213,4.1,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
