id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/19/value,assist,qualifier/16/value
2481387209,53,5,1,6,51,c9ky1957qli8v2lylfga7io8b,1,77.6,-1.4,2022-11-04T19:37:36.440Z,2022-11-05T05:40:34Z,3893705139,56,Right,3893705141,347,,3893705173,233,90,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387205,90,5,1,6,51,841zp0njrq63yv4fvw6lgf60q,0,22.4,101.4,2022-11-04T19:37:36.440Z,2022-11-05T05:40:35Z,3893705129,347,,3893705127,56,Back,3893705191,233,53,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387403,54,1,1,7,8,c9ky1957qli8v2lylfga7io8b,1,77.9,0,2022-11-04T19:37:53.615Z,2022-11-05T05:40:42Z,3893706247,140,79.6,3893706245,56,Right,3893706243,107,,3893706249,141,10.0,3893706251,212,8.4,3893706253,213,1.4,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387411,55,1,1,7,9,c9ky1957qli8v2lylfga7io8b,1,79.6,10,2022-11-04T19:37:54.507Z,2022-11-05T05:40:48Z,3893706295,56,Right,3893706297,140,77.2,3893706303,213,4.3,3893706301,212,5.7,3894338907,178,,3893706299,141,2.5,,,,,,,89df7o58mynvgjs0xlq4zh71l,K. Magennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387423,56,1,1,7,12,c9ky1957qli8v2lylfga7io8b,1,77.2,2.5,2022-11-04T19:37:57.659Z,2022-11-05T05:40:54Z,3893706377,56,Right,3893706381,141,11.0,3893706383,212,5.9,3893706385,213,1.4,3893706379,140,78.3,3894339061,178,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387441,57,1,1,7,13,c9ky1957qli8v2lylfga7io8b,1,78.3,11,2022-11-04T19:37:58.675Z,2022-11-05T05:43:11Z,3893706491,213,4.0,3893706489,212,7.0,3894343809,178,,3893706483,56,Right,3893706485,140,74.0,3893706487,141,3.1,,,,,,,89df7o58mynvgjs0xlq4zh71l,K. Magennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387507,58,1,1,7,15,c9ky1957qli8v2lylfga7io8b,1,74,3.1,2022-11-04T19:38:00.283Z,2022-11-05T05:43:25Z,3893706865,56,Center,3894343985,178,,3893707601,210,13,3893706867,140,77.8,3893706871,212,16.6,3893706873,213,1.3,3893706869,141,26.8,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387513,59,13,1,7,18,c9ky1957qli8v2lylfga7io8b,1,78.5,31.2,2022-11-04T19:38:03.344Z,2022-11-05T05:43:25Z,3893707631,215,,3893707621,29,,3893707629,103,19.4,3893706905,18,,3893706903,22,,3893707245,72,,3893706907,56,Center,3893707627,102,58.3,afowz5wysshf6f5mj5iz1t5h,J. Newell,3893707623,55,3893707633,230,97.6,,58,3893707635,231,48.4,3894344379,178,3893707619,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387529,60,5,1,7,19,c9ky1957qli8v2lylfga7io8b,0,101.2,61.7,2022-11-04T19:38:05.048Z,2022-11-05T05:43:28Z,3893706973,56,Center,3893706975,346,,3893707021,233,91,,,,,,,,,,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387523,91,5,1,7,19,841zp0njrq63yv4fvw6lgf60q,1,-1.2,38.3,2022-11-04T19:38:05.048Z,2022-11-05T05:43:29Z,3893707001,233,60,3893706957,56,Back,3893706959,346,,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387793,92,1,1,7,34,841zp0njrq63yv4fvw6lgf60q,1,5,37,2022-11-04T19:38:19.956Z,2022-11-05T05:43:31Z,3894166973,189,,3893708467,56,Back,3893708489,237,,3893708465,124,,3893708481,213,0.0,3893708477,212,10.6,3893708469,140,15.1,3893708473,141,37.3,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387831,93,1,1,7,40,841zp0njrq63yv4fvw6lgf60q,0,35.2,33.6,2022-11-04T19:38:25.325Z,2022-11-05T05:43:36Z,3893708667,213,5.2,3893708663,141,0.0,3893708661,140,46.9,3893708665,212,26.5,3893708659,56,Back,3894344773,178,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387931,61,5,1,7,42,c9ky1957qli8v2lylfga7io8b,1,52.9,100.8,2022-11-04T19:38:27.740Z,2022-11-05T05:43:39Z,3893709165,233,94,3893709147,56,Left,3893709149,347,,,,,,,,,,,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387839,94,5,1,7,42,841zp0njrq63yv4fvw6lgf60q,0,47.1,-0.8,2022-11-04T19:38:27.740Z,2022-11-05T05:43:39Z,3893708687,347,,3893709197,233,61,3893708685,56,Back,,,,,,,,,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481387973,62,1,1,7,47,c9ky1957qli8v2lylfga7io8b,1,54.9,100,2022-11-04T19:38:33.059Z,2022-11-05T05:51:59Z,3894166989,189,,3893709349,213,4.1,3893709339,107,,3893709341,56,Back,3893709343,140,46.5,3893709345,141,82.1,3893709347,212,15.8,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388023,63,1,1,7,50,c9ky1957qli8v2lylfga7io8b,1,46.4,71.1,2022-11-04T19:38:35.281Z,2022-11-05T05:52:03Z,3894361585,178,,3893709629,140,41.3,3893709633,212,26.2,3893709631,141,33.4,3893709635,213,4.5,3893709627,56,Back,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388065,64,1,1,7,53,c9ky1957qli8v2lylfga7io8b,0,42.5,26.7,2022-11-04T19:38:38.939Z,2022-11-05T05:52:05Z,3893709879,212,57.1,3893709873,56,Center,3893709871,155,,3893709875,140,96.3,3893709881,213,0.1,3893709877,141,38.9,3893709883,1,,3894361643,178,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388107,96,52,1,7,57,841zp0njrq63yv4fvw6lgf60q,1,12.8,54,2022-11-04T19:38:43.106Z,2022-11-05T05:52:08Z,3894361711,178,,3894166997,377,,,,,,,,,,,,,,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388271,97,1,1,8,6,841zp0njrq63yv4fvw6lgf60q,1,12.4,41.9,2022-11-04T19:38:51.926Z,2022-11-05T05:52:17Z,3893710909,141,35.1,3893710911,212,10.9,3893710913,213,5.8,3893710907,140,21.8,3894361827,178,,3893710903,123,,3893710905,56,Back,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388317,98,1,1,8,10,841zp0njrq63yv4fvw6lgf60q,1,20.6,35.1,2022-11-04T19:38:56.263Z,2022-11-05T05:52:21Z,3893711143,141,44.2,3894361855,178,,3893711141,140,6.4,3893711145,212,16.1,3893711147,213,2.7,3893711139,56,Back,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388351,99,1,1,8,14,841zp0njrq63yv4fvw6lgf60q,1,13,43.1,2022-11-04T19:38:59.686Z,2022-11-05T05:52:24Z,3893711303,213,6.1,3893711297,140,26.9,3893711301,212,14.8,3893711295,56,Back,3894361883,178,,3893711299,141,39.2,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388415,100,1,1,8,16,841zp0njrq63yv4fvw6lgf60q,1,24.5,37.7,2022-11-04T19:39:01.651Z,2022-11-05T05:52:28Z,3893711713,213,5.9,3893711707,140,40.1,3893711711,212,17.8,3894361957,178,,3893711705,56,Back,3893711709,141,27.4,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388449,101,1,1,8,21,841zp0njrq63yv4fvw6lgf60q,1,52,48.1,2022-11-04T19:39:06.428Z,2022-11-05T05:52:34Z,3893711905,213,1.2,3893711903,212,17.1,3893711901,141,71.1,3893711899,140,58.5,3894362067,178,,3893711897,56,Center,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388531,102,1,1,8,24,841zp0njrq63yv4fvw6lgf60q,1,66.6,76,2022-11-04T19:39:10.209Z,2022-11-05T05:52:40Z,3893712387,56,Left,3894362143,178,,3893712395,213,0.8,3893712393,212,17.8,3893712389,140,78.1,3893712391,141,95.3,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388543,103,1,1,8,29,841zp0njrq63yv4fvw6lgf60q,0,85.6,90.5,2022-11-04T19:39:14.652Z,2022-11-05T05:52:45Z,3893712441,140,87.8,3894167015,72,,3893712463,286,,3894362245,178,,3894167013,224,,3893712439,56,Left,3893712457,236,,3893712443,141,82.7,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,3893712445,212,3893712435,2,,,5.8,3893712447,213,5.1,3893712437,155,3893712459,233,65,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388527,65,12,1,8,29,c9ky1957qli8v2lylfga7io8b,1,9.1,11.6,2022-11-04T19:39:14.738Z,2022-11-05T05:52:50Z,3893712469,233,103,3894362299,178,,3893712357,185,,3893712359,56,Back,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388555,66,5,1,8,32,c9ky1957qli8v2lylfga7io8b,0,12.4,-1.2,2022-11-04T19:39:17.708Z,2022-11-05T05:52:57Z,3893713031,233,104,3893712503,56,Back,3893712505,347,,,,,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388655,104,5,1,8,32,841zp0njrq63yv4fvw6lgf60q,1,87.6,101.2,2022-11-04T19:39:17.708Z,2022-11-05T05:52:57Z,3893712949,347,,3893712947,56,Left,3893712985,233,66,,,,,,,,,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388727,105,1,1,8,37,841zp0njrq63yv4fvw6lgf60q,1,86.9,100,2022-11-04T19:39:23.093Z,2022-11-05T05:53:01Z,3893713287,213,3.9,3893713285,212,17.0,3893713283,141,83.0,3893713277,107,,3893713281,140,75.6,3893713279,56,Left,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388757,106,1,1,8,41,841zp0njrq63yv4fvw6lgf60q,1,75.8,84.1,2022-11-04T19:39:26.800Z,2022-11-05T05:53:06Z,3894362607,178,,3893713415,213,6.2,3893713407,56,Left,3893713413,212,14.6,3893713409,140,89.7,3893713411,141,83.2,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388815,67,45,1,8,42,c9ky1957qli8v2lylfga7io8b,0,9.7,17.2,2022-11-04T19:39:27.429Z,2022-11-05T05:53:32Z,3893713813,233,107,3893713693,56,Back,3893713695,285,,,,,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388817,107,3,1,8,42,841zp0njrq63yv4fvw6lgf60q,1,90.3,82.8,2022-11-04T19:39:27.429Z,2022-11-05T05:53:32Z,3894363069,178,,3894167025,465,,3893713697,56,Left,3893713743,233,67,3893713699,286,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388819,108,3,1,8,44,841zp0njrq63yv4fvw6lgf60q,0,94.5,73.5,2022-11-04T19:39:30.010Z,2022-11-05T05:53:46Z,3893713703,286,,3893713701,56,Center,3894167037,465,,3893713729,211,,3894363225,178,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481538537,1446,67,1,8,46,c9ky1957qli8v2lylfga7io8b,1,2.8,31.6,2022-11-04T19:39:31.645Z,2022-11-05T08:12:37Z,3894529601,233,1099,,,,,,,,,,,,,,,,,,,,,,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481538531,1099,67,1,8,46,841zp0njrq63yv4fvw6lgf60q,0,97.2,68.4,2022-11-04T19:39:31.646Z,2022-11-05T07:43:01Z,3894529609,233,1446,,,,,,,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481520761,1115,43,1,8,46,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-11-04T19:39:31.761Z,2022-11-05T07:42:40Z,3894529423,144,67,3894431435,233,917,,,,,,,,,,,,,,,,,,,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481520755,917,43,1,8,46,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-11-04T19:39:31.762Z,2022-11-05T07:42:41Z,3894431455,233,1115,3894529429,144,67,,,,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388831,68,12,1,8,46,c9ky1957qli8v2lylfga7io8b,1,4.1,35.1,2022-11-04T19:39:31.797Z,2022-11-05T08:12:38Z,3893713779,140,0.0,3893713777,56,Back,3893713781,141,20.9,3893713783,212,10.8,3894363293,178,,3893713785,213,4.2,3893713855,167,,,,,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388847,69,6,1,8,47,c9ky1957qli8v2lylfga7io8b,0,2.4,23.7,2022-11-04T19:39:32.473Z,2022-11-05T05:53:58Z,3893713827,56,Back,3893713829,73,,3893713889,233,109,,,,,,,,,,,,,,,,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481388849,109,6,1,8,47,841zp0njrq63yv4fvw6lgf60q,1,97.6,76.3,2022-11-04T19:39:32.473Z,2022-11-05T05:53:58Z,3893713857,233,69,3893713837,73,,3893713835,56,Center,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389237,110,1,1,9,13,841zp0njrq63yv4fvw6lgf60q,0,99.5,99.5,2022-11-04T19:39:59.008Z,2022-11-05T05:54:04Z,3893716009,223,,3894363427,178,,3893716013,140,91.8,3893716015,141,56.3,3893716017,212,30.5,3894167051,20,,3893716019,213,4.4,3893716007,155,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,3893716011,56,3893716003,2,,,Center,3893716005,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389437,70,12,1,9,14,c9ky1957qli8v2lylfga7io8b,1,8.8,43,2022-11-04T19:40:00.245Z,2022-11-05T05:54:31Z,3893717325,56,Back,3893717333,213,5.1,3893717331,212,21.7,3893717327,140,16.8,3894363795,178,,3893717329,141,13.5,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389279,111,1,1,9,17,841zp0njrq63yv4fvw6lgf60q,1,83.1,84.1,2022-11-04T19:40:03.214Z,2022-11-05T05:54:37Z,3893716301,141,94.1,3893716297,56,Left,3893716303,212,10.3,3893716305,213,0.7,3893716299,140,90.5,3894363933,178,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389333,112,1,1,9,19,841zp0njrq63yv4fvw6lgf60q,1,90.5,94.1,2022-11-04T19:40:04.277Z,2022-11-05T05:54:41Z,3893716649,56,Left,3893716657,213,3.3,3894363999,178,,3893716655,212,14.4,3893716651,140,76.9,3893716653,141,91.8,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389377,113,1,1,9,24,841zp0njrq63yv4fvw6lgf60q,1,76.2,90.8,2022-11-04T19:40:09.565Z,2022-11-05T05:54:52Z,3893716873,140,73.5,3893716871,56,Left,3893716875,141,83.9,3893716877,212,5.5,3894364147,178,,3893716879,213,4.2,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481521257,928,43,1,9,25,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-11-04T19:40:10.797Z,2022-11-05T06:32:36Z,3894433973,178,0,3894434139,144,82,,,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481521519,941,43,1,9,27,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-11-04T19:40:12.795Z,2022-11-05T06:33:12Z,3894435489,144,82,3894435375,178,0,,,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389407,114,1,1,9,28,841zp0njrq63yv4fvw6lgf60q,1,90.3,87.7,2022-11-04T19:40:13.652Z,2022-11-05T05:54:56Z,3893717133,141,95.0,3893717141,213,2.4,3893717131,140,85.6,3893717137,212,7.0,3894364203,178,,3893717129,56,Left,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389411,115,1,1,9,29,841zp0njrq63yv4fvw6lgf60q,0,84.6,94.7,2022-11-04T19:40:15.244Z,2022-11-05T05:55:00Z,3894167075,20,,3893717163,56,Center,3893717165,140,86.5,3894167073,223,,3893717167,141,69.7,3893717171,213,4.8,3893717169,212,17.1,3893717159,2,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,3894364253,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389439,71,61,1,9,30,c9ky1957qli8v2lylfga7io8b,1,8.3,29.5,2022-11-04T19:40:15.823Z,2022-11-05T05:55:07Z,3894364315,178,,3893717335,56,Back,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389453,72,49,1,9,31,c9ky1957qli8v2lylfga7io8b,1,20.5,15.9,2022-11-04T19:40:17.180Z,2022-11-05T05:55:24Z,,,,,,,,,,,,,,,,,,,,,,,,,fx0i4f70a096eya9f6irwdt5,E. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389547,73,1,1,9,33,c9ky1957qli8v2lylfga7io8b,1,20.3,6.5,2022-11-04T19:40:18.939Z,2022-11-05T05:57:14Z,3893717953,140,42.1,3893717951,56,Back,3893717955,141,5.3,3893717957,212,22.9,3893717959,213,6.2,3894365629,178,,,,,,,,fx0i4f70a096eya9f6irwdt5,E. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389575,74,1,1,9,39,c9ky1957qli8v2lylfga7io8b,0,41.7,13.7,2022-11-04T19:40:24.362Z,2022-11-05T05:57:36Z,3893718159,213,0.8,3894365841,178,,3893718147,155,,3893718161,1,,3893718151,56,Center,3893718153,140,82.7,3893718155,141,77.9,3893718157,212,61.3,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,3893718149,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389579,116,49,1,9,43,841zp0njrq63yv4fvw6lgf60q,1,18.9,32.4,2022-11-04T19:40:28.695Z,2022-11-05T05:57:38Z,,,,,,,,,,,,,,,,,,,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389613,117,1,1,9,43,841zp0njrq63yv4fvw6lgf60q,1,18.9,32.4,2022-11-04T19:40:28.725Z,2022-11-05T05:57:42Z,3893718357,141,17.3,3893718361,213,5.4,3893718353,56,Back,3893718355,140,27.7,3893718359,212,13.8,3894365885,178,,,,,,,,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389689,118,1,1,9,47,841zp0njrq63yv4fvw6lgf60q,1,29,27.7,2022-11-04T19:40:32.670Z,2022-11-05T06:03:34Z,3893718825,213,1.3,3893718821,141,46.0,3894369469,178,,3893718823,212,12.8,3893718817,56,Back,3893718819,140,32.0,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389695,119,1,1,9,48,841zp0njrq63yv4fvw6lgf60q,1,33.7,47,2022-11-04T19:40:33.876Z,2022-11-05T06:03:42Z,3893718877,141,55.8,3893718881,213,2.1,3893718875,140,30.4,3893718873,56,Back,3893718879,212,6.9,3894369651,178,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389709,120,1,1,9,50,841zp0njrq63yv4fvw6lgf60q,1,31.3,58.1,2022-11-04T19:40:36.216Z,2022-11-05T06:03:47Z,3893718967,141,74.7,3893718963,56,Back,3893718965,140,29.8,3893718969,212,11.4,3894369743,178,,3893718971,213,1.7,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389741,121,1,1,9,53,841zp0njrq63yv4fvw6lgf60q,1,30,77.5,2022-11-04T19:40:38.401Z,2022-11-05T06:03:54Z,3893719189,213,0.7,3893719185,141,91.7,3893719181,56,Back,3893719183,140,41.7,3894369891,178,,3893719187,212,15.6,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389943,122,1,1,9,56,841zp0njrq63yv4fvw6lgf60q,0,44.8,92,2022-11-04T19:40:42.137Z,2022-11-05T06:03:59Z,3893720205,140,88.6,3894369979,178,,3893720203,56,Center,3893720201,155,,3893720207,141,62.0,3893720213,1,,3893720211,213,5.9,3893720209,212,50.3,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389793,75,52,1,10,0,c9ky1957qli8v2lylfga7io8b,1,9.7,38.2,2022-11-04T19:40:45.747Z,2022-11-05T06:04:03Z,3894370037,178,,3894167099,377,,,,,,,,,,,,,,,,,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389899,76,1,1,10,7,c9ky1957qli8v2lylfga7io8b,1,11.8,41,2022-11-04T19:40:52.911Z,2022-11-05T06:04:08Z,3893719987,140,14.3,3893719985,56,Back,3894370109,178,,3893719983,123,,3893719989,141,40.1,3893719993,213,6.1,3893719991,212,2.7,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389935,77,1,1,10,11,c9ky1957qli8v2lylfga7io8b,0,27.8,40.6,2022-11-04T19:40:56.742Z,2022-11-05T06:04:11Z,3893720153,56,Left,3893720163,1,,3893720151,155,,3893720161,213,0.7,3893720155,140,64.8,3893720157,141,84.1,3894370161,178,,3893720159,212,48.8,cx021j1n37kzienjdgd9qndka,R. Bushiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481389949,123,44,1,10,14,841zp0njrq63yv4fvw6lgf60q,1,35,23.2,2022-11-04T19:40:59.638Z,2022-11-05T08:12:38Z,3893722899,233,78,3893720247,285,,3893720245,56,Back,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
