id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2472957925,5,5,1,0,10,841zp0njrq63yv4fvw6lgf60q,1,48,101.8,2022-10-16T14:01:51.190Z,2022-10-16T19:58:30Z,3849185125,56,Back,3849185127,347,,3849185161,233,7,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957853,7,5,1,0,10,1hcbcuu846pa3iw6qskiws1cu,0,52,-1.8,2022-10-16T14:01:51.190Z,2022-10-16T19:58:30Z,3849185183,233,5,3849184739,56,Right,3849184741,347,,,,,,,,,,,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957971,6,1,1,0,19,841zp0njrq63yv4fvw6lgf60q,1,46.8,100,2022-10-16T14:02:00.379Z,2022-10-16T19:58:34Z,3849185397,107,,3849185405,141,81.4,3849185411,213,5.4,3849185409,212,17.9,3849185401,140,57.7,3849185399,56,Left,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957993,7,1,1,0,24,841zp0njrq63yv4fvw6lgf60q,1,54.4,85.1,2022-10-16T14:02:05.238Z,2022-10-16T19:58:58Z,3850768699,178,,3849185517,213,2.9,3849185515,212,6.9,3849185513,141,87.8,3849185509,56,Back,3849185511,140,48.1,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958031,8,1,1,0,26,841zp0njrq63yv4fvw6lgf60q,1,46.6,88.4,2022-10-16T14:02:06.611Z,2022-10-16T19:59:04Z,3850768907,178,,3849185689,140,38.0,3849185695,213,2.8,3849185687,56,Back,3849185691,141,92.9,3849185693,212,9.5,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958223,9,1,1,0,28,841zp0njrq63yv4fvw6lgf60q,1,33.5,93.2,2022-10-16T14:02:08.715Z,2022-10-16T19:59:07Z,3849186697,140,4.5,3849186705,1,,3850768977,178,,3849186699,141,66.1,3849186695,56,Back,3849186703,213,3.7,3849186701,212,35.6,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958243,10,1,1,0,41,841zp0njrq63yv4fvw6lgf60q,0,11.7,42.1,2022-10-16T14:02:22.386Z,2022-10-16T19:59:14Z,3849186821,1,,3850769205,178,,3849186817,212,52.6,3849186819,213,0.4,3849186815,141,68.7,3849186811,56,Center,3849186809,155,,3849186813,140,58.7,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958269,8,1,1,0,44,1hcbcuu846pa3iw6qskiws1cu,0,37.1,34.3,2022-10-16T14:02:24.973Z,2022-10-16T19:59:21Z,3849186989,213,1.4,3849186985,141,72.1,3849186983,140,42.1,3849186981,56,Back,3849186979,3,,3849186987,212,26.2,3850769381,178,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958345,11,1,1,0,49,841zp0njrq63yv4fvw6lgf60q,1,61.8,40,2022-10-16T14:02:29.520Z,2022-10-16T19:59:39Z,3849187413,141,32.1,3849187409,56,Center,3849187411,140,66.6,3849187415,212,7.4,3849187417,213,5.5,3850769747,178,,3849187407,155,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958351,12,61,1,0,50,841zp0njrq63yv4fvw6lgf60q,0,70.4,28.9,2022-10-16T14:02:31.349Z,2022-10-16T19:59:54Z,3849187433,56,Center,3850770021,178,,,,,,,,,,,,,,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958371,9,49,1,0,54,1hcbcuu846pa3iw6qskiws1cu,1,17.2,89.7,2022-10-16T14:02:34.552Z,2022-10-16T20:00:03Z,,,,,,,,,,,,,,,,,,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958381,10,4,1,0,54,1hcbcuu846pa3iw6qskiws1cu,1,22.3,90.7,2022-10-16T14:02:34.666Z,2022-10-16T20:00:07Z,3849187579,56,Back,3849187607,233,13,3849187581,152,,3849187583,265,,3849187577,13,,3849187585,285,,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958377,13,4,1,0,54,841zp0njrq63yv4fvw6lgf60q,0,77.7,9.3,2022-10-16T14:02:34.667Z,2022-10-16T20:00:06Z,3849187557,286,,3849187617,233,10,3850770319,178,,3849187553,152,,3849187551,56,Right,3849187555,265,,3849187549,13,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958451,14,17,1,1,2,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-10-16T14:02:43.051Z,2022-10-16T20:00:14Z,3849187917,31,,3849187921,13,243,3849187919,392,,,,,,,,,,,,,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959349,11,1,1,1,54,1hcbcuu846pa3iw6qskiws1cu,0,16,92.6,2022-10-16T14:03:35.199Z,2022-10-16T20:00:19Z,3849192341,141,64.0,3849192343,212,55.3,3849192337,56,Center,3849192345,213,5.9,3849192335,152,,3849192339,140,65.3,3849192347,1,,3849192333,157,,9edzwm5tgsaud77tbc16our4l,C. Gordon,3849192331,5,3850770633,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959347,15,44,1,1,57,841zp0njrq63yv4fvw6lgf60q,1,35,40.4,2022-10-16T14:03:38.410Z,2022-10-17T10:29:07Z,3849192323,56,Back,3849192433,233,12,3849192325,285,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959357,12,44,1,1,57,1hcbcuu846pa3iw6qskiws1cu,0,65,59.6,2022-10-16T14:03:38.411Z,2022-10-16T20:00:39Z,3849192391,56,Center,3849192449,233,15,3849192393,286,,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959373,16,1,1,1,57,841zp0njrq63yv4fvw6lgf60q,1,35.4,44.8,2022-10-16T14:03:38.493Z,2022-10-17T10:29:07Z,3849192481,56,Back,3849192483,140,49.6,3850771449,388,,3849192489,213,0.0,3849192485,141,45.1,3849192487,212,14.9,3849192479,3,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959383,17,49,1,1,59,841zp0njrq63yv4fvw6lgf60q,1,49.6,45.1,2022-10-16T14:03:40.275Z,2022-10-16T20:01:15Z,,,,,,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959441,18,61,1,1,59,841zp0njrq63yv4fvw6lgf60q,0,53.4,31.2,2022-10-16T14:03:40.363Z,2022-10-16T20:01:20Z,3849192841,56,Center,3850772349,178,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959427,13,49,1,2,1,1hcbcuu846pa3iw6qskiws1cu,1,41.1,74.5,2022-10-16T14:03:42.092Z,2022-10-16T20:01:25Z,,,,,,,,,,,,,,,,,,,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959471,19,45,1,2,4,841zp0njrq63yv4fvw6lgf60q,0,53,28.2,2022-10-16T14:03:44.600Z,2022-10-16T20:01:35Z,3849192989,56,Center,3849192991,285,,3849207001,233,31,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472961715,31,3,1,2,4,1hcbcuu846pa3iw6qskiws1cu,1,47,71.8,2022-10-16T14:03:44.600Z,2022-10-16T20:01:34Z,3850772747,178,,3850108425,464,,3849205857,56,Back,3849205859,286,,3849206989,233,19,,,,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959487,14,3,1,2,4,1hcbcuu846pa3iw6qskiws1cu,0,44.8,69,2022-10-16T14:03:45.293Z,2022-10-16T20:01:38Z,3849193299,233,20,3849193055,286,,3850108759,464,,3850772863,178,,3849193053,56,Back,,,,,,,,,,emglo360rdevds650u33d2odl,T. Sibbick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959527,20,7,1,2,4,841zp0njrq63yv4fvw6lgf60q,1,55.2,31,2022-10-16T14:03:45.438Z,2022-10-16T20:01:41Z,3850772985,178,,3849193275,233,14,3849193243,56,Center,3850111611,383,,3849193245,285,,,,,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959531,21,49,1,2,6,841zp0njrq63yv4fvw6lgf60q,1,52,10,2022-10-16T14:03:46.941Z,2022-10-16T20:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959547,22,1,1,2,7,841zp0njrq63yv4fvw6lgf60q,0,52,10,2022-10-16T14:03:48.475Z,2022-10-16T20:01:50Z,3849193331,213,3.0,3850773253,178,,3849193317,140,42.8,3849193321,141,11.7,3849193313,56,Back,3849193327,212,9.7,,,,,,,16x7shxmsfll6pytg8b8v0dbe,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959561,15,49,1,2,9,1hcbcuu846pa3iw6qskiws1cu,1,62.4,88.9,2022-10-16T14:03:49.894Z,2022-10-16T20:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959615,17,43,1,2,9,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-10-16T14:03:50.206Z,2022-10-16T16:50:56Z,3849193737,233,22,3849193683,56,Left,3850115107,144,74,3849193685,285,0,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959591,16,1,1,2,10,1hcbcuu846pa3iw6qskiws1cu,0,63,92,2022-10-16T14:03:51.470Z,2022-10-16T20:01:57Z,3849193551,213,4.2,3849193543,56,Left,3849193547,141,83.0,3849193549,212,7.0,3849193545,140,59.8,3850773503,178,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959633,23,50,1,2,12,841zp0njrq63yv4fvw6lgf60q,1,43.3,22.2,2022-10-16T14:03:52.762Z,2022-10-16T20:02:02Z,3849193755,56,Back,3849545359,233,449,3849544329,286,,,,,,,,,,,,,,,,,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473025693,449,7,1,2,12,1hcbcuu846pa3iw6qskiws1cu,1,56.7,77.8,2022-10-16T14:03:53.128Z,2022-10-16T20:02:05Z,3850116161,383,,3849545347,56,Center,3850773755,178,,3849545349,285,,3849545355,233,23,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959643,18,61,1,2,12,1hcbcuu846pa3iw6qskiws1cu,1,63.2,71.8,2022-10-16T14:03:53.480Z,2022-10-16T20:02:22Z,3850774489,178,,3849193817,56,Center,,,,,,,,,,,,,,,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959663,25,61,1,2,14,841zp0njrq63yv4fvw6lgf60q,0,36.1,38.3,2022-10-16T14:03:55.484Z,2022-10-16T20:02:28Z,3849193903,56,Back,3850774605,178,,,,,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959651,24,43,1,2,15,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-10-16T14:03:56.493Z,2022-10-16T14:03:59Z,3849194075,144,49,,,,,,,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959749,19,1,1,2,16,1hcbcuu846pa3iw6qskiws1cu,1,65.9,40.7,2022-10-16T14:03:57.325Z,2022-10-16T20:02:33Z,3849194281,141,46.0,3849194283,212,7.9,3849194285,213,0.5,3849194277,56,Center,3850774759,178,,3849194279,140,72.6,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959769,20,49,1,2,17,1hcbcuu846pa3iw6qskiws1cu,1,72.6,46,2022-10-16T14:03:58.282Z,2022-10-16T20:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959799,21,1,1,2,17,1hcbcuu846pa3iw6qskiws1cu,1,72.6,46,2022-10-16T14:03:58.305Z,2022-10-16T20:02:55Z,3849194525,212,8.3,3849194523,141,39.2,3850775451,178,,3849194521,140,66.0,3849194519,56,Center,3849194527,213,3.7,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959801,22,61,1,2,21,1hcbcuu846pa3iw6qskiws1cu,0,66.2,24.6,2022-10-16T14:04:02.055Z,2022-10-16T20:03:06Z,3850775841,178,,3849194535,56,Center,,,,,,,,,,,,,,,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959785,26,49,1,2,23,841zp0njrq63yv4fvw6lgf60q,1,41.9,82.3,2022-10-16T14:04:03.507Z,2022-10-16T20:03:13Z,,,,,,,,,,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959895,27,4,1,2,23,841zp0njrq63yv4fvw6lgf60q,1,37.2,83.2,2022-10-16T14:04:04.404Z,2022-10-16T20:03:17Z,3849195021,13,,3849195031,286,,3849195033,233,23,3849195029,152,,3849195025,295,,3849195027,56,Back,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472959887,23,4,1,2,23,1hcbcuu846pa3iw6qskiws1cu,0,62.8,16.8,2022-10-16T14:04:04.405Z,2022-10-16T20:03:16Z,3849194973,13,,3849194975,295,,3849194979,56,Right,3850776271,178,,3849195055,233,27,3849194981,152,,3849195053,285,,,,,ucsmsk8k5wn69tdpz70ytyad,A. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472960097,28,1,1,2,37,841zp0njrq63yv4fvw6lgf60q,1,42.2,80.8,2022-10-16T14:04:17.777Z,2022-10-16T20:03:22Z,3850776525,178,,3849196083,152,,3849196081,5,,3849196089,141,59.4,3849196085,56,Back,3849196087,140,31.0,3849196093,213,4.0,3849196091,212,18.7,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472960141,29,1,1,2,40,841zp0njrq63yv4fvw6lgf60q,1,28.8,44,2022-10-16T14:04:21.020Z,2022-10-16T20:03:25Z,3849196291,212,10.3,3850776739,178,,3849196285,56,Back,3849196293,213,5.1,3849196289,141,30.0,3849196287,140,32.5,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472960185,30,1,1,2,43,841zp0njrq63yv4fvw6lgf60q,1,39.5,19.4,2022-10-16T14:04:23.876Z,2022-10-16T20:03:29Z,3850776963,178,,3849196447,141,31.6,3849196445,140,61.8,3849196449,212,24.8,3849196451,213,0.3,3849196443,56,Center,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472960265,31,1,1,2,45,841zp0njrq63yv4fvw6lgf60q,1,62.7,31.9,2022-10-16T14:04:25.644Z,2022-10-16T20:03:37Z,3849196775,212,9.0,3849196773,141,33.6,3849196771,140,54.2,3849196769,56,Center,3850777361,178,,3849196777,213,3.0,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472960339,32,1,1,2,47,841zp0njrq63yv4fvw6lgf60q,1,59.2,37.6,2022-10-16T14:04:28.308Z,2022-10-16T20:03:41Z,3849197169,141,94.1,3849197165,56,Left,3849197163,155,,3850777583,178,,3849197175,1,,3849197171,212,48.1,3849197173,213,0.9,3849197167,140,86.7,cxykkqaoe67ndqpwoq1t15ca2,C. Barron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472960445,33,1,1,2,57,841zp0njrq63yv4fvw6lgf60q,0,90.9,83.2,2022-10-16T14:04:37.819Z,2022-10-16T20:03:49Z,3849197667,212,18.9,3849197657,2,,3849197663,140,90.6,3849197661,56,Center,3850778021,178,,3850121213,72,,3849197669,213,4.7,3849197665,141,55.4,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,3850121211,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
