id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2515073359,6,1,1,0,20,ez46dadmx0virt38cgeq2n6pf,1,58.8,89.6,2023-03-04T15:02:19.531Z,2023-03-05T02:50:48Z,4071027589,56,Left,4071027597,213,1.2,4071027593,141,96.5,4071027591,140,60.3,4074167145,178,,4071027595,212,4.9,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073375,7,4,1,0,22,ez46dadmx0virt38cgeq2n6pf,1,61.2,96.4,2023-03-04T15:02:20.757Z,2023-03-05T02:50:54Z,4071027657,152,,4071027653,13,,4071027661,286,,4071027655,56,Left,4071027687,233,6,4071027659,265,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073271,6,4,1,0,22,1hcbcuu846pa3iw6qskiws1cu,0,38.8,3.6,2023-03-04T15:02:20.758Z,2023-03-05T02:50:54Z,4074167337,178,,4071027111,265,,4071027107,56,Back,4071027761,233,7,4071027113,285,,4071027109,152,,4071027105,13,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074407,8,1,1,0,53,ez46dadmx0virt38cgeq2n6pf,0,57,97.2,2023-03-04T15:02:51.763Z,2023-03-05T02:51:14Z,4074167873,178,,4071032841,1,,4071032839,213,5.4,4071032825,155,,4071032835,141,35.8,4071032829,152,,4071032831,56,Center,4071032823,5,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,4071032833,140,87.4,4071032837,212,52.6,4071032827,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074477,7,12,1,0,55,1hcbcuu846pa3iw6qskiws1cu,1,14.3,67.6,2023-03-04T15:02:53.990Z,2023-03-05T02:51:21Z,4074167999,388,,4071033219,213,1.6,4071033215,141,100.0,4071033211,56,Back,4071033289,167,,4071033213,140,14.7,4071033217,212,23.3,4071033569,15,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074485,8,5,1,0,58,1hcbcuu846pa3iw6qskiws1cu,0,16.9,101.8,2023-03-04T15:02:56.883Z,2023-03-05T02:51:23Z,4071033259,56,Back,4071033785,233,9,4071033261,347,,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074561,9,5,1,0,58,ez46dadmx0virt38cgeq2n6pf,1,83.1,-1.8,2023-03-04T15:02:56.883Z,2023-03-05T02:51:23Z,4071033723,233,8,4071033649,347,,4071033647,56,Right,,,,,,,,,,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074951,10,1,1,1,5,ez46dadmx0virt38cgeq2n6pf,1,80.9,0,2023-03-04T15:03:04.583Z,2023-03-05T02:51:29Z,4071035563,213,2.8,4071035559,141,5.9,4071035555,56,Right,4071035561,212,14.1,4071035553,107,,4071035557,140,68.4,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075019,11,1,1,1,9,ez46dadmx0virt38cgeq2n6pf,1,63.7,10.9,2023-03-04T15:03:08.344Z,2023-03-05T02:51:34Z,4071035923,141,23.4,4071035933,213,2.4,4074168279,178,,4071035917,56,Center,4071035921,140,55.2,4071035929,212,12.3,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075173,12,1,1,1,11,ez46dadmx0virt38cgeq2n6pf,1,55.2,23.4,2023-03-04T15:03:10.364Z,2023-03-05T02:51:38Z,4071036731,213,2.8,4071036729,212,40.9,4071036725,140,18.3,4071036727,141,42.5,4074168381,178,,4071036733,1,,4071036723,56,Back,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075211,13,1,1,1,14,ez46dadmx0virt38cgeq2n6pf,0,18.3,42.5,2023-03-04T15:03:13.323Z,2023-03-05T02:51:42Z,4071036899,56,Center,4074168491,178,,4071036909,1,,4071036905,212,73.0,4071036901,140,85.3,4071036897,157,,4071036903,141,71.1,4071036907,213,0.3,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075377,9,52,1,1,21,1hcbcuu846pa3iw6qskiws1cu,1,12.6,34.9,2023-03-04T15:03:19.944Z,2023-03-05T02:51:48Z,4074168643,178,,4073408985,377,,,,,,,,,,,,,,,,,,,,2dnrfdd702umzunv6rukg0jx1,Z. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075671,10,1,1,1,25,1hcbcuu846pa3iw6qskiws1cu,1,11.6,37.1,2023-03-04T15:03:23.794Z,2023-03-05T02:51:51Z,4071039203,212,9.7,4071039199,140,17.1,4074168789,178,,4071039197,56,Back,4071039205,213,5.3,4071039193,123,,4071039201,141,25.6,,,,2dnrfdd702umzunv6rukg0jx1,Z. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075805,11,1,1,1,27,1hcbcuu846pa3iw6qskiws1cu,0,18.8,24,2023-03-04T15:03:26.445Z,2023-03-05T02:52:09Z,4071039933,140,82.6,4074169319,178,,4071039937,212,67.8,4071039943,1,,4071039931,56,Center,4071039939,213,0.2,4071040617,189,,4071039935,141,39.5,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,4071039929,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075881,14,52,1,1,32,ez46dadmx0virt38cgeq2n6pf,1,10.1,64.3,2023-03-04T15:03:31.006Z,2023-03-05T02:52:15Z,4074169495,388,,4073409685,378,,,,,,,,,,,,,,,,,,,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076819,12,27,1,1,58,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-03-04T15:03:57.168Z,2023-03-05T02:52:18Z,4071045301,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076877,15,27,1,1,58,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-03-04T15:03:57.168Z,2023-03-05T02:52:18Z,4071045203,41,Injury,4071045205,53,3vt38r8n9081i3a4dj89lx905,4071045371,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078057,13,28,1,2,32,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-03-04T15:04:30.742Z,2023-03-05T02:52:23Z,4071051449,55,12,4071052081,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078159,16,28,1,2,32,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-03-04T15:04:30.742Z,2023-03-05T02:52:23Z,4071052001,55,15,4071052087,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078205,14,68,1,2,36,1hcbcuu846pa3iw6qskiws1cu,0,0,0,2023-03-04T15:04:35.392Z,2023-03-05T02:52:27Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078223,17,68,1,2,38,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-03-04T15:04:36.832Z,2023-03-05T02:52:32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078887,18,1,1,2,50,ez46dadmx0virt38cgeq2n6pf,0,27.9,65.5,2023-03-04T15:04:49.282Z,2023-03-05T02:52:38Z,4071055739,1,,4071055725,155,,4071055729,140,63.8,4071055735,212,38.4,4074170361,178,,4071055733,141,76.6,4071055737,213,0.2,4071055727,56,Center,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078813,15,44,1,2,53,1hcbcuu846pa3iw6qskiws1cu,1,35,26.2,2023-03-04T15:04:52.339Z,2023-03-05T09:16:08Z,4071055339,285,,4071055337,56,Back,4071055907,233,19,,,,,,,,,,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078903,19,44,1,2,53,ez46dadmx0virt38cgeq2n6pf,0,65,73.8,2023-03-04T15:04:52.340Z,2023-03-05T02:52:47Z,4071055797,286,,4071055795,56,Center,4071055973,233,15,,,,,,,,,,,,,,,,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515078851,16,1,1,2,54,1hcbcuu846pa3iw6qskiws1cu,0,33.8,29.1,2023-03-04T15:04:52.827Z,2023-03-05T09:16:08Z,4071055519,56,Center,4071055533,212,20.0,4071055515,3,,4071055537,213,6.2,4071055527,140,52.7,4074170827,388,,4071055531,141,25.3,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079155,20,1,1,2,55,ez46dadmx0virt38cgeq2n6pf,0,55.5,71.5,2023-03-04T15:04:53.874Z,2023-03-05T02:53:09Z,4071057187,141,29.4,4074171451,388,,4071057183,56,Center,4071057197,1,,4071057181,3,,4071057189,212,42.6,4071057185,140,85.5,4071057193,213,5.5,1yqdq8dtuvh9wmn8cgyv3t8tl,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079047,17,1,1,2,57,1hcbcuu846pa3iw6qskiws1cu,1,31.3,40.9,2023-03-04T15:04:56.258Z,2023-03-05T02:53:19Z,4071056647,141,67.5,4074171819,178,,4071056633,3,,4071056641,140,13.4,4071056665,213,2.4,4071056635,56,Back,4071056657,212,26.1,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079057,18,52,1,3,0,1hcbcuu846pa3iw6qskiws1cu,1,13.4,67.5,2023-03-04T15:04:58.983Z,2023-03-05T02:53:21Z,4073411759,376,,4074171853,178,,,,,,,,,,,,,,,,,,,,2dnrfdd702umzunv6rukg0jx1,Z. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079341,19,80,1,3,8,1hcbcuu846pa3iw6qskiws1cu,0,13,50,2023-03-04T15:05:07.255Z,2023-03-05T02:53:24Z,4074171953,178,,,,,,,,,,,,,,,,,,,,,,,2dnrfdd702umzunv6rukg0jx1,Z. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079587,20,1,1,3,12,1hcbcuu846pa3iw6qskiws1cu,0,17,37.3,2023-03-04T15:05:11.237Z,2023-03-05T02:53:30Z,4071059449,56,Left,4071059453,141,82.6,4071059457,213,0.6,4071059447,155,,4071059459,1,,4071059455,212,56.8,4071059451,140,62.4,4074172129,178,,2dnrfdd702umzunv6rukg0jx1,Z. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079661,21,1,1,3,15,ez46dadmx0virt38cgeq2n6pf,0,30.3,12.9,2023-03-04T15:05:14.202Z,2023-03-05T02:53:36Z,4074172241,388,,4071059829,213,0.1,4071059825,141,15.8,4071059821,56,Right,4071059819,3,,4071059823,140,56.8,4071059827,212,27.9,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079799,21,1,1,3,18,1hcbcuu846pa3iw6qskiws1cu,1,36.6,85.9,2023-03-04T15:05:17.352Z,2023-03-05T02:53:39Z,4071060687,212,16.8,4071060655,56,Left,4071060671,140,51.6,4071060683,141,94.5,4071060689,213,0.4,4074172361,178,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515079939,22,1,1,3,21,1hcbcuu846pa3iw6qskiws1cu,1,41.2,93.2,2023-03-04T15:05:20.506Z,2023-03-05T02:53:42Z,4071061383,56,Back,4074172467,178,,4071061391,213,3.9,4071061387,141,71.1,4071061385,140,26.4,4071061389,212,21.6,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080027,23,1,1,3,24,1hcbcuu846pa3iw6qskiws1cu,1,26,70.5,2023-03-04T15:05:23.463Z,2023-03-05T02:53:50Z,4071061867,141,20.7,4071061863,56,Back,4071061871,213,4.8,4071061865,140,28.4,4071061869,212,34.0,4071061873,1,,4074172665,178,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080117,24,1,1,3,27,1hcbcuu846pa3iw6qskiws1cu,1,28,19.4,2023-03-04T15:05:26.257Z,2023-03-05T02:53:53Z,4071062321,140,41.0,4071062331,212,16.9,4074172707,178,,4071062317,56,Back,4071062327,141,4.7,4071062333,213,5.7,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080203,25,1,1,3,29,1hcbcuu846pa3iw6qskiws1cu,1,38.7,4.4,2023-03-04T15:05:28.545Z,2023-03-05T02:53:58Z,4071062707,213,2.5,4071062703,141,18.5,4071062705,212,17.1,4074172885,178,,4071062701,140,25.2,4071062699,56,Back,,,,,,,ey5m0gz111sobrykgcrpt45at,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080421,26,1,1,3,31,1hcbcuu846pa3iw6qskiws1cu,1,25.1,18.5,2023-03-04T15:05:30.176Z,2023-03-05T02:54:03Z,4071063921,56,Back,4071063929,213,2.7,4071063925,141,35.4,4071063927,212,24.7,4074173041,178,,4071063923,140,4.3,,,,,,,9ea8t509bssf2bhp1n5xxvrl6,J. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080547,27,1,1,3,36,1hcbcuu846pa3iw6qskiws1cu,0,4.1,31.3,2023-03-04T15:05:34.944Z,2023-03-05T02:54:08Z,4071064545,56,Center,4071064553,212,54.5,4071064549,141,39.5,4071064561,1,,4071064557,213,0.1,4071064547,140,55.7,4074173197,178,,4071064543,155,,2dnrfdd702umzunv6rukg0jx1,Z. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080687,22,1,1,3,39,ez46dadmx0virt38cgeq2n6pf,0,36.4,65.5,2023-03-04T15:05:38.266Z,2023-03-05T02:54:12Z,4074173315,388,,4071065291,212,23.6,4071065283,56,Center,4071065281,3,,4071065285,140,53.9,4071065289,141,43.7,4071065293,213,5.6,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080723,28,1,1,3,41,1hcbcuu846pa3iw6qskiws1cu,1,43.9,54.5,2023-03-04T15:05:40.297Z,2023-03-05T02:54:15Z,4071065483,56,Center,4071065479,3,,4071065491,141,69.1,4071065487,140,52.5,4071065499,213,0.8,4071065495,212,13.4,4074173419,388,,,,,5jnu1yubvgdh6k9v9x277kjx1,R. Snodgrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080783,29,1,1,3,43,1hcbcuu846pa3iw6qskiws1cu,1,52.5,69.1,2023-03-04T15:05:41.895Z,2023-03-05T02:54:33Z,4074173847,388,,4071065783,56,Back,4071065797,213,2.6,4071065781,3,,4071065789,141,78.7,4071065785,140,41.8,4071065793,212,13.0,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080823,30,1,1,3,45,1hcbcuu846pa3iw6qskiws1cu,1,41.9,78.8,2023-03-04T15:05:44.407Z,2023-03-05T02:54:37Z,4071065993,140,34.1,4071065997,212,10.5,4071065999,213,2.5,4074173989,178,,4071065995,141,88.4,4071065991,56,Back,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080901,31,1,1,3,46,1hcbcuu846pa3iw6qskiws1cu,1,34.1,88.4,2023-03-04T15:05:45.316Z,2023-03-05T02:54:42Z,4071066377,213,0.6,4071066369,56,Back,4071066373,141,93.2,4071066375,212,6.1,4074174065,178,,4071066371,140,39.0,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080947,32,1,1,3,48,1hcbcuu846pa3iw6qskiws1cu,1,37.8,93.2,2023-03-04T15:05:47.095Z,2023-03-05T02:54:47Z,4071066599,140,29.3,4074174207,178,,4071066613,213,3.4,4071066609,212,9.1,4071066605,141,90.3,4071066593,56,Back,,,,,,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515080983,33,1,1,3,49,1hcbcuu846pa3iw6qskiws1cu,1,29.3,90.3,2023-03-04T15:05:48.586Z,2023-03-05T02:54:54Z,4071066785,56,Back,4071066789,140,31.1,4071066793,212,7.3,4071066795,213,5.0,4071066791,141,79.9,4074174449,178,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
