id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/18/value
2484459809,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-11-12T11:27:44.707Z,2022-11-12T12:33:24Z,3909739555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3909739567,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909739559,130,8,3909739557,59,"1, 2, 31, 4, 38, 19, 23, 18, 20, 71, 14, 8, 10, 17, 29, 33, 37, 44, 50, 69",3909739565,197,1995,3909739561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909739553,30,"54u4k9lzcugph99091xt282j9, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, 90qai3k7otbuwrry224ki1f4l, alzo6b4olqf8djtphk32e0f3e, 7ush9a10cc79gudlog12crt9l, 9weodc9tdqcm2dg6cg6wyx785, 90ibgoec1k1npb1odsqwpfx1, 4lb16ginbppvud84mgwirvfth, 25vb30mtetefhp3ix26nlhx0q, 95pgrmkq8cn94eo5y26hp4s7p, 8vom1gwu040ty00c6ps3r2sph, 2hspu41ocnru322bdzom7rp, 7d5vo5ppoev5q1uf39x0afkrt, 1pvtzz67xdo2wonyds33h9iei, 60ahvhvx30iw7abq1hxrzd0wl, 4f2bppk56sa7dqgw652x0fzdh, 4bu8zoar377u6mvwfqf46rt62, 2q18wbzv28zfat8yubj7yysfe, 9mvwnz2zlvx54nggvvw3l9ega",3909739563,194,4kpf2eyjqmax3f676dmhh9e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484461833,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-11-12T11:33:15.468Z,2022-11-12T11:33:15Z,3909749929,197,2005,3909749925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909749931,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909749927,194,3g3cjokfq1lnmycnv4t2gjaol,3909749919,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3909749917,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, ewlrnu90xe2127a1erxlz29qt, 9n6jx9s4eip7mgken67i9oyc5, elt8lu5do3h4jcl9ujgaqlm1h, ctqn305re0qsih8mh5nufg89h, cz9jf3ozld7o0hns2xmn54b56, 29zpgzbse1373d9bhj3l2ee39, 3n02ng7medocg9rmg70pw2j1l, 3g3cjokfq1lnmycnv4t2gjaol, dgrjf6wf81uuk32qxqunfoded, 9stfaq0p7jw8269ms8ijc4a8l, 2r9hayi0ybenx2bj3hrhzbb9x, eabkzadgzvnw3xb7k1hjppsoa, 9d2p89e7bftxqhk80hy9ldeqd, buzr2irzyzx8zdt1rasijxrtg, 6lwrvaxo8k9t72aibrsf6cdex, 4g4zufvyime7qp4ks4badls0k, dtxvjsp1yrr3njbg7b3l5fo4p",3909749923,130,10,3909749921,59,"1, 23, 3, 18, 31, 22, 11, 16, 10, 7, 6, 4, 8, 9, 12, 13, 15, 17, 21, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484488673,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-11-12T12:32:31.250Z,2022-11-12T20:26:59Z,3909886679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484488677,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2022-11-12T12:32:31.250Z,2022-11-12T12:32:33Z,3909886691,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484488693,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,50.1,50.7,2022-11-12T12:32:31.270Z,2022-11-12T20:37:36Z,3909886797,212,18.4,3909886799,213,2.8,3909886795,141,60.6,3909886791,140,33.8,3909886801,279,S,3909886787,56,Back,3912505557,178,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484488743,4,1,1,0,3,cnnku8uihko7u4th0fms4pvg6,0,30.5,55.1,2022-11-12T12:32:34.683Z,2022-11-12T20:37:43Z,3909887017,140,70.6,3912505901,178,,3909887015,56,Right,3909887019,141,0.0,3909887025,1,,3909887013,155,,3909887021,212,56.5,3909887023,213,5.6,7ush9a10cc79gudlog12crt9l,J. Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484488935,3,5,1,0,6,muo4d1nfi1vgyvz5n07tjmoo,1,27.8,101.1,2022-11-12T12:32:37.872Z,2022-11-12T20:37:55Z,3909887893,347,,3909887925,233,5,3909887891,56,Back,,,,,,,,,,,,,,,,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484488749,5,5,1,0,6,cnnku8uihko7u4th0fms4pvg6,0,72.2,-1.1,2022-11-12T12:32:37.872Z,2022-11-12T20:37:55Z,3909887929,233,3,3909887043,56,Right,3909887045,347,,,,,,,,,,,,,,,,,alzo6b4olqf8djtphk32e0f3e,L. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484489033,4,1,1,0,24,muo4d1nfi1vgyvz5n07tjmoo,1,29.8,100,2022-11-12T12:32:55.705Z,2022-11-12T20:38:10Z,3909888335,1,,3909888323,107,,3909888333,213,4.8,3909888327,140,31.5,3909888331,212,41.7,3909888325,56,Back,3909888329,141,39.7,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484489057,5,1,1,0,31,muo4d1nfi1vgyvz5n07tjmoo,0,40,20.6,2022-11-12T12:33:02.757Z,2022-11-12T20:38:16Z,3909888409,155,,3909888415,141,14.0,3909888419,213,6.1,3909888417,212,33.4,3909888421,1,,3912508059,178,,3909888413,140,71.5,3909888411,56,Right,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
