id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,assist,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2492066733,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-12-17T14:15:05.367Z,2022-12-17T14:15:05Z,3949871107,194,tywvq45nw3cobufa7zkhsq8l,3949871109,197,14543,3949871105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949871101,59,"12, 14, 19, 6, 2, 4, 23, 34, 37, 7, 10, 3, 11, 17, 18, 21, 26, 27, 29, 30",3949871111,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949871103,130,19,3949871097,30,"7bpoyv7zrd3ffl4j4e520jdud, 2ezi9zjj3pmt475woji11gi51, 56b1gs6obdcpx4j3c02bi4bqi, tywvq45nw3cobufa7zkhsq8l, 1yqdq8dtuvh9wmn8cgyv3t8tl, cxjlus7adz4r6y0j3x5v2y0gl, a0cvnq9q83z3x0e1p938uu5ed, d0ped35vke09xx92otkq63pm2, cqbhq4xh00uqxhenp0nc24xjp, 27ldss0bvyuhn929cd0j8u47p, 27exg4oaa7sym40hi0szdc05x, 7f0r99zrqykjuoz0bqlintbzd, e5jvpbvdxhuq0m80bpqwv015h, 2r6suw717hgzqsp8ogvwdfk6h, 4l1wyg8j3u42b87477y3zm54a, c4g43ghalkakgcgv1jzaum11x, 1tbuc25mv5qc48uawml7aqu3t, dc1kk0l9t57lspx5qzzbscm0a, cyg7icft0ojp9wdbyq9nlkwyd, 6plue07p2gqxg3ns2nlov0x6",3949871099,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492066869,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2022-12-17T14:15:27.238Z,2022-12-17T14:28:45Z,3949871893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949871883,30,"4lp29rlldfr9f8jx6e6qqfgt1, auan97c17t3ze3zdvnfovtomh, 1hoyso1oinr2bza4lxgkzdiax, a0d1koufzrtx0jcsw09ibtbyt, 43mi8uliaor1b9mejf33if1sl, 3ka60g1o4fct4t2dc7394sr8p, 2n1na0cyvk19401cuwsokmaga, 9ciad1fw48orv5aph9o83f6ne, 6aonl21cpvfg8ma7i00q9ho0l, djjolbwunzmlob0chwp8x21g5, d2dqd11a9koizwjaq93n4npt6, dl2j6mynj9b09ehi3ebi2fc2d, bed0m5tw305n4c60cuqlhrkd1, djn7515ev4uzfcvizndtrvzkl, cgonvdrm0gwjzrsz5fho4cwr9, 7q6h161f7gcqnpy07x80hbpck, 3jxifism5urj3049zcojb8us5, bpbwue9gbmi9dd3wf7klkgdm1, atzpueujhh1u79b8ijhufob9w, 89b8lqf476f0slerw345892i1",3949871891,130,8,3949871895,194,43mi8uliaor1b9mejf33if1sl,3949871889,59,"1, 12, 16, 22, 5, 6, 7, 14, 26, 10, 17, 2, 9, 11, 15, 18, 19, 24, 30, 31",3949871899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949871887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3949871897,197,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074811,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2022-12-17T15:01:15.228Z,2022-12-17T22:02:19Z,3949915959,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074805,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-12-17T15:01:15.228Z,2022-12-17T15:01:15Z,3949915941,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074839,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,50.1,49.9,2022-12-17T15:01:15.248Z,2022-12-17T22:30:27Z,3950716875,178,,3949916081,140,44.6,3949916079,56,Back,3949916083,141,52.5,3949916087,213,2.8,3949916089,279,S,3949916085,212,6.0,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074863,4,1,1,0,1,ez46dadmx0virt38cgeq2n6pf,1,44.6,52.5,2022-12-17T15:01:16.693Z,2022-12-17T22:30:30Z,3949916169,157,,3950716917,178,,3949916171,56,Right,3949916173,140,73.1,3949916177,212,39.3,3949916181,1,,3949916175,141,15.0,3949916179,213,5.6,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074867,5,44,1,0,4,ez46dadmx0virt38cgeq2n6pf,1,73.2,15.9,2022-12-17T15:01:19.693Z,2022-12-17T23:18:07Z,3949916215,233,3,3949916199,286,,3949916197,56,Right,,,,,,,,,,,,,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074849,3,44,1,0,4,87coxipr6ls77tnlba3eselx0,0,26.8,84.1,2022-12-17T15:01:19.694Z,2022-12-17T22:30:34Z,3949916135,285,,3949916133,56,Back,3949916223,233,5,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074907,6,1,1,0,4,ez46dadmx0virt38cgeq2n6pf,1,73.1,15,2022-12-17T15:01:19.766Z,2022-12-17T23:18:07Z,3950717025,388,,3949916341,3,,3949916349,212,10.3,3949916351,213,1.4,3949916343,56,Center,3949916347,141,29.8,3949916345,140,75.0,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492174225,838,3,1,0,5,ez46dadmx0virt38cgeq2n6pf,0,76.1,28.8,2022-12-17T15:01:20.970Z,2022-12-17T22:30:40Z,3950459319,465,,3950459315,56,Center,3950459317,286,,3950459321,467,43mi8uliaor1b9mejf33if1sl,3950717089,178,,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
