id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,keyPass,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/19/value
2521493975,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-03-18T14:05:27.448Z,2023-03-18T15:17:36Z,4105041605,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105041611,130,17,4105041621,197,1975,4105041607,59,"1, 2, 16, 3, 12, 27, 23, 14, 9, 8, 18, 6, 7, 10, 22, 25, 28, 31, 39, 44",4105041603,30,"btdn91fhcdkiq2u93gqw32n6d, a5fpw5f7bvu01i8drfir8ugut, 319dgvwkm8di2r8oovefbxck5, 629dgygro5n41ce8ulov5wwl, 9o2dyl3cbm2ni3874doydh49h, 3wgjzispcz53as7jxh8lh0y96, 7v2udgcj3xk2douxfmge6lp7t, aqgrddi0lgqphjeksr0rkd0ph, 4sskvw16m8gh8al8vy0ephuc5, 8vjnf1tezikfb9dfnv4waxuxh, 1cfh2cg8i2f4cqd7fraos96fp, 6n8gmwjc9frk90mzpnf9xlkyy, 7qd78ivuyspmb0fno5vdetat, epwyjoowg7wfojxxldoum9yhh, 1q4eo8ovtzffi9nz1kms98161, 86vsscrn4hhdlwlot6sj8pqfo, 74w7u994c832ya17u9g7nkh04, 4sjmv52glqhssplqouu2z8gkp, en1fxquyiysad7et2aeu0fpck, aapofyop1alkvydfgckce9vkk",4105041615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105041623,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105041619,194,9o2dyl3cbm2ni3874doydh49h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521507171,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-03-18T14:16:32.735Z,2023-03-18T15:03:28Z,4105112977,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, tj1jt0o03ionrc0h7279x2zu, 9d2p89e7bftxqhk80hy9ldeqd, elt8lu5do3h4jcl9ujgaqlm1h, ctqn305re0qsih8mh5nufg89h, 6lwrvaxo8k9t72aibrsf6cdex, 29zpgzbse1373d9bhj3l2ee39, 4g4zufvyime7qp4ks4badls0k, 3g3cjokfq1lnmycnv4t2gjaol, 2wjbivuxiej3wt69ntrpn7end, dgrjf6wf81uuk32qxqunfoded, 9stfaq0p7jw8269ms8ijc4a8l, 5d5ed49lj51ognhobfni5ngx6, 2p1887g4xd36ac2trpyf42wru, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p, 6nm4j9c81rfkxyl9vfxvbscno, 6550eub0qoudw8d846theawpg",4105112991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105112981,59,"1, 23, 3, 5, 13, 22, 11, 17, 10, 21, 6, 15, 4, 8, 16, 24, 25, 27, 30, 32",4105112979,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105112989,197,16369,4105112985,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105112987,194,3g3cjokfq1lnmycnv4t2gjaol,4105112983,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559151,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-03-18T15:01:17.579Z,2023-03-18T15:01:17Z,4105377285,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559171,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-03-18T15:01:17.579Z,2023-03-19T08:23:05Z,4105377387,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559197,3,1,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,49.6,50.3,2023-03-18T15:01:17.628Z,2023-03-19T08:41:35Z,4105377497,141,59.0,4105377493,56,Back,4105377499,212,26.7,4105377495,140,24.8,4105377503,279,S,4105377501,213,2.9,4108963803,178,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559395,4,1,1,0,3,4qdzzur2cuuridyb0jso8mksi,1,30.5,50.3,2023-03-18T15:01:20.709Z,2023-03-19T08:41:38Z,4105378413,141,9.1,4105378417,213,5.7,4105378419,1,,4108963907,178,,4105378415,212,53.3,4105378411,140,73.7,4105378409,56,Right,4105378407,155,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559399,5,44,1,0,6,4qdzzur2cuuridyb0jso8mksi,1,68.5,8.6,2023-03-18T15:01:23.802Z,2023-03-19T15:26:28Z,4105378461,233,3,4105378425,56,Right,4105378429,286,,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559375,3,44,1,0,6,muo4d1nfi1vgyvz5n07tjmoo,0,31.5,91.4,2023-03-18T15:01:23.803Z,2023-03-19T08:41:46Z,4105378503,233,5,4105378307,56,Back,4105378309,285,,,,,,,,,,,,,,,,,8fsd4fp4wx5o8oqmwdf9ppl91,S. Tanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559423,6,1,1,0,6,4qdzzur2cuuridyb0jso8mksi,0,71.2,7.6,2023-03-18T15:01:23.840Z,2023-03-19T15:26:28Z,4105378567,141,34.0,4105378563,56,Center,4105378569,212,21.9,4105378571,213,1.0,4105378565,140,83.2,4108964383,388,,4105378561,3,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559463,4,1,1,0,7,muo4d1nfi1vgyvz5n07tjmoo,0,16,63.9,2023-03-18T15:01:25.285Z,2023-03-19T08:42:02Z,4105378807,141,54.6,4105378803,56,Back,4108964585,178,,4105378811,213,5.9,4105378805,140,29.6,4105378809,212,15.6,4105378801,3,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
