id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/8/value,qualifier/13/value,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/17/value,qualifier/16/value,assist
2501351349,5,1,1,0,8,muo4d1nfi1vgyvz5n07tjmoo,0,36.4,91.5,2023-01-28T15:01:28.574Z,2023-01-29T03:52:56Z,4001258731,388,,3998758039,213,0.2,3998758035,141,93.9,3998758033,140,44.5,3998758029,168,,3998758027,3,,3998758037,212,8.7,3998758031,56,Back,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351387,7,1,1,0,10,759fhii7hsnldanli06j5jmf6,1,60.2,16.8,2023-01-28T15:01:30.144Z,2023-01-29T03:53:00Z,3998758185,212,11.2,3998758183,141,4.3,3998758187,213,5.4,3998758179,56,Right,3998758181,140,67.1,4001258823,178,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351421,8,1,1,0,11,759fhii7hsnldanli06j5jmf6,1,67.8,5,2023-01-28T15:01:31.315Z,2023-01-29T03:53:06Z,4001258893,178,,3998758349,140,54.3,3998758353,212,14.2,3998758351,141,3.7,3998758357,213,3.2,3998758347,56,Right,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351457,9,1,1,0,12,759fhii7hsnldanli06j5jmf6,1,54.3,3.7,2023-01-28T15:01:32.335Z,2023-01-29T03:53:10Z,3998758521,212,7.9,3998758517,140,53.6,4001258965,178,,3998758519,141,15.3,3998758515,56,Right,3998758523,213,1.7,,,,,,,a7p8w57m9ehh3wryxgd1oldzo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351509,10,1,1,0,13,759fhii7hsnldanli06j5jmf6,0,53.3,18,2023-01-28T15:01:33.480Z,2023-01-29T03:53:28Z,3998758769,213,4.4,3998758765,141,14.9,3998758763,140,52.6,3998758767,212,2.2,4001259293,178,,3998758761,56,Right,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501582455,765,61,1,0,13,muo4d1nfi1vgyvz5n07tjmoo,1,46.6,84.1,2023-01-28T15:01:33.486Z,2023-01-29T03:53:38Z,4001259455,178,,3999965447,56,Back,,,,,,,,,,,,,,,,,,,4g4zufvyime7qp4ks4badls0k,A. Greive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351533,11,1,1,0,15,759fhii7hsnldanli06j5jmf6,0,44.6,3.7,2023-01-28T15:01:35.665Z,2023-01-29T03:53:48Z,3998758863,140,70.6,3998758859,155,,3998758871,212,29.8,3998758875,213,0.4,4001259545,178,,3998758867,141,21.2,3998758861,56,Center,,,,a7p8w57m9ehh3wryxgd1oldzo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351569,6,44,1,0,17,muo4d1nfi1vgyvz5n07tjmoo,1,28.6,80.2,2023-01-28T15:01:37.021Z,2023-01-29T11:33:21Z,3998759027,56,Back,3998759203,233,12,3998759029,285,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351603,12,44,1,0,17,759fhii7hsnldanli06j5jmf6,0,71.4,19.8,2023-01-28T15:01:37.022Z,2023-01-29T03:53:56Z,3998759129,286,,3998759243,233,6,3998759127,56,Right,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351609,7,1,1,0,17,muo4d1nfi1vgyvz5n07tjmoo,0,27.5,81.8,2023-01-28T15:01:37.079Z,2023-01-29T11:33:22Z,3998759161,140,37.3,3998759157,3,,3998759167,212,11.5,3998759171,213,0.5,4001259655,388,,3998759165,141,89.3,3998759159,56,Back,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351659,13,1,1,0,19,759fhii7hsnldanli06j5jmf6,0,57.1,10,2023-01-28T15:01:39.125Z,2023-01-29T03:54:06Z,3998759337,212,7.0,3998759325,56,Right,3998759323,3,,3998759339,213,1.0,4001259709,388,,3998759329,140,60.8,3998759333,141,18.6,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351683,8,61,1,0,20,muo4d1nfi1vgyvz5n07tjmoo,0,35.4,86.8,2023-01-28T15:01:40.446Z,2023-01-29T03:54:13Z,4001259753,178,,3998759435,56,Back,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351743,14,1,1,0,22,759fhii7hsnldanli06j5jmf6,0,53.5,7.3,2023-01-28T15:01:42.016Z,2023-01-29T03:54:17Z,3998759689,56,Center,3998759691,140,78.3,3998759697,213,0.6,4001259817,178,,3998759687,155,,3998759695,212,30.6,3998759693,141,31.0,,,,a7p8w57m9ehh3wryxgd1oldzo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351871,9,1,1,0,24,muo4d1nfi1vgyvz5n07tjmoo,1,25.2,79,2023-01-28T15:01:44.216Z,2023-01-29T03:54:21Z,3998760197,3,,3998760207,213,0.5,4001259851,388,,3998760201,140,30.9,3998760203,141,83.6,3998760205,212,6.8,3998760199,56,Back,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351877,10,44,1,0,26,muo4d1nfi1vgyvz5n07tjmoo,1,27.5,81.6,2023-01-28T15:01:46.237Z,2023-01-29T11:33:22Z,3998760271,233,15,3998760239,56,Back,3998760241,285,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351881,15,44,1,0,26,759fhii7hsnldanli06j5jmf6,0,72.5,18.4,2023-01-28T15:01:46.238Z,2023-01-29T03:54:26Z,3998760251,56,Right,3998760253,286,,3998760303,233,10,,,,,,,,,,,,,,,,4vnpdi15nazck2sywdgkve2cq,S. McKinstry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351901,11,1,1,0,26,muo4d1nfi1vgyvz5n07tjmoo,0,30.9,83.6,2023-01-28T15:01:46.285Z,2023-01-29T11:33:23Z,3998760339,213,4.9,3998760333,140,32.9,3998760329,3,,3998760335,141,70.6,3998760337,212,9.1,4001259929,388,,3998760331,56,Back,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351943,16,1,1,0,27,759fhii7hsnldanli06j5jmf6,1,58.1,29.1,2023-01-28T15:01:47.685Z,2023-01-29T03:54:35Z,3998760543,212,11.6,4001259989,178,,3998760537,56,Right,3998760545,213,5.0,3998760541,141,12.9,3998760539,140,61.7,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351967,17,1,1,0,28,759fhii7hsnldanli06j5jmf6,1,61.7,12.9,2023-01-28T15:01:48.636Z,2023-01-29T03:54:41Z,3998760637,213,0.8,3998760631,140,70.9,3998760635,212,13.7,3998760629,56,Center,3998760633,141,27.1,4001260027,178,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351973,18,61,1,0,29,759fhii7hsnldanli06j5jmf6,0,70.9,27.1,2023-01-28T15:01:49.627Z,2023-01-29T03:54:47Z,4001260115,178,,3998760659,56,Center,,,,,,,,,,,,,,,,,,,4vnpdi15nazck2sywdgkve2cq,S. McKinstry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352027,12,1,1,0,30,muo4d1nfi1vgyvz5n07tjmoo,0,27.7,84.5,2023-01-28T15:01:50.458Z,2023-01-29T03:54:53Z,3998760927,213,4.3,4001260211,178,,3998760921,140,22.1,3998760923,141,61.7,3998760925,212,16.6,3998760919,56,Back,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501846095,1017,67,1,0,32,759fhii7hsnldanli06j5jmf6,1,75.5,37.5,2023-01-28T15:01:52.458Z,2023-01-29T11:33:23Z,4001401233,233,813,,,,,,,,,,,,,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501846091,813,67,1,0,32,muo4d1nfi1vgyvz5n07tjmoo,0,24.5,62.5,2023-01-28T15:01:52.459Z,2023-01-29T10:18:36Z,4001401251,233,1017,,,,,,,,,,,,,,,,,,,,,,ctqn305re0qsih8mh5nufg89h,G. Kiltie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352043,19,3,1,0,32,759fhii7hsnldanli06j5jmf6,0,75.8,36,2023-01-28T15:01:52.484Z,2023-01-29T03:56:00Z,3998761151,233,14,4001260319,178,,3999970857,465,,3998760983,56,Center,3998760985,286,,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352065,14,7,1,0,32,muo4d1nfi1vgyvz5n07tjmoo,0,24.2,64,2023-01-28T15:01:52.866Z,2023-01-29T03:56:07Z,3998761121,233,19,3998761075,285,,3998761073,56,Back,4001260643,178,,3999970965,383,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352059,13,43,1,0,34,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-01-28T15:01:54.612Z,2023-01-28T18:04:09Z,3998761049,56,Back,3999972587,144,61,,,,,,,,,,,,,,,,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352087,20,1,1,0,34,759fhii7hsnldanli06j5jmf6,0,78.8,28.2,2023-01-28T15:01:54.886Z,2023-01-29T03:56:19Z,3998761199,213,0.6,3998761195,141,34.6,3998761197,212,8.3,3998761193,140,85.5,3998761191,56,Center,4001261209,178,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352111,15,61,1,0,35,muo4d1nfi1vgyvz5n07tjmoo,1,18.2,72.6,2023-01-28T15:01:55.118Z,2023-01-29T03:56:35Z,3998761303,56,Back,4001261439,178,,4001261437,21,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352245,21,1,1,0,38,759fhii7hsnldanli06j5jmf6,0,92.1,12,2023-01-28T15:01:58.607Z,2023-01-29T03:56:39Z,3998761905,56,Center,3998761911,212,44.7,3999973667,20,,3998761913,213,1.8,3998761907,140,83.8,3999973665,224,,3998761909,141,76.4,3998761903,155,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,4001261491,178,3998761915,1,3998761901,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352259,16,49,1,0,42,muo4d1nfi1vgyvz5n07tjmoo,1,13.5,28.3,2023-01-28T15:02:02.673Z,2023-01-29T03:56:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352609,17,1,1,0,51,muo4d1nfi1vgyvz5n07tjmoo,1,43.3,6.5,2023-01-28T15:02:11Z,2023-01-29T03:56:49Z,3998763735,141,8.2,3998763733,140,32.8,3998763739,213,3.0,3998763731,56,Back,3998763737,212,11.1,4001261647,178,,,,,,,,3jyid2g273zr668fxeeplegnp,R. Strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352667,18,1,1,0,52,muo4d1nfi1vgyvz5n07tjmoo,0,32.8,8.2,2023-01-28T15:02:12.472Z,2023-01-29T03:56:54Z,3998764045,1,,3998764037,140,73.5,3998764043,213,0.0,3998764035,56,Right,3998764033,155,,3998764039,141,9.5,4001261721,178,,3998764041,212,42.7,elt8lu5do3h4jcl9ujgaqlm1h,M. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352779,22,1,1,0,55,759fhii7hsnldanli06j5jmf6,1,27.1,80.8,2023-01-28T15:02:15.059Z,2023-01-29T03:57:34Z,3998764679,3,,3998764687,212,7.3,4001262087,388,,3998764681,56,Back,3998764689,213,0.9,3998764685,141,89.1,3998764683,140,31.5,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352785,23,49,1,0,57,759fhii7hsnldanli06j5jmf6,1,25.9,86.5,2023-01-28T15:02:17.111Z,2023-01-29T03:57:41Z,,,,,,,,,,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352935,24,1,1,0,59,759fhii7hsnldanli06j5jmf6,1,24.3,82.7,2023-01-28T15:02:19.088Z,2023-01-29T03:57:47Z,3998765447,140,5.0,4001262261,178,,3998765451,212,29.6,3998765449,141,50.9,3998765453,213,4.0,3998765445,56,Back,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352979,25,1,1,1,4,759fhii7hsnldanli06j5jmf6,0,9.7,47.5,2023-01-28T15:02:24.451Z,2023-01-29T03:57:52Z,3998765643,1,,3998765637,141,67.5,3998765631,155,,3998765633,56,Center,3998765635,140,61.8,3998765639,212,56.4,3998765641,213,0.2,4001262333,178,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353011,19,1,1,1,7,muo4d1nfi1vgyvz5n07tjmoo,0,35.4,42.7,2023-01-28T15:02:27.236Z,2023-01-29T03:57:59Z,3998765791,56,Center,3998765789,3,,3998765797,212,27.9,3998765793,140,61.7,3998765795,141,49.0,4001262447,388,,3998765799,213,0.2,,,,9d2p89e7bftxqhk80hy9ldeqd,A. Gogić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353141,26,1,1,1,12,759fhii7hsnldanli06j5jmf6,1,35,64.8,2023-01-28T15:02:32.231Z,2023-01-29T03:58:02Z,3998766483,141,76.4,3998766485,212,10.6,3998766479,56,Back,4001262489,178,,3998766487,213,0.8,3998766481,140,41.7,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353183,27,1,1,1,13,759fhii7hsnldanli06j5jmf6,1,48,81.1,2023-01-28T15:02:33.830Z,2023-01-29T03:58:07Z,3998766709,213,0.8,3998766703,141,95.6,3998766707,212,13.7,4001262551,178,,3998766699,56,Left,3998766701,140,57.0,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353241,28,1,1,1,14,759fhii7hsnldanli06j5jmf6,0,56.7,95.1,2023-01-28T15:02:34.820Z,2023-01-29T03:58:13Z,3998767037,213,5.6,3998767027,155,,3998767031,140,76.2,3998767033,141,71.4,3998767029,56,Center,3998767035,212,26.1,4001262623,178,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353253,20,61,1,1,16,muo4d1nfi1vgyvz5n07tjmoo,1,31.5,31.3,2023-01-28T15:02:36.791Z,2023-01-29T03:58:18Z,4001262759,388,,3998767099,56,Back,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353311,21,49,1,1,18,muo4d1nfi1vgyvz5n07tjmoo,1,25.2,44.3,2023-01-28T15:02:38.511Z,2023-01-29T03:58:27Z,,,,,,,,,,,,,,,,,,,,,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353413,22,1,1,1,18,muo4d1nfi1vgyvz5n07tjmoo,0,25.2,44.3,2023-01-28T15:02:38.551Z,2023-01-29T03:58:33Z,3998767871,1,,4001263051,178,,3998767837,157,,3998767853,141,27.3,3998767845,140,56.8,3998767865,213,5.9,3998767859,212,35.1,3998767841,56,Center,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353435,29,44,1,1,22,759fhii7hsnldanli06j5jmf6,1,36.2,71.6,2023-01-28T15:02:42.203Z,2023-01-29T11:33:24Z,3998767973,56,Back,3998767975,285,,3999229187,233,374,,,,,,,,,,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501441399,374,44,1,1,22,muo4d1nfi1vgyvz5n07tjmoo,0,63.8,28.4,2023-01-28T15:02:42.204Z,2023-01-29T03:58:41Z,3999229159,286,,3999229239,233,29,3999229157,56,Center,,,,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353483,30,1,1,1,22,759fhii7hsnldanli06j5jmf6,1,40.5,81,2023-01-28T15:02:42.211Z,2023-01-29T11:33:24Z,3998768193,141,82.4,3998768195,212,5.5,4001263193,388,,3998768187,3,,3998768197,213,0.2,3998768189,56,Back,3998768191,140,45.7,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353459,24,43,1,1,23,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-01-28T15:02:43.475Z,2023-01-28T15:02:47Z,3998768353,233,29,3998768611,144,44,3998768099,56,Center,3998768101,286,0,,,,,,,,,,,,,29zpgzbse1373d9bhj3l2ee39,C. Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
