id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2479325167,2,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-10-30T11:21:08.123Z,2022-10-30T11:21:21Z,3882904991,59,"1, 56, 3, 33, 20, 6, 13, 41, 8, 49, 9, 7, 11, 14, 17, 25, 28, 31, 38, 88",3882904987,30,"8grd4q334w1ud9vbb6vrli6z9, cwmej1d313luxo30tav8ws3jd, 9fd3uggpu2opd1cuiwskjbhm1, cm7l7qimy4iysm1khmpc7u961, c4dvhy1z0op9iwj9aqdgzh0q1, bm5w5xsbbflm26pdhmejwgvs9, axicg3mdtrur97rjz423pl8t1, ed81nbya8j93qvelqdk79ustm, 96vt6e4xjci5gll0ogsnlfg89, 26olsdd9erf8rahc8xfqz01xx, 8ydeghsg8bdyovqjnr56hz8x5, 84aebyqt0y9r2jjml4u1z0ij9, czazwj4nt23bydpdi67i0wga2, 9hoygyx51dhic09hlnhlsjend, a1q1se1i8ih65e94xswacghk9, 75fze9pkbgv3baqwnyqnzxbe, kc4qkj63uqu3wnkydxtvmwh5, 52lu5mlc9xdqjzgh1ne86wtsl, 4x7o9h6ea8ldt9sxgz87vwycp, 9kxuwgequrilkom3ru6sdxall",3882904997,194,c4dvhy1z0op9iwj9aqdgzh0q1,3882904999,197,805,3882904989,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882904995,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882905001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882904993,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479325683,2,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-30T11:22:06.852Z,2022-10-30T15:24:11Z,3882907293,197,1999,3882907283,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3882907287,130,16,3882907281,30,"ejo44v1xeqrf9wsc1q3td4ul1, z1apq9hkjp8l8jhpegacpwid, 7hzc2m8h1ufacyazzxp1ove1h, ddnwckj55fg870otjg9w9xyad, 9ykuo0c905u48vd44wxgb6jth, dm0ktjgadvf89t9zsqybufnxl, 960mhrs3usnisl5jv0xzok3x1, 1swg0twoet2to70z38wo78b1l, 48hhfwdy6qw1cjd1el8n9t591, 1mbcl4xzln2fyj0o3aapdhdrd, cwdqe0rv5dcshhfhke86j9z2t, 8gh8ocvon1ht6yxxdxaisfa39, b0fuw7r17cq41awaoydw9bjl5, e3wuwgyb0acsca2fw0l7fq7rp, 91z7xt6xuwgzt0jyg5owh6yfp, 6xxz0du2vvp6farrdvs02e8k5, 73grc910ff9auyze63pgtoet",3882907291,194,z1apq9hkjp8l8jhpegacpwid,3882907285,59,"32, 2, 3, 24, 6, 5, 8, 29, 19, 17, 18, 7, 9, 10, 22, 31, 33",3882907295,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882907289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350659,3,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-10-30T12:00:08.031Z,2022-10-30T12:00:08Z,3883031249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350667,3,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-30T12:00:08.031Z,2022-10-30T17:13:20Z,3883031277,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350683,4,1,1,0,0,dvnjvad3p09dugr79gktlrtll,1,50,49.7,2022-10-30T12:00:08.104Z,2022-10-30T17:24:24Z,3884811451,178,,3883031339,140,45.9,3883031345,213,2.9,3883031341,141,51.3,3883031337,56,Back,3883031347,279,S,3883031343,212,4.4,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350695,5,1,1,0,2,dvnjvad3p09dugr79gktlrtll,1,46.3,46.3,2022-10-30T12:00:10.275Z,2022-10-30T17:24:29Z,3883031403,56,Right,3883031409,212,21.3,3883031405,140,53.2,3883031411,213,5.1,3883031407,141,16.8,3884811795,178,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350715,6,1,1,0,3,dvnjvad3p09dugr79gktlrtll,1,53.3,16.8,2022-10-30T12:00:11.291Z,2022-10-30T17:24:33Z,3884812175,178,,3883031513,212,11.1,3883031511,141,19.7,3883031507,56,Back,3883031509,140,42.9,3883031515,213,3.0,,,,,,,26olsdd9erf8rahc8xfqz01xx,J. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350725,7,1,1,0,4,dvnjvad3p09dugr79gktlrtll,1,42.9,17.9,2022-10-30T12:00:12.339Z,2022-10-30T17:24:38Z,3883031551,141,7.4,3883031555,213,5.8,3883031549,140,55.7,3884812603,178,,3883031553,212,15.2,3883031547,56,Right,,,,,,,cwmej1d313luxo30tav8ws3jd,A. Ralston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350755,8,1,1,0,5,dvnjvad3p09dugr79gktlrtll,1,55.1,8.8,2022-10-30T12:00:13.298Z,2022-10-30T17:24:43Z,3883031695,140,33.0,3883031699,212,27.7,3884812985,178,,3883031697,141,31.0,3883031693,56,Back,3883031701,213,2.6,,,,,,,26olsdd9erf8rahc8xfqz01xx,J. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350831,9,1,1,0,9,dvnjvad3p09dugr79gktlrtll,1,29.9,37.1,2022-10-30T12:00:17.993Z,2022-10-30T17:24:46Z,3883032087,212,19.9,3883032081,56,Back,3883032085,141,66.4,3883032089,213,1.6,3884813137,178,,3883032083,140,30.2,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350859,10,1,1,0,16,dvnjvad3p09dugr79gktlrtll,1,41.4,72.6,2022-10-30T12:00:24.226Z,2022-10-30T17:24:51Z,3883032259,212,22.1,3883032255,140,57.0,3884813455,178,,3883032257,141,94.4,3883032253,56,Left,3883032261,213,0.7,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350909,11,1,1,0,18,dvnjvad3p09dugr79gktlrtll,1,57.7,94.1,2022-10-30T12:00:26.250Z,2022-10-30T17:24:57Z,3883032475,212,7.9,3883032471,140,65.2,3883032469,56,Left,3883032477,213,0.1,3884813725,178,,3883032473,141,95.6,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350943,12,1,1,0,20,dvnjvad3p09dugr79gktlrtll,1,69.1,92.7,2022-10-30T12:00:28.787Z,2022-10-30T17:25:00Z,3883032617,140,75.8,3883032615,56,Left,3883032627,213,6.2,3883032621,212,7.1,3883032619,141,91.7,3884814027,178,,,,,,,,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350955,13,1,1,0,23,dvnjvad3p09dugr79gktlrtll,1,78,92.7,2022-10-30T12:00:31.133Z,2022-10-30T17:25:08Z,3884814691,178,,3883032707,140,87.1,3883032711,212,9.6,3883032713,213,0.1,3883032709,141,94.2,3883032705,56,Left,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350971,14,1,1,0,24,dvnjvad3p09dugr79gktlrtll,0,89.5,92.9,2022-10-30T12:00:32.295Z,2022-10-30T17:25:12Z,3883032785,56,Center,3883032789,141,60.0,3883032787,140,82.1,3883032791,212,23.7,3883032793,213,4.4,3884814959,178,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
