id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/17/value
2526486497,7,1,1,0,7,c9ky1957qli8v2lylfga7io8b,1,56.2,96,2023-04-01T14:01:34.409Z,2023-04-02T04:50:32Z,4152281411,212,16.0,4152281409,141,92.1,4156122135,178,,4152281413,213,3.3,4152281407,140,41.2,4152281405,56,Back,,,,,,,atx6lc3lltktph9wnqv5oihg5,L. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486561,8,1,1,0,9,c9ky1957qli8v2lylfga7io8b,1,38.7,89.1,2023-04-01T14:01:36.302Z,2023-04-02T04:50:35Z,4152281727,141,63.3,4152281733,213,4.2,4152281725,140,29.9,4156122179,178,,4152281723,56,Back,4152281729,212,19.8,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486675,9,1,1,0,13,c9ky1957qli8v2lylfga7io8b,1,28.6,54.8,2023-04-01T14:01:39.979Z,2023-04-02T04:50:37Z,4152282237,140,31.3,4152282235,56,Back,4152282239,141,25.8,4152282241,212,19.9,4156122211,178,,4152282243,213,4.9,,,,,,,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486811,10,1,1,0,17,c9ky1957qli8v2lylfga7io8b,1,26.7,33.7,2023-04-01T14:01:44.172Z,2023-04-02T04:50:40Z,4156122253,178,,4152282819,141,43.4,4152282823,213,2.3,4152282817,140,21.5,4152282815,56,Back,4152282821,212,8.6,,,,,,,1xofhzib5lyqx285j8x36xg8a,C. Egan-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486885,11,1,1,0,22,c9ky1957qli8v2lylfga7io8b,1,27.3,44.3,2023-04-01T14:01:48.507Z,2023-04-02T04:50:43Z,4152283111,56,Back,4152283113,140,25.1,4152283119,213,4.5,4152283117,212,14.2,4152283115,141,23.7,4156122311,178,,,,,,,,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486973,12,1,1,0,24,c9ky1957qli8v2lylfga7io8b,1,25.5,22.2,2023-04-01T14:01:50.511Z,2023-04-02T04:50:47Z,4152283569,212,15.3,4152283571,213,5.4,4152283559,56,Back,4156122359,178,,4152283567,141,5.0,4152283565,140,34.9,,,,,,,1xofhzib5lyqx285j8x36xg8a,C. Egan-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486997,13,1,1,0,26,c9ky1957qli8v2lylfga7io8b,0,39.4,5.3,2023-04-01T14:01:53.117Z,2023-04-02T04:50:53Z,4152283731,213,0.2,4156122451,178,,4152283729,212,30.0,4152283721,56,Right,4152283725,140,67.2,4152283727,141,15.6,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487089,5,61,1,0,28,759fhii7hsnldanli06j5jmf6,1,24,87.7,2023-04-01T14:01:54.935Z,2023-04-02T04:50:59Z,4156122585,178,,4152284209,56,Back,,,,,,,,,,,,,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487177,6,49,1,0,29,759fhii7hsnldanli06j5jmf6,1,31.1,86.9,2023-04-01T14:01:56.352Z,2023-04-02T04:51:04Z,,,,,,,,,,,,,,,,,,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487235,7,4,1,0,30,759fhii7hsnldanli06j5jmf6,1,34.4,86.1,2023-04-01T14:01:56.687Z,2023-04-02T04:51:08Z,4152284861,152,,4152284903,233,14,4152284859,56,Back,4152284863,265,,4152284857,13,,4152284907,286,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487093,14,4,1,0,30,c9ky1957qli8v2lylfga7io8b,0,65.6,13.9,2023-04-01T14:01:56.688Z,2023-04-02T04:51:07Z,4152284229,56,Right,4152284231,152,,4152284233,265,,4152284235,285,,4156122735,178,,4152284931,233,7,4152284225,13,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487655,8,1,1,0,42,759fhii7hsnldanli06j5jmf6,1,31.3,85.9,2023-04-01T14:02:08.825Z,2023-04-02T04:51:10Z,4152286995,1,,4152286969,5,,4156122807,178,,4152286983,141,68.8,4152286989,212,51.0,4152286981,140,78.6,4152288025,189,,4152286993,213,6.1,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,4152286977,152,4152286979,56,Center,4152286971,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487663,9,50,1,0,43,759fhii7hsnldanli06j5jmf6,1,77.2,67.8,2023-04-01T14:02:10.266Z,2023-04-02T04:51:19Z,4152287147,233,15,4152287021,286,,4152287019,56,Center,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487601,15,7,1,0,44,c9ky1957qli8v2lylfga7io8b,1,22.8,32.2,2023-04-01T14:02:10.537Z,2023-04-02T04:51:24Z,4156123025,178,,4154708377,384,,4152287113,233,9,4152286709,56,Back,4152286711,285,,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487801,16,1,1,0,45,c9ky1957qli8v2lylfga7io8b,0,10.6,39.2,2023-04-01T14:02:11.779Z,2023-04-02T04:51:28Z,4152287627,212,72.4,4152287619,157,,4152287625,141,100.0,4152287621,56,Left,4152287629,213,0.6,4156123075,178,,4152287631,1,,4152287623,140,66.6,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487857,10,5,1,0,51,759fhii7hsnldanli06j5jmf6,1,34.3,-1.7,2023-04-01T14:02:18.225Z,2023-04-02T04:51:34Z,4152287981,347,,4152287977,56,Back,4152288033,233,17,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487819,17,5,1,0,51,c9ky1957qli8v2lylfga7io8b,0,65.7,101.7,2023-04-01T14:02:18.225Z,2023-04-02T04:51:34Z,4152287743,347,,4152287741,56,Left,4152288081,233,10,,,,,,,,,,,,,,,,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488453,11,1,1,1,10,759fhii7hsnldanli06j5jmf6,0,35.2,0,2023-04-01T14:02:36.776Z,2023-04-02T04:51:37Z,4152290783,56,Right,4152290789,212,24.1,4152290791,213,0.3,4152290781,107,,4152290793,1,,4152290787,141,9.2,4152290785,140,57.0,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488499,18,1,1,1,11,c9ky1957qli8v2lylfga7io8b,1,39.6,96.6,2023-04-01T14:02:38.194Z,2023-04-02T04:51:41Z,4152291019,141,95.7,4152291013,3,,4152291023,213,6.2,4152291015,56,Left,4152291017,140,50.5,4156123255,388,,4152291021,212,11.5,,,,atx6lc3lltktph9wnqv5oihg5,L. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488515,19,49,1,1,12,c9ky1957qli8v2lylfga7io8b,1,50.7,95.7,2023-04-01T14:02:39.091Z,2023-04-02T04:51:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488549,20,1,1,1,12,c9ky1957qli8v2lylfga7io8b,1,50.7,95.7,2023-04-01T14:02:39.111Z,2023-04-02T04:51:49Z,4152291281,213,3.6,4152291275,140,42.1,4152291277,141,89.3,4156123361,178,,4152291279,212,10.0,4152291273,56,Back,,,,,,,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488603,21,1,1,1,13,c9ky1957qli8v2lylfga7io8b,1,42.1,89.3,2023-04-01T14:02:39.819Z,2023-04-02T04:51:54Z,4156123407,178,,4152291505,140,61.8,4152291507,141,85.3,4152291503,56,Left,4152291509,212,20.9,4152291511,213,6.2,,,,,,,6qp481f9ke8vcrvu9gnsbq4lx,J. Doyle-Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488629,22,1,1,1,14,c9ky1957qli8v2lylfga7io8b,0,62.2,85,2023-04-01T14:02:41.309Z,2023-04-02T04:51:57Z,4152291635,213,5.4,4152291631,141,69.3,4152291629,140,70.1,4152291627,56,Center,4152291633,212,13.5,4156123447,178,,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488819,12,1,1,1,16,759fhii7hsnldanli06j5jmf6,1,28.8,39.5,2023-04-01T14:02:42.766Z,2023-04-02T04:52:04Z,4152292521,213,0.3,4152292517,141,43.4,4152292515,140,37.3,4156123515,389,,4152292519,212,9.3,4152292511,56,Back,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488823,13,49,1,1,17,759fhii7hsnldanli06j5jmf6,1,37.8,43.4,2023-04-01T14:02:43.588Z,2023-04-02T04:52:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488897,14,1,1,1,17,759fhii7hsnldanli06j5jmf6,1,38,44.2,2023-04-01T14:02:43.609Z,2023-04-02T04:52:20Z,4152292897,212,18.2,4152292903,213,2.2,4152292887,56,Back,4152292891,140,27.9,4152292893,141,66.0,4156123677,178,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488979,15,1,1,1,20,759fhii7hsnldanli06j5jmf6,1,28.7,69.6,2023-04-01T14:02:47.284Z,2023-04-02T04:52:24Z,4156123741,178,,4152293337,213,0.8,4152293335,212,20.5,4152293329,56,Back,4152293331,140,41.8,4152293333,141,92.0,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489031,16,1,1,1,23,759fhii7hsnldanli06j5jmf6,0,43.4,91.8,2023-04-01T14:02:49.678Z,2023-04-02T04:52:28Z,4152293609,155,,4156123791,178,,4152293613,56,Center,4152293625,213,6.0,4152293627,1,,4152293619,140,91.2,4152293623,212,51.9,4152293621,141,72.6,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489077,23,52,1,1,26,c9ky1957qli8v2lylfga7io8b,1,9,27.9,2023-04-01T14:02:53.423Z,2023-04-02T04:52:32Z,4154719493,377,,4156123833,178,,,,,,,,,,,,,,,,,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489361,24,1,1,1,29,c9ky1957qli8v2lylfga7io8b,1,11,31.9,2023-04-01T14:02:55.961Z,2023-04-02T04:52:37Z,4156123917,178,,4152295187,140,17.0,4152295185,56,Back,4152295183,123,,4152295189,141,37.9,4152295191,212,7.5,4152295193,213,0.6,,,,bu7u0edo60hpre8wkhgw79gwl,D. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489417,25,1,1,1,34,c9ky1957qli8v2lylfga7io8b,1,24,48.1,2023-04-01T14:03:01.331Z,2023-04-02T04:52:40Z,4152295483,56,Back,4156123967,178,,4152295501,212,22.2,4152295489,140,36.5,4152295505,213,0.9,4152295495,141,74.4,,,,,,,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489513,26,1,1,1,36,c9ky1957qli8v2lylfga7io8b,1,36.5,74.4,2023-04-01T14:03:03.131Z,2023-04-02T04:52:44Z,4152295997,56,Back,4152296005,213,1.9,4156124009,178,,4152296003,212,13.6,4152295999,140,32.4,4152296001,141,93.3,,,,,,,atx6lc3lltktph9wnqv5oihg5,L. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489683,27,1,1,1,39,c9ky1957qli8v2lylfga7io8b,1,34.8,97.8,2023-04-01T14:03:06.257Z,2023-04-02T04:52:49Z,4152296805,213,6.1,4152296807,1,,4152296793,56,Left,4152296803,212,63.4,4152296797,140,94.5,4152296787,155,,4152296801,141,83.9,4156124065,178,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489855,28,1,1,1,44,c9ky1957qli8v2lylfga7io8b,0,96.7,80.8,2023-04-01T14:03:10.524Z,2023-04-02T04:52:54Z,4154720509,72,,4152297647,2,,4152297649,155,,4152297669,213,4.9,4152297663,212,22.3,4152297659,141,48.7,4152297651,56,Center,4154720507,224,,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,4152297655,140,4156124119,178,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489803,17,5,1,1,45,759fhii7hsnldanli06j5jmf6,1,-1,39.2,2023-04-01T14:03:12.103Z,2023-04-02T04:53:01Z,4152297449,56,Back,4152297727,233,29,4152297451,346,,,,,,,,,,,,,,,,,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489863,29,5,1,1,45,c9ky1957qli8v2lylfga7io8b,0,101,60.8,2023-04-01T14:03:12.103Z,2023-04-02T04:53:01Z,4152297757,233,17,4152297695,56,Center,4152297697,346,,,,,,,,,,,,,,,,,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491013,18,1,1,2,18,759fhii7hsnldanli06j5jmf6,1,5.3,47.3,2023-04-01T14:03:44.840Z,2023-04-02T04:53:05Z,4152303419,74,,4152306363,1,,4152303401,124,,4152303413,213,6.0,4152303403,56,Center,4152303411,212,54.6,4152303407,141,27.7,4152303405,140,55.7,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491189,19,44,1,2,21,759fhii7hsnldanli06j5jmf6,1,57.4,27.5,2023-04-01T14:03:48.318Z,2023-04-02T14:13:10Z,4152304325,286,,4152304323,56,Center,4152304331,233,30,,,,,,,,,,,,,,,,6fu85g3j2uvd7hxdoxk0p7ys5,M. Mandron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491151,30,44,1,2,21,c9ky1957qli8v2lylfga7io8b,0,42.6,72.5,2023-04-01T14:03:48.319Z,2023-04-02T04:53:09Z,4152304101,56,Back,4152304383,233,19,4152304103,285,,,,,,,,,,,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491215,20,61,1,2,21,759fhii7hsnldanli06j5jmf6,1,55.7,27.7,2023-04-01T14:03:48.334Z,2023-04-02T14:13:11Z,4152304473,56,Center,4156124415,21,,4156124417,388,,,,,,,,,,,,,,,,,6fu85g3j2uvd7hxdoxk0p7ys5,M. Mandron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527281345,968,67,1,2,23,c9ky1957qli8v2lylfga7io8b,1,36.8,77.3,2023-04-01T14:03:50.012Z,2023-04-02T14:13:11Z,4156551887,233,783,,,,,,,,,,,,,,,,,,,,,,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527281343,783,67,1,2,23,759fhii7hsnldanli06j5jmf6,0,63.2,22.7,2023-04-01T14:03:50.013Z,2023-04-02T09:40:43Z,4156551917,233,968,,,,,,,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491283,31,1,1,2,23,c9ky1957qli8v2lylfga7io8b,0,39.8,79.4,2023-04-01T14:03:50.075Z,2023-04-02T14:13:12Z,4152304775,56,Center,4152304821,141,72.6,4152304823,212,25.7,4152304771,157,,4152304825,213,6.1,4152304827,1,,4152304819,140,63.9,4156124485,178,,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491427,22,1,1,2,26,759fhii7hsnldanli06j5jmf6,0,39,25.5,2023-04-01T14:03:52.625Z,2023-04-02T04:53:25Z,4156124519,178,,4152305571,1,,4152305569,213,0.0,4152305563,140,90.9,4152305559,155,,4152305561,56,Center,4152305565,141,26.1,4152305567,212,54.5,bk1tvg8t79kbsmnf2i39or6c5,C. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
