id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist
2472001379,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2022-10-15T13:09:50.367Z,2022-10-15T14:06:59Z,3844108895,59,"1, 12, 3, 22, 5, 6, 19, 4, 26, 8, 7, 9, 10, 11, 14, 15, 17, 18, 30, 31",3844108891,30,"4lp29rlldfr9f8jx6e6qqfgt1, auan97c17t3ze3zdvnfovtomh, eue5o5hcml60dtt61qku5jcut, a0d1koufzrtx0jcsw09ibtbyt, 43mi8uliaor1b9mejf33if1sl, 3ka60g1o4fct4t2dc7394sr8p, 3jxifism5urj3049zcojb8us5, bxgp3jpqcyk794ty0zk0o9jv9, 6aonl21cpvfg8ma7i00q9ho0l, 1q9c3t3umg0yh0qop886eghxx, 2n1na0cyvk19401cuwsokmaga, bed0m5tw305n4c60cuqlhrkd1, djjolbwunzmlob0chwp8x21g5, djn7515ev4uzfcvizndtrvzkl, 9ciad1fw48orv5aph9o83f6ne, cgonvdrm0gwjzrsz5fho4cwr9, d2dqd11a9koizwjaq93n4npt6, 7q6h161f7gcqnpy07x80hbpck, atzpueujhh1u79b8ijhufob9w, 89b8lqf476f0slerw345892i1",3844108893,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3844108897,130,8,3844108901,194,43mi8uliaor1b9mejf33if1sl,3844108905,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844108899,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844108903,197,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472007235,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-10-15T13:14:35.378Z,2022-10-15T13:21:39Z,3844140575,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3844140577,59,"13, 22, 16, 3, 12, 2, 14, 19, 32, 18, 15, 10, 1, 4, 7, 8, 9, 17, 20, 23",3844140573,30,"day3njm5hkudffvdvccpopbyt, 1q4eo8ovtzffi9nz1kms98161, 319dgvwkm8di2r8oovefbxck5, 629dgygro5n41ce8ulov5wwl, 9o2dyl3cbm2ni3874doydh49h, a5fpw5f7bvu01i8drfir8ugut, aqgrddi0lgqphjeksr0rkd0ph, 2t4k430xmiekwb5khdwtg14h5, 7yq6f41dcfzqz40hblj3j9905, 1cfh2cg8i2f4cqd7fraos96fp, en7kanawhbmhl0736htwdnt9l, epwyjoowg7wfojxxldoum9yhh, btdn91fhcdkiq2u93gqw32n6d, 2cic9rl1m8i7ut6ed7p0h1905, 7qd78ivuyspmb0fno5vdetat, 8vjnf1tezikfb9dfnv4waxuxh, 4sskvw16m8gh8al8vy0ephuc5, eqx6gmp1f5ocxeosc97rcqqui, c99yg0ykkr6o17ykicw27e68k, 7v2udgcj3xk2douxfmge6lp7t",3844140587,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844140583,194,9o2dyl3cbm2ni3874doydh49h,3844140585,197,1975,3844140581,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844140579,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053677,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2022-10-15T14:00:59.469Z,2022-10-15T19:56:30Z,3844382437,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053693,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-10-15T14:00:59.469Z,2022-10-15T14:01:01Z,3844382493,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053799,3,1,1,0,0,87coxipr6ls77tnlba3eselx0,1,50,50,2022-10-15T14:00:59.490Z,2022-10-15T20:12:58Z,3844382901,140,35.6,3844382911,279,S,3846691097,178,,3844382907,212,15.1,3844382903,141,50.3,3844382899,56,Back,3844382909,213,3.1,,,,3jxifism5urj3049zcojb8us5,J. Hiwula-Mayifuila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053951,4,1,1,0,2,87coxipr6ls77tnlba3eselx0,1,35.6,50.3,2022-10-15T14:01:01.920Z,2022-10-15T20:13:02Z,3844383627,155,,3844383639,1,,3844383635,212,45.8,3844383631,140,70.3,3844383629,56,Left,3846691319,178,,3844383637,213,0.7,3844383633,141,91.2,bxgp3jpqcyk794ty0zk0o9jv9,D. Cancola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053977,5,1,1,0,4,87coxipr6ls77tnlba3eselx0,0,71,92,2022-10-15T14:01:03.861Z,2022-10-15T20:13:07Z,3844383751,1,,3844383739,140,84.9,3844383747,213,5.2,3844383743,212,32.3,3846691601,388,,3844383735,3,,3844383737,56,Center,3844383741,141,49.7,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053971,3,52,1,0,7,4qdzzur2cuuridyb0jso8mksi,1,10.9,51.6,2022-10-15T14:01:07.251Z,2022-10-15T20:13:12Z,3846691883,178,,3845771975,377,,,,,,,,,,,,,,,,,,,,day3njm5hkudffvdvccpopbyt,C. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054035,4,1,1,0,8,4qdzzur2cuuridyb0jso8mksi,1,12.1,54.9,2022-10-15T14:01:08.253Z,2022-10-15T20:13:15Z,3844384045,141,64.5,3844384041,56,Back,3844384043,140,31.1,3844384047,212,21.0,3844384039,123,,3844384049,213,0.3,3846692037,178,,,,,day3njm5hkudffvdvccpopbyt,C. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054161,5,1,1,0,10,4qdzzur2cuuridyb0jso8mksi,0,31.9,70,2022-10-15T14:01:10.457Z,2022-10-15T20:14:06Z,3844384725,56,Back,3844384727,140,37.6,3846695095,178,,3844384729,141,88.4,3844384731,212,13.9,3844384735,213,1.1,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
