id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,assist
2493752669,5,5,1,0,22,4qdzzur2cuuridyb0jso8mksi,1,34.2,101,2022-12-28T19:47:53.451Z,2022-12-29T00:01:57Z,3958828795,347,,3958828793,56,Back,3958828797,233,7,,,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752575,7,5,1,0,22,87coxipr6ls77tnlba3eselx0,0,65.8,-1,2022-12-28T19:47:53.451Z,2022-12-29T00:01:57Z,3958828239,347,,3958828237,56,Right,3958828813,233,5,,,,,,,,,,,,,,,,a0d1koufzrtx0jcsw09ibtbyt,J. Tillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752689,6,1,1,0,42,4qdzzur2cuuridyb0jso8mksi,0,36.8,100,2022-12-28T19:48:13.021Z,2022-12-29T00:02:00Z,3958828895,213,5.8,3958828891,141,86.0,3958828897,1,,3958828889,140,57.9,3958828887,56,Left,3958828885,107,,3958828893,212,24.6,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752693,8,44,1,0,43,87coxipr6ls77tnlba3eselx0,1,37,9.6,2022-12-28T19:48:13.837Z,2022-12-29T02:32:45Z,3958828909,285,,3958828917,233,7,3958828907,56,Back,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752691,7,44,1,0,43,4qdzzur2cuuridyb0jso8mksi,0,63,90.4,2022-12-28T19:48:13.838Z,2022-12-29T00:02:04Z,3958828905,286,,3958828927,233,8,3958828903,56,Left,,,,,,,,,,,,,,,,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752701,9,1,1,0,43,87coxipr6ls77tnlba3eselx0,0,31.9,5.3,2022-12-28T19:48:13.903Z,2022-12-29T02:32:46Z,3958828939,213,0.1,3958828933,140,55.8,3959086735,388,,3958828929,3,,3958828935,141,9.4,3958828931,56,Right,3958828937,212,25.2,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752709,8,44,1,0,46,4qdzzur2cuuridyb0jso8mksi,1,43,87.4,2022-12-28T19:48:16.709Z,2022-12-29T02:32:46Z,3958828985,233,10,3958828977,56,Back,3958828979,285,,,,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752703,10,44,1,0,46,87coxipr6ls77tnlba3eselx0,0,57,12.6,2022-12-28T19:48:16.710Z,2022-12-29T00:02:10Z,3958829015,233,8,3958828945,56,Right,3958828947,286,,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752713,9,1,1,0,46,4qdzzur2cuuridyb0jso8mksi,1,41.3,78.3,2022-12-28T19:48:16.746Z,2022-12-29T02:32:47Z,3958828995,141,52.4,3958828997,212,18.7,3958828989,3,,3958828991,56,Back,3959086781,388,,3958828999,213,5.1,3958828993,140,47.4,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752749,10,1,1,0,49,4qdzzur2cuuridyb0jso8mksi,0,47.2,57.8,2022-12-28T19:48:20.424Z,2022-12-29T00:02:15Z,3958829201,157,,3958829207,141,42.4,3958829211,213,5.9,3959086795,178,,3958829205,140,73.0,3958829203,56,Center,3958829213,1,,3958829209,212,29.0,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752751,11,49,1,0,53,87coxipr6ls77tnlba3eselx0,1,24.3,62.4,2022-12-28T19:48:23.845Z,2022-12-29T00:02:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752763,12,12,1,0,53,87coxipr6ls77tnlba3eselx0,1,23.5,62.1,2022-12-28T19:48:23.928Z,2022-12-29T00:02:20Z,3958829289,141,0.0,3958829291,212,45.4,3958829287,140,9.0,3958829285,56,Back,3958829313,167,,3958829293,213,4.4,3959086827,178,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752867,11,5,1,0,56,4qdzzur2cuuridyb0jso8mksi,1,90.2,101.1,2022-12-28T19:48:26.633Z,2022-12-29T00:02:22Z,3958829829,347,,3958829833,233,13,3958829827,56,Left,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752765,13,5,1,0,56,87coxipr6ls77tnlba3eselx0,0,9.8,-1.1,2022-12-28T19:48:26.633Z,2022-12-29T00:02:22Z,3958829853,233,11,3958829295,56,Back,3958829297,347,,,,,,,,,,,,,,,,,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752881,12,1,1,1,16,4qdzzur2cuuridyb0jso8mksi,1,86.9,100,2022-12-28T19:48:47.250Z,2022-12-29T00:02:25Z,3958829899,56,Left,3958829903,141,88.7,3958829905,212,9.0,3958829901,140,85.2,3958829907,213,4.5,3958829897,107,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752887,13,1,1,1,17,4qdzzur2cuuridyb0jso8mksi,0,85.2,89.6,2022-12-28T19:48:48.203Z,2022-12-29T00:02:27Z,3958829937,213,5.0,3958829933,141,79.7,3958829931,140,86.9,3959086877,178,,3958829935,212,7.0,3958829929,56,Left,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752893,14,49,1,1,18,87coxipr6ls77tnlba3eselx0,1,8.2,18.9,2022-12-28T19:48:49.102Z,2022-12-29T00:02:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752901,15,1,1,1,19,87coxipr6ls77tnlba3eselx0,0,15.5,20.9,2022-12-28T19:48:50.013Z,2022-12-29T00:02:35Z,3958830761,141,19.8,3958829993,56,Back,3958830797,236,,3958830759,140,17.1,3958830765,213,5.9,3958830763,212,1.8,3958830803,286,,3958830799,233,14,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,3959086933,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752897,14,74,1,1,19,4qdzzur2cuuridyb0jso8mksi,1,88,82.6,2022-12-28T19:48:50.105Z,2022-12-29T00:02:38Z,3959086953,178,,3958829985,56,Left,3958830817,233,15,3958830549,285,,,,,,,,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753061,20,61,1,1,19,87coxipr6ls77tnlba3eselx0,1,19,20.7,2022-12-28T19:48:50.253Z,2022-12-29T00:02:43Z,3958830891,56,Back,3959086987,178,,,,,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752921,16,1,1,1,20,87coxipr6ls77tnlba3eselx0,1,16.4,6.5,2022-12-28T19:48:51.447Z,2022-12-29T00:03:22Z,3958830091,140,20.7,3958830097,212,8.3,3959087141,178,,3958830089,56,Back,3958830095,141,16.8,3958830099,213,1.0,,,,,,,2n1na0cyvk19401cuwsokmaga,O. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752929,17,1,1,1,22,87coxipr6ls77tnlba3eselx0,1,21.6,16.1,2022-12-28T19:48:52.934Z,2022-12-29T00:03:24Z,3958830135,140,8.7,3959087155,178,,3958830137,141,24.0,3958830139,212,14.6,3958830141,213,2.8,3958830133,56,Back,,,,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752937,18,1,1,1,23,87coxipr6ls77tnlba3eselx0,1,8.7,24,2022-12-28T19:48:53.997Z,2022-12-29T00:03:28Z,3958830199,140,11.9,3959087167,178,,3958830203,212,9.9,3958830205,213,5.1,3958830201,141,10.3,3958830197,56,Back,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752955,19,1,1,1,26,87coxipr6ls77tnlba3eselx0,0,11.6,8.8,2022-12-28T19:48:56.527Z,2022-12-29T00:03:31Z,3958830287,56,Center,3958830293,212,77.3,3959087175,178,,3958830285,155,,3958830295,213,0.1,3958830291,141,25.0,3958830297,1,,3958830289,140,84.5,a0d1koufzrtx0jcsw09ibtbyt,J. Tillson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752959,15,52,1,1,32,4qdzzur2cuuridyb0jso8mksi,1,10.6,75.3,2022-12-28T19:49:02.566Z,2022-12-29T00:03:34Z,3959054477,376,,3959087183,178,,,,,,,,,,,,,,,,,,,,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753069,16,1,1,1,46,4qdzzur2cuuridyb0jso8mksi,0,15.1,42.4,2022-12-28T19:49:17.152Z,2022-12-29T00:03:36Z,3958830951,56,Center,3958830963,1,,3958830957,141,25.4,3958830949,199,,3958830961,213,6.1,3958830953,140,63.8,3958830959,212,52.4,,,,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753075,21,1,1,1,50,87coxipr6ls77tnlba3eselx0,0,31.6,66.6,2022-12-28T19:49:21.223Z,2022-12-29T00:03:38Z,3958831001,213,0.3,3958830997,141,71.8,3959087211,388,,3958830991,3,,3958830995,140,42.1,3958830993,56,Back,3958830999,212,11.6,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753107,17,1,1,1,51,4qdzzur2cuuridyb0jso8mksi,0,56.8,18.8,2022-12-28T19:49:22.434Z,2022-12-29T00:03:44Z,3958831139,3,,3958831145,141,22.4,3958831149,213,0.2,3958831147,212,12.7,3958831143,140,68.7,3958831141,56,Center,3959087247,178,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753103,22,44,1,1,54,87coxipr6ls77tnlba3eselx0,1,29.8,76.3,2022-12-28T19:49:25.124Z,2022-12-29T02:32:47Z,3958831125,285,,3958831213,233,18,3958831123,56,Back,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753115,18,44,1,1,54,4qdzzur2cuuridyb0jso8mksi,0,70.2,23.7,2022-12-28T19:49:25.125Z,2022-12-29T00:03:47Z,3958831233,233,22,3958831185,56,Center,3958831187,286,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753123,23,1,1,1,54,87coxipr6ls77tnlba3eselx0,0,28.3,75,2022-12-28T19:49:25.163Z,2022-12-29T02:32:47Z,3958831247,212,14.6,3958831241,56,Back,3958831239,3,,3958831245,141,90.3,3958831243,140,38.0,3958831249,213,0.8,3959087275,388,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753167,19,1,1,1,57,4qdzzur2cuuridyb0jso8mksi,1,54.2,8.2,2022-12-28T19:49:28.289Z,2022-12-29T00:04:00Z,3958831449,141,6.5,3959087337,178,,3958831453,213,6.2,3958831445,56,Right,3958831451,212,9.7,3958831447,140,63.4,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753173,20,1,1,2,1,4qdzzur2cuuridyb0jso8mksi,1,61.5,8.5,2022-12-28T19:49:32.407Z,2022-12-29T00:04:11Z,3958831495,213,2.0,3958831491,141,13.7,3958831489,140,60.0,3958831487,56,Right,3959087403,178,,3958831493,212,3.9,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493800011,761,67,1,2,2,4qdzzur2cuuridyb0jso8mksi,1,61.1,14.9,2022-12-28T19:49:32.812Z,2022-12-29T02:32:48Z,3959092659,233,756,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493800009,756,67,1,2,2,87coxipr6ls77tnlba3eselx0,0,38.9,85.1,2022-12-28T19:49:32.813Z,2022-12-29T00:21:19Z,3959092671,233,761,,,,,,,,,,,,,,,,,,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753187,21,1,1,2,2,4qdzzur2cuuridyb0jso8mksi,1,60,13.7,2022-12-28T19:49:32.842Z,2022-12-29T02:32:48Z,3958831587,212,7.5,3958831581,56,Right,3959087429,178,,3958831585,141,5.2,3958831583,140,55.5,3958831589,213,4.0,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753197,22,1,1,2,3,4qdzzur2cuuridyb0jso8mksi,0,53.5,5,2022-12-28T19:49:34.195Z,2022-12-29T00:04:18Z,3958831643,56,Right,3959087441,178,,3958831649,212,22.4,3958831647,141,10.6,3958831641,155,,3958831645,140,74.5,3958831651,213,0.2,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753201,24,49,1,2,5,87coxipr6ls77tnlba3eselx0,1,31.1,85.1,2022-12-28T19:49:35.873Z,2022-12-29T03:09:37Z,,,,,,,,,,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753217,25,1,1,2,6,87coxipr6ls77tnlba3eselx0,0,30.6,85.6,2022-12-28T19:49:36.612Z,2022-12-29T00:04:24Z,3958831749,140,44.9,3958831753,212,24.9,3958831747,56,Back,3958831755,213,5.4,3958831745,157,,3958831751,141,56.4,3959087467,178,,3958831757,1,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753229,23,44,1,2,8,4qdzzur2cuuridyb0jso8mksi,1,53.4,42,2022-12-28T19:49:39.277Z,2022-12-29T02:32:49Z,3958831811,56,Center,3958831863,233,26,3958831813,286,,,,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753235,26,44,1,2,8,87coxipr6ls77tnlba3eselx0,0,46.6,58,2022-12-28T19:49:39.278Z,2022-12-29T00:04:28Z,3958831837,56,Back,3958831841,285,,3958831919,233,23,,,,,,,,,,,,,,,,6aonl21cpvfg8ma7i00q9ho0l,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753243,24,61,1,2,8,4qdzzur2cuuridyb0jso8mksi,1,51.7,40.6,2022-12-28T19:49:39.398Z,2022-12-29T02:32:49Z,3959087507,388,,3958831881,56,Center,3959087505,21,,,,,,,,,,,,,,,,,6n8gmwjc9frk90mzpnf9xlkyy,R. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753251,25,49,1,2,10,4qdzzur2cuuridyb0jso8mksi,1,49.7,27.5,2022-12-28T19:49:41.311Z,2022-12-29T00:04:40Z,,,,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753263,26,1,1,2,10,4qdzzur2cuuridyb0jso8mksi,1,49.7,27.5,2022-12-28T19:49:41.424Z,2022-12-29T00:04:42Z,3958832035,212,7.5,3959087565,178,,3958832029,56,Back,3958832031,140,42.6,3958832037,213,3.0,3958832033,141,29.2,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753265,27,4,1,2,13,4qdzzur2cuuridyb0jso8mksi,1,44.5,26,2022-12-28T19:49:43.580Z,2022-12-29T03:10:09Z,3958832043,56,Back,3958832049,286,,3958832041,13,,3958832045,152,,3958832127,233,27,3959054745,294,,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753271,27,4,1,2,13,87coxipr6ls77tnlba3eselx0,0,55.5,74,2022-12-28T19:49:43.581Z,2022-12-29T03:10:08Z,3959087583,178,,3958832131,233,27,3958832111,152,,3958832105,13,,3959054751,294,,3958832109,56,Center,3958832113,285,,,,,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753363,28,1,1,2,33,4qdzzur2cuuridyb0jso8mksi,1,44,26.6,2022-12-28T19:50:03.747Z,2022-12-29T00:04:47Z,3958832677,152,,3958832689,1,,3959087593,178,,3958832693,189,,3958832673,155,,3958832685,212,59.3,3958832681,140,82.6,3958832671,5,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,3958832675,196,3958832683,141,90.3,3958832679,56,Left,3958832687,213,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
