id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/13/value
2494645295,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-02T14:08:22.542Z,2023-01-02T15:13:03Z,3963537629,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3963537627,130,10,3963537625,59,"1, 12, 16, 6, 15, 2, 8, 22, 26, 17, 10, 4, 9, 11, 19, 21, 24, 30, 31",3963537635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963537631,194,cgonvdrm0gwjzrsz5fho4cwr9,3963537621,30,"4lp29rlldfr9f8jx6e6qqfgt1, auan97c17t3ze3zdvnfovtomh, 1hoyso1oinr2bza4lxgkzdiax, 3ka60g1o4fct4t2dc7394sr8p, cgonvdrm0gwjzrsz5fho4cwr9, dl2j6mynj9b09ehi3ebi2fc2d, 1q9c3t3umg0yh0qop886eghxx, a0d1koufzrtx0jcsw09ibtbyt, 6aonl21cpvfg8ma7i00q9ho0l, d2dqd11a9koizwjaq93n4npt6, djjolbwunzmlob0chwp8x21g5, bxgp3jpqcyk794ty0zk0o9jv9, bed0m5tw305n4c60cuqlhrkd1, djn7515ev4uzfcvizndtrvzkl, 3jxifism5urj3049zcojb8us5, 1xcvcrq88be0efbkwgi7pirjd, bpbwue9gbmi9dd3wf7klkgdm1, atzpueujhh1u79b8ijhufob9w, 89b8lqf476f0slerw345892i1",3963537623,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3963537633,197,16279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494645639,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-01-02T14:09:24.593Z,2023-01-02T15:13:02Z,3963539265,194,53y4n4h9zi3d1l1f9jb9ytxhx,3963539261,130,8,3963539255,30,"26hokry025pgjx5bn7ljlkatx, 6o62deaqwdcrllc91hz09cct1, su2h9bv6nhltjjkbz5s7lrdh, 6ne71gfjoez9m0tk8qozd8e3u, 53y4n4h9zi3d1l1f9jb9ytxhx, 8byxqwq7ktyxn5rfbj4p0m0o9, el8iinhsb8c12kgvng4idutat, c4kxfrbrfedilykhbyak3e579, 8cpd4je0ku8wjumqeh3ruv10p, dnv51o5kbp3627cjdl5yxks7p, bkehljspqbj6tz0peqjivkvai, 6xvw6n5wq8bcgg01i87rbfsgl, 1naidcngjv592t1hgd78yy8oa, cxykkqaoe67ndqpwoq1t15ca2, 5frjqqf0jvbqw8ag00pktw8yy, 7ie1bwuj4e18xy9bl6mszwt1, 1doiom8yk2hn6sn6orlcfypjp, 9imvdvv7wnaknh1bc4ocun78q, 16x7shxmsfll6pytg8b8v0dbe, eh244gs179rv5hxz3oisx8d90",3963539263,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963539267,197,7011,3963539269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963539259,59,"24, 2, 22, 20, 5, 4, 33, 16, 9, 99, 11, 1, 7, 8, 10, 15, 17, 23, 25, 28",3963539257,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655607,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-01-02T15:03:00.018Z,2023-01-02T20:09:06Z,3963587503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655613,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-02T15:03:00.018Z,2023-01-02T15:03:02Z,3963587529,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655635,3,1,1,0,0,87coxipr6ls77tnlba3eselx0,1,50.6,50.1,2023-01-02T15:03:00.084Z,2023-01-02T20:21:41Z,3963587635,56,Back,3964117575,178,,3963587639,141,57.5,3963587643,213,2.8,3963587637,140,38.0,3963587641,212,14.2,3963587645,279,S,,,,djjolbwunzmlob0chwp8x21g5,Y. Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655705,4,1,1,0,2,87coxipr6ls77tnlba3eselx0,1,35.1,57.5,2023-01-02T15:03:02.370Z,2023-01-02T20:21:47Z,3963588045,1,,3963588039,141,1.0,3963588037,140,67.9,3963588043,213,5.4,3964117671,178,,3963588041,212,51.6,3963588033,155,,3963588035,56,Right,1q9c3t3umg0yh0qop886eghxx,R. Callachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655727,5,1,1,0,5,87coxipr6ls77tnlba3eselx0,0,67.9,1,2023-01-02T15:03:05.318Z,2023-01-02T20:21:53Z,3963588167,213,0.5,3964117735,388,,3963588159,56,Right,3963588157,3,,3963588165,212,11.2,3963588163,141,8.9,3963588161,140,77.3,,,,auan97c17t3ze3zdvnfovtomh,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655757,3,1,1,0,7,841zp0njrq63yv4fvw6lgf60q,0,29.2,83,2023-01-02T15:03:07.121Z,2023-01-02T20:21:59Z,3963588301,3,,3963588303,56,Back,3963588305,140,41.4,3963588311,213,0.8,3964117759,178,,3963588307,141,100.0,3963588309,212,18.0,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655761,4,5,1,0,9,841zp0njrq63yv4fvw6lgf60q,0,36.8,101.6,2023-01-02T15:03:09.190Z,2023-01-02T20:22:08Z,3963588323,347,,3963588321,56,Back,3963588535,233,6,,,,,,,,,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655795,6,5,1,0,9,87coxipr6ls77tnlba3eselx0,1,63.2,-1.6,2023-01-02T15:03:09.190Z,2023-01-02T20:22:07Z,3963588493,347,,3963588491,56,Right,3963588505,233,4,,,,,,,,,,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656419,7,1,1,1,8,87coxipr6ls77tnlba3eselx0,0,63.2,0,2023-01-02T15:04:08.751Z,2023-01-02T20:22:11Z,3963591399,213,0.3,3963591397,212,15.4,3963591391,56,Right,3963591393,140,77.4,3963591389,107,,3963591395,141,4.0,,,,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656445,5,1,1,1,10,841zp0njrq63yv4fvw6lgf60q,0,21.8,87.5,2023-01-02T15:04:10.216Z,2023-01-02T20:22:16Z,3963591501,140,38.0,3963591503,141,71.8,3964117921,388,,3963591505,212,20.1,3963591499,56,Back,3963591497,3,,3963591507,213,5.7,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656459,8,1,1,1,13,87coxipr6ls77tnlba3eselx0,0,65.8,31.3,2023-01-02T15:04:13.186Z,2023-01-02T20:22:20Z,3963591565,213,1.2,3964118001,178,,3963591563,212,8.7,3963591561,141,43.3,3963591555,3,,3963591557,56,Center,3963591559,140,68.7,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656463,6,49,1,1,14,841zp0njrq63yv4fvw6lgf60q,1,38,51.8,2023-01-02T15:04:14.325Z,2023-01-02T20:22:24Z,,,,,,,,,,,,,,,,,,,,,,,,,el8iinhsb8c12kgvng4idutat,M. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656603,7,1,1,1,15,841zp0njrq63yv4fvw6lgf60q,1,36.2,45.4,2023-01-02T15:04:15.285Z,2023-01-02T20:22:27Z,3963592333,213,5.9,3963592331,212,43.0,3963592335,1,,3963592325,56,Right,3964118071,178,,3963592327,140,73.4,3963592329,141,18.9,,,,el8iinhsb8c12kgvng4idutat,M. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656627,8,3,1,1,21,841zp0njrq63yv4fvw6lgf60q,1,87.8,24,2023-01-02T15:04:21.712Z,2023-01-02T20:22:41Z,3963592439,286,,3963592435,56,Center,3963592471,233,9,3964118279,178,,3964019409,465,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656597,9,45,1,1,21,87coxipr6ls77tnlba3eselx0,0,12.2,76,2023-01-02T15:04:21.712Z,2023-01-02T20:22:41Z,3963592475,233,8,3963592297,285,,3963592295,56,Back,,,,,,,,,,,,,,,,3ka60g1o4fct4t2dc7394sr8p,A. Iacovitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656637,9,1,1,1,24,841zp0njrq63yv4fvw6lgf60q,0,94.6,31.8,2023-01-02T15:04:24.583Z,2023-01-02T20:23:17Z,3963592503,140,94.9,3963592497,56,Center,3963592507,141,48.4,3963592509,212,11.3,3963592511,213,1.5,3964118673,178,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656667,10,12,1,1,25,87coxipr6ls77tnlba3eselx0,1,4.2,52.1,2023-01-02T15:04:25.263Z,2023-01-02T20:23:24Z,3963592737,167,,3964118775,178,,3963592659,213,1.5,3963592657,212,33.6,3963592653,140,8.0,3963592651,56,Back,3963592655,141,100.0,,,,dl2j6mynj9b09ehi3ebi2fc2d,C. Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
