id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/12/value,qualifier/13/value,assist
2501302789,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-01-28T14:08:45.900Z,2023-01-28T15:03:57Z,3998508641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998508637,59,"1, 2, 19, 34, 6, 4, 14, 18, 37, 22, 26, 5, 7, 10, 11, 12, 17, 21, 23, 29",3998508639,130,8,3998508647,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998508633,30,"3vt38r8n9081i3a4dj89lx905, 1yqdq8dtuvh9wmn8cgyv3t8tl, 56b1gs6obdcpx4j3c02bi4bqi, d0ped35vke09xx92otkq63pm2, tywvq45nw3cobufa7zkhsq8l, cxjlus7adz4r6y0j3x5v2y0gl, 2ezi9zjj3pmt475woji11gi51, 4l1wyg8j3u42b87477y3zm54a, cqbhq4xh00uqxhenp0nc24xjp, 7xxqn9xu5izixdi9spsjf1t5h, 1tbuc25mv5qc48uawml7aqu3t, 9wjmsi05ex83iw3iy5bgkdrvu, 27ldss0bvyuhn929cd0j8u47p, 27exg4oaa7sym40hi0szdc05x, e5jvpbvdxhuq0m80bpqwv015h, 7bpoyv7zrd3ffl4j4e520jdud, 2r6suw717hgzqsp8ogvwdfk6h, c4g43ghalkakgcgv1jzaum11x, a0cvnq9q83z3x0e1p938uu5ed, cyg7icft0ojp9wdbyq9nlkwyd",3998508643,194,tywvq45nw3cobufa7zkhsq8l,3998508635,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998508645,197,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501304433,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-01-28T14:10:36.481Z,2023-01-28T14:10:36Z,3998517313,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998517307,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998517319,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998517315,194,4kpf2eyjqmax3f676dmhh9e51,3998517309,59,"1, 2, 31, 8, 6, 26, 13, 18, 20, 71, 14, 4, 7, 9, 19, 23, 30, 33, 37, 44",3998517317,197,1995,3998517311,130,8,3998517305,30,"54u4k9lzcugph99091xt282j9, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, 8vom1gwu040ty00c6ps3r2sph, dy1z4i2jsbeswei0ha2n39c5x, 8iwme9n9fhlu50yqm3pvtrd91, bzvr1umoce37zyxq8hvwu1lgp, 90ibgoec1k1npb1odsqwpfx1, 4lb16ginbppvud84mgwirvfth, 25vb30mtetefhp3ix26nlhx0q, 95pgrmkq8cn94eo5y26hp4s7p, 90qai3k7otbuwrry224ki1f4l, 84qg8f7lr34fps859v324v4k5, 12vo1l1xngzwi7kndbnyzfbv9, 7ush9a10cc79gudlog12crt9l, 9weodc9tdqcm2dg6cg6wyx785, 5p8y1fedi7alsnrdwg7lmw99l, 60ahvhvx30iw7abq1hxrzd0wl, 4f2bppk56sa7dqgw652x0fzdh, 4bu8zoar377u6mvwfqf46rt62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350265,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-01-28T15:00:43.924Z,2023-01-28T15:00:46Z,3998752985,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350283,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-01-28T15:00:43.924Z,2023-01-29T04:06:38Z,3998753053,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350353,3,1,1,0,1,cnnku8uihko7u4th0fms4pvg6,1,50,50,2023-01-28T15:00:45.274Z,2023-01-29T04:28:34Z,4001293567,178,,4000993565,189,,3998753331,56,Back,3998753337,212,24.1,3998753335,141,44.8,3998753333,140,27.3,3998753341,279,S,3998753339,213,3.3,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350381,4,1,1,0,1,cnnku8uihko7u4th0fms4pvg6,1,29.3,46.8,2023-01-28T15:00:45.867Z,2023-01-29T04:28:38Z,3998753485,213,5.8,3998753479,140,76.2,3998818735,155,,3998753483,212,55.1,4001293635,178,,3998753477,56,Right,3998753481,141,10.4,3998753487,1,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501770871,1043,44,1,0,4,cnnku8uihko7u4th0fms4pvg6,1,70.7,14.4,2023-01-28T15:00:48.359Z,2023-01-29T08:09:39Z,4000994955,286,,4000994953,56,Right,4001205251,233,661,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501770885,661,44,1,0,4,ez46dadmx0virt38cgeq2n6pf,0,29.3,85.6,2023-01-28T15:00:48.360Z,2023-01-29T04:29:41Z,4000995033,56,Back,4000995035,285,,4001205255,233,1043,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501358759,61,1,1,0,4,cnnku8uihko7u4th0fms4pvg6,0,66.3,18.3,2023-01-28T15:00:48.473Z,2023-01-29T08:09:39Z,3998794301,3,,3998794307,56,Right,3998794313,140,86.9,3998794321,212,22.3,3998794317,141,10.6,3998794323,213,6.0,4001294921,388,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350395,3,12,1,0,7,ez46dadmx0virt38cgeq2n6pf,1,10.3,88.9,2023-01-28T15:00:51.787Z,2023-01-29T04:30:09Z,3998753529,140,9.7,3998753573,167,,3998753531,141,100.0,3998753535,213,1.6,3998753527,56,Back,3998753533,212,8.9,4001295473,388,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
