id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value
2484556023,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-11-12T14:13:01.951Z,2022-11-12T15:38:49Z,3910228847,197,1983,3910228843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910228835,30,"3vt38r8n9081i3a4dj89lx905, 2ezi9zjj3pmt475woji11gi51, 56b1gs6obdcpx4j3c02bi4bqi, tywvq45nw3cobufa7zkhsq8l, 4gxhbsq4ocdqnrj3yrro2jf11, cxjlus7adz4r6y0j3x5v2y0gl, a0cvnq9q83z3x0e1p938uu5ed, 7xxqn9xu5izixdi9spsjf1t5h, cqbhq4xh00uqxhenp0nc24xjp, 27ldss0bvyuhn929cd0j8u47p, 27exg4oaa7sym40hi0szdc05x, 1yqdq8dtuvh9wmn8cgyv3t8tl, 7f0r99zrqykjuoz0bqlintbzd, 7bpoyv7zrd3ffl4j4e520jdud, 2r6suw717hgzqsp8ogvwdfk6h, c4g43ghalkakgcgv1jzaum11x, 1tbuc25mv5qc48uawml7aqu3t, dc1kk0l9t57lspx5qzzbscm0a, cyg7icft0ojp9wdbyq9nlkwyd, d0ped35vke09xx92otkq63pm2",3910228839,59,"1, 14, 19, 6, 13, 4, 23, 22, 37, 7, 10, 2, 3, 12, 17, 21, 26, 27, 29, 34",3910228841,130,19,3910228849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910228845,194,tywvq45nw3cobufa7zkhsq8l,3910228837,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484560959,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-11-12T14:19:04.451Z,2022-11-12T15:20:18Z,3910256675,30,"4gxuw581mvfnr6qr3aobbjyt, 5j7ekg9k304y36twun3me2w2d, egfrwjjbl6fom2rwi5jpzzfmx, 5z0g3l4s56p11t3wgrpjhko9h, 201zg5m6q6zjj43w8jlf5cgrt, 8qv2da4sxpuw4h44jm4dz2j85, 6axbj3uylrbf0l29vj3vdmd3p, cl8lua6yep85vpl25pdi0wfzd, 360az753k9ihh8el5ysdjoe6t, aiacgvdwjvt1te2ndnbk95lg5, 4vnpdi15nazck2sywdgkve2cq, 1vgtiwnof0l89l62t6e1thgx5, 6yr5rwfdnz02psz22acr43z6d, kmyde3h3kx3tyx5b4m2oglt6, eghu03zhii5vbr655sub8xmmt, 3sk52j2sm7jvmytofzefc5boq, dkk86y8pa3svtz43c0m55qn6x, cfjerpzkgle5dquubfp5o5ul0, aggnskq9dwjc7vi0t4n2y6k9g",3910256679,59,"1, 2, 24, 27, 15, 4, 7, 8, 21, 9, 17, 6, 13, 18, 23, 26, 29, 36, 49",3910256681,130,8,3910256687,197,1981,3910256683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3910256677,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3910256689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910256685,194,4gxuw581mvfnr6qr3aobbjyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606145,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2022-11-12T15:05:41.589Z,2022-11-12T15:05:41Z,3910485603,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606175,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-11-12T15:05:41.589Z,2022-11-12T20:00:03Z,3910485765,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606285,3,1,1,0,0,759fhii7hsnldanli06j5jmf6,1,50,50,2022-11-12T15:05:41.687Z,2022-11-12T20:04:55Z,3910486311,141,54.3,3910486317,279,S,3912402313,178,,3910486309,140,31.3,3910486307,56,Back,3910486313,212,19.9,3910486315,213,3.0,,,,4vnpdi15nazck2sywdgkve2cq,S. McKinstry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606501,4,1,1,0,2,759fhii7hsnldanli06j5jmf6,1,32.8,54.9,2022-11-12T15:05:44.332Z,2022-11-12T20:05:06Z,3912402859,178,,3910487459,1,,3910487451,212,40.0,3910487445,140,55.7,3910487455,213,5.4,3910487441,56,Right,3910487437,155,,3910487449,141,7.9,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606589,5,1,1,0,7,759fhii7hsnldanli06j5jmf6,1,55.7,7.7,2022-11-12T15:05:48.981Z,2022-11-12T20:05:16Z,3910487917,212,7.2,3910487909,140,54.1,3912403473,178,,3910487913,141,18.0,3910487905,56,Right,3910487921,213,1.8,,,,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606675,6,1,1,0,8,759fhii7hsnldanli06j5jmf6,0,54.3,17.3,2022-11-12T15:05:50.255Z,2022-11-12T20:05:20Z,3910488345,213,6.2,3910488333,56,Right,3910488335,140,86.6,3912403735,178,,3910488331,155,,3910488347,1,,3910488341,212,34.2,3910488339,141,11.1,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606719,3,49,1,0,12,ez46dadmx0virt38cgeq2n6pf,1,9.2,85,2022-11-12T15:05:54.180Z,2022-11-12T20:05:26Z,,,,,,,,,,,,,,,,,,,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606895,4,1,1,0,12,ez46dadmx0virt38cgeq2n6pf,1,9.2,85,2022-11-12T15:05:54.258Z,2022-11-12T20:05:29Z,3912404179,178,,3910489413,157,,3910489415,56,Back,3910489421,212,27.9,3910489425,1,,3910489417,140,35.1,3910489423,213,0.2,3910489419,141,93.9,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
