id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2526434569,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-01T13:03:23.390Z,2023-04-01T13:25:11Z,4152014757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152014749,130,8,4152014747,59,"1, 2, 31, 8, 6, 26, 13, 4, 20, 71, 14, 3, 9, 16, 17, 18, 23, 30, 33, 37",4152014755,197,11946,4152014751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152014743,30,"54u4k9lzcugph99091xt282j9, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, 8vom1gwu040ty00c6ps3r2sph, dy1z4i2jsbeswei0ha2n39c5x, 8iwme9n9fhlu50yqm3pvtrd91, bzvr1umoce37zyxq8hvwu1lgp, 90qai3k7otbuwrry224ki1f4l, 4lb16ginbppvud84mgwirvfth, 25vb30mtetefhp3ix26nlhx0q, 95pgrmkq8cn94eo5y26hp4s7p, 1o7uvhqqueh716napx4qpq99m, 12vo1l1xngzwi7kndbnyzfbv9, 4omwvnw9p46nfg7by0amh2hh, 7d5vo5ppoev5q1uf39x0afkrt, 90ibgoec1k1npb1odsqwpfx1, 9weodc9tdqcm2dg6cg6wyx785, 5p8y1fedi7alsnrdwg7lmw99l, 60ahvhvx30iw7abq1hxrzd0wl, 4f2bppk56sa7dqgw652x0fzdh",4152014753,194,4kpf2eyjqmax3f676dmhh9e51,4152014745,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526436021,1,34,16,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-04-01T13:05:21.612Z,2023-04-01T14:02:01Z,4152022795,130,17,4152022791,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4152022793,59,"1, 22, 16, 3, 12, 27, 14, 23, 9, 8, 18, 6, 7, 10, 20, 25, 28, 31, 39, 42",4152022797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152022801,197,1975,4152022799,194,9o2dyl3cbm2ni3874doydh49h,4152022789,30,"btdn91fhcdkiq2u93gqw32n6d, 1q4eo8ovtzffi9nz1kms98161, 319dgvwkm8di2r8oovefbxck5, 629dgygro5n41ce8ulov5wwl, 9o2dyl3cbm2ni3874doydh49h, 3wgjzispcz53as7jxh8lh0y96, aqgrddi0lgqphjeksr0rkd0ph, 7v2udgcj3xk2douxfmge6lp7t, 4sskvw16m8gh8al8vy0ephuc5, 8vjnf1tezikfb9dfnv4waxuxh, 1cfh2cg8i2f4cqd7fraos96fp, 6n8gmwjc9frk90mzpnf9xlkyy, 7qd78ivuyspmb0fno5vdetat, epwyjoowg7wfojxxldoum9yhh, c99yg0ykkr6o17ykicw27e68k, 86vsscrn4hhdlwlot6sj8pqfo, 74w7u994c832ya17u9g7nkh04, 4sjmv52glqhssplqouu2z8gkp, en1fxquyiysad7et2aeu0fpck, 268umzivgklcuvblk42lduxhw",4152022803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487023,2,32,1,0,0,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-04-01T14:01:55.797Z,2023-04-01T14:01:58Z,4152283845,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487011,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-01T14:01:55.797Z,2023-04-01T22:54:07Z,4152283803,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487125,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,50.3,50.3,2023-04-01T14:01:55.807Z,2023-04-02T01:26:50Z,4152284349,141,49.7,4152284347,140,42.3,4155717533,178,,4152284345,56,Back,4152284353,213,3.2,4152284355,279,S,4152284351,212,8.4,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487173,4,1,1,0,1,cnnku8uihko7u4th0fms4pvg6,1,42.3,49.7,2023-04-01T14:01:57.585Z,2023-04-02T01:26:57Z,4152284597,56,Back,4152284599,140,40.8,4152284603,212,30.6,4152284605,213,4.7,4152284601,141,4.7,4155717959,178,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487371,5,1,1,0,5,cnnku8uihko7u4th0fms4pvg6,1,40.2,6.4,2023-04-01T14:02:00.905Z,2023-04-02T01:27:09Z,4152285539,212,30.9,4152285541,213,1.9,4152285537,141,49.1,4152285535,140,30.2,4155718333,178,,4152285533,56,Back,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487449,6,1,1,0,9,cnnku8uihko7u4th0fms4pvg6,1,37.5,58.4,2023-04-01T14:02:05.660Z,2023-04-02T01:27:15Z,4152285893,212,14.2,4155719185,178,,4152285891,141,77.9,4152285895,213,1.2,4152285889,140,42.4,4152285887,56,Back,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487485,7,1,1,0,13,cnnku8uihko7u4th0fms4pvg6,1,44.2,76.9,2023-04-01T14:02:08.831Z,2023-04-02T01:27:21Z,4152286089,212,6.3,4155719721,178,,4152286087,141,69.7,4152286083,56,Back,4152286085,140,48.0,4152286091,213,5.4,,,,,,,8vom1gwu040ty00c6ps3r2sph,R. Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487565,8,1,1,0,13,cnnku8uihko7u4th0fms4pvg6,1,48,69.7,2023-04-01T14:02:09.554Z,2023-04-02T01:27:34Z,4152286519,140,40.1,4155720205,178,,4152286517,56,Back,4152286525,213,3.0,4152286521,141,71.7,4152286523,212,8.4,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
