id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2501986137,5,1,1,0,25,1hcbcuu846pa3iw6qskiws1cu,1,27.3,100,2023-01-29T13:31:30.098Z,2023-01-29T23:26:44Z,4002095499,213,6.1,4002095495,141,91.8,4002095491,56,Left,4002095497,212,34.2,4002095501,1,,4002095489,107,,4002095493,140,59.3,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986147,6,44,1,0,27,1hcbcuu846pa3iw6qskiws1cu,1,60.2,91,2023-01-29T13:31:32.047Z,2023-01-30T12:20:40Z,4002095557,233,7,4002095537,286,,4002095533,56,Left,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986131,7,44,1,0,27,besu5lkqmra07drq1czpr0tk4,0,39.8,9,2023-01-29T13:31:32.048Z,2023-01-30T12:20:38Z,4002095467,56,Back,4002095469,285,,4002095583,233,6,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986163,7,1,1,0,27,1hcbcuu846pa3iw6qskiws1cu,0,59.3,91.8,2023-01-29T13:31:32.074Z,2023-01-30T12:20:40Z,4002095607,140,73.1,4002095603,3,,4002095605,56,Left,4002098275,168,,4003810805,388,,4002095611,212,15.1,4002095609,141,85.4,4002095613,213,6.0,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986175,8,1,1,0,28,besu5lkqmra07drq1czpr0tk4,1,29.1,12.2,2023-01-29T13:31:33.275Z,2023-01-29T23:27:05Z,4002095661,213,6.2,4002095651,3,,4003810907,388,,4002095655,140,39.8,4002095653,56,Back,4002095657,141,10.6,4002095659,212,11.3,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986185,9,1,1,0,30,besu5lkqmra07drq1czpr0tk4,0,39.8,10.6,2023-01-29T13:31:34.552Z,2023-01-29T23:27:10Z,4002095701,1,,4002095699,213,1.7,4002095691,56,Back,4003811059,178,,4002095695,141,43.0,4002095693,140,36.2,4002095689,157,,4002095697,212,22.4,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986201,8,50,1,0,32,1hcbcuu846pa3iw6qskiws1cu,1,65.6,59.6,2023-01-29T13:31:37.418Z,2023-01-29T23:27:18Z,4002095789,286,,4002095787,56,Center,4002096061,233,10,,,,,,,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986243,10,7,1,0,33,besu5lkqmra07drq1czpr0tk4,1,34.4,40.4,2023-01-29T13:31:37.951Z,2023-01-29T23:27:25Z,4002095995,285,,4002095993,56,Back,4003811337,178,,4003560561,384,,4002096015,233,8,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986295,12,1,1,0,36,besu5lkqmra07drq1czpr0tk4,1,34.9,19.1,2023-01-29T13:31:40.472Z,2023-01-29T23:27:34Z,4002096247,56,Back,4002096255,213,2.6,4002096251,141,28.0,4002096253,212,12.6,4002096249,140,24.4,4003811499,178,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986249,11,43,1,0,37,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-01-29T13:31:41.816Z,2023-01-29T20:30:26Z,4003561801,144,49,,,,,,,,,,,,,,,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986309,13,1,1,0,37,besu5lkqmra07drq1czpr0tk4,0,27.5,26.2,2023-01-29T13:31:42.304Z,2023-01-29T23:27:38Z,4002096311,1,,4002096309,213,6.2,4003811517,178,,4002096305,141,19.1,4002096301,56,Right,4002096307,212,37.9,4002096303,140,63.3,4003561901,157,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986307,9,49,1,0,40,1hcbcuu846pa3iw6qskiws1cu,1,33.8,83.9,2023-01-29T13:31:44.688Z,2023-01-29T23:27:44Z,,,,,,,,,,,,,,,,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986335,10,1,1,0,41,1hcbcuu846pa3iw6qskiws1cu,1,33.8,83.9,2023-01-29T13:31:45.903Z,2023-01-29T23:27:54Z,4002096459,56,Left,4002096461,140,55.6,4003811865,178,,4002096465,212,22.9,4002096463,141,83.5,4002096467,213,6.3,4002096457,3,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986349,11,1,1,0,42,1hcbcuu846pa3iw6qskiws1cu,1,55.6,83.5,2023-01-29T13:31:47.055Z,2023-01-29T23:28:01Z,4002096535,3,,4003812159,388,,4002096537,56,Back,4002096543,212,17.5,4002096541,141,98.4,4002096545,213,2.5,4002096539,140,42.0,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986385,12,1,1,0,44,1hcbcuu846pa3iw6qskiws1cu,0,42,98.4,2023-01-29T13:31:49.148Z,2023-01-29T23:28:05Z,4002096787,212,44.2,4002096783,140,79.9,4002096785,141,70.0,4003812203,178,,4002096779,157,,4002096781,56,Center,4002096789,213,5.8,4002096791,1,,9fk3a8f7bhmecbubtfuqs9jvt,A. Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986415,14,1,1,0,48,besu5lkqmra07drq1czpr0tk4,1,18.4,39.4,2023-01-29T13:31:53.390Z,2023-01-29T23:28:12Z,4002096941,213,5.4,4002096939,212,14.7,4003812309,388,,4002096933,56,Back,4002096937,141,23.0,4002096931,3,,4002096935,140,27.5,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986433,15,44,1,0,50,besu5lkqmra07drq1czpr0tk4,1,23.2,26.8,2023-01-29T13:31:55.163Z,2023-01-30T12:20:41Z,4002097025,56,Back,4002097027,285,,4002097035,233,13,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986411,13,44,1,0,50,1hcbcuu846pa3iw6qskiws1cu,0,76.8,73.2,2023-01-29T13:31:55.164Z,2023-01-29T23:28:16Z,4002096923,56,Center,4002096925,286,,4002097085,233,15,,,,,,,,,,,,,,,,578r1t1b7ork624lq5q4k55ux,S. Humphrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986477,16,1,1,0,50,besu5lkqmra07drq1czpr0tk4,1,27.5,23,2023-01-29T13:31:55.211Z,2023-01-30T12:20:41Z,4002097267,141,22.1,4002097263,56,Back,4002097265,140,34.8,4003812427,388,,4002097271,213,6.2,4002097261,3,,4002097269,212,7.7,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986481,17,4,1,0,51,besu5lkqmra07drq1czpr0tk4,1,28.7,24.3,2023-01-29T13:31:56.177Z,2023-01-29T23:28:31Z,4002097947,294,,4002130109,233,14,4002130113,285,,4002097293,56,Back,4002097295,152,,4002097291,13,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986601,14,4,1,0,51,1hcbcuu846pa3iw6qskiws1cu,0,71.3,75.7,2023-01-29T13:31:56.178Z,2023-01-29T23:28:31Z,4002130141,233,17,4002097887,294,,4002097885,13,,4002097889,56,Center,4002097893,286,,4002097891,152,,4003812529,178,,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986761,18,1,1,1,16,besu5lkqmra07drq1czpr0tk4,1,27.5,26,2023-01-29T13:32:21.129Z,2023-01-29T23:28:32Z,4002098631,56,Center,4003812549,178,,4002098635,141,25.0,4002098627,155,,4002100257,1,,4002098633,140,65.2,4002098637,212,39.6,4002098625,5,,cgu73urupkapqq9bnl17s8tt5,S. George,4002098629,152,4002098639,213,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986809,19,44,1,1,20,besu5lkqmra07drq1czpr0tk4,1,67.4,22.3,2023-01-29T13:32:24.725Z,2023-01-30T12:20:41Z,4002098897,56,Center,4002098899,286,,4002098915,233,15,,,,,,,,,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986803,15,44,1,1,20,1hcbcuu846pa3iw6qskiws1cu,0,32.6,77.7,2023-01-29T13:32:24.726Z,2023-01-29T23:28:38Z,4002098919,233,19,4002098881,285,,4002098879,56,Back,,,,,,,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986845,20,1,1,1,20,besu5lkqmra07drq1czpr0tk4,1,73.9,17,2023-01-29T13:32:24.753Z,2023-01-30T12:20:42Z,4003812735,388,,4002099069,141,33.4,4002099065,56,Center,4002099071,212,11.7,4002099063,3,,4002099073,213,1.9,4002099067,140,70.6,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502389179,1206,83,1,1,22,1hcbcuu846pa3iw6qskiws1cu,1,31.5,64.5,2023-01-29T13:32:26.916Z,2023-01-30T11:17:19Z,4004210769,399,229301,,,,,,,,,,,,,,,,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502364573,807,43,1,1,22,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-01-29T13:32:26.973Z,2023-01-30T07:47:37Z,4004099553,144,67,4004099335,233,789,,,,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502364571,789,43,1,1,22,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-01-29T13:32:26.974Z,2023-01-30T07:47:38Z,4004099339,233,807,4004099555,144,67,,,,,,,,,,,,,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986855,21,1,1,1,22,besu5lkqmra07drq1czpr0tk4,0,70.6,33.4,2023-01-29T13:32:26.976Z,2023-01-29T23:28:52Z,4002099105,140,75.3,4002099103,56,Right,4003812915,178,,4002099107,141,18.6,4002099111,213,5.2,4002099109,212,11.2,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986853,16,61,1,1,23,1hcbcuu846pa3iw6qskiws1cu,1,32,80.6,2023-01-29T13:32:27.462Z,2023-01-29T23:29:00Z,4003813089,178,,4002099101,56,Back,,,,,,,,,,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986913,22,1,1,1,26,besu5lkqmra07drq1czpr0tk4,1,68.8,20.6,2023-01-29T13:32:30.744Z,2023-01-29T23:29:10Z,4002099403,213,1.8,4002099399,141,76.0,4002099405,1,,4003813295,178,,4002099401,212,38.4,4002099395,56,Center,4002099397,140,61.7,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501986979,23,1,1,1,30,besu5lkqmra07drq1czpr0tk4,1,63.5,75.6,2023-01-29T13:32:35.001Z,2023-01-29T23:29:14Z,4002099697,140,72.2,4002099695,56,Left,4003813323,178,,4002099701,212,12.3,4002099699,141,87.7,4002099703,213,0.7,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987007,24,1,1,1,33,besu5lkqmra07drq1czpr0tk4,1,72.2,90.2,2023-01-29T13:32:38.376Z,2023-01-29T23:29:20Z,4002099811,141,68.5,4003813349,178,,4002099813,212,15.0,4002099817,213,4.9,4002099809,140,74.6,4002099805,56,Center,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987015,25,50,1,1,35,besu5lkqmra07drq1czpr0tk4,1,70,71.4,2023-01-29T13:32:39.468Z,2023-01-29T23:30:02Z,4002099859,286,,4002100013,233,17,4002099857,56,Center,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987037,17,7,1,1,35,1hcbcuu846pa3iw6qskiws1cu,1,30,28.6,2023-01-29T13:32:40.159Z,2023-01-29T23:30:11Z,4003814157,178,,4003564661,385,,4002099991,285,,4002100009,233,25,4002099989,56,Back,,,,,,,,,,53ipmesg7cuaty2uzqm1a2xn9,L. Shankland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987043,18,61,1,1,36,1hcbcuu846pa3iw6qskiws1cu,1,29.7,30.1,2023-01-29T13:32:40.598Z,2023-01-29T23:30:18Z,4002100007,56,Back,4003814283,178,,,,,,,,,,,,,,,,,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987047,26,1,1,1,38,besu5lkqmra07drq1czpr0tk4,0,69.6,52.2,2023-01-29T13:32:43.132Z,2023-01-29T23:30:31Z,4002100031,212,5.9,4002100027,140,73.4,4002100033,213,5.5,4002100025,56,Center,4002100225,236,,4002100029,141,45.8,4002100227,233,19,4003814545,389,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,4002100231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987081,19,74,1,1,38,1hcbcuu846pa3iw6qskiws1cu,1,31,53.9,2023-01-29T13:32:43.241Z,2023-01-29T23:30:28Z,4002100205,285,,4003814453,178,,4002100203,56,Back,4002100237,233,26,,,,,,,,,,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502365159,816,67,1,1,40,besu5lkqmra07drq1czpr0tk4,1,67.3,50,2023-01-29T13:32:44.513Z,2023-01-30T12:20:42Z,4004101191,233,801,,,,,,,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502365157,801,67,1,1,40,1hcbcuu846pa3iw6qskiws1cu,0,32.7,50,2023-01-29T13:32:44.514Z,2023-01-30T07:50:37Z,4004101199,233,816,,,,,,,,,,,,,,,,,,,,,,dldx0lpfwxc7eb0bc092m48a1,O. Kiomourtzoglou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987089,27,1,1,1,41,besu5lkqmra07drq1czpr0tk4,1,67.7,49.6,2023-01-29T13:32:45.461Z,2023-01-29T23:30:45Z,4002100253,213,5.3,4002100245,56,Center,4002100251,212,10.5,4003814799,178,,4002100247,140,73.4,4002100249,141,37.0,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987135,28,1,1,1,42,besu5lkqmra07drq1czpr0tk4,1,73.4,37.9,2023-01-29T13:32:46.941Z,2023-01-29T23:31:04Z,4002100467,141,32.1,4002100463,56,Center,4002100465,140,87.3,4002100471,213,6.0,4002100461,155,,4003815181,178,,4002100469,212,15.1,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987141,29,50,1,1,44,besu5lkqmra07drq1czpr0tk4,1,87.4,35,2023-01-29T13:32:48.663Z,2023-01-29T23:31:22Z,4002100481,286,,4002100553,233,20,4002100479,56,Center,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987147,20,7,1,1,45,1hcbcuu846pa3iw6qskiws1cu,1,12.6,65,2023-01-29T13:32:50.019Z,2023-01-29T23:31:26Z,4002100539,233,29,4002100509,285,,4003815797,178,,4002100507,56,Back,4003565851,385,,4002100505,167,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987151,21,5,1,1,49,1hcbcuu846pa3iw6qskiws1cu,0,11,101.1,2023-01-29T13:32:53.722Z,2023-01-29T23:31:30Z,4002100931,233,30,4002100523,56,Back,4002100525,347,,,,,,,,,,,,,,,,,a6gle2qqy7154nh3pqso7upqt,S. Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501987211,30,5,1,1,49,besu5lkqmra07drq1czpr0tk4,1,89,-1.1,2023-01-29T13:32:53.722Z,2023-01-29T23:31:30Z,4002100913,233,21,4002100851,56,Right,4002100853,347,,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
